comp_go_id,component_id,go_id
2550193,129,GO:0034330
2550190,129,GO:0035254
2550201,129,GO:0042592
2550188,129,GO:0042802
2550182,129,GO:0043167
2550206,129,GO:0043226
2550177,129,GO:0043473
2550196,129,GO:0048856
2550181,129,GO:0048870
2550203,129,GO:0050790
2550186,129,GO:0050877
2550192,129,GO:0055085
2550218,130,GO:0002376
2550215,130,GO:0003013
2550224,130,GO:0005102
2550225,130,GO:0005198
2550217,130,GO:0005515
2550216,130,GO:0005575
2550222,130,GO:0005576
2550211,130,GO:0005615
2550210,130,GO:0005783
2550228,130,GO:0005886
2550221,130,GO:0006950
2550220,130,GO:0007155
2550212,130,GO:0008150
2550219,130,GO:0030312
2550229,130,GO:0031639
2550213,130,GO:0032880
2550214,130,GO:0043167
2550226,130,GO:0043226
2550227,130,GO:0051604
2550223,130,GO:0065003
2550230,131,GO:0001540
2550233,131,GO:0003674
2550240,131,GO:0004930
2550232,131,GO:0005515
2550244,131,GO:0005575
2550243,131,GO:0005886
2550235,131,GO:0005929
2550239,131,GO:0007165
2550234,131,GO:0008150
2550238,131,GO:0016020
2550236,131,GO:0030154
2550241,131,GO:0042277
2550231,131,GO:0042562
2550242,131,GO:0043085
2550237,131,GO:0043226
2550247,132,GO:0002376
2550259,132,GO:0003013
2550256,132,GO:0004930
2550250,132,GO:0005102
2550245,132,GO:0005515
2550261,132,GO:0005575
2550260,132,GO:0005886
2550253,132,GO:0006950
2550255,132,GO:0007165
2550246,132,GO:0008150
2550254,132,GO:0016020
2550251,132,GO:0030154
2550248,132,GO:0040011
2550258,132,GO:0043085
2550252,132,GO:0044403
2550257,132,GO:0046982
2550262,132,GO:0048856
2550249,132,GO:0048870
2550269,133,GO:0003013
2550279,133,GO:0003674
2550283,133,GO:0004930
2550271,133,GO:0005515
2550270,133,GO:0005575
2550282,133,GO:0005654
2550272,133,GO:0005737
2550284,133,GO:0005886
2550273,133,GO:0007165
2550275,133,GO:0007267
2550264,133,GO:0008150
2550280,133,GO:0016020
2550277,133,GO:0016192
2550263,133,GO:0016310
2550266,133,GO:0030154
2550278,133,GO:0030234
2550281,133,GO:0042592
2550268,133,GO:0043085
2550267,133,GO:0043167
2550276,133,GO:0048856
2550265,133,GO:0048870
2550274,133,GO:0055085
2550287,134,GO:0002376
2550290,134,GO:0003823
2550291,134,GO:0005102
2550288,134,GO:0005515
2550299,134,GO:0005575
2550295,134,GO:0005576
2550286,134,GO:0005615
2550298,134,GO:0005886
2550294,134,GO:0006950
2550296,134,GO:0007165
2550289,134,GO:0008283
2550297,134,GO:0016020
2550285,134,GO:0016192
2550292,134,GO:0030154
2550293,134,GO:0043226
2550312,135,GO:0003013
2550304,135,GO:0003674
2550300,135,GO:0005783
2550305,135,GO:0005829
2550311,135,GO:0006629
2550303,135,GO:0008150
2550313,135,GO:0009058
2550308,135,GO:0016020
2550306,135,GO:0016491
2550301,135,GO:0016829
2550302,135,GO:0016853
2550309,135,GO:0042592
2550310,135,GO:0043167
2550307,135,GO:0044281
2550316,136,GO:0002376
2550321,136,GO:0004930
2550314,136,GO:0005515
2550322,136,GO:0005886
2550318,136,GO:0006950
2550320,136,GO:0007165
2550315,136,GO:0008150
2550319,136,GO:0016020
2550317,136,GO:0030154
2550323,136,GO:0048856
2550325,137,GO:0000166
2550328,137,GO:0005737
2550324,137,GO:0005739
2550326,137,GO:0005829
2550329,137,GO:0006790
2550330,137,GO:0006950
2550327,137,GO:0016491
2550331,137,GO:0042592
2550332,137,GO:0043167
2550336,138,GO:0005515
2550341,138,GO:0005575
2550333,138,GO:0005783
2550340,138,GO:0006810
2550334,138,GO:0008150
2550338,138,GO:0016020
2550335,138,GO:0022857
2550337,138,GO:0043226
2550339,138,GO:0055085
2550346,139,GO:0003674
2550353,139,GO:0005575
2550344,139,GO:0005615
2550343,139,GO:0005886
2550349,139,GO:0006950
2550347,139,GO:0008150
2550352,139,GO:0008152
2550345,139,GO:0009056
2550342,139,GO:0009058
2550350,139,GO:0016020
2550348,139,GO:0016491
2550351,139,GO:0043167
2550354,139,GO:0048856
2550356,140,GO:0005515
2550365,140,GO:0005575
2550364,140,GO:0005886
2550363,140,GO:0006508
2550355,140,GO:0008150
2550361,140,GO:0008233
2550366,140,GO:0009058
2550360,140,GO:0016020
2550358,140,GO:0016787
2550362,140,GO:0043167
2550359,140,GO:0046677
2550357,140,GO:0071554
2550393,141,GO:0000166
2550385,141,GO:0002376
2550377,141,GO:0003013
2550403,141,GO:0005102
2550383,141,GO:0005515
2550379,141,GO:0005575
2550381,141,GO:0005634
2550387,141,GO:0005737
2550380,141,GO:0005739
2550399,141,GO:0005768
2550372,141,GO:0005829
2550406,141,GO:0005886
2550400,141,GO:0006810
2550398,141,GO:0006950
2550389,141,GO:0007165
2550395,141,GO:0008092
2550368,141,GO:0008150
2550378,141,GO:0008152
2550370,141,GO:0008283
2550402,141,GO:0009056
2550401,141,GO:0009058
2550396,141,GO:0016020
2550392,141,GO:0016301
2550367,141,GO:0016310
2550388,141,GO:0016740
2550405,141,GO:0019899
2550397,141,GO:0019904
2550374,141,GO:0030154
2550394,141,GO:0030234
2550391,141,GO:0030554
2550369,141,GO:0032880
2550386,141,GO:0035254
2550384,141,GO:0042802
2550376,141,GO:0043085
2550375,141,GO:0043167
2550404,141,GO:0043226
2550373,141,GO:0044325
2550390,141,GO:0048856
2550371,141,GO:0048870
2550382,141,GO:0050877
2550410,142,GO:0003674
2550409,142,GO:0005515
2550414,142,GO:0005575
2550420,142,GO:0005654
2550408,142,GO:0005777
2550413,142,GO:0005794
2550421,142,GO:0005886
2550407,142,GO:0007155
2550416,142,GO:0007165
2550422,142,GO:0007267
2550411,142,GO:0008150
2550415,142,GO:0016020
2550418,142,GO:0019899
2550423,142,GO:0030246
2550412,142,GO:0032880
2550419,142,GO:0043085
2550417,142,GO:0043167
2550428,143,GO:0005515
2550432,143,GO:0005737
2550431,143,GO:0005829
2550429,143,GO:0006520
2550425,143,GO:0009058
2550424,143,GO:0009308
2550427,143,GO:0009636
2550426,143,GO:0016829
2550436,143,GO:0019899
2550430,143,GO:0034641
2550435,143,GO:0043167
2550433,143,GO:0043226
2550434,143,GO:0044281
2550437,143,GO:0048856
2550443,144,GO:0003674
2550440,144,GO:0005178
2550442,144,GO:0005515
2550451,144,GO:0005575
2550450,144,GO:0005886
2550439,144,GO:0007155
2550448,144,GO:0007165
2550445,144,GO:0008150
2550447,144,GO:0016020
2550441,144,GO:0042802
2550449,144,GO:0043167
2550446,144,GO:0043226
2550444,144,GO:0048646
2550438,144,GO:0050840
2550468,145,GO:0000166
2550460,145,GO:0002376
2550459,145,GO:0005515
2550458,145,GO:0005575
2550474,145,GO:0005654
2550476,145,GO:0005886
2550470,145,GO:0006950
2550462,145,GO:0007165
2550453,145,GO:0008150
2550454,145,GO:0008283
2550471,145,GO:0016020
2550467,145,GO:0016301
2550452,145,GO:0016310
2550461,145,GO:0016740
2550466,145,GO:0019838
2550475,145,GO:0019899
2550455,145,GO:0030154
2550465,145,GO:0030554
2550463,145,GO:0034330
2550469,145,GO:0042803
2550457,145,GO:0043085
2550456,145,GO:0043167
2550473,145,GO:0043226
2550472,145,GO:0044403
2550464,145,GO:0048856
2550481,146,GO:0003013
2550494,146,GO:0004930
2550483,146,GO:0005515
2550482,146,GO:0005634
2550493,146,GO:0005654
2550484,146,GO:0005737
2550478,146,GO:0005829
2550495,146,GO:0005886
2550485,146,GO:0007165
2550487,146,GO:0007267
2550477,146,GO:0008150
2550489,146,GO:0008219
2550491,146,GO:0016020
2550490,146,GO:0040007
2550479,146,GO:0043085
2550492,146,GO:0043226
2550480,146,GO:0046982
2550488,146,GO:0048856
2550486,146,GO:0055085
2550529,147,GO:0000166
2550520,147,GO:0000902
2550496,147,GO:0001618
2550510,147,GO:0003013
2550531,147,GO:0003674
2550543,147,GO:0003677
2550538,147,GO:0003682
2550539,147,GO:0005102
2550502,147,GO:0005178
2550516,147,GO:0005515
2550507,147,GO:0005516
2550512,147,GO:0005575
2550536,147,GO:0005576
2550500,147,GO:0005615
2550514,147,GO:0005634
2550519,147,GO:0005737
2550533,147,GO:0005768
2550499,147,GO:0005783
2550518,147,GO:0005794
2550513,147,GO:0005886
2550527,147,GO:0006412
2550541,147,GO:0006629
2550534,147,GO:0006950
2550525,147,GO:0007155
2550522,147,GO:0007165
2550532,147,GO:0008092
2550501,147,GO:0008150
2550511,147,GO:0008152
2550503,147,GO:0008283
2550535,147,GO:0016020
2550528,147,GO:0016301
2550497,147,GO:0016310
2550521,147,GO:0016740
2550526,147,GO:0019838
2550542,147,GO:0019899
2550506,147,GO:0030154
2550530,147,GO:0030234
2550524,147,GO:0030554
2550505,147,GO:0032880
2550498,147,GO:0042562
2550517,147,GO:0042802
2550509,147,GO:0043085
2550508,147,GO:0043167
2550540,147,GO:0043226
2550537,147,GO:0044403
2550523,147,GO:0048856
2550504,147,GO:0048870
2550515,147,GO:0050877
2550549,148,GO:0003013
2550558,148,GO:0003674
2550553,148,GO:0005515
2550550,148,GO:0005575
2550551,148,GO:0005634
2550555,148,GO:0005737
2550544,148,GO:0005783
2550568,148,GO:0006629
2550565,148,GO:0006810
2550561,148,GO:0006950
2550545,148,GO:0008150
2550566,148,GO:0009058
2550563,148,GO:0016020
2550554,148,GO:0016491
2550569,148,GO:0019899
2550547,148,GO:0030154
2550546,148,GO:0032880
2550562,148,GO:0042592
2550560,148,GO:0042803
2550564,148,GO:0043065
2550548,148,GO:0043167
2550567,148,GO:0043226
2550556,148,GO:0044281
2550559,148,GO:0048646
2550557,148,GO:0048856
2550552,148,GO:0050877
2550575,149,GO:0003674
2550582,149,GO:0004930
2550576,149,GO:0005515
2550578,149,GO:0005575
2550572,149,GO:0005886
2550583,149,GO:0006810
2550581,149,GO:0007165
2550584,149,GO:0007267
2550574,149,GO:0008150
2550570,149,GO:0009308
2550579,149,GO:0016020
2550571,149,GO:0016192
2550577,149,GO:0032880
2550580,149,GO:0042592
2550573,149,GO:0050877
2550593,150,GO:0005575
2550591,150,GO:0005654
2550585,150,GO:0005886
2550592,150,GO:0006810
2550587,150,GO:0008150
2550589,150,GO:0016020
2550588,150,GO:0022857
2550594,150,GO:0048856
2550586,150,GO:0050877
2550590,150,GO:0055085
2550605,151,GO:0003674
2550600,151,GO:0005515
2550602,151,GO:0005737
2550595,151,GO:0005783
2550613,151,GO:0006629
2550599,151,GO:0006805
2550598,151,GO:0008152
2550604,151,GO:0008289
2550611,151,GO:0009056
2550610,151,GO:0009058
2550607,151,GO:0009820
2550608,151,GO:0016020
2550601,151,GO:0016491
2550597,151,GO:0019748
2550614,151,GO:0019899
2550606,151,GO:0034641
2550596,151,GO:0043167
2550612,151,GO:0043226
2550603,151,GO:0044281
2550609,151,GO:0070989
2550625,152,GO:0000166
2550617,152,GO:0005516
2550619,152,GO:0005575
2550620,152,GO:0005737
2550615,152,GO:0005783
2550633,152,GO:0005886
2550629,152,GO:0006810
2550626,152,GO:0006950
2550622,152,GO:0007165
2550616,152,GO:0008150
2550628,152,GO:0016020
2550631,152,GO:0022857
2550624,152,GO:0030554
2550627,152,GO:0042592
2550618,152,GO:0043167
2550632,152,GO:0043226
2550623,152,GO:0048856
2550621,152,GO:0055085
2550630,152,GO:0065003
2550639,153,GO:0003674
2550641,153,GO:0005575
2550634,153,GO:0005886
2550647,153,GO:0006810
2550644,153,GO:0007165
2550648,153,GO:0007267
2550636,153,GO:0008150
2550643,153,GO:0016020
2550640,153,GO:0022607
2550638,153,GO:0022857
2550646,153,GO:0034330
2550637,153,GO:0042802
2550642,153,GO:0043226
2550649,153,GO:0048856
2550635,153,GO:0050877
2550645,153,GO:0055085
2550663,154,GO:0000166
2550659,154,GO:0002376
2550650,154,GO:0003723
2550651,154,GO:0003924
2550666,154,GO:0005102
2550667,154,GO:0005198
2550658,154,GO:0005515
2550655,154,GO:0005575
2550665,154,GO:0005576
2550657,154,GO:0005634
2550660,154,GO:0005737
2550652,154,GO:0005829
2550661,154,GO:0005856
2550664,154,GO:0006950
2550669,154,GO:0007010
2550656,154,GO:0007017
2550662,154,GO:0007049
2550653,154,GO:0043167
2550668,154,GO:0043226
2550654,154,GO:0051082
2550670,155,GO:0005618
2550678,155,GO:0005886
2550676,155,GO:0006629
2550671,155,GO:0008289
2550679,155,GO:0009058
2550672,155,GO:0016491
2550677,155,GO:0043167
2550674,155,GO:0044281
2550675,155,GO:0046677
2550673,155,GO:0051287
2550693,156,GO:0003013
2550683,156,GO:0003674
2550690,156,GO:0004930
2550682,156,GO:0005515
2550686,156,GO:0005575
2550680,156,GO:0005886
2550685,156,GO:0005929
2550694,156,GO:0006950
2550689,156,GO:0007165
2550695,156,GO:0007267
2550684,156,GO:0008150
2550697,156,GO:0008152
2550696,156,GO:0016020
2550688,156,GO:0042592
2550692,156,GO:0043085
2550691,156,GO:0043167
2550687,156,GO:0050790
2550681,156,GO:0050877
2550700,157,GO:0003674
2550698,157,GO:0005783
2550708,157,GO:0006629
2550710,157,GO:0006810
2550707,157,GO:0007165
2550701,157,GO:0008150
2550699,157,GO:0009056
2550711,157,GO:0009058
2550705,157,GO:0016020
2550702,157,GO:0016491
2550706,157,GO:0042592
2550709,157,GO:0043167
2550703,157,GO:0043226
2550704,157,GO:0044281
2550723,158,GO:0003674
2550730,158,GO:0003677
2550717,158,GO:0005515
2550716,158,GO:0005575
2550718,158,GO:0005737
2550714,158,GO:0005829
2550726,158,GO:0006950
2550712,158,GO:0008150
2550729,158,GO:0009058
2550728,158,GO:0016020
2550721,158,GO:0016740
2550715,158,GO:0016779
2550722,158,GO:0022607
2550724,158,GO:0034641
2550727,158,GO:0042592
2550719,158,GO:0044281
2550720,158,GO:0046677
2550713,158,GO:0048870
2550725,158,GO:0071941
2550738,159,GO:0002376
2550734,159,GO:0003013
2550743,159,GO:0003674
2550751,159,GO:0004930
2550750,159,GO:0005102
2550737,159,GO:0005515
2550735,159,GO:0005575
2550753,159,GO:0005886
2550744,159,GO:0006605
2550752,159,GO:0006629
2550748,159,GO:0006810
2550745,159,GO:0006950
2550739,159,GO:0007165
2550740,159,GO:0007267
2550731,159,GO:0008150
2550749,159,GO:0009056
2550747,159,GO:0016020
2550742,159,GO:0016192
2550746,159,GO:0042592
2550733,159,GO:0046982
2550741,159,GO:0048856
2550732,159,GO:0048870
2550736,159,GO:0050877
2550760,160,GO:0004930
2550754,160,GO:0005515
2550762,160,GO:0005575
2550761,160,GO:0005886
2550758,160,GO:0007165
2550755,160,GO:0008150
2550757,160,GO:0016020
2550759,160,GO:0042277
2550763,160,GO:0048856
2550756,160,GO:0048870
2550775,161,GO:0003674
2550780,161,GO:0004930
2550770,161,GO:0005575
2550765,161,GO:0005615
2550777,161,GO:0005768
2550782,161,GO:0005886
2550776,161,GO:0006605
2550779,161,GO:0006810
2550767,161,GO:0007034
2550773,161,GO:0007165
2550766,161,GO:0008150
2550778,161,GO:0016020
2550781,161,GO:0019899
2550768,161,GO:0042277
2550764,161,GO:0042562
2550772,161,GO:0042802
2550769,161,GO:0043085
2550774,161,GO:0048856
2550771,161,GO:0050877
2550785,162,GO:0003674
2550784,162,GO:0005515
2550796,162,GO:0005575
2550789,162,GO:0005737
2550783,162,GO:0005783
2550787,162,GO:0005794
2550794,162,GO:0006629
2550792,162,GO:0006950
2550786,162,GO:0008150
2550797,162,GO:0009058
2550793,162,GO:0016020
2550788,162,GO:0016491
2550795,162,GO:0043167
2550790,162,GO:0043226
2550791,162,GO:0044281
2550800,163,GO:0003674
2550804,163,GO:0004930
2550798,163,GO:0005886
2550805,163,GO:0006810
2550802,163,GO:0007165
2550799,163,GO:0008150
2550801,163,GO:0016020
2550803,163,GO:0042277
2550808,164,GO:0003674
2550807,164,GO:0005515
2550813,164,GO:0005575
2550806,164,GO:0005783
2550818,164,GO:0006629
2550820,164,GO:0007267
2550810,164,GO:0008150
2550819,164,GO:0008152
2550809,164,GO:0009056
2550821,164,GO:0009058
2550816,164,GO:0016020
2550811,164,GO:0016491
2550812,164,GO:0030154
2550814,164,GO:0043226
2550815,164,GO:0044281
2550817,164,GO:0048856
2550823,165,GO:0005515
2550835,165,GO:0005575
2550826,165,GO:0005829
2550833,165,GO:0006629
2550830,165,GO:0006790
2550836,165,GO:0009058
2550832,165,GO:0016020
2550827,165,GO:0016491
2550825,165,GO:0034641
2550824,165,GO:0042802
2550834,165,GO:0043167
2550829,165,GO:0044281
2550831,165,GO:0046677
2550828,165,GO:0051287
2550822,165,GO:0065003
2550849,166,GO:0000166
2550855,166,GO:0003677
2550843,166,GO:0003824
2550842,166,GO:0005515
2550840,166,GO:0005575
2550841,166,GO:0005694
2550845,166,GO:0005737
2550838,166,GO:0005829
2550851,166,GO:0006259
2550837,166,GO:0008150
2550853,166,GO:0009058
2550852,166,GO:0016020
2550854,166,GO:0016853
2550848,166,GO:0030554
2550850,166,GO:0034641
2550844,166,GO:0042802
2550839,166,GO:0043167
2550847,166,GO:0046677
2550846,166,GO:0051276
2550858,167,GO:0005515
2550868,167,GO:0005575
2550857,167,GO:0005886
2550866,167,GO:0006629
2550867,167,GO:0006810
2550860,167,GO:0008150
2550856,167,GO:0009058
2550863,167,GO:0016020
2550859,167,GO:0022857
2550865,167,GO:0043167
2550862,167,GO:0044281
2550861,167,GO:0048646
2550869,167,GO:0048856
2550864,167,GO:0055085
2550879,168,GO:0002376
2550878,168,GO:0005515
2550876,168,GO:0005575
2550886,168,GO:0005576
2550870,168,GO:0005615
2550877,168,GO:0005634
2550890,168,GO:0005635
2550891,168,GO:0005654
2550881,168,GO:0005737
2550874,168,GO:0005829
2550892,168,GO:0006629
2550884,168,GO:0006950
2550871,168,GO:0008150
2550888,168,GO:0009058
2550887,168,GO:0016020
2550880,168,GO:0016491
2550883,168,GO:0016787
2550872,168,GO:0032880
2550889,168,GO:0040011
2550885,168,GO:0042592
2550875,168,GO:0043167
2550882,168,GO:0044281
2550873,168,GO:0048870
2550906,169,GO:0003674
2550913,169,GO:0003677
2550911,169,GO:0003682
2550900,169,GO:0005515
2550897,169,GO:0005575
2550898,169,GO:0005634
2550912,169,GO:0005654
2550902,169,GO:0005737
2550894,169,GO:0005829
2550908,169,GO:0006950
2550903,169,GO:0007165
2550905,169,GO:0008134
2550893,169,GO:0008150
2550910,169,GO:0009058
2550909,169,GO:0019904
2550895,169,GO:0030154
2550907,169,GO:0034641
2550896,169,GO:0043167
2550904,169,GO:0048856
2550899,169,GO:0050877
2550901,169,GO:0070324
2550915,170,GO:0004620
2550924,170,GO:0004930
2550919,170,GO:0005515
2550921,170,GO:0005575
2550914,170,GO:0005886
2550925,170,GO:0006810
2550923,170,GO:0007165
2550926,170,GO:0007267
2550918,170,GO:0008081
2550917,170,GO:0008150
2550922,170,GO:0016020
2550920,170,GO:0032880
2550927,170,GO:0048856
2550916,170,GO:0050877
2550934,171,GO:0005737
2550928,171,GO:0005783
2550931,171,GO:0005794
2550935,171,GO:0005829
2550930,171,GO:0006520
2550929,171,GO:0009056
2550938,171,GO:0016020
2550933,171,GO:0016491
2550932,171,GO:0042803
2550939,171,GO:0043167
2550936,171,GO:0043226
2550937,171,GO:0044281
2550951,172,GO:0004930
2550942,172,GO:0005515
2550947,172,GO:0005575
2550946,172,GO:0005737
2550940,172,GO:0005739
2550955,172,GO:0005856
2550953,172,GO:0005886
2550950,172,GO:0007165
2550954,172,GO:0007267
2550944,172,GO:0008150
2550948,172,GO:0016020
2550945,172,GO:0032880
2550949,172,GO:0042592
2550943,172,GO:0042802
2550952,172,GO:0043065
2550941,172,GO:0050877
2550982,173,GO:0000149
2550989,173,GO:0000166
2550973,173,GO:0002376
2550966,173,GO:0003013
2551005,173,GO:0003677
2551001,173,GO:0005102
2550972,173,GO:0005515
2550968,173,GO:0005575
2550970,173,GO:0005634
2551003,173,GO:0005654
2550987,173,GO:0005730
2550974,173,GO:0005737
2550969,173,GO:0005739
2550960,173,GO:0005829
2550979,173,GO:0005856
2550993,173,GO:0006259
2551006,173,GO:0006914
2550995,173,GO:0006950
2551002,173,GO:0007010
2550983,173,GO:0007049
2550986,173,GO:0007155
2550977,173,GO:0007165
2550992,173,GO:0008092
2550957,173,GO:0008150
2550967,173,GO:0008152
2550985,173,GO:0008219
2550958,173,GO:0008283
2550998,173,GO:0016020
2550984,173,GO:0016192
2550990,173,GO:0016301
2550956,173,GO:0016310
2550976,173,GO:0016740
2550961,173,GO:0016779
2551004,173,GO:0019899
2550996,173,GO:0019904
2550978,173,GO:0022607
2550963,173,GO:0030154
2550981,173,GO:0030554
2551007,173,GO:0030674
2550997,173,GO:0042592
2550999,173,GO:0043065
2550965,173,GO:0043085
2550964,173,GO:0043167
2550962,173,GO:0043621
2550991,173,GO:0048646
2550980,173,GO:0048856
2550959,173,GO:0048870
2550994,173,GO:0050790
2550971,173,GO:0050877
2550988,173,GO:0051219
2550975,173,GO:0051276
2551000,173,GO:0065003
2551019,174,GO:0003674
2551026,174,GO:0004930
2551015,174,GO:0005515
2551013,174,GO:0005575
2551025,174,GO:0005815
2551027,174,GO:0005886
2551024,174,GO:0006810
2551020,174,GO:0006950
2551017,174,GO:0007165
2551018,174,GO:0007267
2551009,174,GO:0008150
2551014,174,GO:0009308
2551023,174,GO:0016020
2551021,174,GO:0019904
2551010,174,GO:0032880
2551008,174,GO:0042562
2551022,174,GO:0042592
2551016,174,GO:0042802
2551011,174,GO:0043085
2551012,174,GO:0043167
2551031,175,GO:0005515
2551035,175,GO:0005575
2551028,175,GO:0005618
2551030,175,GO:0005739
2551029,175,GO:0005886
2551038,175,GO:0005975
2551032,175,GO:0008150
2551041,175,GO:0009058
2551036,175,GO:0016020
2551037,175,GO:0016740
2551039,175,GO:0016757
2551040,175,GO:0022607
2551034,175,GO:0048646
2551033,175,GO:0071554
2551044,176,GO:0002376
2551043,176,GO:0003674
2551042,176,GO:0005515
2551052,176,GO:0005575
2551046,176,GO:0005794
2551051,176,GO:0005886
2551047,176,GO:0006950
2551049,176,GO:0007165
2551045,176,GO:0008150
2551050,176,GO:0016020
2551048,176,GO:0042592
2551057,177,GO:0002376
2551066,177,GO:0004930
2551060,177,GO:0005102
2551056,177,GO:0005515
2551061,177,GO:0005575
2551067,177,GO:0005654
2551053,177,GO:0005739
2551054,177,GO:0005783
2551059,177,GO:0005829
2551069,177,GO:0005886
2551062,177,GO:0006950
2551064,177,GO:0007165
2551070,177,GO:0007267
2551058,177,GO:0008150
2551068,177,GO:0016020
2551065,177,GO:0042277
2551063,177,GO:0042592
2551055,177,GO:0050877
2551091,178,GO:0003674
2551104,178,GO:0003677
2551083,178,GO:0005515
2551080,178,GO:0005575
2551075,178,GO:0005622
2551082,178,GO:0005634
2551102,178,GO:0005654
2551084,178,GO:0005737
2551097,178,GO:0005768
2551101,178,GO:0005815
2551073,178,GO:0005829
2551088,178,GO:0005856
2551093,178,GO:0005929
2551086,178,GO:0006508
2551099,178,GO:0006810
2551105,178,GO:0006914
2551095,178,GO:0006950
2551078,178,GO:0007017
2551094,178,GO:0008092
2551089,178,GO:0008134
2551071,178,GO:0008150
2551077,178,GO:0008152
2551100,178,GO:0009056
2551081,178,GO:0009308
2551098,178,GO:0016020
2551092,178,GO:0016787
2551085,178,GO:0016810
2551103,178,GO:0019899
2551087,178,GO:0022607
2551074,178,GO:0030154
2551106,178,GO:0030705
2551079,178,GO:0032182
2551072,178,GO:0032880
2551090,178,GO:0040007
2551076,178,GO:0043167
2551096,178,GO:0050790
2551115,179,GO:0005515
2551111,179,GO:0005516
2551113,179,GO:0005575
2551116,179,GO:0005737
2551128,179,GO:0005764
2551124,179,GO:0005768
2551107,179,GO:0005783
2551132,179,GO:0005886
2551120,179,GO:0005975
2551127,179,GO:0006810
2551119,179,GO:0007165
2551108,179,GO:0008150
2551123,179,GO:0008289
2551126,179,GO:0016020
2551131,179,GO:0019899
2551121,179,GO:0022607
2551129,179,GO:0022857
2551110,179,GO:0030154
2551125,179,GO:0042592
2551112,179,GO:0043167
2551130,179,GO:0043226
2551117,179,GO:0044281
2551109,179,GO:0044325
2551122,179,GO:0048856
2551114,179,GO:0050877
2551118,179,GO:0055085
2551140,180,GO:0003013
2551147,180,GO:0003674
2551154,180,GO:0004930
2551153,180,GO:0005102
2551144,180,GO:0005515
2551141,180,GO:0005575
2551145,180,GO:0005737
2551156,180,GO:0005886
2551149,180,GO:0006259
2551150,180,GO:0006950
2551155,180,GO:0007010
2551146,180,GO:0007165
2551134,180,GO:0007565
2551135,180,GO:0008150
2551152,180,GO:0016020
2551142,180,GO:0019899
2551136,180,GO:0032880
2551133,180,GO:0042562
2551151,180,GO:0042592
2551148,180,GO:0042803
2551139,180,GO:0043085
2551137,180,GO:0043167
2551138,180,GO:0046982
2551143,180,GO:0050877
2551174,181,GO:0000166
2551166,181,GO:0002376
2551165,181,GO:0005515
2551164,181,GO:0005575
2551176,181,GO:0005576
2551158,181,GO:0005615
2551167,181,GO:0005737
2551177,181,GO:0005768
2551170,181,GO:0005856
2551180,181,GO:0005886
2551169,181,GO:0007165
2551159,181,GO:0008150
2551178,181,GO:0016020
2551173,181,GO:0016301
2551157,181,GO:0016310
2551168,181,GO:0016740
2551172,181,GO:0019838
2551161,181,GO:0030154
2551171,181,GO:0030554
2551179,181,GO:0040011
2551163,181,GO:0043085
2551162,181,GO:0043167
2551175,181,GO:0048646
2551160,181,GO:0048870
2551184,182,GO:0003824
2551185,182,GO:0005515
2551194,182,GO:0005575
2551191,182,GO:0005737
2551192,182,GO:0005829
2551190,182,GO:0006520
2551189,182,GO:0008150
2551187,182,GO:0008283
2551182,182,GO:0009058
2551181,182,GO:0009308
2551183,182,GO:0016829
2551186,182,GO:0034641
2551188,182,GO:0042803
2551193,182,GO:0044281
2551195,182,GO:0048856
2551199,183,GO:0003674
2551208,183,GO:0003677
2551197,183,GO:0005515
2551209,183,GO:0005575
2551196,183,GO:0005634
2551207,183,GO:0005654
2551204,183,GO:0005730
2551203,183,GO:0005737
2551201,183,GO:0005829
2551205,183,GO:0007165
2551198,183,GO:0008150
2551210,183,GO:0009058
2551202,183,GO:0030154
2551200,183,GO:0034641
2551206,183,GO:0043167
2551214,184,GO:0002376
2551219,184,GO:0003013
2551217,184,GO:0004930
2551212,184,GO:0005515
2551221,184,GO:0005575
2551220,184,GO:0005886
2551216,184,GO:0007165
2551213,184,GO:0008150
2551215,184,GO:0016020
2551211,184,GO:0016192
2551218,184,GO:0043085
2551235,185,GO:0003013
2551232,185,GO:0004930
2551225,185,GO:0005102
2551223,185,GO:0005515
2551227,185,GO:0005575
2551237,185,GO:0005768
2551222,185,GO:0005886
2551229,185,GO:0006950
2551231,185,GO:0007165
2551224,185,GO:0008150
2551236,185,GO:0008152
2551238,185,GO:0016020
2551230,185,GO:0019904
2551226,185,GO:0030154
2551234,185,GO:0042592
2551228,185,GO:0043226
2551233,185,GO:0046982
2551249,186,GO:0003674
2551258,186,GO:0004930
2551244,186,GO:0005515
2551242,186,GO:0005575
2551243,186,GO:0005634
2551255,186,GO:0005635
2551239,186,GO:0005783
2551251,186,GO:0005811
2551241,186,GO:0005829
2551259,186,GO:0005886
2551257,186,GO:0006629
2551252,186,GO:0006810
2551247,186,GO:0007165
2551240,186,GO:0008150
2551253,186,GO:0009058
2551250,186,GO:0016020
2551245,186,GO:0042802
2551256,186,GO:0043226
2551246,186,GO:0044281
2551248,186,GO:0048856
2551254,186,GO:0065003
2551273,187,GO:0000902
2551281,187,GO:0003674
2551291,187,GO:0003677
2551286,187,GO:0003682
2551289,187,GO:0004930
2551287,187,GO:0005102
2551271,187,GO:0005515
2551268,187,GO:0005575
2551270,187,GO:0005634
2551288,187,GO:0005654
2551272,187,GO:0005737
2551265,187,GO:0005829
2551269,187,GO:0005886
