assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id,aidx
2545,4682,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells,B,,,,,,,NIH3T3,,107,H,8,Expert,1,,CHEMBL616895,723.0,BAO_0000219,,,CLD0
2546,12652,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2A receptor,F,,,,,,,,,10620,H,8,Autocuration,1,,CHEMBL616896,,BAO_0000019,,,CLD0
2547,4921,Ability to displace [3H]-Ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor,B,,,,,,,,,10621,H,8,Autocuration,1,,CHEMBL617099,,BAO_0000357,,,CLD0
2548,4921,Ability to displace [3H]ketanserin radioligand from porcine 5-hydroxytryptamine 2A receptor; ND denotes not determined,B,,,,,,,,,10621,H,8,Autocuration,1,,CHEMBL617100,,BAO_0000357,,,CLD0
2549,16312,Binding affinity against rabbit aorta 5-HT2A receptor,B,,,Oryctolagus cuniculus,9986.0,,,,,107,H,8,Autocuration,1,,CHEMBL884532,,BAO_0000357,,,CLD0
2550,14998,Binding affinity for 5-hydroxytryptamine 2A receptor of rabbit aorta ring preparations,B,,,Oryctolagus cuniculus,9986.0,,Aorta,,,107,H,8,Expert,1,,CHEMBL617101,,BAO_0000221,947.0,,CLD0
2551,14025,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 2A receptor in the rabbit saphenous aorta,B,,,Oryctolagus cuniculus,9986.0,,Aorta,,,107,H,8,Expert,1,,CHEMBL617102,,BAO_0000221,947.0,,CLD0
2552,13047,Binding affinity against 5-hydroxytryptamine 1D receptor alpha using rabbit saphenous vein assay.,B,,,Oryctolagus cuniculus,9986.0,,Saphenous vein,,,107,H,8,Autocuration,1,,CHEMBL617103,,BAO_0000221,7318.0,,CLD0
2553,13047,The compound was tested for binding affinity against 5-HT2A receptor,B,,,Oryctolagus cuniculus,9986.0,,,,,107,H,8,Expert,1,,CHEMBL617104,,BAO_0000357,,,CLD0
2554,1883,Compound was evaluated for displacement of [3H]ketanserin from cloned rat 5-hydroxytryptamine 2A receptor in transfected CHO-K1 cells.,B,,,,,,,CHO-K1,,10576,H,8,Autocuration,1,,CHEMBL857979,485.0,BAO_0000219,,,CLD0
2555,13463,Binding affinity analysed towards 5-HT 2A in rat jugular vein,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL857502,,BAO_0000019,,,CLD0
2556,13463,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617105,,BAO_0000019,,,CLD0
2557,13463,Binding affinity analysed on 5-HT 2A in rat stomach fundus.,B,,,,,,Stomach,,,12687,H,8,Autocuration,1,,CHEMBL858021,,BAO_0000221,945.0,,CLD0
2558,13463,Binding affinity for 5-HT 2A in rat stomach fundus,B,,,Rattus norvegicus,10116.0,,Stomach,,,12687,D,9,Expert,1,,CHEMBL875910,,BAO_0000221,945.0,,CLD0
2559,13463,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617106,,BAO_0000019,,,CLD0
2560,16326,Ability to stimulate phosphoinositide hydrolysis in NIH3T3 cells expressing the 5-hydroxytryptamine 2A receptor,B,,,,,,,NIH3T3,,12687,H,8,Expert,1,,CHEMBL617107,723.0,BAO_0000219,,,CLD0
2561,14093,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2A receptor,F,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617108,,BAO_0000019,,,CLD0
2562,14093,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast expressing 5-hydroxytryptamine 2A receptor,F,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617109,,BAO_0000019,,,CLD0
2563,15740,Evaluated for the effective concentration at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617110,,BAO_0000357,,,CLD0
2564,16633,Functional potency at the rat 5-hydroxytryptamine 2A receptor as effective concentration EC50 for stimulating Phosphoinositide accumulation,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617111,,BAO_0000357,,,CLD0
2565,17200,In vitro relative agonist activity against 5-hydroxytryptamine 2A using PI assay in rat vascular smooth muscle cells,F,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL617112,,BAO_0000019,,,CLD0
2566,17133,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617113,,BAO_0000357,,,CLD0
2567,17133,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617114,,BAO_0000357,,,CLD0
2568,17133,Tested for its ability to activate phospholipase c by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617115,,BAO_0000357,,,CLD0
2569,17200,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,F,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617116,,BAO_0000219,,,CLD0
2570,15363,Efficacy at 5-hydroxytryptamine 2A receptor,F,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617117,,BAO_0000019,,,CLD0
2571,17200,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617118,,BAO_0000357,,,CLD0
2572,17200,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL617119,,BAO_0000357,,,CLD0
2573,17200,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor determined by using PI assay (Emax),B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL617120,,BAO_0000357,,,CLD0
2574,17200,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,F,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL617121,,BAO_0000219,,,CLD0
2575,17200,The receptor (5-hydroxytryptamine 2A) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,F,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617122,,BAO_0000219,,,CLD0
2576,17211,Ability to displace [3H]ketanserin (0.5 nM) from cerebral cortex of rat 5-hydroxytryptamine 2A receptor,B,,,,,,Cerebral cortex,,,12687,H,8,Autocuration,1,,CHEMBL617123,,BAO_0000221,956.0,,CLD0
2577,17331,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]-ketanserin from rat prefrontal cerebral cortex mambranes,B,,,,,,Frontal cortex,,,12687,H,8,Expert,1,,CHEMBL617124,,BAO_0000221,1870.0,,CLD0
2578,13565,Binding affinity to serotonin 5-hydroxytryptamine 2A receptors using a radioligand [3H]ketanserin binding assay in rat cortical membranes,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL617600,,BAO_0000249,,,CLD0
2579,13730,Binding affinity towards rat 5-hydroxytryptamine 2A receptor was evaluated using [3H]- ketanserin as radioligand,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL617601,,BAO_0000357,,,CLD0
2580,12416,In vitro affinity towards 5-hydroxytryptamine 2A receptor using [3H]spiroperidol as radioligand in cortex,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL882923,,BAO_0000019,,,CLD0
2581,15295,Compound was tested for it's binding affinity towards 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617602,,BAO_0000357,,,CLD0
2582,1742,Compound was tested for its ability to displace [3H]DOB from 5-hydroxytryptamine 2A receptor in rat cortex homogenates,B,,,,,,Cortex,,,12687,H,8,Autocuration,1,,CHEMBL617603,,BAO_0000019,1851.0,,CLD0
2583,15295,Compound was tested for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617604,,BAO_0000357,,,CLD0
2584,14970,Binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]ketanserin as radioligand,B,,,,,,Frontal cortex,,,12687,H,8,Expert,1,,CHEMBL617605,,BAO_0000221,1870.0,,CLD0
2585,16693,In vitro binding affinity for serotonin 5-hydroxytryptamine 2A receptor of rat cerebral cortex using [3H]ketanserin as radioligand,B,,,,,,Cerebral cortex,,,12687,H,8,Expert,1,,CHEMBL617606,,BAO_0000221,956.0,,CLD0
2586,14776,Inhibition of [3H]ketanserin binding to rat frontal cortex membrane 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,,Frontal cortex,,,12687,D,9,Expert,1,,CHEMBL617607,,BAO_0000221,1870.0,,CLD0
2587,14286,In vitro inhibitory concentration against radioligand [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cortical membrane,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617455,,BAO_0000249,,,CLD0
2588,17200,In vitro inhibition of [125I]DOI binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex,B,,,Rattus norvegicus,10116.0,,Cerebral cortex,,,12687,D,9,Expert,1,,CHEMBL617456,,BAO_0000221,956.0,,CLD0
2589,15306,Inhibitory concentration against 5-hydroxytryptamine 2A receptor (Inactive at >1000 nM concentration),B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL617457,,BAO_0000357,,,CLD0
2590,14178,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL617458,,BAO_0000357,,,CLD0
2591,14229,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor from rat brain,B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL617459,,BAO_0000019,,,CLD0
2592,12884,Binding affinity towards 5-hydroxytryptamine 2A receptor binding site using [3H]ketanserin. ,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL617460,,BAO_0000357,,,CLD0
2593,13149,"Binding affinity for 5-hydroxytryptamine 2A receptor, activity is expressed as IC50 values.",B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL617461,,BAO_0000357,,,CLD0
2594,15295,Displacement of [3H]ketanserin from rat cortical membrane 5-hydroxytryptamine 2A receptor at 10e-7 M,B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL617462,,BAO_0000019,,,CLD0
2595,15740,Intrinsic activity was determined at 5-hydroxytryptamine 2A receptor which is percentage response given compared with the response produced by 10 uM serotonin.,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617463,,BAO_0000357,,,CLD0
2596,15185,"Compound was tested for binding affinity at 5-hydroxytryptamine 2A receptor sites in rat cortical homogenate using [125I]-2,5-Dimethoxy -4-iodoamphetamine (DOI).",B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617464,,BAO_0000019,,,CLD0
2597,15185,"Compound was tested for binding affinity using [3H]MDL-100,907 at 5-hydroxytryptamine 2A receptor sites in rat cortical homogenate.",B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617465,,BAO_0000019,,,CLD0
2598,17529,Ability to bind to central serotonin 5-hydroxytryptamine 2A receptor in vitro in cortex of the rat brain using [3H]ketanserin radioligand,B,,,,,,Brain,,,12687,H,8,Expert,1,,CHEMBL617466,,BAO_0000221,955.0,,CLD0
2599,14826,Ability to displace [3H]- ketanserin bound to 5-hydroxytryptamine 2A receptor in rat pre-frontal cortex,B,,,,,,Frontal cortex,,,12687,H,8,Autocuration,1,,CHEMBL617467,,BAO_0000221,1870.0,,CLD0
2600,17211,Displacement of [3H]ketanserin (0.5 nM) from rat cerebral cortex 5-hydroxytryptamine 2A receptors,B,,,,,,Cerebral cortex,,,12687,H,8,Expert,1,,CHEMBL617468,,BAO_0000221,956.0,,CLD0
2601,14826,Ability to displace [3H]ketanserin bound to 5-hydroxytryptamine 2A receptor in rat pre-frontal cortex,B,,,,,,Frontal cortex,,,12687,H,8,Autocuration,1,,CHEMBL617469,,BAO_0000221,1870.0,,CLD0
2602,14093,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617470,,BAO_0000019,,,CLD0
2603,14093,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor; Not tested,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617471,,BAO_0000019,,,CLD0
2604,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2A serotonin receptor in NIH3T3 cell line membranes,B,,,,,,,NIH3T3,,12687,H,8,Expert,1,,CHEMBL617472,723.0,BAO_0000219,,,CLD0
2605,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2A serotonin receptor.,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL617473,,BAO_0000357,,,CLD0
2606,15436,Affinity 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL617474,,BAO_0000019,,,CLD0
2607,15436,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL617475,,BAO_0000019,,,CLD0
2608,14442,Affinity at [3H]ketanserin-labeled 5-hydroxytryptamine 2A receptor in rat brain homogenate was determined,B,,,,,,Brain,,,12687,H,8,Autocuration,1,,CHEMBL617476,,BAO_0000221,955.0,,CLD0
2609,12457,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL617477,,BAO_0000357,,,CLD0
2610,12457,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2A receptor,B,,,,,,,NIH3T3,,12687,H,8,Expert,1,,CHEMBL617478,723.0,BAO_0000219,,,CLD0
2611,14755,"Antagonistic activity measured for 5-hydroxytryptamine 2A receptor using [3H]-MDL- 100,907 as radioligand in rat cortical homogenates.",F,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617479,,BAO_0000221,,,CLD0
2612,4707,Binding affinity towards rat 5-hydroxytryptamine 2A receptor was determined using [125I]- DOI as radioligand,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617480,,BAO_0000357,,,CLD0
2613,13297,Binding affinity against 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL617481,,BAO_0000357,,,CLD0
2614,17331,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin from rat prefrontal cerebral cortex mambranes,B,,,,,,Frontal cortex,,,12687,H,8,Expert,1,,CHEMBL617482,,BAO_0000221,1870.0,,CLD0
2615,4664,Binding affinity against 5-hydroxytryptamine 2A receptor from rat forebrain using [3H]ketanserin as radioligand,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617483,,BAO_0000019,,,CLD0
2616,16633,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL621528,,BAO_0000357,,,CLD0
2617,4664,Binding affinity against 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells using [3H]ketanserin,B,,,Rattus norvegicus,10116.0,,,NIH3T3,,12687,D,9,Expert,1,,CHEMBL621529,723.0,BAO_0000219,,,CLD0
2618,16133,Binding affinity against rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL621530,,BAO_0000357,,,CLD0
2619,16133,Binding affinity against rat 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL621531,,BAO_0000357,,,CLD0
2620,14060,Binding affinity against rat brain 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL621532,,BAO_0000019,,,CLD0
2621,16326,Binding affinity at cloned rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL621533,,BAO_0000357,,,CLD0
2622,16659,Binding affinity for displacement of [3H]ketanserin to rat 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,B,,,,,,,CHO,,12687,H,8,Expert,1,,CHEMBL621534,449.0,BAO_0000219,,,CLD0
2623,14776,Binding affinity measured at the 5-hydroxytryptamine 2A receptor by the inhibition of [3H]ketanserin binding to rat cortex using unlabeled mianserin for nonspecific binding.,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL621535,,BAO_0000019,,,CLD0
2624,13481,Binding affinity of [3H]- ketanserin labelled towards Rat cortical 5-hydroxytryptamine 2A receptor using radioligand binding assay,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL621536,,BAO_0000357,,,CLD0
2625,17386,Binding affinity of compound was tested for 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL621537,,BAO_0000357,,,CLD0
2626,6611,Binding affinity for 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL621538,,BAO_0000357,,,CLD0
2627,14423,Binding affinity against 5-hydroxytryptamine 2A receptor from rat cortex using [3H]ketanserin as the radioligand.,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL621539,,BAO_0000019,,,CLD0
2628,15412,Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex,B,,,,,,Frontal cortex,,,12687,H,8,Autocuration,1,,CHEMBL621540,,BAO_0000221,1870.0,,CLD0
2629,15412,Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex.,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL621541,,BAO_0000019,,,CLD0
2630,6238,Binding affinity towards 5-HT 2A receptor in rat cerebral frontal cortex membranes using [3H]ketanserin as radioligand,B,,,,,,Frontal cortex,,Membrane,12687,H,8,Autocuration,1,,CHEMBL621542,,BAO_0000221,1870.0,,CLD0
2631,6648,Binding affinity at 5-hydroxytryptamine 2A receptor of rat.,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL621543,,BAO_0000357,,,CLD0
2632,5667,Binding affinity towards 5-hydroxytryptamine 2A receptor sites by using [3H]ketanserin as radioligand,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL621544,,BAO_0000357,,,CLD0
2633,6611,Binding affinity for 5-hydroxytryptamine 2A serotonin receptor,B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL621545,,BAO_0000357,,,CLD0
2634,13481,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL621546,,BAO_0000357,,,CLD0
2635,13481,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand; Not tested,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL621547,,BAO_0000357,,,CLD0
2636,15558,Displacement of [3H]ketanserin from NIH3T3 cells stably expressing rat 5-hydroxytryptamine 2A receptor,B,,,,,,,NIH3T3,,12687,H,8,Expert,1,,CHEMBL618692,723.0,BAO_0000219,,,CLD0
2637,6013,Binding affinity towards 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618693,,BAO_0000357,,,CLD0
2638,16633,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL872922,,BAO_0000357,,,CLD0
2639,6013,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor from fundus tissue was determined using [3H]mesulergine as radioligand,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618694,,BAO_0000357,,,CLD0
2640,6013,Binding affinity for rat 5-hydroxytryptamine 2A receptor using [3H]DOB,B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL618695,,BAO_0000357,,,CLD0
2641,6013,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor was determined using [3H]DOB as radioligand; ND=No data,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618696,,BAO_0000357,,,CLD0
2642,6013,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor by [3H]ketanserin displacement.,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL618697,,BAO_0000357,,,CLD0
2643,6013,Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]DOB as radioligand,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618892,,BAO_0000357,,,CLD0
2644,6013,Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]ketanserin as radioligand,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618893,,BAO_0000357,,,CLD0
2645,16293,Binding affinity towards rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618894,,BAO_0000357,,,CLD0
2646,17175,Binding affinity towards rat 5-hydroxytryptamine 2A receptor expressed in NIH3T3 cells using [3H]ketanserin as radioligand,B,,,,,,,NIH3T3,,12687,H,8,Expert,1,,CHEMBL618895,723.0,BAO_0000219,,,CLD0
2647,13278,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL618896,,BAO_0000357,,,CLD0
2648,3682,Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2A receptor in homogenate of caudate putamen tissue from rat brain,B,,,,,,Caudate-putamen,,,12687,H,8,Autocuration,1,,CHEMBL618897,,BAO_0000221,5383.0,,CLD0
2649,2014,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618898,,BAO_0000357,,,CLD0
2650,2014,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand; Not determined,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618899,,BAO_0000357,,,CLD0
2651,4932,Compound was evaluated for its ability to displace (+/-)[125I]-DOI from 5-hydroxytryptamine 2A receptor in cloned rat cell culture,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618900,,BAO_0000357,,,CLD0
2652,4932,Compound was evaluated for its ability to displace [125I](R)-DOI from 5-hydroxytryptamine 2A receptor in cloned rat prefrontal cortex homogenate,B,,,,,,Prefrontal cortex,,,12687,H,8,Autocuration,1,,CHEMBL618901,,BAO_0000221,451.0,,CLD0
2653,3935,Compound was evaluated for its binding affinity for rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618902,,BAO_0000357,,,CLD0
2654,5432,Displacement of [3H]8-OH-DPAT from rat hippocampus membrane 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,,Hippocampus,,,12687,D,9,Expert,1,,CHEMBL618903,,BAO_0000221,10000000.0,,CLD0
2655,15818,Compound was evaluated for its binding affinity towards rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618904,,BAO_0000357,,,CLD0
2656,13672,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand.,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618905,,BAO_0000357,,,CLD0
2657,13672,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]-ketanserin radioligand.,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL618906,,BAO_0000357,,,CLD0
2658,14749,Binding affinity against rat 5-hydroxytryptamine 2A receptor in NIH3T3 cells.,B,,,,,,,NIH3T3,,12687,H,8,Expert,1,,CHEMBL618907,723.0,BAO_0000219,,,CLD0
2659,13462,Compound was tested for the Binding affinity against rat frontal cortex 5-hydroxytryptamine 2A receptor by Radio ligand [3H]ketanserin binding assay.,B,,,,,,Frontal cortex,,,12687,H,8,Autocuration,1,,CHEMBL618908,,BAO_0000221,1870.0,,CLD0
2660,15740,Evaluated for the binding constant at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617909,,BAO_0000357,,,CLD0
2661,16647,Half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex homogenate,B,,,,,,Cerebral cortex,,,12687,H,8,Expert,1,,CHEMBL617910,,BAO_0000221,956.0,,CLD0
2662,13345,In vitro ability to displace [3H]ketanserin from 5-hydroxytryptamine 2A receptor in rat brain.,B,,,,,,Brain,,,12687,H,8,Autocuration,1,,CHEMBL617911,,BAO_0000221,955.0,,CLD0
2663,16740,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL872923,,BAO_0000249,,,CLD0
2664,16740,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617912,,BAO_0000249,,,CLD0
2665,15535,In vitro binding affinity at 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin from rat cortex,B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL617913,,BAO_0000019,,,CLD0
2666,16740,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,B,,,,,,,,,12687,H,8,Expert,1,,CHEMBL617914,,BAO_0000249,,,CLD0
2667,16740,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617915,,BAO_0000249,,,CLD0
2668,16740,In vitro binding affinity at serotonin 5-hydroxytryptamine 2A receptor in rat cortical membrane,B,,,,,,,,,12687,H,8,Autocuration,1,,CHEMBL617916,,BAO_0000249,,,CLD0
2669,4795,Displacement of [3H]- Ketanserin from rat cortex 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,,,,,12687,D,9,Expert,1,,CHEMBL617917,,BAO_0000019,,,CLD0
2670,8,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in rat tissue homogenate using [3H]ketanserin as radioligand,B,,,,,,Tissue,,,12687,H,8,Expert,1,,CHEMBL617918,,BAO_0000019,479.0,,CLD0
2671,8,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in rat tissue homogenate using [3H]ketanserin as radioligand; Not active at 10-5 M,B,,,,,,Tissue,,,12687,H,8,Autocuration,1,,CHEMBL617919,,BAO_0000019,479.0,,CLD0
