drugind_id,record_id,molregno,max_phase_for_ind,mesh_id,mesh_heading,efo_id,efo_term
27607,1976758,1570706,4.0,D009369,Neoplasms,EFO:0000616,neoplasm
27608,1390836,675782,3.0,D001171,"Arthritis, Juvenile",EFO:0002609,juvenile idiopathic arthritis
27610,1344886,80209,4.0,D011618,Psychotic Disorders,EFO:0005407,psychosis
27611,1343065,125294,3.0,D007239,Infections,EFO:0000544,infection
27613,1344946,1347273,4.0,D015508,Nasal Obstruction,HP:0001742,Nasal congestion
27615,1344222,581569,2.0,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
27616,1343446,16415,4.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
27617,1344177,27609,2.0,D001007,Anxiety,EFO:0005230,anxiety
27622,1344626,2261,4.0,D011618,Psychotic Disorders,EFO:0005407,psychosis
27623,1343971,14440,2.0,D003928,Diabetic Nephropathies,EFO:0000401,diabetic nephropathy
27627,1344474,405364,4.0,D005348,Fibrocystic Breast Disease,EFO:0003014,breast fibrocystic disease
27628,1344443,675493,3.0,D007674,Kidney Diseases,EFO:0003086,kidney disease
27629,1344443,675493,3.0,D009203,Myocardial Infarction,EFO:0000612,myocardial infarction
27631,1390842,699374,2.0,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
27636,1344337,365281,2.0,D006073,Gout,EFO:0004274,gout
27637,1344337,365281,1.0,D006111,Graves Disease,EFO:0004237,Graves disease
27643,2794620,15990,4.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
27648,1343647,77652,4.0,D005334,Fever,HP:0001945,Fever
27649,1343375,581814,1.0,D006526,Hepatitis C,EFO:0003047,hepatitis C virus infection
27651,1344188,545509,1.0,D012871,Skin Diseases,EFO:0000701,skin disease
27652,1344260,14125,3.0,D010146,Pain,EFO:0003843,pain
27654,1344343,1927101,3.0,D004938,Esophageal Neoplasms,EFO:0002916,esophageal carcinoma
27655,1344343,1927101,3.0,D002294,"Carcinoma, Squamous Cell",EFO:0000181,head and neck squamous cell carcinoma
27670,1343212,674279,3.0,D013313,"Stress Disorders, Post-Traumatic",EFO:0001358,post-traumatic stress disorder
27671,1390844,675779,2.0,D008268,Macular Degeneration,EFO:0001365,age-related macular degeneration
27672,1390844,675779,2.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
27674,1343310,675454,4.0,D020246,Venous Thrombosis,HP:0004936,Venous thrombosis
27675,1343837,92412,0.5,D019969,Amphetamine-Related Disorders,EFO:0004701,methamphetamine dependence
27679,1343895,430124,3.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
27681,1344174,611647,2.0,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
27689,1344327,27626,2.0,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
27690,1344327,27626,3.0,D012735,"Sexual Dysfunction, Physiological",EFO:0004714,sexual dysfunction
27691,1343234,675371,2.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
27692,1343234,675371,2.0,D007938,Leukemia,EFO:0000565,leukemia
27696,1343829,68607,3.0,D009447,Neuroblastoma,EFO:0000621,neuroblastoma
27698,1344572,1248731,1.0,D004938,Esophageal Neoplasms,EFO:0002916,esophageal carcinoma
27700,1344540,175106,3.0,D052439,Lipid Metabolism Disorders,Orphanet:309005,Disorder of lipid metabolism
27702,1344135,28331,2.0,D015658,HIV Infections,EFO:0000180,HIV-1 infection
27705,1344936,675434,3.0,D008223,Lymphoma,EFO:0000574,lymphoma
27706,1344936,675434,3.0,D012509,Sarcoma,EFO:0000691,sarcoma
27710,1343120,105252,4.0,D005128,Eye Diseases,EFO:0005752,eye inflammation
27713,1344083,52087,2.0,D011085,Polycystic Ovary Syndrome,EFO:0000660,polycystic ovary syndrome
27717,1344058,88316,3.0,D005356,Fibromyalgia,EFO:0005687,fibromyalgia
27730,1696165,675456,3.0,D002292,"Carcinoma, Renal Cell",EFO:0000681,renal cell carcinoma
27739,1343317,173,4.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
27740,1344034,675617,4.0,D015535,"Arthritis, Psoriatic",EFO:0003778,psoriatic arthritis
27741,1344034,675617,2.0,D025242,Spondylarthropathies,EFO:0000706,spondyloarthropathy
27745,1344790,675446,1.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
27746,1696371,1380774,3.0,D008545,Melanoma,EFO:0000756,melanoma
27747,1343711,675368,4.0,D008545,Melanoma,EFO:0000389,cutaneous melanoma
27748,1343711,675368,4.0,D008545,Melanoma,EFO:0000756,melanoma
27754,1344095,13928,2.0,D015658,HIV Infections,EFO:0000180,HIV-1 infection
27755,1344005,675703,2.0,D013274,Stomach Neoplasms,EFO:0003897,stomach neoplasm
27760,1343356,479129,3.0,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema
27765,1343440,93895,3.0,D009157,Myasthenia Gravis,EFO:0004991,Myasthenia gravis
27768,1344085,252155,3.0,D009069,Movement Disorders,EFO:0004280,movement disorder
27769,1343545,112655,3.0,D020521,Stroke,EFO:0000712,stroke
27770,1343084,328164,2.0,D015658,HIV Infections,EFO:0000764,HIV infection
27774,1344559,6723,3.0,D015663,"Osteoporosis, Postmenopausal",EFO:0003854,postmenopausal osteoporosis
27776,1343494,2224030,3.0,D003928,Diabetic Nephropathies,EFO:0000401,diabetic nephropathy
27782,1343629,674816,4.0,D005128,Eye Diseases,EFO:0005752,eye inflammation
27784,1344871,9495,2.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
27786,1703520,59519,4.0,D011618,Psychotic Disorders,EFO:0005407,psychosis
27788,1343679,675085,2.0,D015658,HIV Infections,EFO:0000764,HIV infection
27789,1343762,675138,3.0,D000163,Acquired Immunodeficiency Syndrome,EFO:0000765,AIDS
27792,1344150,675090,3.0,D016889,Endometrial Neoplasms,EFO:0004230,endometrial neoplasm
27795,1343574,545974,2.0,D005715,Gambling,EFO:0004699,gambling behaviour
27800,1344532,547681,1.0,D010190,Pancreatic Neoplasms,EFO:0002618,pancreatic carcinoma
27804,1705350,49931,4.0,D001171,"Arthritis, Juvenile",EFO:0002609,juvenile idiopathic arthritis
27806,1705350,49931,3.0,D006828,Hydatidiform Mole,EFO:1000298,Hydatidiform Mole
27807,1705350,49931,3.0,D006258,Head and Neck Neoplasms,EFO:0004284,upper aerodigestive tract neoplasm
27808,1705350,49931,2.0,D014581,Urticaria,EFO:0005531,urticaria
27816,1343289,675032,3.0,D006086,Graft vs Host Disease,EFO:0004599,acute graft vs. host disease
27820,1343734,674813,4.0,D006973,Hypertension,EFO:0000537,hypertension
27825,1344391,187696,3.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
27827,1344398,386457,1.0,D007863,Lecithin Cholesterol Acyltransferase Deficiency,Orphanet:79292,Fish-eye disease
27829,1343529,1449169,4.0,D009325,Nausea,HP:0002018,Nausea
27840,1696513,1381004,3.0,D002294,"Carcinoma, Squamous Cell",EFO:0000181,head and neck squamous cell carcinoma
27842,1696513,1381004,2.0,D008223,Lymphoma,EFO:0000574,lymphoma
27843,1343816,187962,3.0,D008593,Menopause,EFO:0003922,menopause
27847,1343604,34197,4.0,D011618,Psychotic Disorders,EFO:0005407,psychosis
27850,1343299,674643,4.0,D006333,Heart Failure,EFO:0003144,heart failure
27851,1344997,675485,4.0,D008173,"Lung Diseases, Obstructive",HP:0006536,Airway obstruction
27853,1344014,419601,3.0,D001471,Barrett Esophagus,EFO:0000280,Barrett's esophagus
27859,1344768,139225,4.0,D012216,Rheumatic Diseases,EFO:0005755,rheumatic disease
27863,1344721,8062,2.0,D016491,Peripheral Vascular Diseases,EFO:0003875,peripheral vascular disease
27864,1390855,675772,2.0,D015658,HIV Infections,EFO:0000764,HIV infection
27866,1344495,468656,2.0,D009771,Obsessive-Compulsive Disorder,EFO:0004242,obsessive-compulsive disorder
27867,1344495,468656,4.0,D011618,Psychotic Disorders,EFO:0005407,psychosis
27872,1343688,675363,3.0,D008223,Lymphoma,EFO:0000574,lymphoma
27873,1976818,1626777,4.0,D002292,"Carcinoma, Renal Cell",EFO:0000681,renal cell carcinoma
27874,1343412,2327,1.0,D006331,Heart Diseases,EFO:0003777,heart disease
27882,1344224,674637,4.0,D004485,Eczema,HP:0000964,Eczema
27887,1343224,550857,2.0,D007972,"Leukoplakia, Oral",HP:0002745,Oral leukoplakia
27891,1344057,27370,4.0,D003093,"Colitis, Ulcerative",EFO:0000729,ulcerative colitis
27893,1344798,27229,2.0,D006526,Hepatitis C,EFO:0003047,hepatitis C virus infection
27894,1343561,136161,0.5,D014029,Tobacco Use Disorder,EFO:0003768,nicotine dependence
27895,1343728,22641,4.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
27897,1343824,12825,2.0,D011225,Pre-Eclampsia,EFO:0000668,preeclampsia
27903,1344331,54149,2.0,D006333,Heart Failure,EFO:0003144,heart failure
27907,1344198,428791,4.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
27909,1343499,341382,2.0,D008133,Long QT Syndrome,HP:0001657,Prolonged QT interval
27912,1343813,7714,3.0,D003866,Depressive Disorder,EFO:0003761,unipolar depression
27913,1344885,675578,2.0,D001528,Behcet Syndrome,EFO:0003780,Behcet's syndrome
27915,1344885,675578,3.0,D007938,Leukemia,EFO:0000565,leukemia
27917,1392858,328601,4.0,D011655,Pulmonary Embolism,EFO:0003827,pulmonary embolism
27923,1976715,1626732,3.0,D006973,Hypertension,EFO:0000537,hypertension
27924,1344249,675726,2.0,D007383,Intermittent Claudication,EFO:0003876,intermittent vascular claudication
27925,1344249,675726,1.0,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
27932,1343830,138562,3.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
27933,1343830,138562,1.0,D015658,HIV Infections,EFO:0000764,HIV infection
27935,1343830,138562,3.0,D011085,Polycystic Ovary Syndrome,EFO:0000660,polycystic ovary syndrome
27937,1344919,675591,2.0,D007246,Infertility,EFO:0000545,infertility
27938,1344744,674436,3.0,D008545,Melanoma,EFO:0000756,melanoma
27939,1343822,328201,3.0,D001281,Atrial Fibrillation,EFO:0000275,atrial fibrillation
27940,1343954,2197651,4.0,D005764,Gastroesophageal Reflux,EFO:0003948,gastroesophageal reflux disease
27944,1702626,630322,1.0,D012891,Sleep Apnea Syndromes,EFO:0003877,sleep apnea
27948,1343246,675133,1.0,D001932,Brain Neoplasms,EFO:0003833,brain neoplasm
27951,1344773,193281,3.0,D009069,Movement Disorders,EFO:0004280,movement disorder
27954,1343767,5970,1.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
27956,1392859,416772,2.0,D017544,"Aortic Aneurysm, Abdominal",EFO:0004214,Abdominal Aortic Aneurysm
27957,1390841,699373,1.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
27960,1344546,366279,3.0,D014029,Tobacco Use Disorder,EFO:0003768,nicotine dependence
27962,1343132,675487,3.0,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
27968,1343842,2208,3.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
27969,1343842,2208,2.0,D008223,Lymphoma,EFO:0000574,lymphoma
27971,1343594,419622,2.0,D000506,Alopecia Areata,EFO:0004192,alopecia areata
27972,1343594,419622,3.0,D004387,Dupuytren Contracture,EFO:0004229,Dupuytren Contracture
27973,1343507,674829,2.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
27980,1344130,15217,2.0,D009134,"Muscular Atrophy, Spinal",Orphanet:83419,Proximal spinal muscular atrophy type 3
27982,1343277,33576,2.0,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
27985,1583660,460092,2.0,D005910,Glioma,EFO:0000326,central nervous system cancer
27987,1344960,11305,2.0,D015658,HIV Infections,EFO:0000180,HIV-1 infection
27988,1344960,11305,4.0,D009369,Neoplasms,EFO:0000616,neoplasm
27991,1344504,9217,1.0,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",EFO:0000339,chronic myelogenous leukemia
27993,1344913,2341540,3.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
27995,1390869,675774,3.0,D056648,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,EFO:0004826,anti-neutrophil antibody associated vasculitis
27999,1344903,1125,1.0,D050030,Andersen Syndrome,Orphanet:37553,Cardiodysrhythmic potassium-sensitive periodic paralysis
28003,1343195,34094,1.0,D054990,Idiopathic Pulmonary Fibrosis,EFO:0000768,idiopathic pulmonary fibrosis
28004,1343195,34094,4.0,D008173,"Lung Diseases, Obstructive",HP:0006536,Airway obstruction
28007,1344684,33216,2.0,D008178,"Lupus Erythematosus, Cutaneous",EFO:0003834,cutaneous lupus erythematosus
28008,1343086,8130,4.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
28009,1343086,8130,2.0,D012735,"Sexual Dysfunction, Physiological",EFO:0004714,sexual dysfunction
28011,1344137,127755,0.5,D001018,Aortic Diseases,EFO:0005775,aortic disease
28013,1343826,674353,3.0,D011507,Proteinuria,HP:0000093,Proteinuria
28014,1344211,675577,2.0,D015673,"Fatigue Syndrome, Chronic",EFO:0004540,chronic fatigue syndrome
28016,1344597,399361,3.0,D009373,"Neoplasms, Germ Cell and Embryonal",EFO:0000514,germ cell tumor
28019,1343081,1280,3.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
28024,1583657,716337,2.0,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
28027,1343414,674451,4.0,D015508,Nasal Obstruction,HP:0001742,Nasal congestion
28028,1706047,435188,4.0,D016411,"Lymphoma, T-Cell, Peripheral",EFO:0000211,unspecified peripheral T-cell lymphoma
28035,1344998,675483,2.0,D009373,"Neoplasms, Germ Cell and Embryonal",EFO:0000514,germ cell tumor
28036,1343869,93617,4.0,D012595,"Scleroderma, Systemic",EFO:0000717,systemic scleroderma
28037,1696456,675360,2.0,D002349,Carpal Tunnel Syndrome,EFO:0004143,carpal tunnel syndrome
28038,1696456,675360,3.0,D020521,Stroke,EFO:0000712,stroke
28039,1392878,1121865,1.0,D019337,Hematologic Neoplasms,EFO:0001642,lymphoid neoplasm
28044,1343146,674350,2.0,D012735,"Sexual Dysfunction, Physiological",EFO:0004714,sexual dysfunction
28046,1344812,16485,4.0,D001289,Attention Deficit Disorder with Hyperactivity,EFO:0003888,attention deficit hyperactivity disorder
28047,1343161,674520,1.0,D008107,Liver Diseases,EFO:0001421,liver disease
28049,1343623,598447,3.0,D001661,Biliary Tract Neoplasms,EFO:0003891,biliary tract neoplasm
28050,1343620,674699,3.0,D004402,"Dysautonomia, Familial",Orphanet:1764,Familial dysautonomia
28051,1343620,674699,2.0,D005356,Fibromyalgia,EFO:0005687,fibromyalgia
28057,1343065,125294,3.0,D060825,Cognitive Dysfunction,HP:0100543,Cognitive impairment
28059,1343959,1620,3.0,D006471,Gastrointestinal Hemorrhage,HP:0002239,Gastrointestinal hemorrhage
28063,1344368,641189,1.0,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema
28065,1344177,27609,2.0,D009293,Opioid-Related Disorders,EFO:0005611,opioid dependence
28066,1344704,630396,4.0,D020521,Stroke,EFO:0000712,stroke
28068,1343971,14440,2.0,D019698,"Hepatitis C, Chronic",EFO:0004220,chronic hepatitis C virus infection
28070,1392861,602271,4.0,D009369,Neoplasms,EFO:0000616,neoplasm
28071,1696132,1380450,4.0,D003967,Diarrhea,HP:0002014,Diarrhea
28073,1344970,72873,2.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
28076,1344474,405364,4.0,D004715,Endometriosis,EFO:0001065,endometriosis
28080,1344476,361469,2.0,D008545,Melanoma,EFO:0000756,melanoma
28081,1344476,361469,2.0,D008654,Mesothelioma,EFO:0000588,mesothelioma
28082,1344476,361469,2.0,D011087,Polycythemia Vera,EFO:0002429,polycythemia vera
28083,1343685,674426,1.0,D012509,Sarcoma,EFO:0000691,sarcoma
28092,1344337,365281,3.0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
28094,1344337,365281,2.0,D057135,Wet Macular Degeneration,EFO:0004683,wet macular degeneration
28101,1343125,23199,2.0,D020521,Stroke,EFO:0000712,stroke
28103,1343241,518361,4.0,D010146,Pain,EFO:0003843,pain
28104,1344578,721,4.0,D001007,Anxiety,EFO:0005230,anxiety
28110,1937947,29890,4.0,D063806,Myalgia,HP:0003326,Myalgia
28111,1937947,29890,2.0,D011655,Pulmonary Embolism,EFO:0003827,pulmonary embolism
28114,1343647,77652,4.0,D010146,Pain,EFO:0003843,pain
28115,1343375,581814,4.0,D001281,Atrial Fibrillation,EFO:0000275,atrial fibrillation
28118,1705068,1379603,3.0,D011565,Psoriasis,EFO:0000676,psoriasis
28136,1390844,675779,1.0,D006086,Graft vs Host Disease,EFO:0004599,acute graft vs. host disease
28137,1702572,1377952,4.0,D001281,Atrial Fibrillation,EFO:0000275,atrial fibrillation
28147,1343283,1073669,2.0,D012516,Osteosarcoma,EFO:0000637,osteosarcoma
28149,1345005,88739,4.0,D012640,Seizures,HP:0001250,Seizure
28161,1343234,675371,2.0,D015427,Reperfusion Injury,EFO:0002687,ischemia reperfusion injury
28164,1343854,150452,4.0,D004827,Epilepsy,EFO:0000474,epilepsy
28165,1344572,1248731,2.0,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
28166,1344572,1248731,2.0,D001932,Brain Neoplasms,EFO:0003833,brain neoplasm
28167,1344572,1248731,2.0,D012514,"Sarcoma, Kaposi",EFO:0000558,Kaposi's sarcoma
28170,1344540,175106,2.0,D019698,"Hepatitis C, Chronic",EFO:0004220,chronic hepatitis C virus infection
28172,1344135,28331,2.0,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
28173,1344135,28331,1.0,D015209,"Cholangitis, Sclerosing",EFO:0004268,sclerosing cholangitis
28182,1344555,16308,4.0,D018771,Arthralgia,HP:0002829,Arthralgia
28183,1344555,16308,2.0,D010518,Periodontitis,EFO:0000649,periodontitis
28184,1344555,16308,4.0,D012216,Rheumatic Diseases,EFO:0005755,rheumatic disease
28185,1344541,401141,4.0,D015508,Nasal Obstruction,HP:0001742,Nasal congestion
28186,1344541,401141,4.0,D008173,"Lung Diseases, Obstructive",HP:0006536,Airway obstruction
28191,1344058,88316,3.0,D004828,"Epilepsies, Partial",EFO:0004263,partial epilepsy
28193,1344849,405366,4.0,D003924,"Diabetes Mellitus, Type 2",Orphanet:552,MODY
28203,1343850,374052,4.0,D015508,Nasal Obstruction,HP:0001742,Nasal congestion
28210,1879133,1448219,2.0,D006689,Hodgkin Disease,EFO:0000183,Hodgkins lymphoma
28211,1344016,13949,2.0,D013313,"Stress Disorders, Post-Traumatic",EFO:0001358,post-traumatic stress disorder
28212,1344016,13949,4.0,D011618,Psychotic Disorders,EFO:0005407,psychosis
28218,1696371,1380774,3.0,D002292,"Carcinoma, Renal Cell",EFO:0000681,renal cell carcinoma
28222,1343860,675119,4.0,D003866,Depressive Disorder,EFO:0003761,unipolar depression
28225,1343610,486789,1.0,D009293,Opioid-Related Disorders,EFO:0005611,opioid dependence
28229,1343308,38727,2.0,D020529,"Multiple Sclerosis, Relapsing-Remitting",EFO:0003929,relapsing-remitting multiple sclerosis
28231,1344230,374548,2.0,D007890,Leiomyosarcoma,EFO:0000564,leiomyosarcoma
28232,1344230,374548,3.0,D011085,Polycystic Ovary Syndrome,EFO:0000660,polycystic ovary syndrome
28235,1343084,328164,2.0,D010051,Ovarian Neoplasms,EFO:0001075,ovarian carcinoma
28245,1679367,1369607,2.0,D016540,Smoking Cessation,EFO:0004319,smoking cessation
28248,1703520,59519,1.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
28259,1705350,49931,3.0,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema
28261,1705350,49931,3.0,D012516,Osteosarcoma,EFO:0000637,osteosarcoma
28262,1344527,3730,2.0,D011225,Pre-Eclampsia,EFO:0000668,preeclampsia
28265,1344148,27575,3.0,D006086,Graft vs Host Disease,EFO:0004599,acute graft vs. host disease
28266,1344148,27575,2.0,D013167,"Spondylitis, Ankylosing",EFO:0003898,ankylosing spondylitis
28275,1344451,712273,1.0,D001007,Anxiety,EFO:0005230,anxiety
28276,1344451,712273,2.0,D004715,Endometriosis,EFO:0001065,endometriosis
28278,1344795,22391,4.0,D005764,Gastroesophageal Reflux,EFO:0003948,gastroesophageal reflux disease
28280,1344391,187696,3.0,D020181,"Sleep Apnea, Obstructive",EFO:0003918,obstructive sleep apnea
28286,1344398,386457,2.0,D014657,Vasculitis,EFO:0006803,vasculitis
28288,1343529,1449169,4.0,D020250,Postoperative Nausea and Vomiting,EFO:0004888,post operative nausea and vomiting
28295,1343789,365248,4.0,D002318,Cardiovascular Diseases,EFO:0000319,cardiovascular disease
28297,1344028,674640,3.0,D015427,Reperfusion Injury,EFO:0002687,ischemia reperfusion injury
28300,1344972,675107,1.0,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema
28306,1976739,469866,3.0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
28307,1976739,469866,3.0,D002277,Carcinoma,EFO:0000313,carcinoma
28308,1976739,469866,2.0,D012512,"Sarcoma, Ewing",EFO:0000174,Ewing sarcoma
28313,1344246,293438,2.0,D008072,Hyperlipoproteinemia Type I,Orphanet:411,Hyperlipoproteinemia type 1
28316,1343251,674633,2.0,D020329,Essential Tremor,EFO:0003108,essential tremor
28321,1345000,2197547,4.0,D018771,Arthralgia,HP:0002829,Arthralgia
28322,1344741,392195,1.0,D009293,Opioid-Related Disorders,EFO:0005611,opioid dependence
28324,1344721,8062,2.0,D014594,Uterine Neoplasms,EFO:0003859,uterine neoplasm
28328,1390843,675778,2.0,D010190,Pancreatic Neoplasms,EFO:0002618,pancreatic carcinoma
28330,1343718,150989,4.0,D004827,Epilepsy,EFO:0000474,epilepsy
28333,1343942,675549,3.0,D055728,Primary Myelofibrosis,EFO:0002430,primary myelofibrosis
28336,1344378,27029,3.0,D004715,Endometriosis,EFO:0001065,endometriosis
28337,1344378,27029,2.0,D020345,"Enterocolitis, Necrotizing",EFO:0003928,necrotizing enterocolitis
28342,1344221,12417,4.0,D018771,Arthralgia,HP:0002829,Arthralgia
28343,1343853,14406,1.0,D014549,Urinary Incontinence,HP:0000020,Urinary incontinence
28345,1344458,675467,4.0,D009369,Neoplasms,EFO:0000616,neoplasm
28348,1344057,27370,2.0,D015658,HIV Infections,EFO:0000764,HIV infection
28350,1343561,136161,3.0,D050723,"Fractures, Bone",EFO:0003931,bone fracture
28351,1344288,37266,4.0,D011618,Psychotic Disorders,EFO:0005407,psychosis
28356,1343174,189203,4.0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
28357,1343499,341382,1.0,D006976,"Hypertension, Pulmonary",EFO:0001361,pulmonary arterial hypertension
28361,1344162,485738,1.0,D009369,Neoplasms,EFO:0000616,neoplasm
28363,1343934,38898,2.0,D008545,Melanoma,EFO:0000389,cutaneous melanoma
28366,1343813,7714,1.0,D007863,Lecithin Cholesterol Acyltransferase Deficiency,Orphanet:79292,Fish-eye disease
28368,1392858,328601,1.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
28369,1343550,246935,4.0,D016411,"Lymphoma, T-Cell, Peripheral",EFO:0000211,unspecified peripheral T-cell lymphoma
28373,1976715,1626732,4.0,D006333,Heart Failure,EFO:0000373,congestive heart failure
28376,1392952,1121939,3.0,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
28379,1343830,138562,1.0,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell",EFO:0000095,chronic lymphocytic leukemia
28382,1343830,138562,2.0,D014820,Vitiligo,EFO:0004208,Vitiligo
28393,1343246,675133,2.0,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
28398,1392859,416772,3.0,D051436,"Renal Insufficiency, Chronic",EFO:0003884,chronic kidney disease
28401,1390841,699373,1.0,D015658,HIV Infections,EFO:0000764,HIV infection
28414,1392966,1121953,2.0,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
28417,1343594,419622,2.0,D014820,Vitiligo,EFO:0004208,Vitiligo
28425,1343419,1991,1.0,D012640,Seizures,HP:0001250,Seizure
28426,1344355,139045,2.0,D002312,"Cardiomyopathy, Hypertrophic",EFO:0000538,hypertrophic cardiomyopathy
28428,1392864,691867,0.5,D005910,Glioma,EFO:0000326,central nervous system cancer
28432,1344960,11305,2.0,D009190,Myelodysplastic Syndromes,EFO:0000198,myelodysplastic syndrome
28436,1343427,421332,4.0,D007319,Sleep Initiation and Maintenance Disorders,EFO:0004698,insomnia
28437,1344504,9217,3.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
28441,1343139,2197669,4.0,D029424,"Pulmonary Disease, Chronic Obstructive",EFO:0000341,chronic obstructive pulmonary disease
28443,1435097,150882,3.0,D014947,Wounds and Injuries,EFO:0000546,injury
28451,1344014,419601,3.0,D014947,Wounds and Injuries,EFO:0000546,injury
28464,1344675,73547,3.0,D014947,Wounds and Injuries,EFO:0000546,injury
28465,1343850,374052,2.0,D014947,Wounds and Injuries,EFO:0000546,injury
28467,1343635,11819,2.0,D014947,Wounds and Injuries,EFO:0000546,injury
28469,1343835,16450,3.0,D014947,Wounds and Injuries,EFO:0000546,injury
28486,1343394,3183,4.0,D009325,Nausea,EFO:0006912,Radiation-induced nausea and vomiting
28487,1343565,27152,2.0,D012127,"Respiratory Distress Syndrome, Newborn",EFO:1000644,newborn respiratory distress syndrome
28488,1343142,461225,3.0,D006391,Hemangioma,EFO:1000635,hemangioma
28490,1344583,674821,3.0,D006391,Hemangioma,EFO:1000635,hemangioma
28492,1343364,8531,2.0,D006391,Hemangioma,EFO:1000635,hemangioma
28493,1343081,1280,2.0,D012128,Respiratory Distress Syndrome,EFO:1000637,acute respiratory distress syndrome
28502,1343374,86042,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28512,1392859,416772,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28516,1343618,2831999,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28519,1344473,675608,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28520,1344232,191902,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28528,1343915,50440,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28530,1696840,1381331,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28537,1695975,1380151,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28538,1392858,328601,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28539,1696095,1380413,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28541,1696566,1381057,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28542,1344191,675518,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28544,1344401,188815,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28550,1343081,1280,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
28554,1344472,675574,4.0,D013927,Thrombosis,HP:0004419,Recurrent thrombophlebitis
