molregno,syn_type,molsyn_id,res_stem_id,synonyms
66653,OTHER,5276,,Carocainide
66717,RESEARCH_CODE,5277,238.0,FR-113680
66892,RESEARCH_CODE,5279,184.0,DMP-904
66997,OTHER,5282,,Orthocresol
67168,RESEARCH_CODE,5291,184.0,DMP-695
67244,RESEARCH_CODE,5292,184.0,DMP-696
67426,RESEARCH_CODE,5293,512.0,RU-004
67742,OTHER,5294,,Timefurone
67774,OTHER,5295,,Khellin
67808,OTHER,5299,,Butyl chloride
67948,RESEARCH_CODE,5301,470.0,PD-161182
67982,RESEARCH_CODE,5302,362.0,LY-255283
67993,RESEARCH_CODE,5303,517.0,Ro-147059
67994,RESEARCH_CODE,5304,517.0,Ro-145876
68130,RESEARCH_CODE,5306,470.0,PD-160946
68578,RESEARCH_CODE,5314,470.0,PD-168077
68814,RESEARCH_CODE,5315,522.0,SB-414240
68817,USAN,5320,,Iopanoic Acid
68916,OTHER,5326,,Gavestinel
169338,OTHER,5327,,AMT
69048,RESEARCH_CODE,5328,341.0,L-158338
69153,OTHER,5330,,Sarmazenil
69517,RESEARCH_CODE,5331,341.0,L-652731
69558,OTHER,5332,,Etanidazole
69785,OTHER,5333,,Eperezolid
69831,RESEARCH_CODE,5335,341.0,L-682679
69917,RESEARCH_CODE,5336,341.0,L-689065
590784,OTHER,5337,,Navuridine
70239,USAN,5346,,Nitrofurazone
70410,OTHER,5348,,Panamesine
70674,FDA,5349,,Alendronate
70674,USAN,5352,,Alendronic Acid
70674,OTHER,5354,,Fosamax
70675,OTHER,5355,,Didronel
70675,FDA,5356,,Etidronate
70890,OTHER,5362,,4-Ureidoetodolac
71162,RESEARCH_CODE,5363,94.0,BMS-181321
71198,OTHER,5364,,6-Hydroxyetodolac
71342,RESEARCH_CODE,5365,341.0,L-739943
71492,OTHER,5366,,8-(1-Hydroxyethyl)Etodolac
71516,OTHER,5367,,Velban
71532,OTHER,5369,,7-Hydroxyetodolac
71759,RESEARCH_CODE,5370,341.0,L-162970
72136,RESEARCH_CODE,5372,517.0,Ro-63-0563
72170,RESEARCH_CODE,5373,517.0,Ro-046790
72187,RESEARCH_CODE,5374,281.0,ICI-174864
72430,RESEARCH_CODE,5375,142.0,CL-583
72430,TRADE_NAME,5377,,Meclodium
72430,TRADE_NAME,5383,,Meclomen
72738,RESEARCH_CODE,5384,362.0,LY-210073
72797,OTHER,5385,,Opaviraline
72922,RESEARCH_CODE,5386,362.0,LY-223982
72934,RESEARCH_CODE,5387,77.0,BB-16
73343,RESEARCH_CODE,5389,362.0,LY-213024
73547,OTHER,5398,,Trans AMCHA
73697,RESEARCH_CODE,5410,341.0,L-731988
73906,RESEARCH_CODE,5413,152.0,CP-143539
73948,OTHER,5414,,Pranazepide
74223,OTHER,5415,,6-Deoxy Penciclovir
74401,OTHER,5423,,Monoacetyl-6-Deoxy Penciclovir
74466,RESEARCH_CODE,5424,238.0,FR-175985
27986,TRADE_NAME,5429,,Itraconazole
27986,RESEARCH_CODE,5431,498.0,R-51211
27986,TRADE_NAME,5432,,Sporanox
74595,RESEARCH_CODE,5434,152.0,CP-141401
74622,RESEARCH_CODE,5435,152.0,CP-141598
642253,OTHER,5437,,Phenol metabolite
74772,RESEARCH_CODE,5438,152.0,CP-143540
74894,OTHER,5439,,Levormeloxifene
74911,OTHER,5446,,FTC
559235,RESEARCH_CODE,5448,152.0,CP-55940
75167,RESEARCH_CODE,5449,272.0,HOE-33258
75301,RESEARCH_CODE,5450,3.0,A-81080
75332,RESEARCH_CODE,5452,3.0,A-81988
75510,RESEARCH_CODE,5454,509.0,RPR-114334
75577,OTHER,5455,,5-Fluoro-2-Deoxyuridine Monophosphate (Fdump)
75752,OTHER,5456,,Azilect
75834,RESEARCH_CODE,5458,514.0,RWJ-46458
75901,FDA,5460,,Gemcitabine
75901,OTHER,5463,,Gemzar
75998,OTHER,5465,,Cyclobutoic acid
76052,RESEARCH_CODE,5466,657.0,Y-590
76112,RESEARCH_CODE,5467,509.0,RPR-113829
76159,RESEARCH_CODE,5468,341.0,L-692428
76250,FDA,5469,,Isophosphamide mustard
76374,RESEARCH_CODE,5470,523.0,SC-46275
76622,RESEARCH_CODE,5471,166.0,CV-11194
76647,RESEARCH_CODE,5472,470.0,PD-155080
76726,RESEARCH_CODE,5473,341.0,L-738167
76766,FDA,5474,,Cloxacillin
76766,OTHER,5475,,Cloxapen
76766,OTHER,5476,,Tegopen
76876,OTHER,5478,,Ufiprazole
77021,RESEARCH_CODE,5479,362.0,LY-255582
77085,FDA,5481,,Dicloxacillin
77085,OTHER,5484,,Dycill
77085,OTHER,5485,,Dynapen
77085,OTHER,5486,,Pathocil
366278,OTHER,5490,,Azopt
77128,FDA,5492,,Bupropion
77197,RESEARCH_CODE,5496,341.0,L-734217
77207,FDA,5497,,Nalbuphine
77207,OTHER,5499,,Nubain
77232,RESEARCH_CODE,5500,152.0,CP-105696
77354,OTHER,5501,,Abunidazole
77459,OTHER,5502,,Atarax
77459,FDA,5503,,Hydroxyzine
77459,OTHER,5505,,Orgatrax
304381,TRADE_NAME,5513,,Baking Soda
77474,USAN,5520,,Probenecid
1336936,RESEARCH_CODE,5522,22.0,AF-102B
1336991,RESEARCH_CODE,5523,94.0,BMS-181688
77702,RESEARCH_CODE,5532,233.0,FK-453
77726,RESEARCH_CODE,5533,341.0,L-249313
77770,OTHER,5534,,Lansoprazole sulfide
77779,OTHER,5535,,Disipal
77779,OTHER,5536,,Invagesic
77779,OTHER,5537,,Norflex
77779,OTHER,5538,,Norgesic
77779,FDA,5539,,Orphenadrine
77779,OTHER,5541,,Orphengesic
77857,OTHER,5542,,Alemcinal
77934,OTHER,5543,,Rolziracetam
77980,RESEARCH_CODE,5544,94.0,BMS-284640
430647,RESEARCH_CODE,5560,129.0,CGP-74514
78520,RESEARCH_CODE,5561,129.0,CGP-60474
78715,OTHER,5563,,Semicarbazide
79047,RESEARCH_CODE,5568,386.0,MK-462
79047,OTHER,5569,,Maxalt
79047,OTHER,5570,,Maxalt-Mlt
79047,FDA,5571,,Rizatriptan
79078,RESEARCH_CODE,5573,522.0,SB-223245
79082,FDA,5574,,Minoxidil sulfate
79218,OTHER,5576,,Piriqualone
79414,RESEARCH_CODE,5577,362.0,LY-339624
79451,RESEARCH_CODE,5579,362.0,LY-339687
79510,OTHER,5580,,E-3174
79521,RESEARCH_CODE,5581,470.0,PD-9262
79512,OTHER,5582,,Ditiomustine
79557,OTHER,5583,,Neostigmine bromide
79564,RESEARCH_CODE,5584,523.0,SC-52012
79627,RESEARCH_CODE,5585,362.0,LY-339637
133501,RESEARCH_CODE,5586,640.0,WIN-35066-2
80003,RESEARCH_CODE,5587,470.0,PD-160170
80006,RESEARCH_CODE,5588,509.0,RPR-130401
80041,RESEARCH_CODE,5589,362.0,LY-339675
80051,RESEARCH_CODE,5590,509.0,RPR-115135
80097,RESEARCH_CODE,5591,509.0,RPR-104213
80111,RESEARCH_CODE,5592,362.0,LY-310683
80170,RESEARCH_CODE,5593,362.0,LY-339434
80351,OTHER,5603,,Clopenthixol
80414,OTHER,5604,,7-Hydroxychlorpromazine
80836,OTHER,5606,,Talsupram
80863,RESEARCH_CODE,5607,517.0,Ro-092056
80946,RESEARCH_CODE,5608,517.0,Ro-092550
80965,OTHER,5609,,Ambien
80965,FDA,5610,,Zolpidem
81102,RESEARCH_CODE,5613,517.0,Ro-092364
81104,RESEARCH_CODE,5614,517.0,Ro-092173
81106,RESEARCH_CODE,5615,517.0,Ro-092392
81137,RESEARCH_CODE,5616,517.0,Ro-092435
81139,RESEARCH_CODE,5617,517.0,Ro-092593
81175,RESEARCH_CODE,5618,517.0,Ro-094609
81194,RESEARCH_CODE,5619,517.0,Ro-092183
81195,RESEARCH_CODE,5620,517.0,Ro-092182
81282,OTHER,5621,,Flumazenil methylester
81306,RESEARCH_CODE,5622,517.0,Ro-092385
81327,RESEARCH_CODE,5623,341.0,L-741604
81401,RESEARCH_CODE,5624,517.0,Ro-217254
81438,RESEARCH_CODE,5625,517.0,Ro-218303
81463,OTHER,5626,,Nornitrogen mustard
81466,RESEARCH_CODE,5627,517.0,Ro-092427
81470,RESEARCH_CODE,5628,517.0,Ro-092684
81497,RESEARCH_CODE,5629,517.0,Ro-092711
81499,RESEARCH_CODE,5630,517.0,Ro-092687
81540,RESEARCH_CODE,5631,517.0,Ro-173129
81541,RESEARCH_CODE,5632,517.0,Ro-163058
81550,RESEARCH_CODE,5633,517.0,Ro-092473
81580,RESEARCH_CODE,5634,517.0,Ro-173128
81657,RESEARCH_CODE,5635,386.0,MK-499
81683,OTHER,5636,,Allegra
81683,FDA,5637,,Fexofenadine
81706,RESEARCH_CODE,5639,517.0,Ro-166624
81736,RESEARCH_CODE,5640,517.0,Ro-166127
81737,RESEARCH_CODE,5641,517.0,Ro-154941
81755,RESEARCH_CODE,5642,517.0,Ro-155623
81861,RESEARCH_CODE,5643,517.0,Ro-151746
81878,RESEARCH_CODE,5644,517.0,Ro-153237
82134,RESEARCH_CODE,5650,517.0,Ro-171812
82287,RESEARCH_CODE,5651,517.0,Ro-160858
82297,OTHER,5652,,Edatrexate
82463,RESEARCH_CODE,5653,517.0,Ro-160153
82495,RESEARCH_CODE,5654,517.0,Ro-166307
82497,RESEARCH_CODE,5655,517.0,Ro-166028
82508,RESEARCH_CODE,5656,341.0,L-680573
82508,RESEARCH_CODE,5657,386.0,MK-287
82533,RESEARCH_CODE,5658,517.0,Ro-172620
82721,OTHER,5659,,Aggrastat
82721,RESEARCH_CODE,5660,341.0,L-700462
82721,RESEARCH_CODE,5661,386.0,MK-383
82721,FDA,5662,,Tirofiban
82765,RESEARCH_CODE,5664,341.0,L-671284
82815,RESEARCH_CODE,5665,622.0,UK-58852
82895,OTHER,5666,,Danthron
82983,OTHER,5668,,FUDR
83000,USAN,5678,,Phenacemide
83044,RESEARCH_CODE,5681,12.0,ACC-9653-010
83143,OTHER,5690,,Choline
83245,OTHER,5691,,Alpidem
83610,OTHER,5696,,Oxeclosporin
83724,FDA,5697,,Ceftriaxone
83772,OTHER,5698,,Actonel
83772,FDA,5699,,Risedronate
83838,RESEARCH_CODE,5700,129.0,CGP-42446
83838,TRADE_NAME,5701,,Reclast
83838,TRADE_NAME,5706,,Zometa
84078,OTHER,5708,,Olpadronic acid
84123,OTHER,5709,,Incadronic acid
84170,OTHER,5710,,Cyclazocine
84505,FDA,5716,,Dobutamine
84505,OTHER,5720,,Dobutrex
84507,OTHER,5721,,Colforsin
84539,RESEARCH_CODE,5722,577.0,TAK-187
84584,RESEARCH_CODE,5724,470.0,PD-81723
84814,OTHER,5745,,Mevastatin
84850,RESEARCH_CODE,5746,620.0,UC-781
85233,RESEARCH_CODE,5751,619.0,U-90152T
85328,RESEARCH_CODE,5759,341.0,L-757793
85450,RESEARCH_CODE,5760,510.0,RS-100329
85649,USAN,5768,,Halothane
86198,OTHER,5780,,Enofelast
86283,OTHER,5781,,Metyrapol
86466,FDA,5797,,Diphenidol
86466,RESEARCH_CODE,5800,543.0,SK&F-478
86466,RESEARCH_CODE,5801,542.0,SK-478
86466,OTHER,5802,,Vontrol
86611,RESEARCH_CODE,5803,281.0,ICI-200880
86650,RESEARCH_CODE,5804,281.0,ICI-197067
86753,RESEARCH_CODE,5805,636.0,WAY-131256
86784,USAN,5809,,Diethylcarbamazine Citrate
86829,RESEARCH_CODE,5814,341.0,L-738872
87042,OTHER,5815,,Flutroline
87218,RESEARCH_CODE,5816,238.0,FR-180102
87237,OTHER,5817,,Metioprim
87313,OTHER,5818,,Aditoprim
87771,FDA,5820,,Saralasin
88100,OTHER,5822,,ABBOTT-84538
88797,OTHER,5847,,Gleevec
88797,FDA,5848,,Imatinib
88797,USAN,5849,,Imatinib
88841,USAN,5854,,Bisacodyl
89251,RESEARCH_CODE,5857,522.0,SB-381320
89378,RESEARCH_CODE,5862,341.0,L-708474
89474,RESEARCH_CODE,5863,529.0,SD-3211
89525,RESEARCH_CODE,5864,523.0,SC-64762
89526,FDA,5865,,Amiloride
89526,OTHER,5867,,Hydro-Ride
89526,OTHER,5868,,Midamor
89672,FDA,5869,,Azatadine
89672,OTHER,5871,,Optimine
89672,OTHER,5872,,Trinalin
89948,RESEARCH_CODE,5879,341.0,L-158282
89948,RESEARCH_CODE,5880,386.0,MK-996
90062,RESEARCH_CODE,5881,341.0,L-158827
90246,OTHER,5883,,2-Naphthylacetic Acid
90282,OTHER,5884,,Elopiprazole
90290,OTHER,5885,,Ethyl pyrophosphate
90344,OTHER,5886,,Reglitazar
90585,OTHER,5888,,Benzoyl formic acid
90660,RESEARCH_CODE,5890,341.0,L-741742
90815,OTHER,5891,,Threonine
90981,OTHER,5892,,Tecastemizole
91073,OTHER,5894,,Buparvaquone
91141,RESEARCH_CODE,5895,341.0,L-767679
91299,RESEARCH_CODE,5896,100.0,BRL-45148
91308,RESEARCH_CODE,5897,526.0,SCH-24518
91369,USAN,5901,,Iophendylate
91489,RESEARCH_CODE,5905,95.0,BMY-14802
91499,OTHER,5906,,Diketopiperazine derivative of quinapril
91521,RESEARCH_CODE,5907,470.0,PD-140195
91524,RESEARCH_CODE,5908,100.0,BRL-24682
91611,RESEARCH_CODE,5909,100.0,BRL-44385
91766,RESEARCH_CODE,5910,253.0,GR-149861
91986,RESEARCH_CODE,5911,129.0,CGP-38560
91986,RESEARCH_CODE,5912,129.0,CGP-38560A
92115,RESEARCH_CODE,5913,3.0,A-78773
92325,OTHER,5914,,Arpromidine
92416,OTHER,5925,,Fenleuton
92453,RESEARCH_CODE,5927,362.0,LY-339295
92498,RESEARCH_CODE,5928,470.0,PD-159913
92563,RESEARCH_CODE,5929,362.0,LY-310214
92660,RESEARCH_CODE,5931,470.0,PD-158473
13693,RESEARCH_CODE,5933,619.0,U-50488
92927,RESEARCH_CODE,5934,362.0,LY-269879
92962,RESEARCH_CODE,5935,362.0,LY-209841
92971,RESEARCH_CODE,5936,362.0,LY-206763
92972,RESEARCH_CODE,5937,362.0,LY-209961
92974,RESEARCH_CODE,5938,362.0,LY-209562
1675249,OTHER,5940,,Clomid
1532240,FDA,5941,,Clomiphene
92984,OTHER,5944,,Isomer B
92984,OTHER,5945,,Milophene
92984,OTHER,5947,,Serophene
92987,RESEARCH_CODE,5948,362.0,LY-242789
92988,RESEARCH_CODE,5949,362.0,LY-269092
93023,OTHER,5950,,3'-Methoxy-4'Hydroxyclomiphene
93046,RESEARCH_CODE,5951,3.0,A-69412
93053,RESEARCH_CODE,5952,362.0,LY-242260
93061,RESEARCH_CODE,5953,362.0,LY-233070
93062,RESEARCH_CODE,5954,362.0,LY-269756
93091,RESEARCH_CODE,5955,362.0,LY-242259
93137,RESEARCH_CODE,5965,362.0,LY-209075
93139,RESEARCH_CODE,5966,362.0,LY-209567
93152,RESEARCH_CODE,5967,3.0,A-62198
93174,RESEARCH_CODE,5969,362.0,LY-275837
93208,RESEARCH_CODE,5970,362.0,LY-233687
93216,RESEARCH_CODE,5971,362.0,LY-274797
93217,RESEARCH_CODE,5972,362.0,LY-209733
93225,RESEARCH_CODE,5973,362.0,LY-339296
93231,OTHER,5974,,Efaroxan
93242,RESEARCH_CODE,5975,362.0,LY-242551
93243,RESEARCH_CODE,5976,362.0,LY-206514
93244,RESEARCH_CODE,5977,362.0,LY-206513
93245,RESEARCH_CODE,5978,362.0,LY-242914
93248,RESEARCH_CODE,5979,362.0,LY-275858
93249,RESEARCH_CODE,5980,362.0,LY-206516
93250,RESEARCH_CODE,5981,362.0,LY-206515
93251,RESEARCH_CODE,5982,362.0,LY-206517
93254,RESEARCH_CODE,5983,362.0,LY-242438
93288,RESEARCH_CODE,5984,362.0,LY-209732
93289,RESEARCH_CODE,5985,362.0,LY-219233
93300,RESEARCH_CODE,5986,362.0,LY-219054
93307,RESEARCH_CODE,5987,362.0,LY-274516
93315,RESEARCH_CODE,5988,362.0,LY-231301
93503,RESEARCH_CODE,5991,362.0,LY-242933
93523,RESEARCH_CODE,5992,238.0,FR-166124
93544,RESEARCH_CODE,5993,238.0,FR-166124
93554,RESEARCH_CODE,5994,362.0,LY-233742
93584,RESEARCH_CODE,5995,362.0,LY-209347
93586,OTHER,5996,,Securinine
93590,RESEARCH_CODE,5997,362.0,LY-242436
93695,RESEARCH_CODE,6004,362.0,LY-275588
93855,OTHER,6005,,3-Hydroxyrimantadine
93908,RESEARCH_CODE,6015,577.0,TAK-044
93989,FDA,6017,,Diethyldithiocarbamate
94026,RESEARCH_CODE,6018,362.0,LY-209245
94027,RESEARCH_CODE,6019,362.0,LY-209563
94298,RESEARCH_CODE,6021,341.0,L-592901
2247,TRADE_NAME,6025,,Acetylsulfamethoxazole
94484,OTHER,6028,,Numorphan
94484,OTHER,6029,,Opana
94484,FDA,6030,,Oxymorphone
94534,RESEARCH_CODE,6032,470.0,PD-45602
94571,USAN,6039,,Disulfiram
94765,RESEARCH_CODE,6042,341.0,L-162234
94790,USAN,6044,,Carbachol
94790,OTHER,6045,,Carbastat
94790,OTHER,6046,,Miostat
95183,RESEARCH_CODE,6049,94.0,BMS-183920
95333,OTHER,6051,,Desmethyl-Ofloxacin (5%)
95394,RESEARCH_CODE,6052,341.0,L-161570
95445,RESEARCH_CODE,6053,184.0,DMP-581
95532,RESEARCH_CODE,6054,341.0,L-687384
95855,RESEARCH_CODE,6056,457.0,ORG-24706
95857,OTHER,6057,,Flutemazepam
95870,RESEARCH_CODE,6058,457.0,ORG-24629
95873,RESEARCH_CODE,6059,457.0,ORG-24658
95902,RESEARCH_CODE,6060,457.0,ORG-24660
95906,RESEARCH_CODE,6061,457.0,ORG-24667
95926,RESEARCH_CODE,6070,457.0,ORG-24645
95927,RESEARCH_CODE,6071,457.0,ORG-24669
95928,RESEARCH_CODE,6072,457.0,ORG-24747
95929,OTHER,6073,,Dalmane
95929,FDA,6074,,Flurazepam
250525,FDA,6096,,Phenobarbital sodium
250525,TRADE_NAME,6097,,Phenobarbital Sodium
250525,TRADE_NAME,6098,,Sodium Phenobarbital
95986,RESEARCH_CODE,6099,457.0,ORG-24730
96011,RESEARCH_CODE,6100,457.0,ORG-24520
96015,RESEARCH_CODE,6101,457.0,ORG-24872
96021,OTHER,6102,,Eldepryl
96021,OTHER,6105,,Zelapar
96033,RESEARCH_CODE,6106,457.0,ORG-24642
96035,RESEARCH_CODE,6107,457.0,ORG-24836
96050,RESEARCH_CODE,6108,457.0,ORG-24641
96067,RESEARCH_CODE,6109,457.0,ORG-24914
96069,RESEARCH_CODE,6110,457.0,ORG-24597
96082,RESEARCH_CODE,6111,457.0,ORG-24668
96117,OTHER,6115,,Siramesine
96136,RESEARCH_CODE,6116,457.0,ORG-24835
96137,RESEARCH_CODE,6117,457.0,ORG-24598
96161,RESEARCH_CODE,6118,457.0,ORG-24915
96289,RESEARCH_CODE,6119,457.0,ORG-24461
96439,OTHER,6120,,N-Desalkyl-2-Oxoquazepam
96439,RESEARCH_CODE,6121,517.0,Ro-053367
96523,RESEARCH_CODE,6122,362.0,LY-264233
96581,RESEARCH_CODE,6123,470.0,PD-123177
96800,RESEARCH_CODE,6133,457.0,ORG-24750
96835,RESEARCH_CODE,6134,457.0,ORG-24628
96842,RESEARCH_CODE,6135,66.0,AY-22284
96947,OTHER,6136,,Clorotepine
97170,RESEARCH_CODE,6137,470.0,PD-121981
167129,RESEARCH_CODE,6138,95.0,BMY-22089
97685,RESEARCH_CODE,6140,508.0,RP-52770
97694,RESEARCH_CODE,6141,508.0,RP-58467
97737,RESEARCH_CODE,6142,619.0,U-101958
98326,RESEARCH_CODE,6143,437.0,NSC-251152
98405,RESEARCH_CODE,6147,437.0,NSC-251150
98476,RESEARCH_CODE,6148,437.0,NSC-20143
98478,RESEARCH_CODE,6149,437.0,NSC-9152
98527,RESEARCH_CODE,6150,437.0,NSC-40328
98539,RESEARCH_CODE,6151,437.0,NSC-112500
98552,RESEARCH_CODE,6152,3.0,A-923
98577,RESEARCH_CODE,6153,437.0,NSC-117272
98578,RESEARCH_CODE,6154,437.0,NSC-158393
98617,RESEARCH_CODE,6155,437.0,NSC-373937
98619,RESEARCH_CODE,6156,437.0,NSC-109412
98620,RESEARCH_CODE,6157,437.0,NSC-251156
98823,RESEARCH_CODE,6159,523.0,SC-57099B
98840,RESEARCH_CODE,6160,372.0,MDL-28067
98858,RESEARCH_CODE,6161,372.0,MDL-28102
98872,RESEARCH_CODE,6162,437.0,NSC-382025
98886,RESEARCH_CODE,6163,437.0,NSC-117027
98896,RESEARCH_CODE,6164,372.0,MDL-27855
98982,RESEARCH_CODE,6165,437.0,NSC-41234
99024,OTHER,6167,,EMBAY-8440
99089,OTHER,6174,,Epsiprantel
99104,RESEARCH_CODE,6175,437.0,NSC-32180
99106,OTHER,6176,,Aloxistatin
99182,RESEARCH_CODE,6177,437.0,NSC-647086
99249,RESEARCH_CODE,6178,130.0,CGS-30084
99284,USAN,6179,,Hydrocortisone Hemisuccinate
99284,FDA,6183,,Hydrocortisone succinate
99297,RESEARCH_CODE,6186,577.0,TAK-779
99320,FDA,6187,,Methacholine
99320,OTHER,6188,,Provocholine
99359,RESEARCH_CODE,6189,94.0,BMS-337197
110480,OTHER,6197,,CCPA
99389,USAN,6203,,Meprobamate
110480,OTHER,6205,,Cyclopentyladenosine
37812,OTHER,6208,,trans-Caffeate
32813,OTHER,6209,,Kojic acid
32813,OTHER,6212,,5-Hydroxy-2-(hydroxymethyl)-4-pyrone
46884,OTHER,6213,,Kaempferol
46884,OTHER,6214,,Robigenin
99423,RESEARCH_CODE,6216,94.0,BMS-184698
99540,OTHER,6218,,Nitroscanate
99573,OTHER,6219,,Benzotript
99769,RESEARCH_CODE,6221,437.0,NSC-115497
99890,OTHER,6222,,Fasiplon
100157,OTHER,6233,,Humabid
46884,OTHER,6236,,Pelargidenolon
46884,OTHER,6237,,Rhamnolutin
100559,RESEARCH_CODE,6241,362.0,LY-292728
100564,RESEARCH_CODE,6242,130.0,CGS-22652
100696,FDA,6245,,Nalmefene
100696,OTHER,6250,,Revex
100738,OTHER,6251,,Bunitrolol
46884,OTHER,6252,,Populnetin
100817,OTHER,6253,,Taniplon
152708,RESEARCH_CODE,6254,619.0,U-76780E
148693,RESEARCH_CODE,6255,619.0,U-77455E
101027,RESEARCH_CODE,6258,253.0,GR-45809
46884,OTHER,6266,,Trifolitin
46884,OTHER,6272,,Kempferol
101900,RESEARCH_CODE,6273,362.0,LY-317644
101924,RESEARCH_CODE,6274,106.0,BW-B109OU
101924,OTHER,6275,,BWB109OU
46884,OTHER,6281,,Swartziol
101939,RESEARCH_CODE,6282,362.0,LY-326449
46884,OTHER,6283,,Rhamnolutein
47209,OTHER,6285,,Luteolol
47209,OTHER,6287,,Digitoflavone
102073,USAN,6290,,Urea
102417,RESEARCH_CODE,6293,362.0,LY-301621
102634,RESEARCH_CODE,6294,184.0,DMP-757
102826,RESEARCH_CODE,6296,517.0,Ro-44-3888
102838,RESEARCH_CODE,6297,130.0,CGS-27830
102911,RESEARCH_CODE,6298,281.0,ICI-176334
103407,RESEARCH_CODE,6299,437.0,NSC-607319
103461,RESEARCH_CODE,6300,437.0,NSC-118695
103520,RESEARCH_CODE,6301,437.0,NSC-309121
103534,OTHER,6302,,Maltitol
103542,OTHER,6303,,Clothiapine
103662,OTHER,6304,,Fluperlapine
103688,OTHER,6305,,Mifentidine
103753,RESEARCH_CODE,6306,341.0,L-161816
1418012,OTHER,6307,,Thiazinamium metilsulfate
103973,RESEARCH_CODE,6308,152.0,CP-293019
104505,OTHER,6312,,Sonepiprazole
104532,OTHER,6313,,Toliprolol
47209,OTHER,6315,,Luteoline
48697,OTHER,6317,,Albamycin
48697,OTHER,6318,,Cathomycin
103658,OTHER,6323,,"3,5,4'-Trihydroxy-trans-stilbene"
104574,USAN,6328,,Retinol
104574,USAN,6331,,Vitamin A
104574,USP,6332,,Vitamin A
104629,RESEARCH_CODE,6337,3.0,A-87049
104678,RESEARCH_CODE,6338,522.0,SB-204070
105083,RESEARCH_CODE,6339,522.0,SB-213068
105405,RESEARCH_CODE,6359,510.0,RS-39604
105442,FDA,6360,,Butenafine
105442,OTHER,6362,,Mentax
105442,OTHER,6363,,Mentax-TC
105761,RESEARCH_CODE,6364,498.0,R-121919
106036,RESEARCH_CODE,6365,509.0,RPR-101511
106158,RESEARCH_CODE,6366,526.0,SCH-24471
106172,RESEARCH_CODE,6367,526.0,SCH-53020
106208,RESEARCH_CODE,6368,526.0,SCH-21418
106483,OTHER,6369,,Zatebradine
107023,OTHER,6370,,Dacopafant
107023,RESEARCH_CODE,6371,508.0,RP-48740
107023,RESEARCH_CODE,6372,508.0,RP-55778
107119,OTHER,6381,,d4T
107288,RESEARCH_CODE,6382,341.0,L-731078
107319,OTHER,6383,,N-Desmethyldofetilide
107351,OTHER,6384,,Sardomozide
107810,OTHER,6385,,Bidisomide
107931,OTHER,6386,,Cetrimonium bromide
24304,OTHER,6388,,Ditolylguanidine
22942,OTHER,6390,,Ellipticine
58232,TRADE_NAME,6391,,Primaquine
58232,USAN,6392,,Primaquine Phosphate
108662,OTHER,6395,,Ritipenem
108846,RESEARCH_CODE,6396,517.0,Ro-25-6981
109040,OTHER,6397,,Irloxacin
109276,RESEARCH_CODE,6398,437.0,NSC-651016
109277,RESEARCH_CODE,6399,437.0,NSC-645795
109336,OTHER,6400,,Datelliptium chloride
109400,RESEARCH_CODE,6401,193.0,E-4177
109406,RESEARCH_CODE,6402,575.0,T-98475
109554,RESEARCH_CODE,6403,3.0,A-198401
88800,RESEARCH_CODE,6405,,ICS-205-930
466130,OTHER,6406,,NECA
466130,OTHER,6407,,5'-N-Ethylcarboxamidoadenosine
109807,FDA,6408,,Cefoxitin
109807,OTHER,6409,,Mefoxin
110034,RESEARCH_CODE,6411,437.0,NSC-655720
110334,RESEARCH_CODE,6413,341.0,L-162620
110435,OTHER,6414,,Boniva
110435,FDA,6415,,Ibandronate
110435,USAN,6418,,Ibandronic Acid
429662,OTHER,6419,,Thioperamide
110726,RESEARCH_CODE,6420,341.0,L-707897
374019,OTHER,6428,,4-Aminopteroic acid
374019,OTHER,6434,,Aminopteroylglutamic acid
110876,RESEARCH_CODE,6437,341.0,L-159689
110991,RESEARCH_CODE,6439,3.0,A-77-1726M1
111134,OTHER,6442,,Carebastine
1031157,FDA,6443,,Cetirizine
1031157,OTHER,6445,,Zyrtec
111186,OTHER,6446,,Carmoxirole
111238,OTHER,6447,,Tamitinol
111270,OTHER,6448,,Roxindole
111445,OTHER,6451,,Daltroban
111482,FDA,6452,,Levalbuterol
111482,USAN,6454,,Levosalbutamol
111482,OTHER,6455,,Xopenex
370658,OTHER,6457,,NBQX
100299,OTHER,6458,,8-Phenyltheophylline
100299,OTHER,6459,,8-PT
100299,OTHER,6460,,"8-Phenyl-1,3-dimethylxanthine"
92776,OTHER,6461,,T0901317
9277,INN,6462,,Physostigmine
111498,OTHER,6474,,Decapryn
111498,OTHER,6475,,Doxy-Sleep-Aid
111498,FDA,6476,,Doxylamine
111498,OTHER,6478,,Unisom
111673,RESEARCH_CODE,6479,95.0,BMY-44621
111822,OTHER,6481,,Eptazocine
111871,FDA,6482,,Remifentanil
111871,OTHER,6484,,Ultiva
112006,OTHER,6485,,Mitoflaxone
112336,RESEARCH_CODE,6488,498.0,R-129385
112390,RESEARCH_CODE,6489,94.0,BMS-363131
112479,RESEARCH_CODE,6490,100.0,BRL-52656
112480,USAN,6496,,Ethiofos
112550,OTHER,6500,,Benactyzine
112560,FDA,6501,,Human gonadoliberin-i
112651,OTHER,6502,,Bepadin
112651,FDA,6503,,Bepridil
112651,OTHER,6505,,Vascor
23056,OTHER,6508,,Phenethylamine
23056,OTHER,6517,,Phenylethylamine
71670,OTHER,6518,,Lupeol
