warning_id,record_id,molregno,warning_type,warning_class,warning_description,warning_country,warning_year,efo_term,efo_id,efo_id_for_warning_class
1812,1343537,394996,Black Box Warning,,,United States,,,,
1813,1343793,1763651,Black Box Warning,nephrotoxicity,,United States,,,,EFO:0011056
1814,1344959,366271,Black Box Warning,,,United States,,,,
1815,1344703,171587,Black Box Warning,,,United States,,,,
1816,1344883,116949,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
1820,1343899,53686,Black Box Warning,,,United States,,,,
1821,1344386,453046,Black Box Warning,immune system toxicity,,United States,,,,EFO:0011053
1822,1344386,453046,Black Box Warning,hematological toxicity,,United States,,,,EFO:0011051
1823,1879163,1540509,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
1824,1343916,417163,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
1829,1344339,739751,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
1830,1344339,739751,Black Box Warning,metabolic toxicity,,United States,,,,EFO:0011054
1832,1679383,96107,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
1833,1679383,96107,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
1834,1344772,500007,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
1836,1343154,674286,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
1837,1343154,674286,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
1838,1704784,1379337,Black Box Warning,immune system toxicity,,United States,,,,EFO:0011053
1839,1344773,193281,Black Box Warning,psychiatric toxicity,,United States,,,,EFO:0011059
1843,1343268,5028,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
1844,1343268,5028,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
1850,1343417,674867,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
1852,1344865,28310,Black Box Warning,hematological toxicity,,United States,,,,EFO:0011051
1853,1344865,28310,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
1854,1343298,209829,Black Box Warning,psychiatric toxicity,,United States,,,,EFO:0011059
1856,1344890,2197695,Black Box Warning,,,United States,,,,
1864,1392859,416772,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
1867,1343768,373970,Black Box Warning,,,United States,,,,
1870,1343917,222633,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
1871,1344156,675528,Black Box Warning,,,United States,,,,
1875,1344042,372438,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
1878,1344297,2197435,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
1879,1344297,2197435,Black Box Warning,nephrotoxicity,,United States,,,,EFO:0011056
1880,1343269,674724,Black Box Warning,,,United States,,,,
1882,1698797,1376013,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
1883,1698797,1376013,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
1886,1345001,267825,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
1888,1344545,674564,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
1889,1344545,674564,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
1890,1344545,674564,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
1894,1344266,227437,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
1897,1343205,456266,Black Box Warning,hematological toxicity,,United States,,,,EFO:0011051
1898,1343799,674626,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
1900,1343132,675487,Black Box Warning,,,United States,,,,
1902,1344808,699416,Black Box Warning,misuse,,United States,,,,EFO:0011049
1903,1344808,699416,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
1906,1344427,421317,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
1909,1343252,2197569,Black Box Warning,psychiatric toxicity,,United States,,,,EFO:0011059
1912,1343415,675581,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
1913,1343415,675581,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
1914,1343415,675581,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
1918,1343377,674749,Black Box Warning,psychiatric toxicity,,United States,,,,EFO:0011059
1921,1343842,2208,Black Box Warning,hematological toxicity,,United States,,,,EFO:0011051
1922,1343842,2208,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
1940,1343777,674899,Black Box Warning,psychiatric toxicity,,United States,,,,EFO:0011059
1944,1343402,674730,Black Box Warning,,,United States,,,,
1956,1343486,67010,Black Box Warning,,,United States,,,,
1957,1344925,674405,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
1958,1344925,674405,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
1959,1344925,674405,Black Box Warning,hematological toxicity,,United States,,,,EFO:0011051
1960,1343419,1991,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
1961,1344130,15217,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
1962,1344130,15217,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
1964,1344355,139045,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
1965,1344134,674579,Black Box Warning,,,United States,,,,
1966,1343277,33576,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
1971,1344497,674580,Black Box Warning,,,United States,,,,
1977,1343312,675017,Black Box Warning,psychiatric toxicity,,United States,,,,EFO:0011059
1982,1344520,1038357,Black Box Warning,psychiatric toxicity,,United States,,,,EFO:0011059
1986,1344742,564219,Black Box Warning,hematological toxicity,,United States,,,,EFO:0011051
1987,1583660,460092,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
1989,1705140,1379656,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
1992,1705141,1379657,Black Box Warning,psychiatric toxicity,,United States,,,,EFO:0011059
1994,1344654,674830,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2000,1697532,1380933,Black Box Warning,,,United States,,,,
2002,1344672,65494,Black Box Warning,,,United States,,,,
2003,1343427,421332,Black Box Warning,misuse,,United States,,,,EFO:0011049
2005,1435101,1158403,Black Box Warning,psychiatric toxicity,,United States,,,,EFO:0011059
2006,1343080,27307,Black Box Warning,hematological toxicity,,United States,,,,EFO:0011051
2007,1343080,27307,Black Box Warning,metabolic toxicity,,United States,,,,EFO:0011054
2008,1343080,27307,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
2018,1344914,2197691,Black Box Warning,misuse,,United States,,,,EFO:0011049
2024,1343955,675114,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2288,1343195,34094,Black Box Warning,,,United States,,,,
2289,1696165,675456,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2290,1344479,675582,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2291,1344479,675582,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2292,1390871,675775,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2293,1390871,675775,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2294,1390871,675775,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
2295,1390871,675775,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2298,1344282,27648,Black Box Warning,,,United States,,,,
2299,1343086,8130,Black Box Warning,,,United States,,,,
2300,1344302,386327,Black Box Warning,,,United States,,,,
2304,1344857,822010,Black Box Warning,metabolic toxicity,,United States,,,,EFO:0011054
2305,1344376,630439,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2306,1344376,630439,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
2308,1343126,8873,Black Box Warning,,,United States,,,,
2309,1706042,397524,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2312,1343887,155006,Black Box Warning,,,United States,,,,
2313,1763614,1449229,Black Box Warning,,,United States,,,,
2315,2794606,1676656,Black Box Warning,,,United States,,,,
2316,1343144,1926823,Black Box Warning,,,United States,,,,
2317,1343140,547576,Black Box Warning,,,United States,,,,
2320,1343924,308917,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
2321,1343924,308917,Black Box Warning,nephrotoxicity,,United States,,,,EFO:0011056
2322,1343924,308917,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2325,1343926,431141,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
2326,1344643,674351,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
2330,1343184,32869,Black Box Warning,psychiatric toxicity,,United States,,,,EFO:0011059
2331,1343184,32869,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
2333,1702681,1378029,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2334,1702681,1378029,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2335,1343975,675419,Black Box Warning,,,United States,,,,
2337,3133908,2336180,Black Box Warning,,,United States,,,,
2338,1392874,1121861,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2339,1392874,1121861,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2340,1344171,544432,Black Box Warning,,,United States,,,,
2341,1706081,445858,Black Box Warning,,,United States,,,,
2342,1343423,798263,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2343,1343423,798263,Black Box Warning,misuse,,United States,,,,EFO:0011049
2344,1343423,798263,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2346,1344538,419410,Black Box Warning,,,United States,,,,
2347,1699750,459679,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2350,1343072,1595395,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2351,3133500,2335833,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
2352,3133500,2335833,Black Box Warning,,,United States,,,,
2354,1392878,1121865,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2355,2973242,348726,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
2356,1343876,313314,Black Box Warning,,,United States,,,,
2357,1343888,139281,Black Box Warning,,,United States,,,,
2359,1343889,674347,Black Box Warning,misuse,,United States,,,,EFO:0011049
2360,1343889,674347,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
2361,1343637,1543312,Black Box Warning,,,United States,,,,
2365,1699828,2464648,Black Box Warning,,,United States,,,,
2367,1344356,1449186,Black Box Warning,,,United States,,,,
2368,1343903,300022,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
2369,1343903,300022,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
2370,1343482,699456,Black Box Warning,,,United States,,,,
2371,1699878,1340277,Black Box Warning,,,United States,,,,
2378,1343778,404691,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
2379,1343349,11002,Black Box Warning,hematological toxicity,,United States,,,,EFO:0011051
2381,1344856,674654,Black Box Warning,,,United States,,,,
2384,1344072,550303,Black Box Warning,,,United States,,,,
2387,1343915,50440,Black Box Warning,,,United States,,,,
2388,1344579,8633,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
2389,1344579,8633,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
2390,1344579,8633,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2391,1343967,467361,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
2393,1698337,581843,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2394,1344388,674539,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2395,1343385,674583,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2396,1343138,1673803,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2397,1435098,111390,Black Box Warning,,,United States,,,,
2398,1343117,2465,Black Box Warning,,,United States,,,,
2400,1344704,630396,Black Box Warning,,,United States,,,,
2401,1343877,1369640,Black Box Warning,,,United States,,,,
2402,1344626,2261,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2403,1344626,2261,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
2404,1344970,72873,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2405,1344970,72873,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2406,1343645,51182,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
2407,1343645,51182,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
2408,1344521,1038352,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
2409,1344521,1038352,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2410,1343409,5772,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
2411,1343409,5772,Black Box Warning,hematological toxicity,,United States,,,,EFO:0011051
2412,1702635,1503092,Black Box Warning,,,United States,,,,
2415,1344472,675574,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2416,1344474,405364,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2417,1344443,675493,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2419,1343749,564990,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2420,1702485,1377908,Black Box Warning,musculoskeletal toxicity,,United States,,,,EFO:0011055
2422,1343490,674507,Black Box Warning,,,United States,,,,
2425,1344578,721,Black Box Warning,,,United States,,,,
2426,1343993,390877,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
2428,1344599,1377883,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
2429,1344343,1927101,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2430,1344343,1927101,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2431,1344343,1927101,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
2432,1344343,1927101,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2434,1344690,462435,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2437,1699803,1376097,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2438,3956801,2832776,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
2439,3956801,2832776,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
2440,3956801,2832776,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2441,3956801,2832776,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2442,1390844,675779,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2443,1343484,2197393,Black Box Warning,,,United States,,,,
2444,1702572,1377952,Black Box Warning,,,United States,,,,
2447,1697541,1380942,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
2448,1697541,1380942,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2449,1697541,1380942,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2451,2795537,2096444,Black Box Warning,,,United States,,,,
2453,1343310,675454,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2456,1344692,674932,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2458,1344693,674938,Black Box Warning,,,United States,,,,
2465,1344814,49847,Black Box Warning,,,United States,,,,
2466,1344327,27626,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2467,1344327,27626,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2468,1344720,674381,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2469,1343232,674924,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2470,1344629,421038,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2471,1344629,421038,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2472,1344090,675621,Black Box Warning,,,United States,,,,
2473,1343882,675571,Black Box Warning,,,United States,,,,
2475,1344694,674931,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2476,1343535,421334,Black Box Warning,,,United States,,,,
2477,1343234,675371,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2478,1344522,675416,Black Box Warning,misuse,,United States,,,,EFO:0011049
2479,1344572,1248731,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2480,1343147,647206,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
2481,1703880,1378487,Black Box Warning,,,United States,,,,
2482,1344734,675816,Black Box Warning,,,United States,,,,
2484,1699969,388819,Black Box Warning,,,United States,,,,
2485,1344231,393942,Black Box Warning,,,United States,,,,
2487,1343808,872071,Black Box Warning,,,United States,,,,
2488,1344304,2197595,Black Box Warning,,,United States,,,,
2492,1343511,674595,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2494,1344019,41644,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
2495,1344751,83044,Black Box Warning,misuse,,United States,,,,EFO:0011049
2497,1343559,2046,Black Box Warning,,,United States,,,,
2498,1343403,674522,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2499,1343804,1449133,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2500,1344590,674297,Black Box Warning,misuse,,United States,,,,EFO:0011049
2501,1344590,674297,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2502,1344760,674382,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2503,1763603,1449219,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2504,1343880,674544,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2505,1344257,1376010,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2507,1344142,674572,Black Box Warning,,,United States,,,,
2508,1344060,1592405,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
2509,2139013,1763565,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2512,1390837,675784,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2514,1344273,3859,Black Box Warning,,,United States,,,,
2515,1344316,2335118,Black Box Warning,,,United States,,,,
2523,1879133,1448219,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2524,1879133,1448219,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2525,1390866,675777,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2526,1390866,675777,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2527,1390866,675777,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2529,1344034,675617,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2530,3133115,2335508,Black Box Warning,,,United States,,,,
2531,1343711,675368,Black Box Warning,,,United States,,,,
2532,1343599,674458,Black Box Warning,misuse,,United States,,,,EFO:0011049
2533,1343480,674406,Black Box Warning,misuse,,United States,,,,EFO:0011049
2534,1343481,554800,Black Box Warning,misuse,,United States,,,,EFO:0011049
2535,1343327,674565,Black Box Warning,misuse,,United States,,,,EFO:0011049
2539,1343860,675119,Black Box Warning,,,United States,,,,
2540,1344088,4941,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
2541,2973316,2197829,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2543,1344870,675075,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2544,1344870,675075,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2546,1344547,33986,Black Box Warning,,,United States,,,,
2550,1343323,63649,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2551,1702621,1377990,Black Box Warning,,,United States,,,,
2554,1343091,1376011,Black Box Warning,,,United States,,,,
2556,1344529,674360,Black Box Warning,misuse,,United States,,,,EFO:0011049
2557,1679376,1763646,Black Box Warning,,,United States,,,,
2558,1344167,2197422,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2559,1344560,675070,Black Box Warning,,,United States,,,,
2560,1343465,548913,Black Box Warning,,,United States,,,,
2561,1343113,16959,Black Box Warning,,,United States,,,,
2563,1344411,675106,Black Box Warning,,,United States,,,,
2567,1343763,674952,Black Box Warning,,,United States,,,,
2568,1344328,34608,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2569,1344328,34608,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2570,1344487,65415,Black Box Warning,hematological toxicity,,United States,,,,EFO:0011051
2571,1344487,65415,Black Box Warning,teratogenicity,,United States,,,,EFO:0009880
2575,1344532,547681,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2576,1344532,547681,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2577,1344179,674715,Black Box Warning,,,United States,,,,
2578,1705350,49931,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2579,1705350,49931,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2580,1705350,49931,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2581,1344158,1737244,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2582,1344158,1737244,Black Box Warning,nephrotoxicity,,United States,,,,EFO:0011056
2583,1344158,1737244,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2584,1344158,1737244,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2586,1695932,1380123,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2587,1344483,674557,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
2589,2791623,27611,Black Box Warning,,,United States,,,,
2590,1344326,674371,Black Box Warning,,,United States,,,,
2591,1344326,674371,Black Box Warning,misuse,,United States,,,,EFO:0011049
2592,1344837,674412,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2593,1344451,712273,Black Box Warning,,,United States,,,,
2594,1344451,712273,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
2595,1344451,712273,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2596,1344451,712273,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
2597,1344451,712273,Black Box Warning,hematological toxicity,,United States,,,,EFO:0011051
2599,1343508,840903,Black Box Warning,misuse,,United States,,,,EFO:0011049
2602,1344796,674370,Black Box Warning,,,United States,,,,
2603,2791398,47447,Black Box Warning,,,United States,,,,
2604,1343358,674632,Black Box Warning,psychiatric toxicity,,United States,,,,EFO:0011059
2605,1343358,674632,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
2607,1392927,1121914,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2608,1392927,1121914,Black Box Warning,nephrotoxicity,,United States,,,,EFO:0011056
2609,1392927,1121914,Black Box Warning,metabolic toxicity,,United States,,,,EFO:0011054
2611,1344398,386457,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2612,1704347,1378913,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2613,1344255,68396,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2615,1344461,675083,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
2616,1344461,675083,Black Box Warning,metabolic toxicity,,United States,,,,EFO:0011054
2617,1344461,675083,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
2618,1344406,21459,Black Box Warning,,,United States,,,,
2619,1343207,675100,Black Box Warning,,,United States,,,,
2620,1344455,675488,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2622,1392931,1121918,Black Box Warning,metabolic toxicity,,United States,,,,EFO:0011054
2623,1344096,674443,Black Box Warning,hepatotoxicity,,United States,,,,EFO:0011052
2624,1344026,4345,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2627,1343789,365248,Black Box Warning,misuse,,United States,,,,EFO:0011049
2628,1343816,187962,Black Box Warning,,,United States,,,,
2629,1702508,574221,Black Box Warning,,,United States,,,,
2630,1392932,1121919,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2631,1390840,675787,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2632,1343134,146,Black Box Warning,musculoskeletal toxicity,,United States,,,,EFO:0011055
2633,1343604,34197,Black Box Warning,,,United States,,,,
2636,1344997,675485,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
2637,1344997,675485,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2638,1344997,675485,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2639,1344997,675485,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2642,1701891,1377665,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2643,1344820,16506,Black Box Warning,,,United States,,,,
2646,1343646,674841,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
2647,1344721,8062,Black Box Warning,dermatological toxicity,,United States,,,,EFO:0011048
2648,1344721,8062,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2649,1344495,468656,Black Box Warning,,,United States,,,,
2650,1343540,1379630,Black Box Warning,,,United States,,,,
2654,1343942,675549,Black Box Warning,,,United States,,,,
2655,1344442,675616,Black Box Warning,,,United States,,,,
2656,1343376,453578,Black Box Warning,,,United States,,,,
2658,1343294,16505,Black Box Warning,,,United States,,,,
2659,1630655,1328912,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
2663,1344080,458912,Black Box Warning,misuse,,United States,,,,EFO:0011049
2665,1344132,441571,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2666,1344132,441571,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2668,1705104,1590761,Black Box Warning,,,United States,,,,
2670,1699872,1376137,Black Box Warning,,,United States,,,,
2674,1344143,2096404,Black Box Warning,,,United States,,,,
2675,1344889,675724,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2677,1344667,21845,Black Box Warning,musculoskeletal toxicity,,United States,,,,EFO:0011055
2678,1344288,37266,Black Box Warning,,,United States,,,,
2679,1343297,675105,Black Box Warning,,,United States,,,,
2680,1344535,738635,Black Box Warning,,,United States,,,,
2681,1343824,12825,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2682,1343824,12825,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2683,1344806,674701,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2684,1344806,674701,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2685,1344806,674701,Black Box Warning,,,United States,,,,
2686,1343238,675014,Black Box Warning,,,United States,,,,
2687,1344286,2197587,Black Box Warning,,,United States,,,,
2691,1344840,674423,Black Box Warning,,,United States,,,,
2693,1343373,158276,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2695,2973344,2197857,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2696,1679381,1277553,Black Box Warning,,,United States,,,,
2697,3460951,2464732,Black Box Warning,,,United States,,,,
2700,1344162,485738,Black Box Warning,respiratory toxicity,,United States,,,,EFO:0011060
2701,1344162,485738,Black Box Warning,carcinogenicity,,United States,,,,EFO:0011046
2704,1343813,7714,Black Box Warning,,,United States,,,,
2705,1344885,675578,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2706,1392858,328601,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2708,1695964,1380140,Black Box Warning,gastrointestinal toxicity,,United States,,,,EFO:0011050
2709,1695964,1380140,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
2710,1695964,1380140,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2711,1695964,1380140,Black Box Warning,cardiotoxicity,,United States,,,,EFO:1001482
2713,1344841,674678,Black Box Warning,,,United States,,,,
2717,1696503,1380996,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2727,1344737,923,Black Box Warning,infectious disease,,United States,,,,EFO:0005741
2729,1343803,150941,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2730,1343502,226851,Black Box Warning,misuse,,United States,,,,EFO:0011049
2731,1343502,226851,Black Box Warning,vascular toxicity,,United States,,,,EFO:0011062
2732,1343251,674633,Black Box Warning,misuse,,United States,,,,EFO:0011049
2733,1343251,674633,Black Box Warning,neurotoxicity,,United States,,,,EFO:0011057
2739,1706452,708075,Black Box Warning,,,United States,,,,
2742,1343832,675511,Black Box Warning,misuse,,United States,,,,EFO:0011049
