dosage_form,route,trade_name,approval_date,ad_type,oral,topical,parenteral,black_box_warning,applicant_full_name,innovator_company,product_id,nda_type
INJECTABLE,INJECTION,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 0.30% IN PLASTIC CONTAINER",1986-01-18,DISCN,0,0,1,,B BRAUN MEDICAL INC,0.0,PRODUCT_018268_014,N
INJECTABLE,INJECTION,ISOLYTE E W/ DEXTROSE 5% IN PLASTIC CONTAINER,1983-01-17,DISCN,0,0,1,,B BRAUN MEDICAL INC,0.0,PRODUCT_018269_002,N
INJECTABLE,INJECTION,ISOLYTE M W/ DEXTROSE 5% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,B BRAUN MEDICAL INC,0.0,PRODUCT_018270_001,N
INJECTABLE,INJECTION,ISOLYTE R W/ DEXTROSE 5% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,B BRAUN MEDICAL INC,0.0,PRODUCT_018271_001,N
INJECTABLE,INJECTION,TECHNESCAN GLUCEPTATE,1982-01-27,DISCN,0,0,1,,DRAXIMAGE INC,0.0,PRODUCT_018272_001,N
INJECTABLE,INJECTION,ISOLYTE H W/ DEXTROSE 5% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,B BRAUN MEDICAL INC,0.0,PRODUCT_018273_001,N
INJECTABLE,INJECTION,ISOLYTE S W/ DEXTROSE 5% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,B BRAUN MEDICAL INC,0.0,PRODUCT_018274_001,N
TABLET,ORAL,XANAX,1982-01-01,RX,1,0,0,1.0,UPJOHN US 2 LLC,0.0,PRODUCT_018276_001,N
TABLET,ORAL,XANAX,1982-01-01,RX,1,0,0,1.0,UPJOHN US 2 LLC,0.0,PRODUCT_018276_002,N
TABLET,ORAL,XANAX,1982-01-01,RX,1,0,0,1.0,UPJOHN US 2 LLC,1.0,PRODUCT_018276_003,N
TABLET,ORAL,XANAX,1985-11-27,RX,1,0,0,1.0,UPJOHN US 2 LLC,0.0,PRODUCT_018276_004,N
"TABLET, EXTENDED RELEASE",ORAL,K-TAB,1982-01-01,DISCN,1,0,0,0.0,ABBVIE INC,0.0,PRODUCT_018279_001,N
"TABLET, EXTENDED RELEASE",ORAL,K-TAB,1988-08-01,DISCN,1,0,0,0.0,ABBVIE INC,0.0,PRODUCT_018279_002,N
"TABLET, EXTENDED RELEASE",ORAL,K-TAB,2013-11-25,DISCN,1,0,0,,ABBVIE INC,,PRODUCT_018279_003,N
"TABLET, CHEWABLE",ORAL,TEGRETOL,1982-01-01,DISCN,1,0,0,1.0,NOVARTIS PHARMACEUTICALS CORP,1.0,PRODUCT_018281_001,N
TABLET,ORAL,VISKEN,1982-09-03,DISCN,1,0,0,,NOVARTIS PHARMACEUTICALS CORP,0.0,PRODUCT_018285_001,N
TABLET,ORAL,VISKEN,1982-09-03,DISCN,1,0,0,,NOVARTIS PHARMACEUTICALS CORP,1.0,PRODUCT_018285_002,N
INJECTABLE,INJECTION,NEPHROFLOW,1984-12-28,DISCN,0,0,1,,GE HEALTHCARE,0.0,PRODUCT_018289_001,N
INJECTABLE,INJECTION,SECRETIN-FERRING,1982-01-01,DISCN,0,0,1,,FERRING PHARMACEUTICALS INC,0.0,PRODUCT_018290_001,N
INJECTABLE,INJECTION,TYMTRAN,1982-01-01,DISCN,0,0,1,,PHARMACIA AND UPJOHN CO,0.0,PRODUCT_018296_001,N
TABLET,ORAL,LOPURIN,1982-01-01,DISCN,1,0,0,,ABBOTT LABORATORIES PHARMACEUTICAL PRODUCTS DIV,0.0,PRODUCT_018297_001,N
TABLET,ORAL,LOPURIN,1982-01-01,DISCN,1,0,0,,ABBOTT LABORATORIES PHARMACEUTICAL PRODUCTS DIV,0.0,PRODUCT_018297_002,N
"TABLET, EXTENDED RELEASE",ORAL,TAVIST-D,1982-12-15,DISCN,1,0,0,,NOVARTIS PHARMACEUTICALS CORP,0.0,PRODUCT_018298_001,N
"TABLET, EXTENDED RELEASE",ORAL,TAVIST-D,1992-08-21,DISCN,1,0,0,,NOVARTIS PHARMACEUTICALS CORP,0.0,PRODUCT_018298_002,N
SOLUTION/DROPS,OPHTHALMIC,VIROPTIC,1982-01-01,RX,0,1,0,0.0,MONARCH PHARMACEUTICALS LLC,1.0,PRODUCT_018299_001,N
SOLUTION,TOPICAL,HIBISTAT,1982-01-01,OTC,0,1,0,0.0,MOLNLYCKE HEALTH CARE,1.0,PRODUCT_018300_001,N
TABLET,ORAL,LOPRESSOR HCT,1984-12-31,RX,1,0,0,,VALIDUS PHARMACEUTICALS LLC,0.0,PRODUCT_018303_001,N
TABLET,ORAL,LOPRESSOR HCT,1984-12-31,DISCN,1,0,0,,VALIDUS PHARMACEUTICALS LLC,0.0,PRODUCT_018303_002,N
TABLET,ORAL,LOPRESSOR HCT,1984-12-31,DISCN,1,0,0,,VALIDUS PHARMACEUTICALS LLC,1.0,PRODUCT_018303_003,N
INJECTABLE,INJECTION,SENSORCAINE,1982-01-01,RX,0,0,1,1.0,FRESENIUS KABI USA LLC,0.0,PRODUCT_018304_001,N
INJECTABLE,INJECTION,SENSORCAINE,1982-01-01,RX,0,0,1,1.0,FRESENIUS KABI USA LLC,0.0,PRODUCT_018304_002,N
INJECTABLE,INJECTION,SENSORCAINE,1982-01-01,RX,0,0,1,1.0,FRESENIUS KABI USA LLC,0.0,PRODUCT_018304_003,N
INJECTABLE,INJECTION,SENSORCAINE,1983-09-02,RX,0,0,1,1.0,FRESENIUS KABI USA LLC,0.0,PRODUCT_018304_004,N
INJECTABLE,INJECTION,SENSORCAINE,1983-09-02,RX,0,0,1,1.0,FRESENIUS KABI USA LLC,0.0,PRODUCT_018304_005,N
TABLET,ORAL,THYRO-BLOCK,1982-01-01,DISCN,1,0,0,,MEDA PHARMACEUTICALS,0.0,PRODUCT_018307_001,N
CREAM,TOPICAL,TOPICORT LP,1982-01-01,DISCN,0,1,0,,TARO PHARMACEUTICAL INDUSTRIES LTD,1.0,PRODUCT_018309_001,N
INJECTABLE,INJECTION,LYMPHAZURIN,1982-01-01,DISCN,0,0,1,0.0,COVIDIEN,1.0,PRODUCT_018310_001,N
CAPSULE,ORAL,CALDEROL,1982-01-01,DISCN,1,0,0,,ORGANON USA INC,0.0,PRODUCT_018312_001,N
CAPSULE,ORAL,CALDEROL,1982-01-01,DISCN,1,0,0,,ORGANON USA INC,0.0,PRODUCT_018312_002,N
LIQUID,IRRIGATION,STERILE WATER IN PLASTIC CONTAINER,1982-01-01,RX,0,0,0,,ICU MEDICAL INC,0.0,PRODUCT_018313_001,N
SOLUTION,IRRIGATION,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,1982-01-01,RX,0,0,0,,ICU MEDICAL INC,0.0,PRODUCT_018314_001,N
SOLUTION,IRRIGATION,GLYCINE 1.5% IN PLASTIC CONTAINER,1982-01-01,RX,0,0,0,,ICU MEDICAL INC,0.0,PRODUCT_018315_001,N
SOLUTION,IRRIGATION,SORBITOL-MANNITOL IN PLASTIC CONTAINER,1982-01-01,RX,0,0,0,,ICU MEDICAL INC,0.0,PRODUCT_018316_001,N
INJECTABLE,INJECTION,TECHNESCAN,1982-01-01,RX,0,0,1,,CURIUM US LLC,1.0,PRODUCT_018321_001,N
GAS,INHALATION,XENON XE 133,1982-03-09,RX,0,1,0,,CURIUM US LLC,0.0,PRODUCT_018327_001,N
GAS,INHALATION,XENON XE 133,1982-03-09,RX,0,1,0,,CURIUM US LLC,0.0,PRODUCT_018327_002,N
SUSPENSION,ORAL,INDOCIN,1985-10-10,RX,1,0,0,1.0,ZYLA LIFE SCIENCES US INC,1.0,PRODUCT_018332_001,N
TABLET,ORAL,CARAFATE,1982-01-01,RX,1,0,0,0.0,ABBVIE INC,1.0,PRODUCT_018333_001,N
INJECTABLE,INJECTION,AMERSCAN MDP KIT,1982-08-05,DISCN,0,0,1,,GE HEALTHCARE,0.0,PRODUCT_018335_001,N
SOLUTION,IRRIGATION,TIS-U-SOL IN PLASTIC CONTAINER,1982-01-01,RX,0,0,0,,BAXTER HEALTHCARE CORP,0.0,PRODUCT_018336_001,N
SUPPOSITORY,RECTAL,ACETAMINOPHEN,1982-01-01,OTC,0,1,0,,TARO PHARMACEUTICAL INDUSTRIES LTD,1.0,PRODUCT_018337_001,N
SUPPOSITORY,RECTAL,ACETAMINOPHEN,1982-01-01,OTC,0,1,0,,TARO PHARMACEUTICAL INDUSTRIES LTD,0.0,PRODUCT_018337_002,N
SUPPOSITORY,RECTAL,ACETAMINOPHEN,1983-09-12,OTC,0,1,0,,TARO PHARMACEUTICAL INDUSTRIES LTD,0.0,PRODUCT_018337_003,N
SUPPOSITORY,RECTAL,INFANTS' FEVERALL,1992-08-26,OTC,0,1,0,,TARO PHARMACEUTICAL INDUSTRIES LTD,0.0,PRODUCT_018337_004,N
"AEROSOL, METERED",INHALATION,AEROBID,1984-08-17,DISCN,0,1,0,,ROCHE PALO ALTO LLC,1.0,PRODUCT_018340_001,N
TABLET,ORAL,WELLCOVORIN,1983-07-08,DISCN,1,0,0,,GLAXOSMITHKLINE,0.0,PRODUCT_018342_001,N
TABLET,ORAL,WELLCOVORIN,1983-07-08,DISCN,1,0,0,,GLAXOSMITHKLINE,0.0,PRODUCT_018342_002,N
TABLET,ORAL,CAPOTEN,1982-01-01,DISCN,1,0,0,1.0,STRIDES PHARMA GLOBAL PTE LTD,0.0,PRODUCT_018343_001,N
TABLET,ORAL,CAPOTEN,1982-01-01,DISCN,1,0,0,1.0,STRIDES PHARMA GLOBAL PTE LTD,0.0,PRODUCT_018343_002,N
TABLET,ORAL,CAPOTEN,1982-01-01,DISCN,1,0,0,1.0,STRIDES PHARMA GLOBAL PTE LTD,1.0,PRODUCT_018343_003,N
TABLET,ORAL,CAPOTEN,1995-06-13,DISCN,1,0,0,1.0,STRIDES PHARMA GLOBAL PTE LTD,0.0,PRODUCT_018343_004,N
TABLET,ORAL,CAPOTEN,1985-01-17,DISCN,1,0,0,1.0,STRIDES PHARMA GLOBAL PTE LTD,0.0,PRODUCT_018343_005,N
TABLET,ORAL,CAPOTEN,1986-09-17,DISCN,1,0,0,1.0,STRIDES PHARMA GLOBAL PTE LTD,0.0,PRODUCT_018343_006,N
TABLET,ORAL,CAPOTEN,1995-06-13,DISCN,1,0,0,1.0,STRIDES PHARMA GLOBAL PTE LTD,0.0,PRODUCT_018343_007,N
INJECTABLE,INJECTION,REGULAR ILETIN II (PORK),1982-01-01,DISCN,0,0,1,,ELI LILLY AND CO,0.0,PRODUCT_018344_001,N
INJECTABLE,INJECTION,ILETIN II,1982-01-01,DISCN,0,0,1,,ELI LILLY AND CO,0.0,PRODUCT_018344_002,N
INJECTABLE,INJECTION,NPH ILETIN II (PORK),1982-01-01,DISCN,0,0,1,,ELI LILLY AND CO,0.0,PRODUCT_018345_001,N
INJECTABLE,INJECTION,PROTAMINE ZINC AND ILETIN II (PORK),1982-01-01,DISCN,0,0,1,,ELI LILLY AND CO,0.0,PRODUCT_018346_001,N
INJECTABLE,INJECTION,LENTE ILETIN II (PORK),1982-01-01,DISCN,0,0,1,,ELI LILLY AND CO,0.0,PRODUCT_018347_001,N
INJECTABLE,INJECTION,FLAGYL I.V.,1982-01-01,DISCN,0,0,1,,PFIZER INC,1.0,PRODUCT_018353_001,N
INJECTABLE,INJECTION,FLAGYL I.V. RTU IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,PFIZER INC,1.0,PRODUCT_018353_002,N
TABLET,ORAL-21,ORTHO-NOVUM 10/11-21,1982-01-11,DISCN,1,0,0,,ORTHO MCNEIL JANSSEN PHARMACEUTICALS INC,0.0,PRODUCT_018354_001,N
TABLET,ORAL-28,ORTHO-NOVUM 10/11-28,1982-01-11,DISCN,1,0,0,,ORTHO MCNEIL JANSSEN PHARMACEUTICALS INC,1.0,PRODUCT_018354_002,N
INJECTABLE,INJECTION,DEXTROSE 2.5% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,B BRAUN MEDICAL INC,0.0,PRODUCT_018358_001,N
TABLET,ORAL,SEROPHENE,1982-03-22,DISCN,1,0,0,0.0,EMD SERONO INC,0.0,PRODUCT_018361_001,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,1982-01-01,RX,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018362_002,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,1982-01-01,RX,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018362_003,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,1988-03-28,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018362_004,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,1988-03-28,RX,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018362_005,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 15MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,1988-03-28,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018362_006,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,1988-03-28,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018362_007,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,1988-03-28,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018362_008,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,1983-07-05,RX,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018362_009,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,1983-07-05,RX,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018362_010,N
SPONGE,TOPICAL,HEXASCRUB,1982-01-01,DISCN,0,1,0,,PROFESSIONAL DISPOSABLES INC,0.0,PRODUCT_018363_001,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,1982-01-01,RX,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018365_001,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,1983-07-05,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018365_002,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,1983-07-05,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018365_003,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,1983-07-05,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018365_004,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,1988-03-28,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018365_005,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,1988-03-28,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018365_006,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,1988-03-28,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018365_007,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 15MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,1988-03-28,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018365_008,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.225% IN PLASTIC CONTAINER,1988-03-28,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018365_009,N
SOLUTION,ORAL,CHYMEX,1983-12-29,DISCN,1,0,0,,SAVAGE LABORATORIES INC DIV ALTANA INC,0.0,PRODUCT_018366_001,N
TABLET,ORAL,FUROSEMIDE,1982-05-14,DISCN,1,0,0,,WATSON LABORATORIES INC,0.0,PRODUCT_018369_001,N
TABLET,ORAL,FUROSEMIDE,1982-05-14,DISCN,1,0,0,,WATSON LABORATORIES INC,0.0,PRODUCT_018369_002,N
TABLET,ORAL,FUROSEMIDE,1983-02-10,DISCN,1,0,0,,SUPERPHARM CORP,0.0,PRODUCT_018370_001,N
TABLET,ORAL,FUROSEMIDE,1984-06-26,DISCN,1,0,0,,SUPERPHARM CORP,0.0,PRODUCT_018370_002,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% IN PLASTIC CONTAINER,1982-01-01,RX,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018371_001,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018371_002,N
INJECTABLE,INJECTION,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018371_003,N
INJECTABLE,INJECTION,BACTRIM,1982-01-01,DISCN,0,0,1,,SUN PHARMACEUTICAL INDUSTRIES INC,0.0,PRODUCT_018374_001,N
AEROSOL,TOPICAL,TURGEX,1982-01-01,DISCN,0,1,0,,XTTRIUM LABORATORIES INC,0.0,PRODUCT_018375_001,N
INJECTABLE,INJECTION,DEXTROSE 2.5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,B BRAUN MEDICAL INC,0.0,PRODUCT_018376_001,N
SOLUTION,INTRAPERITONEAL,DELFLEX W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,FRESENIUS MEDICAL CARE NORTH AMERICA,0.0,PRODUCT_018379_001,N
SOLUTION,INTRAPERITONEAL,DELFLEX W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,FRESENIUS MEDICAL CARE NORTH AMERICA,0.0,PRODUCT_018379_002,N
SOLUTION,INTRAPERITONEAL,DELFLEX W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,FRESENIUS MEDICAL CARE NORTH AMERICA,0.0,PRODUCT_018379_003,N
SOLUTION,INTRAPERITONEAL,DELFLEX-LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,1982-07-07,DISCN,0,0,1,,FRESENIUS MEDICAL CARE NORTH AMERICA,0.0,PRODUCT_018379_004,N
SOLUTION,INTRAPERITONEAL,DELFLEX-LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,1982-07-07,DISCN,0,0,1,,FRESENIUS MEDICAL CARE NORTH AMERICA,0.0,PRODUCT_018379_005,N
SOLUTION,INTRAPERITONEAL,DELFLEX-LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,1982-07-07,DISCN,0,0,1,,FRESENIUS MEDICAL CARE NORTH AMERICA,0.0,PRODUCT_018379_006,N
SOLUTION,INTRAPERITONEAL,DELFLEX W/ DEXTROSE 3.5% IN PLASTIC CONTAINER,1988-06-24,DISCN,0,0,1,,FRESENIUS MEDICAL CARE NORTH AMERICA,0.0,PRODUCT_018379_007,N
SOLUTION,INTRAPERITONEAL,DELFLEX-LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER,1988-06-24,DISCN,0,0,1,,FRESENIUS MEDICAL CARE NORTH AMERICA,0.0,PRODUCT_018379_008,N
SOLUTION,IRRIGATION,SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,0,,"HOSPIRA WORLDWIDE, INC",0.0,PRODUCT_018380_001,N
INJECTABLE,INJECTION,REGULAR PURIFIED PORK INSULIN,1982-01-01,DISCN,0,0,1,,NOVO NORDISK INC,0.0,PRODUCT_018381_001,N
INJECTABLE,INJECTION,SEMILENTE,1982-01-01,DISCN,0,0,1,,NOVO NORDISK INC,0.0,PRODUCT_018382_001,N
INJECTABLE,INJECTION,LENTE,1982-01-01,DISCN,0,0,1,,NOVO NORDISK INC,0.0,PRODUCT_018383_001,N
INJECTABLE,INJECTION,LENTARD,1982-01-01,DISCN,0,0,1,,NOVO NORDISK INC,0.0,PRODUCT_018384_001,N
INJECTABLE,INJECTION,ULTRALENTE,1982-01-01,DISCN,0,0,1,,NOVO NORDISK INC,0.0,PRODUCT_018385_001,N
INJECTABLE,INJECTION,DEXTROSE 10% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,B BRAUN MEDICAL INC,0.0,PRODUCT_018386_001,N
INJECTABLE,INJECTION,LIDOCAINE HYDROCHLORIDE 0.2% IN DEXTROSE 5% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,HOSPIRA INC,0.0,PRODUCT_018388_001,N
INJECTABLE,INJECTION,LIDOCAINE HYDROCHLORIDE 0.4% IN DEXTROSE 5% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,HOSPIRA INC,0.0,PRODUCT_018388_002,N
INJECTABLE,INJECTION,LIDOCAINE HYDROCHLORIDE 0.8% IN DEXTROSE 5% IN PLASTIC CONTAINER,1982-11-05,DISCN,0,0,1,,HOSPIRA INC,0.0,PRODUCT_018388_003,N
SUSPENSION,ORAL,ALDOMET,1982-01-01,DISCN,1,0,0,,MERCK AND CO INC,0.0,PRODUCT_018389_001,N
"TABLET, EXTENDED RELEASE",ORAL,CHLOR-TRIMETON,1982-01-01,DISCN,1,0,0,,BAYER HEALTHCARE LLC,1.0,PRODUCT_018397_001,N
INJECTABLE,INJECTION,DOPAMINE HYDROCHLORIDE,1982-01-01,DISCN,0,0,1,,BAXTER HEALTHCARE CORP ANESTHESIA AND CRITICAL CARE,0.0,PRODUCT_018398_001,N
INJECTABLE,INJECTION,DOPAMINE HYDROCHLORIDE,1982-03-22,DISCN,0,0,1,,BAXTER HEALTHCARE CORP ANESTHESIA AND CRITICAL CARE,0.0,PRODUCT_018398_002,N
INJECTABLE,INJECTION,DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,MILES LABORATORIES INC,0.0,PRODUCT_018399_001,N
INJECTABLE,INJECTION,DEXTROSE 5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,MILES LABORATORIES INC,0.0,PRODUCT_018400_001,N
INJECTABLE,INJECTION,BUPRENEX,1982-01-01,DISCN,0,0,1,1.0,INDIVIOR INC,1.0,PRODUCT_018401_001,N
TABLET,ORAL,AYGESTIN,1982-04-21,DISCN,1,0,0,,DURAMED RESEARCH INC,1.0,PRODUCT_018405_001,N
SOLUTION,IRRIGATION,PHYSIOSOL IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,0,,HOSPIRA INC,0.0,PRODUCT_018406_001,N
SOLUTION,IRRIGATION,PHYSIOSOL PH 7.4 IN PLASTIC CONTAINER,1982-07-08,DISCN,0,0,0,,HOSPIRA INC,0.0,PRODUCT_018406_002,N
TABLET,ORAL,FUROSEMIDE,1983-11-30,DISCN,1,0,0,0.0,CHARTWELL RX SCIENCES LLC,0.0,PRODUCT_018413_001,N
TABLET,ORAL,FUROSEMIDE,1983-11-30,DISCN,1,0,0,0.0,CHARTWELL RX SCIENCES LLC,0.0,PRODUCT_018413_002,N
TABLET,ORAL,FUROSEMIDE,1982-07-27,DISCN,1,0,0,0.0,STRIDES PHARMA GLOBAL PTE LTD,0.0,PRODUCT_018415_001,N
TABLET,ORAL,FUROSEMIDE,1982-07-27,DISCN,1,0,0,0.0,STRIDES PHARMA GLOBAL PTE LTD,0.0,PRODUCT_018415_002,N
TABLET,ORAL,FUROSEMIDE,1984-11-26,DISCN,1,0,0,0.0,STRIDES PHARMA GLOBAL PTE LTD,0.0,PRODUCT_018415_003,N
INJECTABLE,INJECTION,LACTATED RINGER'S IN PLASTIC CONTAINER,1982-01-01,DISCN,0,0,1,,MILES LABORATORIES INC,0.0,PRODUCT_018417_001,N
SOLUTION,ORAL,HYDERGINE,1982-01-01,DISCN,1,0,0,,NOVARTIS PHARMACEUTICALS CORP,0.0,PRODUCT_018418_001,N
TABLET,ORAL,FUROSEMIDE,1983-01-31,DISCN,1,0,0,,WARNER CHILCOTT DIV WARNER LAMBERT CO,0.0,PRODUCT_018419_001,N
TABLET,ORAL,FUROSEMIDE,1983-01-31,DISCN,1,0,0,,WARNER CHILCOTT DIV WARNER LAMBERT CO,0.0,PRODUCT_018419_002,N
TABLET,ORAL,FUROSEMIDE,1984-11-13,DISCN,1,0,0,,WARNER CHILCOTT DIV WARNER LAMBERT CO,0.0,PRODUCT_018419_003,N
INJECTABLE,INJECTION,FUROSEMIDE,1982-02-26,DISCN,0,0,1,,WARNER CHILCOTT DIV WARNER LAMBERT CO,0.0,PRODUCT_018420_001,N
SYRUP,ORAL,LITHIUM CITRATE,1982-01-01,DISCN,1,0,0,1.0,HIKMA PHARMACEUTICALS USA INC,1.0,PRODUCT_018421_001,N
CAPSULE,ORAL,LOPID,1982-01-01,DISCN,1,0,0,0.0,PFIZER PHARMACEUTICALS LTD,0.0,PRODUCT_018422_001,N
CAPSULE,ORAL,LOPID,1982-01-01,DISCN,1,0,0,0.0,PFIZER PHARMACEUTICALS LTD,0.0,PRODUCT_018422_002,N
TABLET,ORAL,LOPID,1986-11-20,RX,1,0,0,0.0,PFIZER PHARMACEUTICALS LTD,1.0,PRODUCT_018422_003,N
SPONGE,TOPICAL,HIBICLENS,1982-01-01,DISCN,0,1,0,,MOLNLYCKE HEALTH CARE,1.0,PRODUCT_018423_001,N
INJECTABLE,INJECTION,AMINOSYN-RF 5.2%,1982-01-01,DISCN,0,0,1,,ICU MEDICAL INC,0.0,PRODUCT_018429_001,N
INJECTABLE,INJECTION,MVC PLUS,1985-08-08,DISCN,0,0,1,,WATSON LABORATORIES INC,0.0,PRODUCT_018439_002,N
INJECTABLE,INJECTION,M.V.C. 9+3,1985-08-08,DISCN,0,0,1,,ABRAXIS PHARMACEUTICAL PRODUCTS,0.0,PRODUCT_018440_002,N
TABLET,ORAL,DOLOBID,1982-04-19,DISCN,1,0,0,,MERCK AND CO INC,0.0,PRODUCT_018445_001,N
TABLET,ORAL,DOLOBID,1982-04-19,DISCN,1,0,0,,MERCK AND CO INC,0.0,PRODUCT_018445_002,N
