warnref_id,warning_id,ref_type,ref_id,ref_url
4706,2342,DailyMed,19f1e761-69e9-4330-ad3c-1f1180d70cb0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=19f1e761-69e9-4330-ad3c-1f1180d70cb0
4707,2342,DailyMed,ce5efbad-a90f-4ac2-b904-6daf5246f7ff,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce5efbad-a90f-4ac2-b904-6daf5246f7ff
4708,2343,DailyMed,ce5efbad-a90f-4ac2-b904-6daf5246f7ff,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce5efbad-a90f-4ac2-b904-6daf5246f7ff
4709,2343,DailyMed,19f1e761-69e9-4330-ad3c-1f1180d70cb0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=19f1e761-69e9-4330-ad3c-1f1180d70cb0
4710,192,DailyMed,ce5efbad-a90f-4ac2-b904-6daf5246f7ff,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce5efbad-a90f-4ac2-b904-6daf5246f7ff
4711,2344,DailyMed,ce5efbad-a90f-4ac2-b904-6daf5246f7ff,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ce5efbad-a90f-4ac2-b904-6daf5246f7ff
4712,2344,DailyMed,19f1e761-69e9-4330-ad3c-1f1180d70cb0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=19f1e761-69e9-4330-ad3c-1f1180d70cb0
4713,2347,DailyMed,ebaa2dd9-257e-4a68-ab6a-fb2791bb62ce,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ebaa2dd9-257e-4a68-ab6a-fb2791bb62ce
4714,210,DailyMed,7945daa3-b607-48c3-a94f-f3a28b033dad,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7945daa3-b607-48c3-a94f-f3a28b033dad
4715,2350,DailyMed,2ef2901b-e3ee-47ba-81d9-48c6668fd19b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2ef2901b-e3ee-47ba-81d9-48c6668fd19b
4716,2350,DailyMed,640602f9-a7df-46f0-a9b1-19c471008bee,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=640602f9-a7df-46f0-a9b1-19c471008bee
4717,2350,DailyMed,905e0984-2ce3-481c-b1a0-0ef0a616479a,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=905e0984-2ce3-481c-b1a0-0ef0a616479a
4718,225,DailyMed,aceac005-5c16-41bf-9a5f-35ed4b2c1096,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aceac005-5c16-41bf-9a5f-35ed4b2c1096
4719,225,DailyMed,167f6a5e-7dd6-b45a-3fe5-c1f28e81ce0a,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=167f6a5e-7dd6-b45a-3fe5-c1f28e81ce0a
4720,224,DailyMed,aceac005-5c16-41bf-9a5f-35ed4b2c1096,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aceac005-5c16-41bf-9a5f-35ed4b2c1096
4721,224,DailyMed,167f6a5e-7dd6-b45a-3fe5-c1f28e81ce0a,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=167f6a5e-7dd6-b45a-3fe5-c1f28e81ce0a
4722,2351,DailyMed,ccdc3aae-6e2d-4cd0-a51c-8375bfee9458,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ccdc3aae-6e2d-4cd0-a51c-8375bfee9458
4723,2351,DailyMed,33d066a9-34ff-4a1a-b38b-d10983df3300,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=33d066a9-34ff-4a1a-b38b-d10983df3300
4724,2352,DailyMed,17a914c1-e54b-4b50-965d-b0fd9111bba4,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17a914c1-e54b-4b50-965d-b0fd9111bba4
4725,2354,DailyMed,3904f8dd-1aef-3490-e48f-bd55f32ed67f,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3904f8dd-1aef-3490-e48f-bd55f32ed67f
4726,2355,DailyMed,b40f3b2a-1859-4ed6-8551-444300806d13,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b40f3b2a-1859-4ed6-8551-444300806d13
4727,242,DailyMed,6f611ecf-3a1b-4007-893b-15cd3396910b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f611ecf-3a1b-4007-893b-15cd3396910b
4728,242,DailyMed,805a6574-ce08-4dbd-a0f2-c423e14bb897,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=805a6574-ce08-4dbd-a0f2-c423e14bb897
4729,242,DailyMed,32c4372e-54ea-4fc8-b9f8-827fa4c8edd3,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32c4372e-54ea-4fc8-b9f8-827fa4c8edd3
4730,242,DailyMed,4b1181a4-d456-40b8-9434-8f8a99238324,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b1181a4-d456-40b8-9434-8f8a99238324
4731,2357,DailyMed,681b5e9d-e2c7-4f29-aaad-e06d4a528c11,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=681b5e9d-e2c7-4f29-aaad-e06d4a528c11
4733,2359,DailyMed,f3184f46-6b6a-49f8-8045-448cb58e676b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f3184f46-6b6a-49f8-8045-448cb58e676b
4735,2359,DailyMed,d6f47555-0e2a-48b8-a488-c9aa91736c17,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6f47555-0e2a-48b8-a488-c9aa91736c17
4736,2359,DailyMed,464690ce-cc70-4bbb-8769-69b710908be1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=464690ce-cc70-4bbb-8769-69b710908be1
4737,243,DailyMed,f3184f46-6b6a-49f8-8045-448cb58e676b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f3184f46-6b6a-49f8-8045-448cb58e676b
4739,243,DailyMed,d6f47555-0e2a-48b8-a488-c9aa91736c17,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6f47555-0e2a-48b8-a488-c9aa91736c17
4742,2360,DailyMed,464690ce-cc70-4bbb-8769-69b710908be1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=464690ce-cc70-4bbb-8769-69b710908be1
4743,2360,DailyMed,d6f47555-0e2a-48b8-a488-c9aa91736c17,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6f47555-0e2a-48b8-a488-c9aa91736c17
4744,2360,DailyMed,f3184f46-6b6a-49f8-8045-448cb58e676b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f3184f46-6b6a-49f8-8045-448cb58e676b
4745,245,DailyMed,6189fb21-9432-45f8-8481-0bfaf3ccde95,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6189fb21-9432-45f8-8481-0bfaf3ccde95
4746,245,DailyMed,794aa355-66de-41b8-aedf-f2c40f6bc664,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=794aa355-66de-41b8-aedf-f2c40f6bc664
4747,246,DailyMed,794aa355-66de-41b8-aedf-f2c40f6bc664,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=794aa355-66de-41b8-aedf-f2c40f6bc664
4748,246,DailyMed,2738feae-316e-426f-971c-5f142ac01b60,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2738feae-316e-426f-971c-5f142ac01b60
4749,2361,DailyMed,593aa0cf-bbcd-14b5-e053-2a91aa0a13e5,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=593aa0cf-bbcd-14b5-e053-2a91aa0a13e5
4750,2361,DailyMed,8ca10664-b194-4e28-b40c-91b84fd727fc,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8ca10664-b194-4e28-b40c-91b84fd727fc
4751,248,DailyMed,34767dda-ce52-4f98-a45f-bb5cee0cd5e6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=34767dda-ce52-4f98-a45f-bb5cee0cd5e6
4752,248,DailyMed,a891f3ff-5cad-4e92-b4c4-d5108c8df550,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a891f3ff-5cad-4e92-b4c4-d5108c8df550
4753,250,DailyMed,079d1cc7-db71-4327-b73d-e094b345ae05,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=079d1cc7-db71-4327-b73d-e094b345ae05
4754,250,DailyMed,92f0c82c-8b9b-4bad-9de2-6e1b81588000,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=92f0c82c-8b9b-4bad-9de2-6e1b81588000
4756,250,DailyMed,72061450-5714-acb4-e053-2a95a90a0a99,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=72061450-5714-acb4-e053-2a95a90a0a99
4758,252,DailyMed,5eb97384-3dc0-4172-9ffc-693be91077dc,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5eb97384-3dc0-4172-9ffc-693be91077dc
4759,252,DailyMed,5cb9d285-1803-4a99-946a-d0b239b32df6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5cb9d285-1803-4a99-946a-d0b239b32df6
4760,252,DailyMed,45650bfe-5f73-4591-812a-14d0feeecaad,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=45650bfe-5f73-4591-812a-14d0feeecaad
4761,256,DailyMed,bded5531-8847-4576-9a29-3e44f979d2e0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bded5531-8847-4576-9a29-3e44f979d2e0
4762,256,DailyMed,9e99d208-392d-4d35-89c8-0f2eaedda2b8,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e99d208-392d-4d35-89c8-0f2eaedda2b8
4763,256,DailyMed,5a50d22e-acbe-4b15-9ed6-70713378408a,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5a50d22e-acbe-4b15-9ed6-70713378408a
4764,257,DailyMed,9e99d208-392d-4d35-89c8-0f2eaedda2b8,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e99d208-392d-4d35-89c8-0f2eaedda2b8
4765,257,DailyMed,5a50d22e-acbe-4b15-9ed6-70713378408a,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5a50d22e-acbe-4b15-9ed6-70713378408a
4766,257,DailyMed,bded5531-8847-4576-9a29-3e44f979d2e0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bded5531-8847-4576-9a29-3e44f979d2e0
4767,2365,DailyMed,5f76e16f-0c24-454a-81af-4080b312c940,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5f76e16f-0c24-454a-81af-4080b312c940
4768,277,DailyMed,904b357e-97bf-475e-90a5-f0449f2a428e,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=904b357e-97bf-475e-90a5-f0449f2a428e
4770,277,DailyMed,8b2354fe-f507-4c57-926d-a26c4b88c0a2,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8b2354fe-f507-4c57-926d-a26c4b88c0a2
4771,277,DailyMed,8ceb5658-b03c-475d-9ef0-2cd0645191d3,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8ceb5658-b03c-475d-9ef0-2cd0645191d3
4773,279,DailyMed,735458c9-29c5-107c-e053-2a91aa0a39e8,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=735458c9-29c5-107c-e053-2a91aa0a39e8
4774,279,DailyMed,2777b481-7d7f-461a-b5e0-c09ce2990c34,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2777b481-7d7f-461a-b5e0-c09ce2990c34
4775,279,DailyMed,01bf8c52-7f60-4fa5-8257-847bc0d910a4,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=01bf8c52-7f60-4fa5-8257-847bc0d910a4
4776,2367,DailyMed,808e4421-2b9c-41e1-a82c-39256b112ae8,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=808e4421-2b9c-41e1-a82c-39256b112ae8
4777,283,DailyMed,6c16b805-ba1e-4da8-861c-081e843fdd1c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c16b805-ba1e-4da8-861c-081e843fdd1c
4778,283,DailyMed,5599d8f8-efc8-4acc-a507-280b89fd1dda,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5599d8f8-efc8-4acc-a507-280b89fd1dda
4779,283,DailyMed,1fbc9b28-ff10-4b17-a359-e12b4330747e,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fbc9b28-ff10-4b17-a359-e12b4330747e
4780,285,DailyMed,88dd818c-80b5-a85c-e053-2a95a90aa84d,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=88dd818c-80b5-a85c-e053-2a95a90aa84d
4781,285,DailyMed,f8444c23-a74f-4d44-867e-26554dbb882f,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f8444c23-a74f-4d44-867e-26554dbb882f
4782,285,DailyMed,c1fc31ef-6b2e-4de4-a185-ec44e94e7b40,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c1fc31ef-6b2e-4de4-a185-ec44e94e7b40
4783,285,DailyMed,66d627ff-5f1d-0a25-e053-2a91aa0afe24,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=66d627ff-5f1d-0a25-e053-2a91aa0afe24
4784,285,DailyMed,59404085-ac5d-794d-e053-2991aa0abbc5,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59404085-ac5d-794d-e053-2991aa0abbc5
4785,286,DailyMed,88dd818c-80b5-a85c-e053-2a95a90aa84d,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=88dd818c-80b5-a85c-e053-2a95a90aa84d
4786,286,DailyMed,f8444c23-a74f-4d44-867e-26554dbb882f,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f8444c23-a74f-4d44-867e-26554dbb882f
4787,286,DailyMed,c1fc31ef-6b2e-4de4-a185-ec44e94e7b40,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c1fc31ef-6b2e-4de4-a185-ec44e94e7b40
4788,286,DailyMed,66d627ff-5f1d-0a25-e053-2a91aa0afe24,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=66d627ff-5f1d-0a25-e053-2a91aa0afe24
4789,286,DailyMed,59404085-ac5d-794d-e053-2991aa0abbc5,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59404085-ac5d-794d-e053-2991aa0abbc5
4790,290,DailyMed,b5603e69-0ff0-4db0-b788-78b83ecb00d6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b5603e69-0ff0-4db0-b788-78b83ecb00d6
4791,290,DailyMed,f88e0483-09be-4f60-be8f-964c02e3ece0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f88e0483-09be-4f60-be8f-964c02e3ece0
4792,290,DailyMed,f5fe9a20-47a5-45b9-ab06-c6158d9b6aca,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f5fe9a20-47a5-45b9-ab06-c6158d9b6aca
4793,2368,DailyMed,e176b6ef-2ff6-498b-a9d8-7a634d147f37,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e176b6ef-2ff6-498b-a9d8-7a634d147f37
4794,2368,DailyMed,f88e0483-09be-4f60-be8f-964c02e3ece0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f88e0483-09be-4f60-be8f-964c02e3ece0
4795,2368,DailyMed,f5fe9a20-47a5-45b9-ab06-c6158d9b6aca,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f5fe9a20-47a5-45b9-ab06-c6158d9b6aca
4796,2368,DailyMed,b5603e69-0ff0-4db0-b788-78b83ecb00d6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b5603e69-0ff0-4db0-b788-78b83ecb00d6
4797,2368,DailyMed,9eb057eb-29ce-40d2-9ac8-ed107f25f5ab,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9eb057eb-29ce-40d2-9ac8-ed107f25f5ab
4798,289,DailyMed,b5603e69-0ff0-4db0-b788-78b83ecb00d6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b5603e69-0ff0-4db0-b788-78b83ecb00d6
4799,289,DailyMed,f5fe9a20-47a5-45b9-ab06-c6158d9b6aca,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f5fe9a20-47a5-45b9-ab06-c6158d9b6aca
4800,289,DailyMed,f88e0483-09be-4f60-be8f-964c02e3ece0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f88e0483-09be-4f60-be8f-964c02e3ece0
4801,2369,DailyMed,f88e0483-09be-4f60-be8f-964c02e3ece0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f88e0483-09be-4f60-be8f-964c02e3ece0
4802,2371,DailyMed,4b5f7c65-aa2d-452a-b3db-bc85c06ff12f,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5f7c65-aa2d-452a-b3db-bc85c06ff12f
4803,323,DailyMed,fbe2ac60-fc15-471a-b616-7a378a549f1c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fbe2ac60-fc15-471a-b616-7a378a549f1c
4804,323,DailyMed,cbd2d6de-6f0d-4b69-8e27-a1fe08830ba5,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cbd2d6de-6f0d-4b69-8e27-a1fe08830ba5
4805,323,DailyMed,a201d754-98dc-42eb-894c-10f3e64f0ad1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a201d754-98dc-42eb-894c-10f3e64f0ad1
4806,323,DailyMed,6f2d707f-1415-3677-e053-2a91aa0a5b9b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f2d707f-1415-3677-e053-2a91aa0a5b9b
4808,322,DailyMed,6f2d707f-1415-3677-e053-2a91aa0a5b9b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f2d707f-1415-3677-e053-2a91aa0a5b9b
4809,322,DailyMed,fbe2ac60-fc15-471a-b616-7a378a549f1c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fbe2ac60-fc15-471a-b616-7a378a549f1c
4810,322,DailyMed,a201d754-98dc-42eb-894c-10f3e64f0ad1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a201d754-98dc-42eb-894c-10f3e64f0ad1
4812,322,DailyMed,cbd2d6de-6f0d-4b69-8e27-a1fe08830ba5,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cbd2d6de-6f0d-4b69-8e27-a1fe08830ba5
4813,324,DailyMed,6f2d707f-1415-3677-e053-2a91aa0a5b9b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f2d707f-1415-3677-e053-2a91aa0a5b9b
4815,324,DailyMed,cbd2d6de-6f0d-4b69-8e27-a1fe08830ba5,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cbd2d6de-6f0d-4b69-8e27-a1fe08830ba5
4816,324,DailyMed,a201d754-98dc-42eb-894c-10f3e64f0ad1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a201d754-98dc-42eb-894c-10f3e64f0ad1
4817,324,DailyMed,fbe2ac60-fc15-471a-b616-7a378a549f1c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fbe2ac60-fc15-471a-b616-7a378a549f1c
4818,2378,DailyMed,769e0a3b-826d-4faf-9129-5eeb7ebe0b67,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=769e0a3b-826d-4faf-9129-5eeb7ebe0b67
4819,2379,DailyMed,967ed3ff-d99b-41e8-b768-dfb586d3d9a6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=967ed3ff-d99b-41e8-b768-dfb586d3d9a6
4820,2381,DailyMed,3d4cab96-8a67-4d26-a9cc-b1a02fb6c146,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3d4cab96-8a67-4d26-a9cc-b1a02fb6c146
4821,2381,DailyMed,74c4320d-c90d-436b-97da-07496ba88aed,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=74c4320d-c90d-436b-97da-07496ba88aed
4822,2381,DailyMed,9aba3135-00ff-47ba-b926-55eb16b361bf,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9aba3135-00ff-47ba-b926-55eb16b361bf
4823,2384,DailyMed,b72ba6dc-3fb3-46d1-a444-8a79f66a74ed,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b72ba6dc-3fb3-46d1-a444-8a79f66a74ed
4824,2384,DailyMed,112393f8-b374-4ee0-8fcc-f229fadbe637,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=112393f8-b374-4ee0-8fcc-f229fadbe637
4825,2387,DailyMed,ceac1ae3-c343-28ca-c083-b748d21a15e6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ceac1ae3-c343-28ca-c083-b748d21a15e6
4826,2387,DailyMed,1c56a77c-d414-42a4-981f-a46ece442848,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c56a77c-d414-42a4-981f-a46ece442848
4827,2387,DailyMed,d285d3ee-a306-4ba7-afb8-67e64d5765f1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d285d3ee-a306-4ba7-afb8-67e64d5765f1
4828,2387,DailyMed,5c6176ec-ad58-ee78-e053-2991aa0a663d,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5c6176ec-ad58-ee78-e053-2991aa0a663d
4829,374,DailyMed,add61932-233d-44ff-b938-c2d9fb801df0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=add61932-233d-44ff-b938-c2d9fb801df0
4830,374,DailyMed,7049f870-6741-4a67-8033-398c36126a06,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7049f870-6741-4a67-8033-398c36126a06
4831,373,DailyMed,add61932-233d-44ff-b938-c2d9fb801df0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=add61932-233d-44ff-b938-c2d9fb801df0
4832,376,DailyMed,a6181900-4a14-426c-80e9-c73f8a820514,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a6181900-4a14-426c-80e9-c73f8a820514
4833,376,DailyMed,6c6b5e68-9cd7-4abd-aa88-296b96686228,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c6b5e68-9cd7-4abd-aa88-296b96686228
4834,376,DailyMed,084020fe-6571-4fb3-a13e-937615432fe8,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=084020fe-6571-4fb3-a13e-937615432fe8
4835,376,DailyMed,fbcd32c0-bcfd-4cc7-8e81-6612bc0cfc45,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fbcd32c0-bcfd-4cc7-8e81-6612bc0cfc45
4836,375,DailyMed,7058e4d5-a308-46e0-915a-2a4f48689909,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7058e4d5-a308-46e0-915a-2a4f48689909
4837,375,DailyMed,084020fe-6571-4fb3-a13e-937615432fe8,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=084020fe-6571-4fb3-a13e-937615432fe8
4838,375,DailyMed,4171a441-8719-5977-e054-00144ff88e88,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4171a441-8719-5977-e054-00144ff88e88
4839,375,DailyMed,a6181900-4a14-426c-80e9-c73f8a820514,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a6181900-4a14-426c-80e9-c73f8a820514
4840,375,DailyMed,6c6b5e68-9cd7-4abd-aa88-296b96686228,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c6b5e68-9cd7-4abd-aa88-296b96686228
4841,380,DailyMed,a440f077-46f6-4688-a209-65bce38d1c92,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a440f077-46f6-4688-a209-65bce38d1c92
4842,2388,DailyMed,a32820f7-9ff6-4c13-a96a-4483a943fe82,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a32820f7-9ff6-4c13-a96a-4483a943fe82
4843,2388,DailyMed,508496cb-3441-46b3-a4fe-e0d440e6adc6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=508496cb-3441-46b3-a4fe-e0d440e6adc6
4844,2388,DailyMed,76aea034-6d58-4390-a164-36aa09c1f101,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=76aea034-6d58-4390-a164-36aa09c1f101
4845,2388,DailyMed,a440f077-46f6-4688-a209-65bce38d1c92,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a440f077-46f6-4688-a209-65bce38d1c92
4846,2389,DailyMed,508496cb-3441-46b3-a4fe-e0d440e6adc6,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=508496cb-3441-46b3-a4fe-e0d440e6adc6
4847,2389,DailyMed,a440f077-46f6-4688-a209-65bce38d1c92,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a440f077-46f6-4688-a209-65bce38d1c92
4848,2389,DailyMed,a32820f7-9ff6-4c13-a96a-4483a943fe82,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a32820f7-9ff6-4c13-a96a-4483a943fe82
4849,2389,DailyMed,76aea034-6d58-4390-a164-36aa09c1f101,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=76aea034-6d58-4390-a164-36aa09c1f101
4850,2390,DailyMed,2bf8d2fb-80c8-401d-8e9b-d58463f5e954,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2bf8d2fb-80c8-401d-8e9b-d58463f5e954
4851,2390,DailyMed,a32820f7-9ff6-4c13-a96a-4483a943fe82,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a32820f7-9ff6-4c13-a96a-4483a943fe82
4852,2390,DailyMed,76aea034-6d58-4390-a164-36aa09c1f101,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=76aea034-6d58-4390-a164-36aa09c1f101
4853,2390,DailyMed,a440f077-46f6-4688-a209-65bce38d1c92,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a440f077-46f6-4688-a209-65bce38d1c92
4854,383,DailyMed,76aea034-6d58-4390-a164-36aa09c1f101,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=76aea034-6d58-4390-a164-36aa09c1f101
4855,383,DailyMed,a32820f7-9ff6-4c13-a96a-4483a943fe82,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a32820f7-9ff6-4c13-a96a-4483a943fe82
4856,383,DailyMed,a440f077-46f6-4688-a209-65bce38d1c92,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a440f077-46f6-4688-a209-65bce38d1c92
