record_id,molregno,doc_id,compound_key,compound_name,src_id,src_compound_id,cidx
2467,1632523,13261,13d,"(R,S)5-[1-{1-[2-[1-amino-4-amino(imino)methylaminobutylcarboxamido]-5-amino(imino)methylaminopentanoyl]tetrahydro-1H-2-pyrrolylcarboxamido}-2-(4-hydroxyphenyl)ethylcarboxamido]-2-benzyl-6-methyl-4-oxooctanoic acid",1,,CLD0
2468,1632523,13261,13a,"(S,R)5-[1-{1-[2-[1-amino-4-amino(imino)methylaminobutylcarboxamido]-5-amino(imino)methylaminopentanoyl]tetrahydro-1H-2-pyrrolylcarboxamido}-2-(4-hydroxyphenyl)ethylcarboxamido]-2-benzyl-6-methyl-4-oxooctanoic acid",1,,CLD0
2469,1632625,13261,12a,(S)-2-[(R)-5-({1-[2-(2-Amino-5-guanidino-pentanoylamino)-5-guanidino-pentanoyl]-pyrrolidine-2-carbonyl}-amino)-2-benzyl-6-(4-hydroxy-phenyl)-4-oxo-hexanoylamino]-4-methyl-pentanoic acid,1,,CLD0
2470,1632523,13261,13c,"(R,R)5-[1-{1-[2-[1-amino-4-amino(imino)methylaminobutylcarboxamido]-5-amino(imino)methylaminopentanoyl]tetrahydro-1H-2-pyrrolylcarboxamido}-2-(4-hydroxyphenyl)ethylcarboxamido]-2-benzyl-6-methyl-4-oxooctanoic acid",1,,CLD0
2471,2568,7741,1-(4-Amino-4-carboxy-butyryl)-pyrrolidine-2-carboxylic acid,1-(4-Amino-4-carboxy-butyryl)-pyrrolidine-2-carboxylic acid,1,,CLD0
2472,695479,7741,S-Methylglutathione,2-Amino-4-[1-(carboxymethyl-carbamoyl)-2-methylsulfanyl-ethylcarbamoyl]-butyric acid,1,,CLD0
2473,2630,7741,8,2-Amino-4-(3-carboxy-propylcarbamoyl)-butyric acid,1,,CLD0
2474,2195,7741,9,1-(4-Amino-4-carboxy-butyrylamino)-cyclopentanecarboxylic acid,1,,CLD0
2475,1545400,7741,12,2-(2-Amino-4-carbamoyl-butyrylamino)-3-(4-fluoro-phenyl)-propionic acid,1,,CLD0
2476,2413,7741,N-gamma-L-glutamyl-4-aminophenol,2-Amino-4-(4-hydroxy-phenylcarbamoyl)-butyric acid,1,,CLD0
2477,2422,7741,10,2-Amino-4-(2-hydroxy-phenylcarbamoyl)-butyric acid,1,,CLD0
2478,147831,7741,N-gamma-L-glutamyl-glycine,(2-Amino-4-carbamoyl-butyrylamino)-acetic acid,1,,CLD0
2479,2448,7741,N-gamma-L-glutamyl-L- 2-aminobutyric acid,2-Amino-4-(1-carboxy-propylcarbamoyl)-butyric acid,1,,CLD0
2480,2455,7741,6,3-(4-Amino-4-carboxy-butyryl)-thiazolidine-4-carboxylic acid,1,,CLD0
2481,2456,7741,N-gamma-L-glutamyl-3-aminophenol,2-Amino-4-(3-hydroxy-phenylcarbamoyl)-butyric acid,1,,CLD0
2482,2281,7170,9,"9-Bicyclo[2.2.1]hept-2-en-2-yl-3,7-dimethyl-nona-2,4,6,8-tetraenoic acid ethyl ester",1,,CLD0
2483,2330,7170,26,"3,7-Dimethyl-9-(2,6,6-trimethyl-cyclohex-1-enyl)-nona-2,4,6,8-tetraenoic acid 2-(2-methoxy-ethoxy)-ethyl ester",1,,CLD0
2484,2331,7170,40,"5-[2,6-Dimethyl-8-(2,6,6-trimethyl-cyclohex-1-enyl)-octa-1,3,5,7-tetraenyl]-1H-tetrazole",1,,CLD0
2485,2208,7170,1 (Retinoic acid),"(retinoic acid)3,7-Dimethyl-9-(2,6,6-trimethyl-cyclohex-1-enyl)-nona-2,4,6,8-tetraenoic acid",1,,CLD0
2486,2600,7170,34,"Acetic acid 3-[4-methyl-6-(2,6,6-trimethyl-cyclohex-1-enyl)-hexa-1,3,5-trienyl]-phenyl ester",1,,CLD0
2487,2601,7170,25,"9-(2-Ethyl-6,6-dimethyl-cyclohex-1-enyl)-3,7-dimethyl-nona-2,4,6,8-tetraenoic acid",1,,CLD0
2488,2612,10465,N-0437,"6-[Propyl-(2-thiophen-3-yl-ethyl)-amino]-5,6,7,8-tetrahydro-naphthalen-1-ol",1,,CLD0
2489,1352714,10465,3a,3-(Octahydro-quinolizin-3-yl)-phenol,1,,CLD0
2490,2693,10465,(8R)-4,3-(Octahydro-indolizin-8-yl)-phenol,1,,CLD0
2491,2723,10465,5,3-(Octahydro-quinolizin-1-yl)-phenol,1,,CLD0
2492,2724,10465,(S)-1,3-(1-Propyl-piperidin-3-yl)-phenol,1,,CLD0
2493,2537,10465,(R)-1,3-(1-Propyl-piperidin-3-yl)-phenol,1,,CLD0
2494,2569,10465,6,"3-(3,6,7,8,9,9a-Hexahydro-4H-quinolizin-1-yl)-phenol",1,,CLD0
2495,2590,10465,rac-4,3-(Octahydro-indolizin-8-yl)-phenol,1,,CLD0
2496,2591,10465,(8S)-4,3-(Octahydro-indolizin-8-yl)-phenol,1,,CLD0
2497,426075,8947,ppp5'A2'p5'A2'p5'A,ppp5'A2'p5'A2'p5'A,1,,CLD0
2498,1632760,8947,9,pp5'(br8A)2'p5'(br8A)2'p5'(br8A),1,,CLD0
2499,1632700,8947,11,pp5'(br8A)2'p5'(br8A)2'p5'(br8A)2'p5'(br8A)2'p5'(br8A),1,,CLD0
2500,1632702,8947,10,ppp5'(br8A)2'p5'(br8A)2'p5'(br8A),1,,CLD0
2501,1632703,8947,8,(br8A)2'p5'(br8A)2'p5'(br8A)2'p5'(br8A),1,,CLD0
2502,1632704,8947,4,p5'(br8A)2'p5'(br8A)2'p5'(br8A),1,,CLD0
2503,1632753,8947,5,p5'(br8A)2'p5'(br8A)2'p5'(br8A)2'p5'(br8A),1,,CLD0
2504,1632758,8947,7,(br8A)2'p5'(br8A)2'p5'(br8A),1,,CLD0
2505,1632759,8947,6,p5'(br8A)2'p5'(br8A)2'p5'(br8A)2'p5'(br8A)2'p5'(br8A),1,,CLD0
2506,183183,8947,p5'A2'p5'A2'p5'A,p5'A2'p5'A2'p5'A,1,,CLD0
2507,2595,5407,9a,"2N-(4-carbohydrazonamidebenzyl)-1-(2-methylsulfonamido-3,3-diphenylpropanoyl)tetrahydro-1H-2-pyrrolecarboxamide",1,,CLD0
2508,641228,5407,11k,"2N-(4-Benzamidinemethyl)-1-[2-Phenylamino-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide;TFA",1,,CLD0
2509,641229,5407,11j,{(R)-1-Benzhydryl-2-[(S)-2-(4-carbamimidoyl-benzylcarbamoyl)-pyrrolidin-1-yl]-2-oxo-ethyl}-phosphoramidic acid dimethyl ester; trifluoroacetate,1,,CLD0
2510,641230,5407,11i,"2N-(4-Benzamidinemethyl)-1-[2-Hydroxysulfonamido-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide;TFA",1,,CLD0
2511,641224,5407,11h,"2N-(4-Benzamidinemethyl)-1-[2-Cyclohexylaminosulfonamido-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide;TFA",1,,CLD0
2512,641225,5407,11g,"2N-(4-Benzamidinemethyl)-1-[2-Benzylsulfonamido-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide;TFA",1,,CLD0
2513,641226,5407,11f,"2N-(4-Benzamidinemethyl)-1-[2-aminosulfonamido-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide;TFA",1,,CLD0
2514,2437,5407,11e,"(S)-1-[(R)-3-(3,4-Dichloro-phenyl)-2-methanesulfonylamino-propionyl]-pyrrolidine-2-carboxylic acid 4-carbamimidoyl-benzylamide",1,,CLD0
2515,2627,5407,11d,(S)-1-((R)-3-Cyclohexyl-2-methanesulfonylamino-propionyl)-pyrrolidine-2-carboxylic acid 4-carbamimidoyl-benzylamide,1,,CLD0
2516,2675,5407,11c,(S)-1-((R)-2-Cyclohexyl-2-methanesulfonylamino-acetyl)-pyrrolidine-2-carboxylic acid 4-carbamimidoyl-benzylamide,1,,CLD0
2517,2663,5407,11b,"(S)-1-((R)-2-Methanesulfonylamino-3,3-diphenyl-propionyl)-pyrrolidine-2-carboxylic acid (5-carbamimidoyl-thiophen-2-ylmethyl)-amide",1,,CLD0
2518,2664,5407,11a,"(S)-1-((R)-2-Methanesulfonylamino-3,3-diphenyl-propionyl)-pyrrolidine-2-carboxylic acid 4-carbamimidoyl-benzylamide",1,,CLD0
2519,2680,5407,10g,"(S)-1-((R)-2-Methanesulfonylamino-3,3-diphenyl-propionyl)-pyrrolidine-2-carboxylic acid (5-aminomethyl-thiophen-3-ylmethyl)-amide",1,,CLD0
2520,2717,5407,10f,"(S)-1-((R)-2-Methanesulfonylamino-3,3-diphenyl-propionyl)-pyrrolidine-2-carboxylic acid (4-aminomethyl-thiophen-2-ylmethyl)-amide",1,,CLD0
2521,2564,5407,10e,"(S)-1-((R)-2-Methanesulfonylamino-3,3-diphenyl-propionyl)-pyrrolidine-2-carboxylic acid (5-aminomethyl-thiophen-2-ylmethyl)-amide",1,,CLD0
2522,2698,5407,10d,"(S)-1-((R)-2-Methanesulfonylamino-3,3-diphenyl-propionyl)-pyrrolidine-2-carboxylic acid (6-aminomethyl-pyridin-3-ylmethyl)-amide",1,,CLD0
2523,2400,5407,10c,"(S)-1-((R)-2-Methanesulfonylamino-3,3-diphenyl-propionyl)-pyrrolidine-2-carboxylic acid 4-aminomethyl-3-methyl-benzylamide",1,,CLD0
2524,2401,5407,10b,"(S)-1-((R)-2-Methanesulfonylamino-3,3-diphenyl-propionyl)-pyrrolidine-2-carboxylic acid 3-amino-4-aminomethyl-benzylamide",1,,CLD0
2525,2451,5407,Melagatran(1),{(R)-2-[(S)-2-(4-Carbamimidoyl-benzylcarbamoyl)-azetidin-1-yl]-1-cyclohexyl-2-oxo-ethylamino}-acetic acid,1,,CLD0
2526,2490,5407,5,((R)-1-Benzhydryl-2-{(S)-2-[3-(1H-imidazol-4-yl)-prop-2-ynylcarbamoyl]-pyrrolidin-1-yl}-2-oxo-ethyl)-carbamic acid methyl ester,1,,CLD0
2527,369,5407,4,(S)-3-(4-Aminomethyl-phenyl)-N-cyclopentyl-N-methyl-2-(naphthalene-2-sulfonylamino)-propionamide,1,,CLD0
2528,2641,5407,3,1N-cyclopentyl-1N-methyl-3-[4-amino(imino)methylphenyl]-2-(2-naphthylsulfonamido)-(2S)-propanamide,1,,CLD0
2529,2684,5407,2,1N-cyclopentyl-1N-methyl-3-(4-Carbohydrazonamidephenyl)-2-(2-naphthylsulfonamido)-(2S)-propanamide,1,,CLD0
2530,641233,5407,11o,"2N-(4-Benzamidinemethyl)-1-[2-Amino-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide;TFA",1,,CLD0
2531,641227,5407,11n,"2N-(4-Benzamidinemethyl)-1-[2-Aminoacetic acid-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide;TFA",1,,CLD0
2532,641231,5407,11m,"2N-(4-Benzamidinemethyl)-1-[2-carbamic acid methylester-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide;TFA",1,,CLD0
2533,641232,5407,11l,"2N-(4-Benzamidinemethyl)-1-[2-Acetylamino-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide;TFA",1,,CLD0
2534,2632,5407,9d,"2N-(5-carbohydrazonamide-3-thienylmethyl)-1-[2-methylsulfonamido-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide",1,,CLD0
2535,2317,5407,9e,"2N-(5-carbohydrazonamide-2-thienylmethyl)-1-[2-trimethoxymethylamino-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide",1,,CLD0
2536,2318,5407,9f,1N-[1-benzhydryl-2-[2-(5-carbohydrazonamide-2-thienylmethylcarbamoyl)-(2S)-tetrahydro-1H-1-pyrrolyl]-2-oxo-(1R)-ethyl]acetamide,1,,CLD0
2537,2319,5407,10a,"(S)-1-((R)-2-Methanesulfonylamino-3,3-diphenyl-propionyl)-pyrrolidine-2-carboxylic acid 4-aminomethyl-benzylamide",1,,CLD0
2538,2240,5407,9g,2-[1-benzhydryl-2-[2-(5-benzenecarbohydrazonamide-2-thienylmethylcarbamoyl)-(2S)-tetrahydro-1H-1-pyrrolyl]-2-oxo-(1R)-ethylamino]acetic acid,1,,CLD0
2539,2354,5407,9c,"2N-(5-carbohydrazonamide-3-thienylmethyl)-1-[2-methylsulfonamido-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide",1,,CLD0
2540,2424,5407,9b,"2N-(5-carbohydrazonamide-2-thienylmethyl)-1-[2-methylsulfonamido-3,3-diphenyl-(2R)-propanoyl]-(2S)-tetrahydro-1H-2-pyrrolecarboxamide",1,,CLD0
2541,2453,6614,"14,15-trans-AA (Fig. 3)","(5Z,8Z,11Z,14E)-Icosa-5,8,11,14-tetraenoic acid",1,,CLD0
2542,2454,6614,"14,15-trans-11,12-threo-DiHETE (Fig. 3)","(5Z,8Z,14E)-11,12-Dihydroxy-icosa-5,8,14-trienoic acid",1,,CLD0
2543,2494,6614,"14,15-trans-EET (Fig. 3)","(5Z,8Z,11Z)-13-(3-Pentyl-oxiranyl)-trideca-5,8,11-trienoic acid",1,,CLD0
2544,2495,6614,"14,15-erythro-DiHETE (Fig. 3)","(5Z,8Z,11Z)-14,15-Dihydroxy-icosa-5,8,11-trienoic acid",1,,CLD0
2545,2376,6614,"14,15-trans-11,12-cis-EET (Fig. 3)","(5Z,8Z)-10-[((E)-3-Oct-2-enyl)-oxiranyl]-deca-5,8-dienoic acid",1,,CLD0
2546,2377,4739,1,1-(2-Cyclohexylamino-5-nitro-benzenesulfonyl)-3-pentyl-urea,1,,CLD0
2547,2209,4739,2,(5E)-6-(N-(tert-butyl)-N''-cyano-N'-phenylguanidine)-6-pyridin-3-ylhex-5-enoic acid,1,,CLD0
2548,2241,3073,1b,"3,4-Bis-(1H-indol-3-yl)-pyrrole-2,5-dione",1,,CLD0
2549,2249,3073,2b,"3-[1-(3-Dimethylamino-propyl)-1H-indol-3-yl]-4-(1H-indol-3-yl)-pyrrole-2,5-dione",1,,CLD0
2550,2460,3073,16,"3-[1-(3-Dimethylamino-propyl)-1H-indol-3-yl]-4-{1-[2-(2-hydroxy-ethoxy)-ethyl]-1H-indol-3-yl}-pyrrole-2,5-dione",1,,CLD0
2551,2629,3073,20,"(S)-1-{(R)-2-Acetylamino-3-[2-(2-{3-[4-(1H-indol-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl]-indol-1-yl}-ethoxy)-ethylsulfanyl]-propionyl}-pyrrolidine-2-carboxylic acid [(S)-5-amino-1-((S)-5-amino-1-methylcarbamoyl-pentylcarbamoyl)-pentyl]-amide",1,,CLD0
2552,2642,3073,22,"3,4-bis(indol-3-yl)maleimide derivative",1,,CLD0
2553,2643,3073,24,"3,4-bis(indol-3-yl)maleimide derivative",1,,CLD0
2554,2644,3073,26,"3,4-bis(indol-3-yl)maleimide derivative",1,,CLD0
2555,2559,3073,18,(S)-1-((R)-2-Acetylamino-3-mercapto-propionyl)-pyrrolidine-2-carboxylic acid [(S)-5-amino-1-((S)-5-amino-1-methylcarbamoyl-pentylcarbamoyl)-pentyl]-amide,1,,CLD0
2556,2560,3073,25,"3,4-bis(indol-3-yl)maleimide derivative",1,,CLD0
2557,2561,3073,23,"3,4-bis(indol-3-yl)maleimide derivative",1,,CLD0
2558,2562,3073,21,"3,4-bis(indol-3-yl)maleimide derivative",1,,CLD0
2559,2578,3073,17,"3-[1-(3-Dimethylamino-propyl)-1H-indol-3-yl]-4-(1-{2-[2-(2-hydroxy-ethoxy)-ethoxy]-ethyl}-1H-indol-3-yl)-pyrrole-2,5-dione",1,,CLD0
2560,2459,3073,15,"3-[1-(2-{2-[2-(2-Hydroxy-ethoxy)-ethoxy]-ethoxy}-ethyl)-1H-indol-3-yl]-4-(1H-indol-3-yl)-pyrrole-2,5-dione",1,,CLD0
2561,2497,3073,14,"3-(1-{2-[2-(2-Hydroxy-ethoxy)-ethoxy]-ethyl}-1H-indol-3-yl)-4-(1H-indol-3-yl)-pyrrole-2,5-dione",1,,CLD0
2562,2511,3073,13,"3-{1-[2-(2-Hydroxy-ethoxy)-ethyl]-1H-indol-3-yl}-4-(1H-indol-3-yl)-pyrrole-2,5-dione",1,,CLD0
2563,2391,9372,2,4-Hydroxy-6-methyl-3-octanoyl-pyran-2-one,1,,CLD0
2564,2602,9372,7,4-Hydroxy-6-nonyl-pyran-2-one,1,,CLD0
2565,2613,9372,11,4-Hydroxy-3-nonanoyl-6-octyl-pyran-2-one,1,,CLD0
2566,2614,9372,10,6-Heptyl-4-hydroxy-3-octanoyl-pyran-2-one,1,,CLD0
2567,2649,9372,9,3-Hexanoyl-4-hydroxy-6-pentyl-pyran-2-one,1,,CLD0
2568,2650,9372,3,3-Decanoyl-4-hydroxy-6-methyl-pyran-2-one,1,,CLD0
2569,2666,9372,12,3-Decanoyl-4-hydroxy-6-nonyl-pyran-2-one,1,,CLD0
2570,2707,9372,13,3-Dodecanoyl-4-hydroxy-6-undecyl-pyran-2-one,1,,CLD0
2571,2429,9372,19,2-Hydroxy-3-(4-methoxy-6-oxo-6H-pyran-2-yl)-acrylic acid,1,,CLD0
2572,2430,9372,18,2-Hydroxy-3-(4-methoxy-6-oxo-6H-pyran-2-yl)-acrylic acid pentyl ester,1,,CLD0
2573,2435,9372,17,2-Hydroxy-3-(4-methoxy-6-oxo-6H-pyran-2-yl)-acrylic acid butyl ester,1,,CLD0
2574,2466,9372,16,2-Hydroxy-3-(4-methoxy-6-oxo-6H-pyran-2-yl)-acrylic acid ethyl ester,1,,CLD0
2575,2438,9372,15,4-Methoxy-6-nonyl-pyran-2-one,1,,CLD0
2576,2472,9372,14,6-Heptyl-4-methoxy-pyran-2-one,1,,CLD0
2577,2481,9372,8,4-Hydroxy-6-undecyl-pyran-2-one,1,,CLD0
2578,2482,9372,6,6-Heptyl-4-hydroxy-pyran-2-one,1,,CLD0
2579,2665,9372,5,4-Hydroxy-6-pentyl-pyran-2-one,1,,CLD0
2580,2705,9372,4,3-Dodecanoyl-4-hydroxy-6-methyl-pyran-2-one,1,,CLD0
2581,2713,9372,1,3-Hexanoyl-4-hydroxy-6-methyl-pyran-2-one,1,,CLD0
2582,2546,3664,1,"3,3'-Dimethyl-9H,9'H-[2,2']bicarbazolyl-1,1'-diol",1,,CLD0
2583,2694,3664,3,"6,8,6',8'-Tetramethoxy-3,3'-dimethyl-9H,9'H-[2,2']bicarbazolyl-1,1'-diol",1,,CLD0
2584,2436,3664,2,"6,6'-Dimethoxy-3,3'-dimethyl-9H,9'H-[2,2']bicarbazolyl-1,1'-diol",1,,CLD0
2585,1341299,10915,D-1,"17-Allyl-17-hydroxy-10,13-dimethyl-hexadecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
2586,1797969,10915,D-4,"17-Hydroxy-17-(2-iodo-vinyl)-10,13-dimethyl-hexadecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
2587,429215,10915,D-3,"17-Ethynyl-17-hydroxy-10,13-dimethyl-hexadecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
2588,1341306,10915,D-2,"17-(4-Bromo-but-1-ynyl)-17-hydroxy-10,13-dimethyl-hexadecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
2589,42013,10915,N-1,"17-Hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
2590,187962,10915,N-3,"17-Ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
2591,2370,10915,N-5,"17-(4-Bromo-but-1-ynyl)-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
2592,2583,10915,N-8,"17-Hydroxy-17-(2-iodo-vinyl)-7,13-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
2593,2685,10915,N-7,"17-Ethynyl-17-hydroxy-7,13-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
2594,105075,10915,N-6,"17-Hydroxy-7,13-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
2595,2715,10915,N-4,"17-Allyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
2596,1379071,10915,N-2,"17-Hydroxy-13,17-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-cyclopenta[a]phenanthren-3-one",1,,CLD0
2597,2555,618,VII,"4'-(2-Butyl-imidazo[4,5-d]pyridazin-5-ylmethyl)-biphenyl-2-carboxylic acid methyl ester",1,,CLD0
2598,2686,618,XXII,"2-Butyl-1-[2'-(2H-tetrazol-5-yl)-biphenyl-4-ylmethyl]-1H-imidazole-4,5-dicarboxylic acid diethyl ester",1,,CLD0
2599,2696,618,XXVII,"2-Butyl-3-[2'-(2H-tetrazol-5-yl)-biphenyl-4-ylmethyl]-3,5-dihydro-imidazo[4,5-c]pyridin-4-one",1,,CLD0
2600,2725,618,L-158809,"2-Ethyl-5,7-dimethyl-3-[2'-(2H-tetrazol-5-yl)-biphenyl-4-ylmethyl]-3H-imidazo[4,5-b]pyridine",1,,CLD0
2601,408842,618,DuP-753,{2-Butyl-5-chloro-3-[2'-(2H-tetrazol-5-yl)-biphenyl-4-ylmethyl]-3H-imidazol-4-yl}-methanol,1,,CLD0
2602,2574,618,II,2-Butyl-1-[2'-(2H-tetrazol-5-yl)-biphenyl-4-ylmethyl]-1H-benzoimidazole,1,,CLD0
2603,2269,618,I,4'-(2-Butyl-benzoimidazol-1-ylmethyl)-biphenyl-2-carboxylic acid,1,,CLD0
2604,2282,618,XXIII,"2-Butyl-1-[2'-(2H-tetrazol-5-yl)-biphenyl-4-ylmethyl]-5,6-dihydro-1H-imidazo[4,5-d]pyridazine-4,7-dione",1,,CLD0
2605,2321,618,XVII,"2-Butyl-3-[2'-(2H-tetrazol-5-yl)-biphenyl-4-ylmethyl]-3,5-dihydro-imidazo[4,5-d]pyridazin-4-one",1,,CLD0
2606,2332,618,X,"4'-(2-Butyl-7-oxo-6,7-dihydro-imidazo[4,5-d]pyridazin-1-ylmethyl)-biphenyl-2-carboxylic acid",1,,CLD0
2607,2364,618,XII,"4'-(2-Butyl-6-methyl-7-oxo-6,7-dihydro-imidazo[4,5-d]pyridazin-1-ylmethyl)-biphenyl-2-carboxylic acid",1,,CLD0
2608,2485,618,XV,"4'-(2-Butyl-imidazo[4,5-d]pyridazin-1-ylmethyl)-biphenyl-2-carboxylic acid",1,,CLD0
2609,2492,10057,19,(9-Benzyl-9H-purin-6-yl)-cyclopentyl-methyl-amine,1,,CLD0
2610,2493,10057,22,9-Benzyl-6-methoxy-9H-purine,1,,CLD0
2611,2526,10057,25,9-Benzyl-6-methylsulfanyl-9H-purine,1,,CLD0
2612,2372,10057,21,(9-Benzyl-9H-purin-6-yl)-cyclopropyl-amine,1,,CLD0
2613,2417,10057,20,2-(9-Benzyl-9H-purin-6-ylamino)-ethanol,1,,CLD0
2614,2418,10057,27,9-Benzyl-9H-purine,1,,CLD0
2615,2428,10057,6,Dimethyl-[9-(3-phenyl-propyl)-9H-purin-6-yl]-amine,1,,CLD0
2616,2276,10057,16,(9-Benzyl-9H-purin-6-yl)-diethyl-amine,1,,CLD0
2617,2277,10057,23,"9-Benzyl-1-methyl-1,9-dihydro-purin-6-one",1,,CLD0
2618,2461,10057,13,9-Benzyl-9H-purin-6-ylamine,1,,CLD0
2619,965,10057,12,(9-Benzyl-9H-purin-6-yl)-methyl-amine,1,,CLD0
2620,2502,10057,8,Dimethyl-[9-(1-phenyl-ethyl)-9H-purin-6-yl]-amine,1,,CLD0
2621,2503,10057,7,Dimethyl-[9-(1-phenyl-ethyl)-9H-purin-6-yl]-amine,1,,CLD0
2622,2371,10057,5,Dimethyl-(9-phenethyl-9H-purin-6-yl)-amine,1,,CLD0
2623,2645,10057,4,Dimethyl-(9-phenyl-9H-purin-6-yl)-amine,1,,CLD0
2624,430366,10057,3,Dimethyl-(9H-purin-6-yl)-amine,1,,CLD0
2625,2660,10057,2,Dimethyl-(9-methyl-9H-purin-6-yl)-amine,1,,CLD0
2626,1140,10057,1,(9-Benzyl-9H-purin-6-yl)-dimethyl-amine,1,,CLD0
2627,2691,10057,42,3-(6-Dimethylamino-purin-9-ylmethyl)-benzonitrile,1,,CLD0
2628,2570,10057,41,Dimethyl-[9-(3-nitro-benzyl)-9H-purin-6-yl]-amine,1,,CLD0
2629,2588,10057,40,[9-(3-Methoxy-benzyl)-9H-purin-6-yl]-dimethyl-amine,1,,CLD0
2630,2633,10057,39,[9-(3-Iodo-benzyl)-9H-purin-6-yl]-dimethyl-amine,1,,CLD0
2631,2634,10057,38,Dimethyl-[9-(3-trifluoromethyl-benzyl)-9H-purin-6-yl]-amine,1,,CLD0
2632,2647,10057,37,[9-(3-Bromo-benzyl)-9H-purin-6-yl]-dimethyl-amine,1,,CLD0
2633,2387,10057,36,[9-(3-Chloro-benzyl)-9H-purin-6-yl]-dimethyl-amine,1,,CLD0
2634,2388,10057,35,Dimethyl-[9-(3-methyl-benzyl)-9H-purin-6-yl]-amine,1,,CLD0
2635,2397,10057,34,[9-(3-Fluoro-benzyl)-9H-purin-6-yl]-dimethyl-amine,1,,CLD0
2636,721,10057,Diazepam,"7-Chloro-1-methyl-5-phenyl-1,3-dihydro-benzo[e][1,4]diazepin-2-one",1,,CLD0
2637,2431,10057,Chlordiazepoxide,"(7-Chloro-4-oxy-5-phenyl-3H-benzo[e][1,4]diazepin-2-yl)-methyl-amine",1,,CLD0
2638,2661,10057,57,4-(6-Dimethylamino-purin-9-ylmethyl)-phenol,1,,CLD0
2639,2662,10057,56,[9-(4-Amino-benzyl)-9H-purin-6-yl]-dimethyl-amine,1,,CLD0
2640,2674,10057,55,N-[4-(6-Dimethylamino-purin-9-ylmethyl)-phenyl]-acetamide,1,,CLD0
2641,2703,10057,54,4-(6-Dimethylamino-purin-9-ylmethyl)-benzonitrile,1,,CLD0
2642,2704,10057,53,Dimethyl-[9-(4-nitro-benzyl)-9H-purin-6-yl]-amine,1,,CLD0
2643,2716,10057,52,[9-(4-Benzyloxy-benzyl)-9H-purin-6-yl]-dimethyl-amine,1,,CLD0
2644,2669,10057,51,[9-(4-Methoxy-benzyl)-9H-purin-6-yl]-dimethyl-amine,1,,CLD0
2645,2547,10057,50,[9-(4-Chloro-benzyl)-9H-purin-6-yl]-dimethyl-amine,1,,CLD0
2646,2548,10057,49,Dimethyl-[9-(4-methyl-benzyl)-9H-purin-6-yl]-amine,1,,CLD0
2647,2592,10057,48,[9-(4-Fluoro-benzyl)-9H-purin-6-yl]-dimethyl-amine,1,,CLD0
2648,2467,10057,47,Acetic acid 3-(6-dimethylamino-purin-9-ylmethyl)-phenyl ester,1,,CLD0
2649,2468,10057,45,3-(6-Dimethylamino-purin-9-ylmethyl)-phenol,1,,CLD0
