tissue_id,uberon_id,pref_name,efo_id,chembl_id,bto_id,caloha_id
2185,UBERON:0002185,Bronchus,EFO:0000932,CHEMBL3638245,BTO:0001340,TS-1229
2186,UBERON:0002186,Bronchiole,,CHEMBL3833161,BTO:0002375,TS-2003
2187,UBERON:0002187,Terminal bronchiole,,CHEMBL3988001,BTO:0003223,
2191,UBERON:0002191,Subiculum,,CHEMBL3987979,BTO:0003087,
2199,UBERON:0002199,Integument,,CHEMBL3987781,BTO:0000634,
2224,UBERON:0002224,Thoracic cavity,,CHEMBL3988002,,
2227,UBERON:0002227,Spiral organ of cochlea,EFO:0001364,CHEMBL4295335,BTO:0001691,TS-0717
2240,UBERON:0002240,Spinal cord,EFO:0000110,CHEMBL3638246,BTO:0001279,TS-0953
2242,UBERON:0002242,Nucleus pulposus,,CHEMBL3987872,BTO:0003626,
2247,UBERON:0002247,Uterine horns,,CHEMBL4296345,BTO:0004235,
2256,UBERON:0002256,Dorsal horn of spinal cord,,CHEMBL3988281,,
2264,UBERON:0002264,Olfactory bulb,,CHEMBL3638247,BTO:0000961,TS-0702
2265,UBERON:0002265,Olfactory tract,,CHEMBL3987876,BTO:0003647,
2266,UBERON:0002266,Anterior olfactory nucleus,,CHEMBL3987637,BTO:0003649,
2298,UBERON:0002298,Brainstem,EFO:0001962,CHEMBL3987659,BTO:0000146,TS-0093
2305,UBERON:0002305,Layer of hippocampus,,CHEMBL3987805,,
2314,UBERON:0002314,Midbrain tectum,EFO:0000920,CHEMBL3987841,BTO:0001793,
2316,UBERON:0002316,White matter,,CHEMBL3987574,,
2328,UBERON:0002328,Notochord,,CHEMBL3987870,BTO:0001768,TS-0690
2331,UBERON:0002331,Umbilical cord,EFO:0001415,CHEMBL3988019,BTO:0001415,TS-1078
2336,UBERON:0002336,Corpus callosum,EFO:0001390,CHEMBL3987694,BTO:0000615,TS-0180
2342,UBERON:0002342,Neural crest,,CHEMBL3987863,BTO:0001764,TS-0676
2349,UBERON:0002349,Myocardium,EFO:0000819,CHEMBL3987852,BTO:0000901,TS-0440
2351,UBERON:0002351,Sinoatrial node,,CHEMBL3987959,BTO:0004358,
2352,UBERON:0002352,Atrioventricular node,EFO:0000276,CHEMBL3987644,BTO:0005689,
2353,UBERON:0002353,Atrioventricular bundle,,CHEMBL3638248,,
2354,UBERON:0002354,Purkinje fiber,,CHEMBL3638249,BTO:0001735,
2358,UBERON:0002358,Peritoneum,,CHEMBL3987904,BTO:0001472,TS-2072
2367,UBERON:0002367,Prostate gland,EFO:0000858,CHEMBL3638250,BTO:0001129,TS-0828
2369,UBERON:0002369,Adrenal gland,EFO:0000238,CHEMBL3638251,BTO:0000047,TS-0016
2370,UBERON:0002370,Thymus,EFO:0000860,CHEMBL3638252,BTO:0001374,TS-1043
2371,UBERON:0002371,Bone marrow,EFO:0000868,CHEMBL3638253,BTO:0000141,TS-0087
2382,UBERON:0002382,Rectus abdominis muscle,,CHEMBL3987933,,
2384,UBERON:0002384,Connective tissue,EFO:0000952,CHEMBL3987690,BTO:0000421,TS-2009
2385,UBERON:0002385,Muscle tissue,,CHEMBL3638254,BTO:0000887,TS-0642
2387,UBERON:0002387,Pes,EFO:0003065,CHEMBL3987905,BTO:0000476,TS-0377
2391,UBERON:0002391,Lymph,EFO:0000871,CHEMBL3987826,BTO:0000855,TS-0580
2394,UBERON:0002394,Bile duct,,CHEMBL3987652,BTO:0000122,TS-0075
2395,UBERON:0002395,Talus,,CHEMBL3987995,BTO:0002354,
2402,UBERON:0002402,Pleural cavity,,CHEMBL3987912,BTO:0004422,
2405,UBERON:0002405,Immune system,,CHEMBL3987775,BTO:0005810,
2410,UBERON:0002410,Autonomic nervous system,,CHEMBL3987646,BTO:0002507,TS-2001
2412,UBERON:0002412,Vertebra,EFO:0001371,CHEMBL3988041,,TS-2352
2414,UBERON:0002414,Lumbar vertebra,,CHEMBL3987823,,TS-2364
2415,UBERON:0002415,Tail,EFO:0000963,CHEMBL3833541,BTO:0001348,
2423,UBERON:0002423,Hepatobiliary system,EFO:0000800,CHEMBL3987764,,TS-1308
2435,UBERON:0002435,Striatum,EFO:0000109,CHEMBL3638255,BTO:0000418,
2446,UBERON:0002446,Patella,,CHEMBL3987896,,
2451,UBERON:0002451,Endometrial gland,,CHEMBL3638256,BTO:0003433,
2470,UBERON:0002470,Autopod region,EFO:0000877,CHEMBL5169248,BTO:0004359,
2481,UBERON:0002481,Bone tissue,,CHEMBL3987657,,TS-2011
2488,UBERON:0002488,Helix,,CHEMBL3987762,,
2494,UBERON:0002494,Papillary muscle,,CHEMBL3988221,,
2495,UBERON:0002495,Long bone,,CHEMBL3987817,BTO:0004256,
2505,UBERON:0002505,Spiral modiolar artery,,CHEMBL3987974,,
2509,UBERON:0002509,Mesenteric lymph node,,CHEMBL3987835,BTO:0000767,
2512,UBERON:0002512,Corpus luteum,,CHEMBL3638257,BTO:0000292,TS-0181
2515,UBERON:0002515,Periosteum,,CHEMBL3987901,BTO:0001022,
2516,UBERON:0002516,Epiphyseal plate,,CHEMBL3833906,BTO:0000412,
2520,UBERON:0002520,Submaxillary gland,,CHEMBL3987361,BTO:0000769,
2530,UBERON:0002530,Gland,EFO:0000797,CHEMBL3987753,BTO:0000522,
2535,UBERON:0002535,Gill,,CHEMBL3987751,,
2542,UBERON:0002542,Scale,EFO:0000960,CHEMBL3987948,BTO:0005055,
2547,UBERON:0002547,Tadpole,,CHEMBL3987991,BTO:0001347,
2548,UBERON:0002548,Larva,,CHEMBL3987797,BTO:0000707,
2667,UBERON:0002667,Lateral septal nucleus,,CHEMBL3987804,,
2691,UBERON:0002691,Ventral tegmental area,EFO:0001935,CHEMBL3988040,,TS-2389
2696,UBERON:0002696,Cuneiform nucleus,,CHEMBL3987700,,
2728,UBERON:0002728,Entorhinal cortex,EFO:0001920,CHEMBL3638258,BTO:0004345,
2743,UBERON:0002743,Basal forebrain,,CHEMBL3987650,BTO:0002444,
2778,UBERON:0002778,Ventral pallidum,,CHEMBL3988038,BTO:0004375,
2792,UBERON:0002792,Lumbar spinal cord,,CHEMBL3987822,,
2883,UBERON:0002883,Central amygdaloid nucleus,,CHEMBL3987671,BTO:0002686,
2886,UBERON:0002886,Lateral amygdaloid nucleus,,CHEMBL3987799,BTO:0002704,
2892,UBERON:0002892,Medial amygdaloid nucleus,,CHEMBL3987830,BTO:0002702,
2894,UBERON:0002894,Olfactory cortex,,CHEMBL3987873,BTO:0001446,
2955,UBERON:0002955,Rhomboidal nucleus,,CHEMBL3988101,BTO:0002458,
2986,UBERON:0002986,Neurofilament,,CHEMBL3987865,,
3000,UBERON:0003000,Intermediate filament,,CHEMBL3987782,,
3003,UBERON:0003003,Microfilament,,CHEMBL3987840,,
3027,UBERON:0003027,Cingulate cortex,EFO:0000343,CHEMBL3638259,BTO:0003975,
3029,UBERON:0003029,Stria terminalis,,CHEMBL3987977,BTO:0004616,
3037,UBERON:0003037,Septum,,CHEMBL3638260,,
3040,UBERON:0003040,Central gray substance of midbrain,EFO:0002470,CHEMBL4689856,BTO:0002701,
3081,UBERON:0003081,Lateral plate mesoderm,,CHEMBL3987802,,
3086,UBERON:0003086,Caudal artery,EFO:0003472,CHEMBL3987666,,
3088,UBERON:0003088,Caudal vein,EFO:0003616,CHEMBL3987668,,
3100,UBERON:0003100,Female organism,,CHEMBL3987741,,
3101,UBERON:0003101,Male organism,,CHEMBL3987828,,
3102,UBERON:0003102,Surface structure,,CHEMBL3987987,,
3104,UBERON:0003104,Mesenchyme,,CHEMBL3987834,BTO:0001393,TS-0620
3126,UBERON:0003126,Trachea,EFO:0000935,CHEMBL3638261,BTO:0001388,TS-1060
3129,UBERON:0003129,Skull,,CHEMBL3987966,BTO:0001295,TS-2344
3133,UBERON:0003133,Reproductive organ,,CHEMBL3987936,,
3143,UBERON:0003143,Pupa,EFO:0002684,CHEMBL3987926,BTO:0001143,
3382,UBERON:0003382,Cardiac muscle of left ventricle,,CHEMBL4482295,,
3387,UBERON:0003387,Smooth muscle of trachea,,CHEMBL4295334,BTO:0001391,
3427,UBERON:0003427,Abdominal fat pad,,CHEMBL3987628,,
3431,UBERON:0003431,Leg nerve,,CHEMBL3987808,,
3458,UBERON:0003458,Neck bone,,CHEMBL3987858,,
3474,UBERON:0003474,Meningeal artery,,CHEMBL3987832,,
3481,UBERON:0003481,Tail vein,,CHEMBL3987994,,
3534,UBERON:0003534,Tail skin,,CHEMBL3987993,,
3544,UBERON:0003544,Brain white matter,,CHEMBL3987658,,
3674,UBERON:0003674,Cuspid,,CHEMBL3987701,,
3684,UBERON:0003684,Abdominal cavity,EFO:0000213,CHEMBL3987627,,
3688,UBERON:0003688,Omentum,,CHEMBL3987878,,TS-2004
3726,UBERON:0003726,Thoracic nerve,,CHEMBL3988003,,
3891,UBERON:0003891,Stroma,,CHEMBL3987978,,
3893,UBERON:0003893,Capsule,,CHEMBL3987664,,
3909,UBERON:0003909,Sinusoid,,CHEMBL3987960,,
3915,UBERON:0003915,Endothelial tube,,CHEMBL3987726,,
3916,UBERON:0003916,Fat pad,,CHEMBL3987740,BTO:0000444,
3947,UBERON:0003947,Brain ventricle/choroid plexus,,CHEMBL4296346,,
3978,UBERON:0003978,Valve,,CHEMBL3988031,,
4019,UBERON:0004019,Baroreceptor,,CHEMBL3987649,,
4086,UBERON:0004086,Brain ventricle,EFO:0001914,CHEMBL4296347,BTO:0001442,
4087,UBERON:0004087,Vena cava,,CHEMBL3988035,BTO:0001438,
4134,UBERON:0004134,Proximal tubule,,CHEMBL3987922,BTO:0001498,TS-0509
4135,UBERON:0004135,Distal tubule,,CHEMBL3987712,BTO:0000482,TS-0504
4146,UBERON:0004146,His-Purkinje system,,CHEMBL3638262,,
4178,UBERON:0004178,Aorta smooth muscle tissue,EFO:0002775,CHEMBL5169263,BTO:0001685,TS-0048
4187,UBERON:0004187,Harderian gland,,CHEMBL3638263,BTO:0000557,
4228,UBERON:0004228,Urinary bladder smooth muscle,,CHEMBL3988024,BTO:0001849,TS-1087
4252,UBERON:0004252,Thigh muscle,,CHEMBL3638264,BTO:0001376,
4253,UBERON:0004253,Skin muscle,,CHEMBL3987965,,
4288,UBERON:0004288,Skeleton,,CHEMBL3987964,,
4347,UBERON:0004347,Limb bud,,CHEMBL3987813,BTO:0001640,
4359,UBERON:0004359,Corpus epididymis,,CHEMBL3987696,BTO:0000209,
4363,UBERON:0004363,Pharyngeal arch artery,EFO:0003695,CHEMBL3638265,,
4377,UBERON:0004377,Distal metaphysis,,CHEMBL3987711,,
4449,UBERON:0004449,Cerebral artery,,CHEMBL3987673,BTO:0005205,TS-0126
4535,UBERON:0004535,Cardiovascular system,EFO:0000791,CHEMBL3987665,BTO:0000088,TS-1297
4549,UBERON:0004549,Right eye,,CHEMBL3987944,,
4590,UBERON:0004590,Sphincter muscle,,CHEMBL3987970,,
4637,UBERON:0004637,Otic capsule,,CHEMBL3987882,,
4648,UBERON:0004648,Esophagus muscularis mucosa,,CHEMBL3833821,,
4711,UBERON:0004711,Jugular vein,,CHEMBL3638266,BTO:0001744,TS-0497
4716,UBERON:0004716,Conceptus,,CHEMBL3987687,BTO:0003834,
4725,UBERON:0004725,Piriform cortex,,CHEMBL3987908,BTO:0002651,
4730,UBERON:0004730,Instar larval stage,,CHEMBL3987778,,
4734,UBERON:0004734,Gastrula,,CHEMBL3987749,BTO:0001403,
4755,UBERON:0004755,Skeletal tissue,,CHEMBL3987963,,
4769,UBERON:0004769,Diaphysis,,CHEMBL3987709,,
4894,UBERON:0004894,Alveolar wall,,CHEMBL3987631,BTO:0002543,
5052,UBERON:0005052,Gizzard,,CHEMBL3987752,BTO:0000520,
5303,UBERON:0005303,Hypogastric nerve,,CHEMBL3987771,,
5335,UBERON:0005335,Chorioallantoic membrane,,CHEMBL3987571,BTO:0000251,
5349,UBERON:0005349,Paramedian lobule,,CHEMBL3987891,,
5357,UBERON:0005357,Ependyma,,CHEMBL4296348,,
5366,UBERON:0005366,Olfactory lobe,EFO:0000108,CHEMBL3987875,BTO:0001362,
5383,UBERON:0005383,Caudate-putamen,EFO:0001912,CHEMBL3638267,BTO:0000212,
5403,UBERON:0005403,Ventral striatum,EFO:0001936,CHEMBL3988039,BTO:0004702,
5406,UBERON:0005406,Perirenal fat,,CHEMBL3987902,,
5438,UBERON:0005438,Coronary sinus,,CHEMBL3987692,,
5439,UBERON:0005439,Definitive endoderm,EFO:0002574,CHEMBL3987704,,
5462,UBERON:0005462,Lower back,,CHEMBL3987818,BTO:0001505,
5511,UBERON:0005511,Rhombomere 4,EFO:0003609,CHEMBL3987942,,
5609,UBERON:0005609,Iliac artery,,CHEMBL3987773,BTO:0004665,
5616,UBERON:0005616,Mesenteric artery,,CHEMBL3856101,BTO:0000779,
5617,UBERON:0005617,Mesenteric vein,,CHEMBL3987836,BTO:0002781,
5621,UBERON:0005621,Rhomboid,,CHEMBL3987940,,
5806,UBERON:0005806,Portal system,,CHEMBL3987917,,
5813,UBERON:0005813,Tubercle,,CHEMBL3988017,BTO:0002173,
5844,UBERON:0005844,Spinal cord segment,,CHEMBL3987972,,
6134,UBERON:0006134,Nerve fiber,,CHEMBL3987861,,
6514,UBERON:0006514,Pallidum,,CHEMBL3987886,,
6530,UBERON:0006530,Seminal fluid,,CHEMBL3987953,BTO:0001232,TS-0918
6562,UBERON:0006562,Pharynx,,CHEMBL3987906,,
6609,UBERON:0006609,Corpus cavernosum,,CHEMBL3987695,BTO:0005454,
6612,UBERON:0006612,Shell,,CHEMBL3987955,,
6676,UBERON:0006676,Muscularis mucosa,,CHEMBL3987849,BTO:0004839,
6677,UBERON:0006677,Surface of epithelium,,CHEMBL3987986,,
6680,UBERON:0006680,Trachealis,,CHEMBL3638268,,
6798,UBERON:0006798,Efferent nerve,,CHEMBL3987719,,
6860,UBERON:0006860,Swim bladder,EFO:0003483,CHEMBL3987988,BTO:0001607,
6869,UBERON:0006869,Electric organ,,CHEMBL3987721,,
6955,UBERON:0006955,Uterine epithelium,,CHEMBL3988027,BTO:0003082,
6967,UBERON:0006967,Horn,,CHEMBL3987768,,
7113,UBERON:0007113,Venom,,CHEMBL3987570,BTO:0001439,
7194,UBERON:0007194,Vesicular gland,,CHEMBL3988043,BTO:0003717,
7233,UBERON:0007233,4 cell stage,,CHEMBL3987623,,
7311,UBERON:0007311,Sputum,,CHEMBL3987573,BTO:0001297,TS-0963
7318,UBERON:0007318,Saphenous vein,,CHEMBL3987561,BTO:0001808,TS-0893
7321,UBERON:0007321,Lateral saphenous vein,,CHEMBL3987803,,
7356,UBERON:0007356,Crop,,CHEMBL3987699,BTO:0000301,
7365,UBERON:0007365,Rumen,,CHEMBL3987945,BTO:0001194,
7378,UBERON:0007378,Egg yolk,,CHEMBL3987720,BTO:0000371,
7379,UBERON:0007379,Egg,,CHEMBL3987622,BTO:0000369,
7634,UBERON:0007634,Parabrachial nucleus,,CHEMBL3987890,,
7652,UBERON:0007652,Esophageal sphincter,,CHEMBL3987731,,
7780,UBERON:0007780,Exudate,,CHEMBL3987736,,
7795,UBERON:0007795,Ascitic fluid,,CHEMBL3987643,BTO:0000091,
7798,UBERON:0007798,Vascular system,,CHEMBL3988032,BTO:0001085,TS-2053
8230,UBERON:0008230,Tibialis,,CHEMBL3988007,BTO:0000864,
8266,UBERON:0008266,Periodontal ligament,,CHEMBL3987900,BTO:0001020,TS-0763
8450,UBERON:0008450,Psoas muscle,,CHEMBL3987923,BTO:0001140,
8802,UBERON:0008802,Cheek pouch,,CHEMBL3987677,BTO:0002224,
8826,UBERON:0008826,Pulmonary surfactant,,CHEMBL3987925,,
8883,UBERON:0008883,Osteoid,,CHEMBL3987881,,
8897,UBERON:0008897,Fin,EFO:0000875,CHEMBL3987743,BTO:0004649,
8904,UBERON:0008904,Neuromast,EFO:0003513,CHEMBL3987866,,
8915,UBERON:0008915,Pore,,CHEMBL3987916,,
8944,UBERON:0008944,Albumen,,CHEMBL3987630,BTO:0000370,
8946,UBERON:0008946,Lung parenchyma,,CHEMBL3987825,,
8979,UBERON:0008979,Carcass,,CHEMBL3638269,BTO:0001965,
9002,UBERON:0009002,Placental membrane,,CHEMBL3987911,BTO:0004196,
9758,UBERON:0009758,Abdominal ganglion,,CHEMBL3987629,,
9856,UBERON:0009856,Sac,,CHEMBL3987946,,
9881,UBERON:0009881,Anterior lateral plate mesoderm,EFO:0003704,CHEMBL3987636,,
9911,UBERON:0009911,Lobule,,CHEMBL3987816,,
9979,UBERON:0009979,Condyle,,CHEMBL3987688,,
10202,UBERON:0010202,Lateral line,,CHEMBL3987801,,
10207,UBERON:0010207,Nictitating membrane,,CHEMBL3987867,,
10210,UBERON:0010210,Blood clot,,CHEMBL3987655,BTO:0000102,
10211,UBERON:0010211,Granulation tissue,,CHEMBL3987756,BTO:0003257,
10230,UBERON:0010230,Eyeball of camera-type eye,,CHEMBL3833890,,
10306,UBERON:0010306,Bulbar conjunctiva,,CHEMBL3987660,,
10368,UBERON:0010368,Pulmonary lobule,,CHEMBL3987924,,
10412,UBERON:0010412,Epididymal fat pad,,CHEMBL3987728,,
10743,UBERON:0010743,Meningeal cluster,,CHEMBL4296342,,
11016,UBERON:0011016,Pyramidalis,,CHEMBL3987931,,
11595,UBERON:0011595,Jaw region,,CHEMBL3987789,,
12112,UBERON:0012112,Ingested food,,CHEMBL3987777,,
12168,UBERON:0012168,Umbilical cord blood,EFO:0001942,CHEMBL3988020,BTO:0004053,TS-1079
12245,UBERON:0012245,Silk,,CHEMBL3987958,,
12419,UBERON:0012419,Taenia coli,,CHEMBL3987992,,
12649,UBERON:0012649,Anococcygeus muscle,,CHEMBL3987567,BTO:0005150,
13076,UBERON:0013076,Snake venom,,CHEMBL3987968,,
13112,UBERON:0013112,Viper venom,,CHEMBL3988045,,
13198,UBERON:0013198,Cocoon,,CHEMBL3987685,,
13691,UBERON:0013691,Buttock,EFO:0003070,CHEMBL3987662,,TS-2224
13755,UBERON:0013755,Arterial blood,,CHEMBL3987641,,
13756,UBERON:0013756,Venous blood,,CHEMBL3988036,,
13769,UBERON:0013769,Uterine lumen,,CHEMBL3988028,,
14169,UBERON:0014169,Nigrostriatal tract,,CHEMBL3987868,,
14284,UBERON:0014284,Endopiriform nucleus,,CHEMBL3987725,,
14399,UBERON:0014399,Sinusoidal space,,CHEMBL3987961,,
14405,UBERON:0014405,Nymph stage,,CHEMBL3987610,BTO:0000954,
14554,UBERON:0014554,CA1 stratum radiatum,,CHEMBL3987624,,
14907,UBERON:0014907,Intersomitic vessel,EFO:0003664,CHEMBL3987784,,
15350,UBERON:0015350,Saphenous artery,,CHEMBL3987947,,
15488,UBERON:0015488,Sural nerve,,CHEMBL4482297,,
16508,UBERON:0016508,Pelvic ganglion,,CHEMBL3987898,,
16525,UBERON:0016525,Frontal lobe,EFO:0000913,CHEMBL3987745,,TS-0389
16530,UBERON:0016530,Parietal cortex,,CHEMBL3638270,,
16538,UBERON:0016538,Temporal cortex,,CHEMBL3987998,,
16540,UBERON:0016540,Occipital cortex,,CHEMBL3638271,,
16566,UBERON:0016566,Pit,,CHEMBL3987909,,
18297,UBERON:0018297,Resorption pit,,CHEMBL3987937,,
18303,UBERON:0018303,Adrenal tissue,,CHEMBL3638272,,
18306,UBERON:0018306,Bulge,,CHEMBL3987661,,
18379,UBERON:0018379,Metacestode,,CHEMBL3987838,BTO:0000859,
19248,UBERON:0019248,Early embryo,,CHEMBL3987717,,
19324,UBERON:0019324,Intraorbital lacrimal gland,,CHEMBL3987787,,
22469,UBERON:0022469,Primary olfactory cortex,,CHEMBL3987920,,
24151,UBERON:0024151,Tegmentum,,CHEMBL3987996,,
34729,UBERON:0034729,Sympathetic nerve,,CHEMBL3987989,,
34891,UBERON:0034891,Insular cortex,,CHEMBL3987780,,
34919,UBERON:0034919,Juvenile stage,,CHEMBL3987609,,
34931,UBERON:0034931,Perforant path,,CHEMBL3987899,,
34950,UBERON:0034950,Lymph sac,,CHEMBL3987827,,
35174,UBERON:0035174,Right ear,,CHEMBL3987943,,
35295,UBERON:0035295,Left ear,,CHEMBL3987806,,
35552,UBERON:0035552,Deep vein,,CHEMBL3987703,,
35818,UBERON:0035818,Visceral fat,,CHEMBL3988046,,
36243,UBERON:0036243,Vaginal fluid,,CHEMBL5169281,,
1000010,UBERON:1000010,Mole,EFO:0000625,CHEMBL3987844,,
2000006,UBERON:2000006,Ball,,CHEMBL3987648,,
2000084,UBERON:2000084,Yolk,,CHEMBL3988050,,
2000106,UBERON:2000106,Extension,,CHEMBL3987734,,
2000298,UBERON:2000298,Vent,,CHEMBL3988037,,
2000711,UBERON:2000711,DEL,,CHEMBL3987625,,
2001275,UBERON:2001275,Sublingual,,CHEMBL3987980,,
2001840,UBERON:2001840,Tip,,CHEMBL3988009,,
2001977,UBERON:2001977,Pad,,CHEMBL3987885,,
2001995,UBERON:2001995,Papilla,,CHEMBL3987889,,
3000645,UBERON:3000645,Corpus,,CHEMBL3987693,,
3010146,UBERON:3010146,Lacrimal,,CHEMBL3987792,,
3010224,UBERON:3010224,Vertebral,,CHEMBL3988042,,
3010463,UBERON:3010463,Animal cap,,CHEMBL3987633,,
3010752,UBERON:3010752,Lobe,,CHEMBL3987815,,
3010830,UBERON:3010830,Spicule,,CHEMBL3987971,,
4000164,UBERON:4000164,Caudal fin,,CHEMBL3987667,,
4200132,UBERON:4200132,Tuber,,CHEMBL3988016,,
4200133,UBERON:4200133,Crest,,CHEMBL3987698,,
10000000,,Hippocampus,EFO:0000530,CHEMBL3638273,BTO:0000601,TS-0460
10000002,,Bronchoalveolar lavage,,CHEMBL3638275,BTO:0000155,
10000003,,Gastrointestinal tract,,CHEMBL3638276,BTO:0000511,TS-0407
10000004,,Gut,,CHEMBL3638277,BTO:0000545,
10000005,,Epithelial lining fluid,,CHEMBL3638278,BTO:0005566,
10000006,UBERON:0001897,Thalamus,,CHEMBL3638280,BTO:0001365,TS-1031
10000007,,Artery/Brain,,CHEMBL3832981,,
10000008,,Bile/Liver,,CHEMBL3832982,,
10000009,,Bile/Urine,,CHEMBL3832983,,
10000010,,Blood/Brain,,CHEMBL3832984,,
10000011,,Blood/Uterus,,CHEMBL3832985,,
10000012,,Urine/Feces,,CHEMBL3833001,,
10000013,,Brain/Plasma,,CHEMBL3833101,,
10000014,,Brain/Liver,,CHEMBL3833121,,
10000015,,Cartilage,EFO:0000949,CHEMBL3833561,,
10000016,,Neoplasm,EFO:0000616,CHEMBL3833801,,
10000017,,Kidney/Plasma,,CHEMBL3833861,,
10000018,,Heart/Plasma,,CHEMBL3833862,,
10000019,,Epithelial lining fluid/Plasma,,CHEMBL3833863,,
10000020,,Blood/Kidney,,CHEMBL3833864,,
10000021,,Cortex/Pancreas,,CHEMBL3833865,,
10000022,,Blood/Bone,,CHEMBL3833866,,
10000023,,Heart/Kidney,,CHEMBL3833867,,
10000024,,Blood/Heart,,CHEMBL3833868,,
10000025,,Pancreas/Liver,,CHEMBL3833869,,
10000026,,Blood/Pancreas,,CHEMBL3833870,,
10000027,,Pancreas/Brain,,CHEMBL3833871,,
10000028,,Pancreas/Temporal muscle,,CHEMBL3833872,,
10000029,,Urinary bladder/Urine,,CHEMBL3833881,,
10000030,,Blood/Muscle,,CHEMBL3833882,,
10000031,,Blood/Ovary,,CHEMBL3833883,,
10000032,,Blood/Spleen,,CHEMBL3833884,,
10000033,,Blood/Esophagus,,CHEMBL3833885,,
10000034,,Blood/Thyroid,,CHEMBL3833886,,
10000035,,Blood/Prostate,,CHEMBL3833887,,
10000036,,Thorax,,CHEMBL3856021,BTO:0001368,
10000037,,Atrium/Ileum,,CHEMBL3856041,,
10000038,,Heart/Femur,,CHEMBL3856061,,
10000039,,Blood/Femur,,CHEMBL3856062,,
10000041,,Blood/Plasma,,CHEMBL3987301,,
10000042,,Lung/Plasma,,CHEMBL3987302,,
10000043,,CSF/Plasma,,CHEMBL3987321,,
10000044,,Liver/Plasma,,CHEMBL3987341,,
10000045,,Submaxillary gland/Thyroid,,CHEMBL3987362,,
10000046,,Middle ear fluid/Plasma,,CHEMBL3987381,,
10000047,,Bile/Plasma,,CHEMBL3987382,,
10000048,,Plasma/Thymus,,CHEMBL3987401,,
10000049,,Milk/Plasma,,CHEMBL3987422,,
10000050,,Kidney/Liver,,CHEMBL3987441,,
10000051,,Heart/Liver,,CHEMBL3987442,,
10000052,,Adipose tissue/Plasma,,CHEMBL3987443,,
10000053,,CSF/Brain,,CHEMBL3987444,,
10000054,,CSF/Serum,,CHEMBL3987445,,
10000055,UBERON:0008838,Foot pad,,CHEMBL3987501,,
10000056,,Brain/Serum,,CHEMBL3987521,,
10000057,UBERON:0001416,Abdomen skin,,CHEMBL3987562,,
10000058,,Hair/Skin,,CHEMBL3987563,,
10000059,,Brown adipose tissue/Blood,,CHEMBL3987564,,
10000060,,Cortex/Striatum,,CHEMBL3987602,,
10000061,,Kidney/Urine,,CHEMBL3987603,,
10000062,,Brainstem/Cerebellum,,CHEMBL3988081,,
10000063,,Blood/Semen,,CHEMBL3988141,,
10000064,,Large intestine/Plasma,,CHEMBL3988161,,
10000065,,Large Intestine/Muscle,,CHEMBL3988162,,
10000066,,Cerebellum/Frontal lobe,,CHEMBL3988201,,
10000067,,Ankle/Knee,,CHEMBL3988202,,
10000068,,Gut/Portal system,,CHEMBL3988203,,
10000069,,Lymph node/Plasma,,CHEMBL3988222,,
10000070,,Harderian gland/Liver lobe,,CHEMBL3988242,,
10000071,,Pineal gland,,CHEMBL3988263,BTO:0001067,
10000072,,Hip bone,,CHEMBL3988301,,
10000073,,Medulla/Pons,,CHEMBL3988321,,
10000074,,Heart/Lung,,CHEMBL3988341,,
10000075,,Bone/Muscle,,CHEMBL3988342,,
10000076,,Blood/Testes,,CHEMBL3988343,,
10000077,,Muscle/brain,,CHEMBL4295322,,
10000078,,Liver/eyelid,,CHEMBL4295323,,
10000079,,Trachea/thoracic aorta,,CHEMBL4295324,,
10000080,,Skeletal muscle/liver,,CHEMBL4295325,,
10000081,,Tumor/tissue,,CHEMBL4295326,,
10000082,,Bile/gall bladder,,CHEMBL4295327,,
10000083,,Hypothalamus/serum,,CHEMBL4295328,,
10000084,,Prostate/serum,,CHEMBL4295329,,
10000086,,Plasma/spleen,,CHEMBL4295331,,
10000087,,Lung/blood,,CHEMBL4295332,,
10000088,,Colon content,,CHEMBL4295333,,
10000090,,Myocardium/plasma,,CHEMBL4296350,,
10000091,,Prostate gland/serum,,CHEMBL4296351,,
10000094,,Bone/serum,,CHEMBL4296354,,
10000095,,Fat/muscle,,CHEMBL4296355,,
10000096,,Lung/Muscle,,CHEMBL4296356,,
10000097,,Temporalis muscle/Kidney,,CHEMBL4296357,,
10000099,,Liver/Blood,,CHEMBL4296359,,
10000100,,Bone/Plasma,,CHEMBL4296360,,
10000101,,Chorioallantoic/vitelline membrane,,CHEMBL4296361,,
10000102,,Retina/plasma,,CHEMBL4296362,,
10000107,,Midbrain/caudate,,CHEMBL4296367,,
10000108,,Brain/caudate,,CHEMBL4296368,,
10000109,,Pons/caudate,,CHEMBL4296369,,
10000110,,Pancreas/plasma,,CHEMBL4296370,,
10000111,,Plasma/Posterior eye cup,,CHEMBL4296371,,
10000112,,Muscle tissue/plasma,,CHEMBL4296372,,
10000113,,Sciatic nerve/plasma,,CHEMBL4296373,,
10000114,,CSF/Blood,,CHEMBL4296374,,
10000115,,Heart/Muscle,,CHEMBL4296375,,
10000116,,Temporalis muscle/blood,,CHEMBL4296376,,
10000118,,Temporalis muscle/adrenal,,CHEMBL4296378,,
10000119,,Temporalis muscle/mesenteric fat,,CHEMBL4296379,,
10000120,,Temporalis muscle/Heart,,CHEMBL4296380,,
10000121,,Temporalis muscle/Lung,,CHEMBL4296381,,
