compsyn_id,component_id,component_synonym,syn_type
1785870,432,Sodium channel protein type IV subunit alpha,UNIPROT
1785871,432,Voltage-gated sodium channel subunit alpha Nav1.4,UNIPROT
1785877,433,2.7.10.2,EC_NUMBER
1785876,433,p61-Yes,UNIPROT
1785875,433,Proto-oncogene c-Yes,UNIPROT
1785874,433,Tyrosine-protein kinase Yes,UNIPROT
864788,433,YES,GENE_SYMBOL_OTHER
1785872,433,YES1,GENE_SYMBOL
1785883,434,3.2.1.20,EC_NUMBER
1785882,434,"Alpha-1,4-glucosidase",UNIPROT
1785881,434,Maltase-glucoamylase,UNIPROT
864795,434,MGA,GENE_SYMBOL_OTHER
1785878,434,MGAM,GENE_SYMBOL
864796,434,MGAML,GENE_SYMBOL_OTHER
1550801,434,Synonyms=MGA,GENE_SYMBOL_OTHER
1785893,435,5.2.1.8,EC_NUMBER
1785888,435,Cyclophilin B,UNIPROT
1785887,435,CYP-S1,UNIPROT
864807,435,CYPB,GENE_SYMBOL_OTHER
1785886,435,Peptidyl-prolyl cis-trans isomerase B,UNIPROT
1785891,435,PPIase B,UNIPROT
1785884,435,PPIB,GENE_SYMBOL
1785889,435,Rotamase B,UNIPROT
1785890,435,S-cyclophilin,UNIPROT
1785892,435,SCYLP,UNIPROT
864818,436,NAT1,GENE_SYMBOL_OTHER
1785901,436,NET,UNIPROT
864819,436,NET1,GENE_SYMBOL_OTHER
1785899,436,Norepinephrine transporter,UNIPROT
1785894,436,SLC6A2,GENE_SYMBOL
864820,436,SLC6A5,GENE_SYMBOL_OTHER
1785898,436,Sodium-dependent noradrenaline transporter,UNIPROT
1785900,436,Solute carrier family 6 member 2,UNIPROT
1785905,437,12 kDa FK506-binding protein,UNIPROT
1785910,437,12 kDa FKBP,UNIPROT
1785913,437,5.2.1.8,EC_NUMBER
1785906,437,FK506-binding protein 1A,UNIPROT
1785911,437,FKBP-12,UNIPROT
1785912,437,FKBP-1A,UNIPROT
864829,437,Fkbp1,GENE_SYMBOL_OTHER
1785902,437,Fkbp1a,GENE_SYMBOL
1785907,437,Immunophilin FKBP12,UNIPROT
1785904,437,Peptidyl-prolyl cis-trans isomerase FKBP1A,UNIPROT
1785909,437,PPIase FKBP1A,UNIPROT
1785908,437,Rotamase,UNIPROT
864843,438,B3galt4,GENE_SYMBOL_OTHER
1473522,438,B3galt4 GN  ,GENE_SYMBOL_OTHER
864844,438,Cdk2ap1-ps1,GENE_SYMBOL_OTHER
864845,438,Col11a2,GENE_SYMBOL_OTHER
864846,438,Hsd17b8,GENE_SYMBOL_OTHER
864847,438,Kifc1,GENE_SYMBOL_OTHER
864848,438,LOC224733l-1,GENE_SYMBOL_OTHER
1473526,438,LOC224733l-1 GN  ,GENE_SYMBOL_OTHER
864849,438,LOC224733l-2,GENE_SYMBOL_OTHER
1785925,438,Pfdn6,GENE_SYMBOL
864850,438,Phf1,GENE_SYMBOL_OTHER
1785926,438,Prefoldin subunit 6,UNIPROT
1232231,438,Rps25-ps1,GENE_SYMBOL_OTHER
864851,438,RT1-A1,GENE_SYMBOL_OTHER
1232232,438,RT1-A2,GENE_SYMBOL_OTHER
864852,438,RT1-A3,GENE_SYMBOL_OTHER
1232233,438,RT1-DOa,GENE_SYMBOL_OTHER
864853,438,RT1-Hb,GENE_SYMBOL_OTHER
1232234,438,RT1-Ke4,GENE_SYMBOL_OTHER
864854,438,Rxrb,GENE_SYMBOL_OTHER
1232235,438,Sacm2l-ps1,GENE_SYMBOL_OTHER
864855,438,Sacm2l-ps2,GENE_SYMBOL_OTHER
864856,438,Sec61-ps,GENE_SYMBOL_OTHER
1473533,438,Sec61-ps GN  ,GENE_SYMBOL_OTHER
1232225,438,Synonyms=AA926063,GENE_SYMBOL_OTHER
1785929,439,Phosphatidylcholine 2-acylhydrolase-like protein GIIC,UNIPROT
1785927,439,PLA2G2C,GENE_SYMBOL
1785928,439,Putative inactive group IIC secretory phospholipase A2,UNIPROT
1785932,440,RISC-loading complex subunit TARBP2,UNIPROT
1785933,440,TAR RNA-binding protein 2,UNIPROT
1785930,440,TARBP2,GENE_SYMBOL
1785934,440,Trans-activation-responsive RNA-binding protein,UNIPROT
864879,440,TRBP,GENE_SYMBOL_OTHER
1785944,441,3.4.21.77,EC_NUMBER
864885,441,APS,GENE_SYMBOL_OTHER
1785938,441,Gamma-seminoprotein,UNIPROT
1785939,441,Kallikrein-3,UNIPROT
1785935,441,KLK3,GENE_SYMBOL
1785940,441,P-30 antigen,UNIPROT
1785937,441,Prostate-specific antigen,UNIPROT
1785942,441,PSA,UNIPROT
1785941,441,Semenogelase,UNIPROT
1785943,441,Seminin,UNIPROT
1786073,442,2.5.1.18,EC_NUMBER
1786074,442,4.4.1.20,EC_NUMBER
1786068,442,Glutathione S-transferase Mu 4,UNIPROT
1786069,442,GST class-mu 4,UNIPROT
1786070,442,GST-Mu2,UNIPROT
1786067,442,GSTM4,GENE_SYMBOL
1786071,442,GSTM4-4,UNIPROT
1786072,442,Leukotriene C4 synthase GSTM4,UNIPROT
1786077,443,Granzyme A,UNIPROT
1786075,443,Gzma,GENE_SYMBOL
1232385,443,Synonyms=GrA,GENE_SYMBOL_OTHER
1786083,444,1.1.1.27,EC_NUMBER
1786079,444,L-lactate dehydrogenase A chain,UNIPROT
1786080,444,LDH muscle subunit,UNIPROT
1786081,444,LDH-A,UNIPROT
1786082,444,LDH-M,UNIPROT
1786078,444,LDHA,GENE_SYMBOL
1786091,445,CI-B14,UNIPROT
1786088,445,Complex I-B14,UNIPROT
1786089,445,LYR motif-containing protein 6,UNIPROT
865038,445,LYRM6,GENE_SYMBOL_OTHER
1786087,445,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,UNIPROT
1786090,445,NADH-ubiquinone oxidoreductase B14 subunit,UNIPROT
865039,445,NADHB14,GENE_SYMBOL_OTHER
1786084,445,NDUFA6,GENE_SYMBOL
1786094,446,ATP receptor,UNIPROT
1786092,446,P2RX4,GENE_SYMBOL
1786093,446,P2X purinoceptor 4,UNIPROT
1786096,446,P2X4,UNIPROT
1786095,446,Purinergic receptor,UNIPROT
1786101,447,1.5.3.13,EC_NUMBER
865053,447,PAO ,GENE_SYMBOL_OTHER
1786097,447,PAOX,GENE_SYMBOL
1786099,447,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,UNIPROT
1786100,447,Polyamine oxidase,UNIPROT
1786107,448,4.1.2.13,EC_NUMBER
865059,448,ALDA,GENE_SYMBOL_OTHER
1786102,448,ALDOA,GENE_SYMBOL
1786104,448,Fructose-bisphosphate aldolase A,UNIPROT
1786105,448,Lung cancer antigen NY-LU-1,UNIPROT
1786106,448,Muscle-type aldolase,UNIPROT
1786109,449,C-X-C chemokine receptor type 4,UNIPROT
1786118,449,CD_antigen=CD184,UNIPROT
1786119,449,CXC-R4,UNIPROT
1786120,449,CXCR-4,UNIPROT
1786108,449,CXCR4,GENE_SYMBOL
1786110,449,FB22,UNIPROT
1786111,449,Fusin,UNIPROT
1786112,449,HM89,UNIPROT
1786122,449,LAP-3,UNIPROT
1786113,449,LCR1,UNIPROT
1786121,449,LESTR,UNIPROT
1786114,449,Leukocyte-derived seven transmembrane domain receptor,UNIPROT
1786115,449,Lipopolysaccharide-associated protein 3,UNIPROT
1786123,449,LPS-associated protein 3,UNIPROT
1786116,449,NPYRL,UNIPROT
1786124,449,SDF-1 receptor,UNIPROT
1786117,449,Stromal cell-derived factor 1 receptor,UNIPROT
1786125,450,CCNT1,GENE_SYMBOL
1786128,450,Cyclin-T,UNIPROT
1786126,450,Cyclin-T1,UNIPROT
1786127,450,CycT1,UNIPROT
1786143,451,2.7.12.2,EC_NUMBER
1786134,451,Dual specificity mitogen-activated protein kinase kinase 3,UNIPROT
1786137,451,MAP kinase kinase 3,UNIPROT
1786129,451,MAP2K3,GENE_SYMBOL
1786135,451,MAPK/ERK kinase 3,UNIPROT
1786138,451,MAPKK 3,UNIPROT
1786139,451,MEK 3,UNIPROT
865087,451,MEK3,GENE_SYMBOL_OTHER
865088,451,MKK3,GENE_SYMBOL_OTHER
865089,451,PRKMK3,GENE_SYMBOL_OTHER
1786140,451,SAPK kinase 2,UNIPROT
1786141,451,SAPKK-2,UNIPROT
1786142,451,SAPKK2,UNIPROT
865090,451,SKK2,GENE_SYMBOL_OTHER
1786136,451,Stress-activated protein kinase kinase 2,UNIPROT
1786148,452,3.5.4.5,EC_NUMBER
1786144,452,Cda,GENE_SYMBOL
865106,452,Cdd,GENE_SYMBOL_OTHER
1786147,452,Cytidine aminohydrolase,UNIPROT
1786146,452,Cytidine deaminase,UNIPROT
1786155,453,7.1.1.2,EC_NUMBER
1786149,453,MT-ND1,GENE_SYMBOL
865112,453,MTND1,GENE_SYMBOL_OTHER
1786154,453,NADH dehydrogenase subunit 1,UNIPROT
1786153,453,NADH-ubiquinone oxidoreductase chain 1,UNIPROT
865113,453,NADH1,GENE_SYMBOL_OTHER
865114,453,ND1,GENE_SYMBOL_OTHER
1786162,454,7.1.1.2,EC_NUMBER
1786156,454,MT-ND2,GENE_SYMBOL
865122,454,MTND2,GENE_SYMBOL_OTHER
1786161,454,NADH dehydrogenase subunit 2,UNIPROT
1786160,454,NADH-ubiquinone oxidoreductase chain 2,UNIPROT
865123,454,NADH2,GENE_SYMBOL_OTHER
865124,454,ND2,GENE_SYMBOL_OTHER
1551083,454,Synonyms=MTND2,GENE_SYMBOL_OTHER
1786170,455,3.4.22.15,EC_NUMBER
1786166,455,Cathepsin L,UNIPROT
1786167,455,Cathepsin L heavy chain,UNIPROT
1786168,455,Cathepsin L light chain,UNIPROT
1786169,455,Cathepsin L1,UNIPROT
1786163,455,CTSL,GENE_SYMBOL
865132,455,CTSL1,GENE_SYMBOL_OTHER
1786165,455,Procathepsin L,UNIPROT
1786172,456,Adenosine receptor A1,UNIPROT
1786171,456,ADORA1,GENE_SYMBOL
1786174,457,Adenosine receptor A2a,UNIPROT
1786173,457,Adora2a,GENE_SYMBOL
1786184,458,2.7.11.1,EC_NUMBER
1786185,458,2.7.11.31,EC_NUMBER
1786178,458,5'-AMP-activated protein kinase catalytic subunit alpha-2,UNIPROT
1786182,458,ACACA kinase,UNIPROT
1786179,458,Acetyl-CoA carboxylase kinase,UNIPROT
865144,458,AMPK,GENE_SYMBOL_OTHER
1786181,458,AMPK subunit alpha-2,UNIPROT
865145,458,AMPK2,GENE_SYMBOL_OTHER
1786183,458,HMGCR kinase,UNIPROT
1786180,458,Hydroxymethylglutaryl-CoA reductase kinase,UNIPROT
1786175,458,PRKAA2,GENE_SYMBOL
1786187,459,5'-AMP-activated protein kinase subunit beta-2,UNIPROT
1786188,459,AMPK subunit beta-2,UNIPROT
1786186,459,PRKAB2,GENE_SYMBOL
1786200,460,1.4.3.22,EC_NUMBER
865161,460,ABP1,GENE_SYMBOL_OTHER
1786193,460,Amiloride-binding protein 1,UNIPROT
1786192,460,Amiloride-sensitive amine oxidase [copper-containing],UNIPROT
1786194,460,Amine oxidase copper domain-containing protein 1,UNIPROT
1786189,460,AOC1,GENE_SYMBOL
1786197,460,DAO,UNIPROT
865162,460,DAO1,GENE_SYMBOL_OTHER
1786198,460,Diamine oxidase,UNIPROT
1786195,460,Histaminase,UNIPROT
1786199,460,KAO,UNIPROT
1786196,460,Kidney amine oxidase,UNIPROT
1786205,461,3.4.21.71,EC_NUMBER
1786201,461,CELA2A,GENE_SYMBOL
1786203,461,Chymotrypsin-like elastase family member 2A,UNIPROT
865175,461,ELA2A,GENE_SYMBOL_OTHER
1786204,461,Elastase-2A,UNIPROT
1786209,462,Acidic fibroblast growth factor,UNIPROT
1786213,462,aFGF,UNIPROT
1786214,462,ECGF,UNIPROT
1786210,462,Endothelial cell growth factor,UNIPROT
1786212,462,FGF-1,UNIPROT
1786206,462,FGF1,GENE_SYMBOL
865181,462,FGFA,GENE_SYMBOL_OTHER
1786208,462,Fibroblast growth factor 1,UNIPROT
1786215,462,HBGF-1,UNIPROT
1786211,462,Heparin-binding growth factor 1,UNIPROT
1786219,463,Adult folate-binding protein,UNIPROT
1786225,463,FBP,UNIPROT
1786220,463,Folate receptor 1,UNIPROT
1786218,463,Folate receptor alpha,UNIPROT
1786221,463,"Folate receptor, adult",UNIPROT
865192,463,FOLR,GENE_SYMBOL_OTHER
1786216,463,FOLR1,GENE_SYMBOL
1786224,463,FR-alpha,UNIPROT
1786222,463,KB cells FBP,UNIPROT
1786223,463,Ovarian tumor-associated antigen MOv18,UNIPROT
1786229,464,ATP receptor,UNIPROT
1786226,464,P2rx6,GENE_SYMBOL
865203,464,P2rxl1,GENE_SYMBOL_OTHER
1786228,464,P2X purinoceptor 6,UNIPROT
1786233,464,P2X6,UNIPROT
1786230,464,P2XM,UNIPROT
1786231,464,Purinergic receptor,UNIPROT
1786232,464,Purinergic receptor P2X-like 1,UNIPROT
865212,465,NRU,GENE_SYMBOL_OTHER
1786237,465,P2P,UNIPROT
1786234,465,P2RY4,GENE_SYMBOL
1786236,465,P2Y purinoceptor 4,UNIPROT
1786239,465,P2Y4,UNIPROT
1786240,465,UNR,UNIPROT
1786238,465,Uridine nucleotide receptor,UNIPROT
1786241,466,P2ry4,GENE_SYMBOL
1786243,466,P2Y purinoceptor 4,UNIPROT
865220,466,P2y4,GENE_SYMBOL_OTHER
1786244,466,P2Y4,UNIPROT
1786251,467,rVAT,UNIPROT
1786245,467,Slc18a3,GENE_SYMBOL
1786249,467,Solute carrier family 18 member 3,UNIPROT
865225,467,Vacht,GENE_SYMBOL_OTHER
1786250,467,VAChT,UNIPROT
865226,467,Vat,GENE_SYMBOL_OTHER
1786248,467,Vesicular acetylcholine transporter,UNIPROT
865234,468,Blt,GENE_SYMBOL_OTHER
1786254,468,Leukotriene B4 receptor 1,UNIPROT
1786255,468,LTB4-R 1,UNIPROT
1786256,468,LTB4-R1,UNIPROT
1786252,468,Ltb4r,GENE_SYMBOL
1786732,469,3.1.1.3,EC_NUMBER
1786734,469,3.1.1.32,EC_NUMBER
1786733,469,3.1.1.5,EC_NUMBER
1786731,469,Hepatic lipase,UNIPROT
1786727,469,Hepatic triacylglycerol lipase,UNIPROT
865747,469,HTGL,GENE_SYMBOL_OTHER
1786728,469,Lipase member C,UNIPROT
1786725,469,LIPC,GENE_SYMBOL
1786729,469,Lysophospholipase,UNIPROT
1786730,469,Phospholipase A1,UNIPROT
865755,470,Nr1c1,GENE_SYMBOL_OTHER
1786739,470,Nuclear receptor subfamily 1 group C member 1,UNIPROT
1786738,470,Peroxisome proliferator-activated receptor alpha,UNIPROT
865756,470,Ppar,GENE_SYMBOL_OTHER
1786740,470,PPAR-alpha,UNIPROT
1786735,470,Ppara,GENE_SYMBOL
865763,471,Nr1c1,GENE_SYMBOL_OTHER
1786745,471,Nuclear receptor subfamily 1 group C member 1,UNIPROT
1786744,471,Peroxisome proliferator-activated receptor alpha,UNIPROT
865764,471,Ppar,GENE_SYMBOL_OTHER
1786746,471,PPAR-alpha,UNIPROT
1786741,471,Ppara,GENE_SYMBOL
865771,472,Adra1a,GENE_SYMBOL_OTHER
1786747,472,Adra1d,GENE_SYMBOL
1786751,472,Alpha-1A adrenergic receptor,UNIPROT
1786750,472,Alpha-1D adrenergic receptor,UNIPROT
1786753,472,Alpha-1D adrenoceptor,UNIPROT
1786752,472,Alpha-1D adrenoreceptor,UNIPROT
865772,472,Gpcr8,GENE_SYMBOL_OTHER
1786762,473,2.1.1.49,EC_NUMBER
1786763,473,2.1.1.96,EC_NUMBER
1786759,473,Amine N-methyltransferase,UNIPROT
1786756,473,Aromatic alkylamine N-methyltransferase,UNIPROT
1786760,473,Arylamine N-methyltransferase,UNIPROT
1786758,473,Indolamine N-methyltransferase,UNIPROT
1786755,473,Indolethylamine N-methyltransferase,UNIPROT
1786754,473,INMT,GENE_SYMBOL
1786761,473,TEMT,UNIPROT
1786757,473,Thioether S-methyltransferase,UNIPROT
1786767,474,3.4.21.-,EC_NUMBER
1786765,474,Mast cell protease 9,UNIPROT
1786764,474,Mcpt9,GENE_SYMBOL
1786766,474,mMCP-9,UNIPROT
1786769,475,Ryanodine receptor 1,UNIPROT
1786774,475,RYR-1,UNIPROT
1786768,475,Ryr1,GENE_SYMBOL
1786775,475,RyR1,UNIPROT
1786770,475,Skeletal muscle calcium release channel,UNIPROT
1786771,475,Skeletal muscle ryanodine receptor,UNIPROT
1786772,475,Skeletal muscle-type ryanodine receptor,UNIPROT
1786773,475,Type 1 ryanodine receptor,UNIPROT
1786782,476,2.7.11.22,EC_NUMBER
1786776,476,Cdk4,GENE_SYMBOL
1786780,476,Cell division protein kinase 4,UNIPROT
865802,476,Crk3,GENE_SYMBOL_OTHER
1786779,476,CRK3,UNIPROT
1786778,476,Cyclin-dependent kinase 4,UNIPROT
1786781,476,PSK-J3,UNIPROT
1786785,477,ATP receptor,UNIPROT
1786783,477,P2rx2,GENE_SYMBOL
1786784,477,P2X purinoceptor 2,UNIPROT
1786787,477,P2X2,UNIPROT
1786786,477,Purinergic receptor,UNIPROT
1786791,478,3.4.23.3,EC_NUMBER
1786789,478,Gastricsin,UNIPROT
1786790,478,Pepsinogen C,UNIPROT
1786788,478,PGC,GENE_SYMBOL
1786792,479,Atp1b2,GENE_SYMBOL
1786794,479,Sodium/potassium-dependent ATPase subunit beta-2,UNIPROT
1786793,479,Sodium/potassium-transporting ATPase subunit beta-2,UNIPROT
1786801,480,4.2.1.1,EC_NUMBER
1786800,480,CA-VA,UNIPROT
865822,480,Ca5,GENE_SYMBOL_OTHER
1786795,480,Ca5a,GENE_SYMBOL
1786798,480,Carbonate dehydratase VA,UNIPROT
1786797,480,"Carbonic anhydrase 5A, mitochondrial",UNIPROT
1786799,480,Carbonic anhydrase VA,UNIPROT
1786805,481,IBP-6,UNIPROT
865830,481,IBP6,GENE_SYMBOL_OTHER
1786806,481,IGF-binding protein 6,UNIPROT
1786807,481,IGFBP-6,UNIPROT
1786802,481,IGFBP6,GENE_SYMBOL
1786804,481,Insulin-like growth factor-binding protein 6,UNIPROT
1786817,482,1.13.11.11,EC_NUMBER
865837,482,TDO,GENE_SYMBOL_OTHER
1786815,482,TDO,UNIPROT
1786808,482,TDO2,GENE_SYMBOL
1786816,482,TRPO,UNIPROT
1786811,482,"Tryptamin 2,3-dioxygenase",UNIPROT
1786810,482,"Tryptophan 2,3-dioxygenase",UNIPROT
1786812,482,Tryptophan oxygenase,UNIPROT
1786813,482,Tryptophan pyrrolase,UNIPROT
1786814,482,Tryptophanase,UNIPROT
1786822,483,2.5.1.18,EC_NUMBER
1786819,483,Glutathione S-transferase theta-1,UNIPROT
1786821,483,Glutathione transferase T1-1,UNIPROT
1786820,483,GST class-theta-1,UNIPROT
1786818,483,GSTT1,GENE_SYMBOL
1786826,484,2.5.1.18,EC_NUMBER
1786824,484,Glutathione S-transferase theta-2,UNIPROT
1786825,484,GST class-theta-2,UNIPROT
1786823,484,GSTT2,GENE_SYMBOL
1786829,485,DNA-directed RNA polymerase III subunit F,UNIPROT
1786828,485,DNA-directed RNA polymerase III subunit RPC6,UNIPROT
1786827,485,POLR3F,GENE_SYMBOL
1786830,485,RNA polymerase III 39 kDa subunit,UNIPROT
1786831,485,RNA polymerase III subunit C6,UNIPROT
1786832,485,RPC39,UNIPROT
1786836,486,DNA-directed RNA polymerase III subunit K,UNIPROT
1786835,486,DNA-directed RNA polymerase III subunit RPC10,UNIPROT
1786843,486,hRPC11,UNIPROT
1786841,486,HsC11p,UNIPROT
1786833,486,POLR3K,GENE_SYMBOL
1786837,486,RNA polymerase III 12.5 kDa subunit,UNIPROT
1786839,486,RNA polymerase III subunit C10,UNIPROT
1786838,486,RNA polymerase III subunit C11,UNIPROT
1786834,486,RPC11,GENE_SYMBOL_OTHER
1786842,486,RPC11,UNIPROT
1786840,486,RPC12.5,UNIPROT
1786847,487,1.14.13.9,EC_NUMBER
1786844,487,KMO,GENE_SYMBOL
1786846,487,Kynurenine 3-hydroxylase,UNIPROT
1786845,487,Kynurenine 3-monooxygenase,UNIPROT
1786854,488,1.6.2.2,EC_NUMBER
1786852,488,B5R,UNIPROT
1786848,488,CYB5R3,GENE_SYMBOL
1786853,488,Cytochrome b5 reductase,UNIPROT
865880,488,DIA1,GENE_SYMBOL_OTHER
1786851,488,Diaphorase-1,UNIPROT
1786850,488,NADH-cytochrome b5 reductase 3,UNIPROT
1786857,489,2.7.11.1,EC_NUMBER
1786855,489,PIM1,GENE_SYMBOL
1786856,489,Serine/threonine-protein kinase pim-1,UNIPROT
1786864,490,2.7.10.2,EC_NUMBER
1786862,490,JAK-3,UNIPROT
1786858,490,JAK3,GENE_SYMBOL
1786860,490,Janus kinase 3,UNIPROT
1786863,490,L-JAK,UNIPROT
1786861,490,Leukocyte janus kinase,UNIPROT
1786859,490,Tyrosine-protein kinase JAK3,UNIPROT
865900,491,Bzrp,GENE_SYMBOL_OTHER
865901,491,Mbr,GENE_SYMBOL_OTHER
1786869,491,Mitochondrial benzodiazepine receptor,UNIPROT
1786872,491,PBR,UNIPROT
1786871,491,Peripheral-type benzodiazepine receptor,UNIPROT
1786870,491,PKBS,UNIPROT
1786868,491,Translocator protein,UNIPROT
1786865,491,Tspo,GENE_SYMBOL
1786881,492,4.2.1.1,EC_NUMBER
1786880,492,CA-VI,UNIPROT
1786873,492,Ca6,GENE_SYMBOL
865910,492,Car6,GENE_SYMBOL_OTHER
1786876,492,Carbonate dehydratase VI,UNIPROT
1786875,492,Carbonic anhydrase 6,UNIPROT
1786877,492,Carbonic anhydrase VI,UNIPROT
1786878,492,Salivary carbonic anhydrase,UNIPROT
1786879,492,Secreted carbonic anhydrase,UNIPROT
1786885,493,Prealbumin,UNIPROT
1786886,493,TBPA,UNIPROT
1786884,493,Transthyretin,UNIPROT
865920,493,Tt,GENE_SYMBOL_OTHER
1786882,493,Ttr,GENE_SYMBOL
1786890,494,3.4.23.3,EC_NUMBER
1786888,494,Gastricsin,UNIPROT
1786889,494,Pepsinogen C,UNIPROT
1786887,494,Pgc,GENE_SYMBOL
1786898,495,2.5.1.58,EC_NUMBER
1786899,495,2.5.1.59,EC_NUMBER
1786893,495,CAAX farnesyltransferase subunit alpha,UNIPROT
1786891,495,Fnta,GENE_SYMBOL
1786894,495,FTase-alpha,UNIPROT
1786897,495,GGTase-I-alpha,UNIPROT
1786892,495,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,UNIPROT
1786895,495,Ras proteins prenyltransferase subunit alpha,UNIPROT
1786896,495,Type I protein geranyl-geranyltransferase subunit alpha,UNIPROT
1786905,496,3.1.1.4,EC_NUMBER
1786903,496,GIIE sPLA2,UNIPROT
1786901,496,Group IIE secretory phospholipase A2,UNIPROT
1786902,496,Phosphatidylcholine 2-acylhydrolase 2E,UNIPROT
1786900,496,PLA2G2E,GENE_SYMBOL
1786904,496,sPLA2-IIE,UNIPROT
1786261,497,Endothelial plasminogen activator inhibitor,UNIPROT
1786263,497,PAI,UNIPROT
1786264,497,PAI-1,UNIPROT
865240,497,Pai1,GENE_SYMBOL_OTHER
865241,497,Planh1,GENE_SYMBOL_OTHER
1786260,497,Plasminogen activator inhibitor 1,UNIPROT
1786262,497,Serpin E1,UNIPROT
1786257,497,Serpine1,GENE_SYMBOL
1786273,498,4.6.1.2,EC_NUMBER
1786269,498,ANP-B,UNIPROT
1786270,498,ANPR-B,UNIPROT
1786266,498,Atrial natriuretic peptide receptor 2,UNIPROT
1786267,498,Atrial natriuretic peptide receptor type B,UNIPROT
1786272,498,GC-B,UNIPROT
1786268,498,Guanylate cyclase B,UNIPROT
1786271,498,NPR-B,UNIPROT
1786265,498,NPR2,GENE_SYMBOL
1786295,499,(Ala-IL-8)77,UNIPROT
1786300,499,(Ser-IL-8)72,UNIPROT
1786284,499,C-X-C motif chemokine 8,UNIPROT
1786285,499,Chemokine (C-X-C motif) ligand 8,UNIPROT
1786274,499,CXCL8,GENE_SYMBOL
1786286,499,Emoctakin,UNIPROT
1786313,499,GCP-1,UNIPROT
1786301,499,GCP/IL-8 protein I,UNIPROT
1786296,499,GCP/IL-8 protein II,UNIPROT
1786310,499,GCP/IL-8 protein III,UNIPROT
1786293,499,GCP/IL-8 protein IV,UNIPROT
1786306,499,GCP/IL-8 protein V,UNIPROT
1786308,499,GCP/IL-8 protein VI,UNIPROT
1786287,499,Granulocyte chemotactic protein 1,UNIPROT
1786312,499,IL-8,UNIPROT
1786297,499,IL-8(1-77),UNIPROT
1786279,499,IL-8(5-77),UNIPROT
1786280,499,IL-8(6-77),UNIPROT
1786281,499,IL-8(7-77),UNIPROT
1786282,499,IL-8(8-77),UNIPROT
1786283,499,IL-8(9-77),UNIPROT
865259,499,IL8,GENE_SYMBOL_OTHER
1786294,499,IL8/NAP1 form I,UNIPROT
1786298,499,IL8/NAP1 form II,UNIPROT
1786302,499,IL8/NAP1 form III,UNIPROT
1786307,499,IL8/NAP1 form IV,UNIPROT
1786309,499,IL8/NAP1 form V,UNIPROT
1786311,499,IL8/NAP1 form VI,UNIPROT
1786276,499,Interleukin-8,UNIPROT
1786303,499,Lymphocyte-derived neutrophil-activating factor,UNIPROT
1786317,499,LYNAP,UNIPROT
1786314,499,MDNCF,UNIPROT
1786277,499,MDNCF-a,UNIPROT
1786299,499,MDNCF-b,UNIPROT
1786304,499,MDNCF-c,UNIPROT
1786315,499,MONAP,UNIPROT
1786288,499,Monocyte-derived neutrophil chemotactic factor,UNIPROT
1786289,499,Monocyte-derived neutrophil-activating peptide,UNIPROT
1786318,499,NAF,UNIPROT
1786316,499,NAP-1,UNIPROT
1786305,499,Neutrophil-activating factor,UNIPROT
1786290,499,Neutrophil-activating protein 1,UNIPROT
1786291,499,Protein 3-10C,UNIPROT
1786292,499,T-cell chemotactic factor,UNIPROT
1786325,500,2.4.2.31,EC_NUMBER
1786321,500,ADP-ribosyltransferase C2 and C3 toxin-like 1,UNIPROT
1786319,500,ART1,GENE_SYMBOL
1786324,500,ARTC1,UNIPROT
1786323,500,CD_antigen=CD296,UNIPROT
1786320,500,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,UNIPROT
1786322,500,Mono(ADP-ribosyl)transferase 1,UNIPROT
1786337,501,2.7.4.6,EC_NUMBER
1786336,501,GAAD,UNIPROT
1786330,501,Granzyme A-activated DNase,UNIPROT
1786331,501,Metastasis inhibition factor nm23,UNIPROT
1786334,501,NDK A,UNIPROT
1786335,501,NDP kinase A,UNIPROT
865312,501,NDPKA,GENE_SYMBOL_OTHER
865313,501,NM23,GENE_SYMBOL_OTHER
1786332,501,NM23-H1,UNIPROT
1786326,501,NME1,GENE_SYMBOL
1786329,501,Nucleoside diphosphate kinase A,UNIPROT
1786333,501,Tumor metastatic process-associated protein,UNIPROT
1786347,502,2.7.13.3,EC_NUMBER
1786346,502,2.7.4.6,EC_NUMBER
1786341,502,C-myc purine-binding transcription factor PUF,UNIPROT
1786342,502,Histidine protein kinase NDKB,UNIPROT
1786344,502,NDK B,UNIPROT
1786345,502,NDP kinase B,UNIPROT
1786343,502,nm23-H2,UNIPROT
865326,502,NM23B,GENE_SYMBOL_OTHER
1786338,502,NME2,GENE_SYMBOL
1786340,502,Nucleoside diphosphate kinase B,UNIPROT
1786352,503,2.5.1.18,EC_NUMBER
1786349,503,Glutathione S-transferase A5,UNIPROT
1786351,503,Glutathione S-transferase A5-5,UNIPROT
1786350,503,GST class-alpha member 5,UNIPROT
1786348,503,GSTA5,GENE_SYMBOL
865342,504,Dbp,GENE_SYMBOL_OTHER
1786358,504,DBP,UNIPROT
1786353,504,Gc,GENE_SYMBOL
1786356,504,Gc-globulin,UNIPROT
1786357,504,Group-specific component,UNIPROT
1786359,504,VDB,UNIPROT
1786355,504,Vitamin D-binding protein,UNIPROT
