ass_cls_map_id,assay_id,assay_class_id
2437413,47176,169
2437626,47177,169
2437325,47178,169
2437491,47179,169
2437474,47180,169
2437484,47181,169
2437259,47182,169
2437324,47183,169
2437523,47197,169
2437412,47203,169
2437634,47204,169
2437612,47205,169
2437669,47206,169
2437565,47207,169
2437561,47208,169
2437490,47209,169
2436641,47345,163
2437103,47346,163
2436438,47347,163
2436849,47348,163
2436415,47349,163
2436911,47350,163
2435877,47559,159
2434962,47560,159
2434659,47561,159
2435192,47562,159
2435386,47563,159
2362055,47717,82
2405878,47717,115
2360835,47718,82
2390658,47718,115
2361299,47719,82
2395997,47719,115
2396993,47721,115
2392868,47722,115
2338140,47807,18
2398873,47881,115
2414284,47881,117
2361099,47882,82
2393626,47882,115
2361441,47902,82
2398142,47902,115
2362326,47903,82
2409600,47903,115
2362508,47904,82
2411868,47904,115
2360941,47905,82
2391940,47905,115
2457098,48730,259
2458342,48730,266
2457680,48731,259
2459013,48731,266
2456797,48732,259
2457984,48732,266
2457551,48733,259
2458844,48733,266
2456839,48734,259
2458030,48734,266
2457379,48735,259
2458634,48735,266
2456974,48736,259
2459102,48736,267
2457271,48737,259
2459192,48737,267
2457550,48738,259
2459268,48738,267
2457187,48739,259
2459164,48739,267
2458140,48740,266
2458169,48741,266
2458355,48742,266
2458000,48743,266
2458428,48744,266
2458084,48745,266
2457985,48746,266
2458766,48747,266
2458775,48748,266
2458847,48749,266
2458196,48750,266
2457934,48751,266
2458756,48752,266
2452430,48775,216
2454755,48776,216
2453015,48777,216
2453226,48778,216
2458829,48878,266
2458809,48879,266
2458774,48880,266
2458095,48881,266
2457910,48882,266
2458692,48883,266
2458182,48884,266
2458547,48885,266
2455855,48886,265
2457970,48886,266
2456074,48887,265
2458693,48887,266
2456125,48888,265
2458845,48888,266
2456073,48889,265
2458691,48889,266
2456022,48891,265
2458539,48891,266
2455854,48892,265
2457969,48892,266
2458278,48893,266
2458674,48894,266
2458926,48895,266
2458373,48896,266
2457983,48897,266
2458609,48898,266
2458808,48899,266
2458828,48900,266
2458735,48901,266
2457943,48902,266
2458509,48903,266
2458980,48904,266
2457968,48905,266
2458610,48906,266
2459095,48907,267
2459075,48908,267
2459173,48909,267
2459093,48910,267
2459181,48911,267
2459287,49045,267
2459084,49046,267
2459160,49047,267
2459254,49048,267
2459062,49049,267
2459150,49050,267
2459121,49051,267
2459088,49052,267
2459033,49053,267
2459174,49054,267
2444898,49093,205
2454287,49093,216
2444677,49094,205
2452616,49094,216
2444748,49095,205
2453082,49095,216
2444537,49096,205
2451605,49096,216
2444514,49097,205
2451419,49097,216
2444749,49098,205
2453083,49098,216
2444973,49099,205
2454965,49099,216
2444678,49100,205
2452617,49100,216
2444974,49101,205
2454966,49101,216
2444653,49102,205
2452410,49102,216
2444840,49103,205
2453867,49103,216
2444623,49104,205
2452216,49104,216
2458976,49216,266
2457999,49217,266
2458893,49218,266
2458540,49219,266
2458611,49220,266
2458455,49221,266
2397348,49642,115
2412580,49643,115
2402556,49644,115
2395617,49645,115
2398874,49646,115
2395472,49647,115
2362161,49665,82
2407715,49815,115
2393627,49816,115
2402913,49817,115
2403297,49818,115
2397785,49819,115
2409601,49820,115
2399249,49821,115
2402914,49822,115
2399647,49823,115
2405511,49824,115
2410372,49825,115
2407716,49826,115
2407717,49827,115
2409227,49828,115
2408094,49829,115
2412208,49957,115
2412943,49958,115
2412944,49959,115
2404017,49960,115
2390306,49961,115
2406613,49962,115
2399452,49963,115
2397350,49982,115
2361542,49990,82
2399250,49990,115
2361423,49991,82
2397786,49991,115
2360950,49992,82
2392120,49992,115
2361483,49993,82
2398524,49993,115
2361159,49994,82
2394353,49994,115
2362077,49995,82
2406263,49995,115
2362360,50104,82
2409987,50104,115
2362386,50105,82
2410369,50105,115
2361328,50106,82
2396609,50106,115
2362655,50107,82
2413609,50107,115
2360857,50108,82
2391050,50108,115
2361066,50109,82
2393234,50109,115
2361890,50110,82
2403655,50110,115
2360855,50111,82
2390859,50111,115
2362565,50112,82
2412577,50112,115
2362160,50113,82
2407342,50113,115
2361541,50114,82
2399246,50114,115
2361477,50115,82
2398518,50115,115
2362420,50116,82
2410760,50116,115
2361305,50117,82
2396230,50117,115
2360988,50118,82
2392475,50118,115
2361833,50119,82
2402910,50119,115
2361570,50120,82
2399645,50120,115
2362598,50121,82
2412939,50121,115
2362599,50122,82
2412940,50122,115
2361421,50123,82
2397783,50123,115
2362074,50124,82
2406260,50124,115
2360802,50125,82
2390301,50125,115
2361442,50126,82
2398143,50126,115
2361443,50127,82
2398144,50127,115
2362440,50128,82
2411115,50128,115
2362032,50129,82
2405510,50129,115
2397346,51059,115
2412207,51060,115
2402557,51089,115
2404385,51090,115
2412209,51091,115
2396231,51092,115
2397351,51093,115
2428912,51435,135
2520471,51435,556
2520327,51440,556
2515615,52196,500
2517347,52196,503
2515969,52197,500
2517893,52197,503
2429047,53057,135
2428345,53058,135
2428964,53059,135
2428701,53060,135
2428793,53061,135
2436212,53062,161
2436259,53063,161
2436264,53064,161
2437179,53066,168
2437188,53067,168
2340794,53115,32
2351797,53115,62
2355101,53115,65
2342076,53116,32
2353641,53116,62
2357699,53116,65
2437177,53246,168
2436193,53247,161
2437169,53247,168
2436168,53248,161
2437163,53248,168
2436211,53249,161
2437170,53249,168
2436261,53250,161
2437185,53250,168
2437175,53251,168
2482878,53294,308
2437166,53382,168
2428048,53383,131
2434914,53393,159
2435243,53394,159
2434879,53397,159
2435655,53398,159
2434841,53407,159
2434330,53408,159
2434264,53410,159
2429292,53411,139
2429383,53412,139
2435856,53413,159
2437013,53413,163
2435516,53414,159
2436869,53414,163
2435030,53415,159
2436642,53415,163
2435607,53416,159
2436912,53416,163
2436707,53417,163
2438184,53417,172
2436480,53418,163
2437961,53418,172
2436507,53419,163
2437996,53419,172
2436682,53420,163
2438163,53420,172
2437178,53422,168
2434774,53423,159
2485007,53424,308
2482421,53425,308
2458279,53511,266
2431200,53530,147
2431208,53646,147
2430287,53681,140
2430713,53682,140
2429951,53683,140
2430049,53684,140
2430026,53685,140
2430481,53686,140
2429540,53687,140
2430584,53806,140
2429825,53807,140
2430418,53808,140
2429614,53809,140
2434669,53818,159
2435512,53819,159
2435605,53820,159
2434915,53821,159
2434670,53822,159
2434479,53823,159
2434609,53824,159
2435215,53825,159
2434579,53826,159
2430338,53827,140
2430430,53829,140
2430431,53830,140
2429826,53831,140
2430604,53832,140
2430336,53833,140
2430307,53834,140
2429539,53835,140
2430084,54147,140
2429874,54152,140
2430269,54153,140
2430561,54154,140
2337798,54161,16
2338615,54161,23
2434919,54162,159
2435749,54163,159
2435904,54164,159
2434263,54165,159
2434995,54166,159
2436007,54167,159
2437735,54168,172
2438541,54169,172
2437795,54170,172
2438396,54171,172
2438614,54172,172
2434516,54173,159
2430313,54297,140
2430078,54298,140
2429544,54299,140
2429878,54300,140
2429785,54301,140
2430606,54302,140
2430270,54303,140
2429765,54304,140
2429828,54305,140
2430007,54306,140
2430103,54307,140
2429919,54308,140
2430688,54309,140
2429726,54310,140
2429913,54311,140
2430714,54312,140
2430483,54313,140
2431058,54322,147
2458023,54326,266
2458793,54327,266
2458635,54328,266
2458215,54329,266
2458235,54330,266
2458938,54331,266
2457875,54332,266
2457876,54333,266
2458022,54334,266
2458040,54335,266
2459014,54336,266
2458333,54337,266
2458995,54338,266
2458236,54465,266
2458755,54466,266
2458612,54467,266
2458541,54468,266
2458257,54469,266
2458318,54470,266
2458895,54471,266
2457892,54472,266
2458237,54473,266
2458301,54474,266
2458216,54475,266
2456059,54476,265
2458653,54476,266
2513554,54477,479
2329959,54481,443
2437784,54482,172
2428307,54484,135
2458170,54495,266
2458675,54496,266
2458524,54497,266
2458694,54498,266
2458590,54499,266
2458171,54500,266
2458846,54501,266
2454139,54640,216
2452743,54641,216
2454140,54646,216
2452881,54647,216
2435284,54653,159
2434677,54654,159
2434300,54655,159
2429902,54663,140
2430342,54664,140
2429599,54665,140
2429616,54666,140
2429932,54667,140
2430186,54668,140
2430691,54669,140
2430130,54670,140
2337889,54691,16
2338732,54691,23
2437808,54805,172
2437737,54806,172
2435197,54807,159
2434211,54808,159
2436670,54814,163
2436789,54815,163
2437002,54816,163
2436595,54817,163
2329972,54836,443
2427132,54837,131
2407343,54846,115
2407718,54847,115
2318948,54979,380
2319373,54980,380
2319341,54981,380
2319001,54982,380
2319457,54983,380
2319821,54984,380
2437455,54995,169
2438542,55006,172
2438341,55007,172
2438407,55008,172
2436201,55009,161
2436229,55010,161
2436177,55011,161
2436213,55012,161
2430312,55177,140
2435531,55178,159
2434399,55179,159
2435810,55180,159
2426610,55183,124
2429649,55186,140
2429827,55187,140
2430340,55188,140
2431209,55336,147
2430950,55337,147
2431256,55338,147
2431063,55339,147
2431128,55340,147
2431236,55341,147
2438833,55342,175
2444207,55342,204
2439256,55343,175
2444325,55343,204
2439183,55344,175
2444304,55344,204
2439216,55345,175
2444312,55345,204
2438795,55346,175
2444196,55346,204
2438691,55347,175
2444157,55347,204
2439166,55348,175
2444298,55348,204
2438720,55349,175
2444172,55349,204
2438787,55350,175
2444195,55350,204
2439594,55351,175
2444436,55351,204
2438936,55352,175
2444234,55352,204
2438860,55353,175
2444220,55353,204
2438887,55354,175
2444225,55354,204
2438761,55355,175
2444184,55355,204
2439267,55356,175
2444330,55356,204
2438888,55357,175
2444226,55357,204
2439535,55358,175
2444415,55358,204
2438864,55359,175
2444222,55359,204
2439297,55360,175
2444342,55360,204
2439700,55361,175
2444464,55361,204
2430185,55438,140
2435304,55438,159
2429830,55439,140
2434712,55439,159
2433622,55440,157
2436010,55440,159
2444449,55440,204
2432715,55441,157
2435195,55441,159
2444308,55441,204
2433380,55442,157
2435819,55442,159
2444413,55442,204
2433465,55443,157
2435873,55443,159
2444430,55443,204
2433203,55444,157
2435663,55444,159
2444388,55444,204
2432021,55445,157
2434513,55445,159
2444205,55445,204
2432938,55446,157
2435389,55446,159
2444341,55446,204
2432286,55447,157
2434776,55447,159
2444243,55447,204
2432403,55448,157
2434916,55448,159
2444265,55448,204
2431763,55449,157
2434282,55449,159
2444162,55449,204
2432404,55450,157
2434917,55450,159
2444266,55450,204
2433264,55451,157
2435717,55451,159
2444396,55451,204
2431780,55452,157
2434294,55452,159
2444165,55452,204
2432714,55453,157
2435193,55453,159
2444307,55453,204
2433404,55454,157
2435834,55454,159
2444414,55454,204
2433087,55455,157
2435532,55455,159
2444370,55455,204
2432876,55456,157
2435326,55456,159
2444328,55456,204
2432320,55457,157
2434813,55457,159
2444252,55457,204
2433068,55458,157
2435514,55458,159
2444365,55458,204
2432368,55459,157
2434881,55459,159
2444259,55459,204
2431853,55460,157
2434361,55460,159
2444178,55460,204
2431744,55461,157
2434259,55461,159
2444156,55461,204
2431781,55462,157
2434295,55462,159
2444166,55462,204
2433732,55463,157
2436092,55463,159
2444468,55463,204
2433328,55464,157
2435769,55464,159
2444406,55464,204
2433733,55465,157
2436093,55465,159
2444469,55465,204
2433144,55466,157
2435606,55466,159
2444381,55466,204
2432390,55467,157
2434907,55467,159
2444264,55467,204
2432566,55468,157
2435061,55468,159
2444289,55468,204
2431984,55469,157
2434481,55469,159
2444201,55469,204
2434746,55470,159
2430648,55471,140
2429674,55472,140
2430027,55473,140
2430686,55474,140
2430181,55475,140
2430210,55476,140
2430379,55477,140
2430432,55478,140
2436314,55490,163
2436275,55491,163
2436850,55492,163
2437117,55493,163
2436818,55494,163
2435248,55513,159
2436205,55513,161
2435550,55514,159
2436227,55514,161
2435934,55515,159
2436257,55515,161
2436071,55516,159
2436269,55516,161
2434365,55517,159
2434517,55518,159
2434637,55519,159
2435665,55520,159
2429952,55521,140
2430401,55522,140
2428310,55523,135
2428861,55524,135
2428907,55525,135
2428668,55526,135
2428774,55527,135
2428713,55528,135
2428985,55529,135
2430560,55530,140
2430399,55531,140
2438984,55539,175
2434639,55568,159
2435333,55569,159
2434753,55570,159
2435411,55571,159
2434845,55572,159
2435032,55573,159
2434583,55574,159
2434920,55575,159
2437947,55576,172
2437825,55577,172
2438525,55578,172
2438449,55579,172
2438554,55580,172
2437940,55581,172
2438025,55582,172
2437746,55583,172
2435156,55584,159
2434964,55585,159
2458456,55586,266
2458589,55587,266
2458334,55588,266
2458754,55589,266
2457890,55590,266
2457891,55591,266
2458894,55592,266
2458510,55593,266
2458965,55594,266
2458830,55595,266
2458792,55596,266
2458280,55597,266
2457633,55598,259
2458957,55598,266
2434749,55599,159
2435903,55600,159
2436094,55601,159
2434482,55602,159
2434546,55603,159
2434842,55604,159
2435931,55605,159
2435718,55606,159
2435930,55607,159
2435216,55608,159
2435659,55616,159
2435173,55617,159
2434748,55618,159
2435746,55619,159
2434392,55620,159
2435690,55621,159
2434708,55622,159
2434880,55623,159
2434812,55624,159
2436064,55625,159
2434360,55626,159
2435878,55627,159
2435147,55628,159
2435805,55629,159
2435120,55630,159
2436068,55631,159
2435664,55632,159
2435119,55633,159
2434548,55634,159
2435750,55635,159
2435146,55636,159
2434430,55637,159
2434299,55638,159
2435274,55639,159
2435792,55640,159
2338049,55644,16
2337930,55645,16
2337694,55646,16
2437414,55654,169
2437306,55659,169
2437595,55661,169
2437511,55662,169
2437197,55663,169
2437326,55666,169
2330984,55715,2
2330426,55716,2
2330638,55717,2
2330075,55718,2
2457654,55737,259
2458981,55737,266
2457655,55738,259
2458982,55738,266
2457432,55739,259
2458695,55739,266
2459112,55740,267
2459212,55741,267
2459037,55742,267
2459269,55743,267
2459053,55744,267
2459144,55745,267
2430288,55746,140
2430358,55756,140
2429875,55757,140
2430605,55758,140
2429876,55759,140
2427339,55761,131
2430183,55764,140
2439904,55764,180
2430482,55765,140
2439967,55765,180
2430120,55766,140
2439888,55766,180
2429542,55767,140
2439780,55767,180
2431854,55768,157
2434547,55787,159
2434612,55788,159
2434752,55789,159
2434747,55790,159
2435387,55791,159
2435359,55792,159
2435545,55793,159
2435205,55794,159
2435638,55795,159
2435745,55796,159
2434391,55797,159
2435329,55798,159
2434611,55799,159
2435330,55800,159
2435485,55801,159
2434857,55802,159
2434745,55803,159
2435272,55804,159
2434249,55805,159
2434296,55806,159
2435358,55807,159
2435194,55808,159
2434671,55809,159
2435658,55810,159
2434610,55811,159
2435116,55812,159
2434480,55813,159
2434544,55814,159
2436158,55814,161
2435273,55815,159
2436210,55815,161
2434775,55816,159
2436170,55816,161
2429648,55817,140
2434428,55817,159
2429692,55818,140
2434483,55818,159
2430182,55819,140
2435302,55819,159
2429802,55820,140
2434673,55820,159
2430145,55821,140
2435245,55821,159
2430212,55822,140
2435331,55822,159
2435422,55823,159
2435388,55824,159
2436067,55825,159
2434965,55826,159
2435029,55827,159
2434261,55828,159
2435423,55829,159
2435117,55830,159
2434209,55831,159
2434994,55832,159
2431782,55860,157
2437783,55860,172
2444168,55860,204
2433552,55861,157
2438544,55861,172
2444442,55861,204
2433330,55862,157
2438466,55862,172
2444408,55862,204
2431683,55863,157
2437736,55863,172
2444147,55863,204
2432568,55864,157
2438127,55864,172
2444292,55864,204
2433297,55865,157
2438450,55865,172
2444402,55865,204
2432510,55890,157
2433471,55891,157
2437052,55899,163
2436708,55900,163
2432682,55901,157
2438344,55910,172
2428545,55921,135
2429741,55922,140
2431120,55924,147
2430203,55925,140
2431072,55926,147
2430797,55927,147
2435744,55953,159
2434969,55954,159
2434397,55955,159
2435984,55956,159
2435692,55957,159
2434638,55958,159
2435365,55959,159
2434889,55960,159
2434433,55961,159
2434676,55962,159
2435611,55963,159
2435517,55964,159
2430690,55965,140
2430717,55966,140
2429609,55967,140
2429933,55968,140
2430734,55969,140
2429972,55970,140
2430314,55971,140
2430468,55972,140
2429677,55973,140
2430188,55974,140
2429701,55975,140
2430736,55976,140
2430485,55977,140
2429954,55978,140
2431886,55979,157
2430073,55980,140
2434890,55981,159
2434520,55982,159
2435003,55983,159
2434363,55984,159
2435905,55985,159
2435391,55986,159
2435751,55987,159
2434999,55991,159
2435425,55992,159
2435275,55993,159
2429766,55994,140
2430252,55995,140
2433124,55996,157
2438355,55996,172
2444377,55996,204
2432405,55997,157
2438066,55997,172
2444267,55997,204
2432567,55998,157
2438125,55998,172
2444290,55998,204
2433406,55999,157
2438497,55999,172
2444420,55999,204
2432839,56000,157
2438236,56000,172
2444326,56000,204
2432536,56001,157
2438114,56001,172
2444287,56001,204
2432226,56002,157
2437981,56002,172
2444237,56002,204
2432877,56003,157
2438247,56003,172
2444333,56003,204
2432022,56004,157
2437887,56004,172
2444208,56004,204
2438430,56005,172
2437862,56006,172
2437888,56007,172
2438108,56008,172
2437948,56009,172
2437767,56010,172
2437905,56011,172
2438342,56012,172
2438112,56013,172
2437919,56014,172
2437859,56015,172
2438150,56016,172
2438024,56017,172
2438480,56018,172
2437860,56019,172
2438185,56020,172
2437870,56021,172
2438050,56022,172
2438083,56023,172
2438422,56024,172
2438368,56025,172
2437756,56026,172
2438586,56027,172
2438517,56028,172
2438598,56029,172
2438446,56030,172
2438377,56031,172
2437861,56032,172
2438094,56033,172
2438205,56034,172
2438568,56035,172
2438023,56036,172
2438375,56037,172
2438177,56038,172
2437842,56039,172
2438203,56040,172
2437886,56041,172
2437843,56042,172
2438473,56043,172
2457893,56066,266
2458636,56067,266
2458100,56068,266
2458946,56069,266
2458375,56070,266
2457894,56071,266
2434207,56085,159
2434427,56086,159
2435879,56087,159
2435770,56088,159
2434298,56089,159
2435660,56090,159
2434208,56091,159
2434937,56092,159
2434938,56093,159
2434939,56094,159
2436123,56095,159
2429950,56111,140
2429764,56114,140
2430067,56115,140
2434882,56116,159
2434512,56117,159
2436066,56118,159
2435363,56119,159
2434580,56120,159
2444221,56120,204
2435551,56121,159
2444372,56121,204
2434398,56122,159
2444185,56122,204
2435837,56123,159
2444416,56123,204
2435062,56124,159
2444291,56124,204
2435033,56125,159
2444286,56125,204
2435002,56126,159
2444280,56126,204
2435157,56127,159
2444303,56127,204
2434986,56128,159
2444279,56128,204
2434764,56129,159
2435935,56130,159
2435693,56131,159
2434781,56132,159
2435694,56133,159
2434942,56134,159
2435666,56135,159
2435249,56136,159
2435158,56137,159
2435093,56138,159
2436098,56139,159
2436035,56140,159
2435857,56141,159
2436036,56142,159
2444454,56142,204
2436100,56143,159
2444470,56143,204
2434550,56144,159
2444214,56144,204
2434551,56145,159
2444215,56145,204
2434816,56146,159
2444253,56146,204
2435574,56147,159
2444378,56147,204
2434515,56148,159
2444206,56148,204
2435486,56149,159
2444359,56149,204
2435332,56150,159
2444331,56150,204
2434765,56151,159
2444241,56151,204
2435198,56152,159
2444310,56152,204
2435335,56153,159
2444334,56153,204
2434956,56154,159
2444273,56154,204
2434971,56155,159
2444274,56155,204
2435936,56156,159
2444440,56156,204
2434456,56157,159
2444197,56157,204
2434400,56158,159
2444186,56158,204
2435811,56159,159
2444412,56159,204
2435809,56160,159
2444411,56160,204
2434778,56161,159
2444244,56161,204
2438534,56162,172
2438447,56171,172
2438602,56175,172
2436172,56176,161
2436146,56177,161
2436204,56178,161
2430326,56179,140
2438324,56179,172
2429953,56180,140
2438068,56180,172
2433329,56181,157
2438463,56181,172
2444407,56181,204
2431931,56182,157
2437844,56182,172
2444190,56182,204
2432224,56183,157
2437977,56183,172
2444235,56183,204
2432406,56184,157
2438067,56184,172
2444268,56184,204
2431712,56185,157
2437745,56185,172
2444151,56185,204
2433265,56186,157
2438428,56186,172
2444397,56186,204
2432342,56187,157
2438039,56187,172
2444255,56187,204
2433173,56188,157
2438395,56188,172
2444386,56188,204
2432912,56189,157
2438268,56189,172
2444338,56189,204
2433405,56190,157
2438496,56190,172
2444419,56190,204
2432225,56191,157
2437980,56191,172
2444236,56191,204
2432094,56192,157
2437920,56192,172
2444223,56192,204
2433125,56193,157
2438359,56193,172
2444379,56193,204
2431783,56194,157
2437786,56194,172
2444169,56194,204
2438618,56195,172
2438165,56196,172
2438300,56197,172
2438235,56198,172
2438569,56199,172
2437871,56200,172
2438095,56201,172
2438605,56202,172
2437904,56203,172
2438613,56204,172
2437858,56205,172
2438092,56206,172
2438646,56207,174
2435462,56210,159
2434338,56213,159
2434518,56216,159
2435334,56219,159
2435907,56222,159
2435118,56225,159
2436008,56228,159
2434362,56231,159
2434484,56234,159
2434349,56237,159
2436178,56238,161
2435881,56239,159
2436255,56239,161
2436244,56240,161
2438482,56240,172
2436216,56241,161
2435564,56269,159
2434206,56270,159
2434258,56271,159
2435028,56272,159
2435244,56273,159
2435906,56292,159
2438543,56293,172
2434237,56295,159
2444152,56295,204
2435838,56296,159
2444417,56296,204
2434297,56297,159
2444167,56297,204
2435328,56298,159
2444329,56298,204
2434672,56299,159
2444231,56299,204
2434473,56300,159
2444199,56300,204
2434545,56301,159
2444212,56301,204
2435421,56302,159
2444350,56302,204
2435013,56303,159
2444285,56303,204
2435301,56304,159
2444324,56304,204
2435853,56305,159
2435327,56306,159
2434711,56307,159
2430070,56308,140
2435092,56308,159
2429598,56309,140
2434335,56309,159
2429743,56310,140
2434581,56310,159
2434485,56311,159
2436070,56312,159
2435121,56313,159
2444296,56313,204
2434843,56314,159
2444254,56314,204
2436034,56315,159
2444453,56315,204
2435609,56316,159
2444382,56316,204
2435122,56317,159
2434210,56318,159
2435720,56319,159
2435610,56323,159
2435575,56324,159
2434968,56325,159
2434432,56326,159
2434336,56327,159
2434455,56328,159
2438457,56340,172
2438553,56341,172
2438315,56342,172
2438587,56343,172
2438113,56344,172
2438615,56345,172
2438616,56346,172
2438279,56347,172
2438135,56348,172
2438008,56349,172
2437929,56350,172
2438286,56351,172
2438465,56352,172
2438604,56353,172
2438178,56354,172
2438136,56355,172
2438009,56356,172
2438343,56357,172
2438010,56358,172
2438448,56359,172
2438357,56360,172
2438280,56361,172
2437962,56362,172
2430343,56370,140
2438345,56370,172
2429903,56371,140
2438026,56371,172
2430672,56372,140
2438570,56372,172
2429635,56373,140
2437824,56373,172
2430421,56374,140
2438408,56374,172
2430104,56375,140
2438164,56375,172
2430587,56376,140
2438524,56376,172
2430050,56377,140
2438126,56377,172
2429984,56378,140
2438093,56378,172
2429854,56379,140
2437997,56379,172
2429782,56380,140
2437946,56380,172
2429742,56381,140
2437918,56381,172
2429855,56382,140
2437998,56382,172
2429856,56383,140
2437999,56383,172
2430380,56384,140
2438376,56384,172
2430502,56385,140
2438479,56385,172
2430309,56386,140
2438313,56386,172
2430004,56387,140
2438106,56387,172
2430310,56388,140
2438314,56388,172
2435217,56393,159
2434431,56394,159
2434835,56395,159
2435573,56396,159
2434710,56397,159
2434814,56398,159
2434519,56419,159
2435219,56420,159
2436101,56421,159
2435159,56422,159
2434817,56423,159
2435246,56424,159
2434751,56425,159
2435691,56426,159
2434262,56427,159
2434918,56428,159
2435748,56429,159
2437976,56430,172
2434331,56432,159
2436805,56435,163
2437485,56435,169
2436806,56436,163
2437066,56437,163
2437366,56446,169
2437450,56447,169
2437193,56448,169
2437501,56449,169
2457431,56450,259
2459234,56450,267
2457025,56451,259
2459122,56451,267
2456862,56452,259
2459070,56452,267
2338399,56455,22
2338741,56455,23
2338553,56456,23
2338485,56457,22
2338993,56457,23
2338880,56458,23
2338840,56459,23
2338634,56460,23
2338743,56461,23
2338718,56462,23
2338757,56463,23
2338793,56464,23
2430291,56465,140
2430329,56466,140
2430527,56467,140
2429718,56468,140
2430279,56469,140
2430011,56470,140
2338109,56471,18
2338576,56471,23
2338115,56472,18
2338619,56472,23
2338136,56473,18
2338879,56473,23
2338098,56474,18
2338515,56474,23
2338105,56475,18
2338543,56475,23
2435063,56478,159
2434836,56479,159
2434613,56480,159
2435985,56481,159
2439754,56482,176
2439765,56483,176
2439745,56484,176
2439768,56485,176
2447971,56492,210
2450725,56492,214
2329973,56493,443
2428736,56497,135
2329979,56500,443
2340621,56505,30
2428007,56507,131
2427131,56508,131
2426836,56509,126
2338448,56512,22
2338917,56512,23
2515308,56513,500
2516826,56513,503
2360777,56514,81
2430033,56515,140
2338486,56519,22
2521682,56520,578
2435547,56521,159
2430631,56523,140
2430146,56524,140
2438204,56524,172
2429969,56525,140
2438082,56525,172
2430715,56526,140
2438601,56526,172
2489881,56527,321
2491317,56528,321
2491193,56529,321
2491056,56530,321
2490011,56531,321
2429164,56542,138
2331249,56543,3
2437456,56544,169
2437703,56545,169
2519852,56547,538
2429676,56549,140
2438049,56556,172
2435958,56575,159
2434395,56576,159
2434844,56577,159
2435247,56578,159
2434940,56579,159
2436230,56580,161
2436194,56581,161
2436181,56582,161
2436182,56583,161
2436171,56584,161
2436239,56585,161
2434967,56586,159
2436188,56586,161
2435424,56587,159
2436217,56587,161
2435218,56588,159
2436203,56588,161
2434396,56589,159
2436149,56589,161
2436097,56590,159
2436272,56590,161
2435836,56591,159
2436247,56591,161
2436195,56592,161
2436268,56593,161
2436267,56594,161
2436214,56595,161
2436183,56596,161
2436145,56597,161
2436231,56598,161
2436240,56599,161
2436220,56600,161
2436187,56601,161
2436209,56602,161
2436238,56603,161
2436186,56604,161
2436219,56605,161
2451292,56606,216
2453402,56607,216
2454558,56608,216
2452175,56609,216
2436376,56619,163
2430378,56620,140
2518477,56621,503
2517087,56622,503
2517421,56623,503
2436377,56624,163
2436336,56625,163
2430286,56626,140
2430048,56627,140
2484279,56639,308
2338992,56645,23
2429727,56657,140
2430382,56658,140
2429803,56659,140
2430689,56660,140
2430008,56662,140
2429580,56663,140
2430009,56664,140
2430071,56665,140
2430031,56666,140
2430625,56668,140
2430311,56669,140
2430526,56670,140
2429877,56671,140
2429615,56672,140
2430653,56673,140
2429787,56674,140
2430654,56675,140
2430719,56676,140
2429620,56677,140
2430610,56678,140
2429900,56679,140
2434429,56682,159
2435303,56683,159
2434549,56684,159
2435487,56685,159
2434675,56686,159
2330693,56687,2
2330134,56688,2
2434614,56689,159
2435465,56692,159
2434972,56693,159
2437632,56716,169
2437403,56717,169
2437396,56718,169
2437270,56719,169
2434679,56738,159
2437302,56738,169
2434891,56739,159
2437350,56739,169
2454756,56740,216
2452431,56741,216
2452022,56742,216
2454829,56743,216
2451962,56744,216
2438206,56745,172
2437797,56746,172
2438107,56747,172
2438617,56748,172
2438051,56749,172
2438052,56750,172
2437978,56751,172
2438360,56752,172
2438451,56753,172
2438589,56754,172
2438526,56755,172
2438054,56756,172
2438301,56757,172
2438571,56758,172
2438238,56759,172
2438361,56760,172
2435364,56769,159
2438493,56770,172
2435855,56777,159
2435880,56778,159
2435546,56779,159
2435052,56780,159
2438022,56781,172
2453154,56785,216
2452021,56786,216
2516206,56787,500
2518233,56787,503
2330540,56788,2
2337677,56790,16
2338314,56790,22
2338488,56790,23
2338044,56791,16
2338458,56791,22
2338935,56791,23
2339807,56792,24
2434393,56794,159
2337920,56810,16
2338781,56810,23
2337749,56811,16
2338564,56811,23
2337969,56812,16
2338829,56812,23
2337929,56813,16
2338411,56813,22
2338789,56813,23
2329982,56814,443
2338130,56815,18
2338328,56816,22
2338462,56818,22
2338393,56819,22
2436074,56820,159
2434941,56860,159
2435264,56861,159
2434970,56862,159
2435622,56863,159
2435031,56864,159
2434886,56870,159
2437345,56870,169
2434887,56871,159
2437346,56871,169
2434888,56872,159
2436009,56873,159
2435000,56874,159
2431057,56875,147
2431028,56876,147
2430963,56877,147
2338402,56878,22
2338754,56878,23
2338403,56879,22
2338755,56879,23
2338430,56880,22
2338871,56880,23
2338414,56881,22
2338818,56881,23
2430692,56889,140
2438588,56889,172
2429831,56895,140
2437983,56895,172
2438423,56896,172
2438362,56897,172
2438187,56898,172
2438409,56899,172
2434944,56900,159
2435366,56901,159
2435094,56902,159
2434401,56903,159
2434885,56904,159
2438176,56915,172
2438445,56916,172
2438494,56917,172
2436069,56927,159
2434334,56928,159
2434883,56929,159
2437807,56930,172
2438111,56931,172
2438427,56932,172
2435752,56939,159
2434678,56940,159
