indref_id,drugind_id,ref_type,ref_id,ref_url
595120,55864,ClinicalTrials,NCT00474864,https://clinicaltrials.gov/search?term=NCT00474864
595121,55865,ClinicalTrials,NCT00140244,https://clinicaltrials.gov/search?term=NCT00140244
595122,43662,ClinicalTrials,"NCT00050791,NCT00073242,NCT00392925,NCT00673387,NCT00710814,NCT00819234,NCT01155180,NCT01235741,NCT01275053",https://clinicaltrials.gov/search?term=NCT00050791%20NCT00073242%20NCT00392925%20NCT00673387%20NCT00710814%20NCT00819234%20NCT01155180%20NCT01235741%20NCT01275053
595123,133697,DailyMed,c986f93b-855d-4ef0-b620-5d41a0513e48,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c986f93b-855d-4ef0-b620-5d41a0513e48
595124,126925,ClinicalTrials,NCT00027456,https://clinicaltrials.gov/search?term=NCT00027456
595125,144142,ClinicalTrials,NCT00140231,https://clinicaltrials.gov/search?term=NCT00140231
595126,46756,ClinicalTrials,NCT00596934,https://clinicaltrials.gov/search?term=NCT00596934
595127,116400,ClinicalTrials,NCT00130117,https://clinicaltrials.gov/search?term=NCT00130117
595128,52751,ClinicalTrials,"NCT00005905,NCT00025883,NCT01778556",https://clinicaltrials.gov/search?term=NCT00005905%20NCT00025883%20NCT01778556
595129,52751,FDA,label/2014/125390s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125390s000lbl.pdf
595130,136914,ClinicalTrials,NCT05351164,https://clinicaltrials.gov/search?term=NCT05351164
595131,55867,ClinicalTrials,NCT00362440,https://clinicaltrials.gov/search?term=NCT00362440
595132,136915,ClinicalTrials,NCT01268644,https://clinicaltrials.gov/search?term=NCT01268644
595133,136916,EMA,EMEA/H/C/004218,https://www.ema.europa.eu/en/medicines/human/EPAR/myalepta
595134,136916,ClinicalTrials,NCT02404896,https://clinicaltrials.gov/search?term=NCT02404896
595135,50966,ClinicalTrials,NCT00431873,https://clinicaltrials.gov/search?term=NCT00431873
595136,50463,ClinicalTrials,"NCT00358982,NCT02429375",https://clinicaltrials.gov/search?term=NCT00358982%20NCT02429375
595137,55870,ClinicalTrials,"NCT00324129,NCT00324220,NCT00374296,NCT00666497,NCT02018926",https://clinicaltrials.gov/search?term=NCT00324129%20NCT00324220%20NCT00374296%20NCT00666497%20NCT02018926
595138,126926,ClinicalTrials,NCT02993991,https://clinicaltrials.gov/search?term=NCT02993991
595139,55871,ClinicalTrials,"NCT00324220,NCT00374296,NCT00666497",https://clinicaltrials.gov/search?term=NCT00324220%20NCT00374296%20NCT00666497
595140,55873,ClinicalTrials,NCT02303262,https://clinicaltrials.gov/search?term=NCT02303262
595141,107555,ClinicalTrials,NCT00324129,https://clinicaltrials.gov/search?term=NCT00324129
595142,50706,ClinicalTrials,"NCT00323934,NCT00359086",https://clinicaltrials.gov/search?term=NCT00323934%20NCT00359086
595143,55874,ClinicalTrials,NCT00372437,https://clinicaltrials.gov/search?term=NCT00372437
595144,107556,ClinicalTrials,NCT03565406,https://clinicaltrials.gov/search?term=NCT03565406
595145,116402,ClinicalTrials,NCT04299113,https://clinicaltrials.gov/search?term=NCT04299113
595146,55876,ClinicalTrials,NCT02954991,https://clinicaltrials.gov/search?term=NCT02954991
595147,107557,ClinicalTrials,NCT02236195,https://clinicaltrials.gov/search?term=NCT02236195
595148,144143,ClinicalTrials,NCT02805660,https://clinicaltrials.gov/search?term=NCT02805660
595149,116403,ClinicalTrials,NCT03220477,https://clinicaltrials.gov/search?term=NCT03220477
595150,116404,ClinicalTrials,NCT02282358,https://clinicaltrials.gov/search?term=NCT02282358
595151,136917,ClinicalTrials,NCT05342272,https://clinicaltrials.gov/search?term=NCT05342272
595152,55877,ClinicalTrials,NCT01975688,https://clinicaltrials.gov/search?term=NCT01975688
595153,126927,ClinicalTrials,NCT04592159,https://clinicaltrials.gov/search?term=NCT04592159
595154,55879,ClinicalTrials,NCT01887301,https://clinicaltrials.gov/search?term=NCT01887301
595155,107558,ClinicalTrials,NCT03782402,https://clinicaltrials.gov/search?term=NCT03782402
595156,55880,ClinicalTrials,NCT02956226,https://clinicaltrials.gov/search?term=NCT02956226
595157,52745,ATC,N02BG10,https://www.whocc.no/atc_ddd_index/?code=N02BG10
595158,52745,ClinicalTrials,"NCT01606189,NCT01606202,NCT01893424",https://clinicaltrials.gov/search?term=NCT01606189%20NCT01606202%20NCT01893424
595159,55883,ClinicalTrials,NCT03087201,https://clinicaltrials.gov/search?term=NCT03087201
595160,55884,ClinicalTrials,"NCT00872144,NCT05351801",https://clinicaltrials.gov/search?term=NCT00872144%20NCT05351801
595161,107559,ClinicalTrials,"NCT01037608,NCT01747850",https://clinicaltrials.gov/search?term=NCT01037608%20NCT01747850
595162,55885,ClinicalTrials,NCT01898520,https://clinicaltrials.gov/search?term=NCT01898520
595163,52730,ATC,N02BG10,https://www.whocc.no/atc_ddd_index/?code=N02BG10
595164,144144,ClinicalTrials,"NCT01812603,NCT01812616,NCT02432612",https://clinicaltrials.gov/search?term=NCT01812603%20NCT01812616%20NCT02432612
595165,136918,ClinicalTrials,"NCT00202423,NCT00391079,NCT01599234,NCT01610700,NCT01610713,NCT04203498",https://clinicaltrials.gov/search?term=NCT00202423%20NCT00391079%20NCT01599234%20NCT01610700%20NCT01610713%20NCT04203498
595166,39761,ClinicalTrials,NCT01281956,https://clinicaltrials.gov/search?term=NCT01281956
595167,55886,ClinicalTrials,NCT00248183,https://clinicaltrials.gov/search?term=NCT00248183
595168,116405,ClinicalTrials,NCT00448292,https://clinicaltrials.gov/search?term=NCT00448292
595169,50741,ClinicalTrials,NCT00621881,https://clinicaltrials.gov/search?term=NCT00621881
595170,50036,ATC,M01AE18,https://www.whocc.no/atc_ddd_index/?code=M01AE18
595171,54771,ClinicalTrials,NCT00541489,https://clinicaltrials.gov/search?term=NCT00541489
595172,107560,ClinicalTrials,NCT00674856,https://clinicaltrials.gov/search?term=NCT00674856
595173,136919,ClinicalTrials,"NCT00504127,NCT00542555",https://clinicaltrials.gov/search?term=NCT00504127%20NCT00542555
595174,107561,ClinicalTrials,NCT01603745,https://clinicaltrials.gov/search?term=NCT01603745
595175,107562,ClinicalTrials,NCT01670656,https://clinicaltrials.gov/search?term=NCT01670656
595176,136920,ClinicalTrials,NCT00127075,https://clinicaltrials.gov/search?term=NCT00127075
595177,133698,ClinicalTrials,NCT04939051,https://clinicaltrials.gov/search?term=NCT04939051
595178,55180,ClinicalTrials,NCT02532335,https://clinicaltrials.gov/search?term=NCT02532335
595179,50330,ClinicalTrials,NCT01904539,https://clinicaltrials.gov/search?term=NCT01904539
595180,50926,ClinicalTrials,"NCT02548351,NCT05573204",https://clinicaltrials.gov/search?term=NCT02548351%20NCT05573204
595181,50143,FDA,label/2016/207999s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207999s000lbl.pdf
595182,133699,ClinicalTrials,NCT02177136,https://clinicaltrials.gov/search?term=NCT02177136
595183,55889,ClinicalTrials,"NCT01265498,NCT02633956",https://clinicaltrials.gov/search?term=NCT01265498%20NCT02633956
595184,52052,ClinicalTrials,NCT02039219,https://clinicaltrials.gov/search?term=NCT02039219
595185,55890,EMA,EMEA/H/C/004093,https://www.ema.europa.eu/en/medicines/human/EPAR/ocaliva
595186,55890,ClinicalTrials,"NCT00550862,NCT00570765,NCT01473524,NCT01865812,NCT02308111,NCT03253276,NCT03633227,NCT04594694,NCT04956328,NCT05239468",https://clinicaltrials.gov/search?term=NCT00550862%20NCT00570765%20NCT01473524%20NCT01865812%20NCT02308111%20NCT03253276%20NCT03633227%20NCT04594694%20NCT04956328%20NCT05239468
595187,136921,ClinicalTrials,NCT05133830,https://clinicaltrials.gov/search?term=NCT05133830
595188,55891,ClinicalTrials,NCT01585025,https://clinicaltrials.gov/search?term=NCT01585025
595189,133700,DailyMed,cdfbe0cd-eb15-45a1-ac17-531bcda21aec,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cdfbe0cd-eb15-45a1-ac17-531bcda21aec
595190,116406,ClinicalTrials,NCT04053023,https://clinicaltrials.gov/search?term=NCT04053023
595191,136922,ClinicalTrials,NCT02430077,https://clinicaltrials.gov/search?term=NCT02430077
595192,136923,ClinicalTrials,NCT05112822,https://clinicaltrials.gov/search?term=NCT05112822
595193,50875,ClinicalTrials,NCT01340547,https://clinicaltrials.gov/search?term=NCT01340547
595194,55170,ClinicalTrials,NCT00439686,https://clinicaltrials.gov/search?term=NCT00439686
595195,55893,ClinicalTrials,NCT01555710,https://clinicaltrials.gov/search?term=NCT01555710
595196,55894,ClinicalTrials,"NCT00718484,NCT01168791",https://clinicaltrials.gov/search?term=NCT00718484%20NCT01168791
595197,144145,ClinicalTrials,"NCT00421135,NCT00607711",https://clinicaltrials.gov/search?term=NCT00421135%20NCT00607711
595198,116407,ClinicalTrials,NCT01703754,https://clinicaltrials.gov/search?term=NCT01703754
595199,126928,ClinicalTrials,NCT04762355,https://clinicaltrials.gov/search?term=NCT04762355
595200,136924,ClinicalTrials,"NCT02190747,NCT02279095,NCT02521792,NCT02979769,NCT03312634,NCT04829773,NCT04829786,NCT05027802",https://clinicaltrials.gov/search?term=NCT02190747%20NCT02279095%20NCT02521792%20NCT02979769%20NCT03312634%20NCT04829773%20NCT04829786%20NCT05027802
595201,136924,USAN,PALOVAROTENE,https://searchusan.ama-assn.org/finder/usan/search/PALOVAROTENE/relevant/1/
595202,136924,FDA,label/2023/215559s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215559s000lbl.pdf
595203,144146,USAN,PALOVAROTENE,https://searchusan.ama-assn.org/finder/usan/search/PALOVAROTENE/relevant/1/
595204,136925,ClinicalTrials,"NCT00134251,NCT00269516,NCT00332917,NCT00335374,NCT00406588,NCT00407095,NCT00903838",https://clinicaltrials.gov/search?term=NCT00134251%20NCT00269516%20NCT00332917%20NCT00335374%20NCT00406588%20NCT00407095%20NCT00903838
595205,48235,ClinicalTrials,NCT01756053,https://clinicaltrials.gov/search?term=NCT01756053
595206,45988,ClinicalTrials,"NCT00391729,NCT00443391,NCT00528697,NCT00554385,NCT00640185,NCT00640419,NCT00686933",https://clinicaltrials.gov/search?term=NCT00391729%20NCT00443391%20NCT00528697%20NCT00554385%20NCT00640185%20NCT00640419%20NCT00686933
595207,136926,ClinicalTrials,"NCT00069849,NCT00555204,NCT00809510",https://clinicaltrials.gov/search?term=NCT00069849%20NCT00555204%20NCT00809510
595208,47568,ClinicalTrials,NCT00640926,https://clinicaltrials.gov/search?term=NCT00640926
595209,27409,ClinicalTrials,NCT03081143,https://clinicaltrials.gov/search?term=NCT03081143
595210,107563,ClinicalTrials,NCT03650764,https://clinicaltrials.gov/search?term=NCT03650764
595211,43132,ClinicalTrials,"NCT00627042,NCT01140347,NCT01246986,NCT02069041,NCT02435433,NCT05856864",https://clinicaltrials.gov/search?term=NCT00627042%20NCT01140347%20NCT01246986%20NCT02069041%20NCT02435433%20NCT05856864
595212,44380,ClinicalTrials,"NCT01253525,NCT02213289",https://clinicaltrials.gov/search?term=NCT01253525%20NCT02213289
595213,47166,ClinicalTrials,NCT02564198,https://clinicaltrials.gov/search?term=NCT02564198
595214,55898,ClinicalTrials,NCT02791334,https://clinicaltrials.gov/search?term=NCT02791334
595215,55899,ClinicalTrials,"NCT03193918,NCT03281369,NCT04604132,NCT04675983",https://clinicaltrials.gov/search?term=NCT03193918%20NCT03281369%20NCT04604132%20NCT04675983
595216,55900,ClinicalTrials,NCT00895180,https://clinicaltrials.gov/search?term=NCT00895180
595217,107564,ClinicalTrials,"NCT03502746,NCT03560973",https://clinicaltrials.gov/search?term=NCT03502746%20NCT03560973
595218,42983,ATC,L01FG02,https://www.whocc.no/atc_ddd_index/?code=L01FG02
595219,42983,ClinicalTrials,"NCT00793975,NCT01005355,NCT01515306,NCT01567163,NCT01634555,NCT01682135,NCT02597036,NCT04557384",https://clinicaltrials.gov/search?term=NCT00793975%20NCT01005355%20NCT01515306%20NCT01567163%20NCT01634555%20NCT01682135%20NCT02597036%20NCT04557384
595220,44724,ClinicalTrials,NCT00515697,https://clinicaltrials.gov/search?term=NCT00515697
595221,116408,ClinicalTrials,NCT04267913,https://clinicaltrials.gov/search?term=NCT04267913
595222,55901,ClinicalTrials,NCT00533702,https://clinicaltrials.gov/search?term=NCT00533702
595223,116409,ClinicalTrials,NCT04145700,https://clinicaltrials.gov/search?term=NCT04145700
595224,53831,ClinicalTrials,"NCT02581215,NCT02791334",https://clinicaltrials.gov/search?term=NCT02581215%20NCT02791334
595225,55903,ClinicalTrials,NCT03281369,https://clinicaltrials.gov/search?term=NCT03281369
595226,23770,ClinicalTrials,"NCT00735696,NCT01160744,NCT01168973,NCT01703091,NCT02079636,NCT02411448,NCT02730247,NCT02789345,NCT02831491,NCT03527108,NCT03689855,NCT03904108,NCT03909334,NCT03971474,NCT04040361,NCT04120454,NCT04151563,NCT04310007,NCT04332367,NCT04340882,NCT04394624,NCT05007769,NCT05062980,NCT05096663,NCT05633602,NCT05642572",https://clinicaltrials.gov/search?term=NCT00735696%20NCT01160744%20NCT01168973%20NCT01703091%20NCT02079636%20NCT02411448%20NCT02730247%20NCT02789345%20NCT02831491%20NCT03527108%20NCT03689855%20NCT03904108%20NCT03909334%20NCT03971474%20NCT04040361%20NCT04120454%20NCT04151563%20NCT04310007%20NCT04332367%20NCT04340882%20NCT04394624%20NCT05007769%20NCT05062980%20NCT05096663%20NCT05633602%20NCT05642572
595227,23770,DailyMed,c6080942-dee6-423e-b688-1272c2ae90d4,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c6080942-dee6-423e-b688-1272c2ae90d4
595228,55904,EMA,EMEA/H/C/002829,https://www.ema.europa.eu/en/medicines/human/EPAR/cyramza
595229,55904,ClinicalTrials,"NCT02359058,NCT02934464",https://clinicaltrials.gov/search?term=NCT02359058%20NCT02934464
595230,55905,ClinicalTrials,NCT02795858,https://clinicaltrials.gov/search?term=NCT02795858
595231,107566,ClinicalTrials,NCT03762564,https://clinicaltrials.gov/search?term=NCT03762564
595232,116410,ClinicalTrials,NCT03013218,https://clinicaltrials.gov/search?term=NCT03013218
595233,107567,ClinicalTrials,NCT02426125,https://clinicaltrials.gov/search?term=NCT02426125
595234,107568,ClinicalTrials,"NCT03694002,NCT03921671",https://clinicaltrials.gov/search?term=NCT03694002%20NCT03921671
595235,116411,ClinicalTrials,NCT03921671,https://clinicaltrials.gov/search?term=NCT03921671
595236,116412,ClinicalTrials,NCT01111604,https://clinicaltrials.gov/search?term=NCT01111604
595237,116413,ClinicalTrials,NCT04145349,https://clinicaltrials.gov/search?term=NCT04145349
595238,55906,ClinicalTrials,NCT02745769,https://clinicaltrials.gov/search?term=NCT02745769
595239,55907,ClinicalTrials,"NCT00862784,NCT01079780,NCT01183780,NCT01286818,NCT02745769,NCT03520946",https://clinicaltrials.gov/search?term=NCT00862784%20NCT01079780%20NCT01183780%20NCT01286818%20NCT02745769%20NCT03520946
595240,107570,ClinicalTrials,NCT02520141,https://clinicaltrials.gov/search?term=NCT02520141
595241,116414,ClinicalTrials,"NCT01170663,NCT01983878,NCT03704077,NCT03766607,NCT04632459,NCT04888663,NCT05190445",https://clinicaltrials.gov/search?term=NCT01170663%20NCT01983878%20NCT03704077%20NCT03766607%20NCT04632459%20NCT04888663%20NCT05190445
595242,116415,ClinicalTrials,NCT02711553,https://clinicaltrials.gov/search?term=NCT02711553
595243,144147,ClinicalTrials,"NCT00786383,NCT01017731,NCT01285037",https://clinicaltrials.gov/search?term=NCT00786383%20NCT01017731%20NCT01285037
595244,116416,ClinicalTrials,NCT02520141,https://clinicaltrials.gov/search?term=NCT02520141
595245,116417,ClinicalTrials,"NCT00703326,NCT01234402,NCT01256567,NCT01427933,NCT02791334",https://clinicaltrials.gov/search?term=NCT00703326%20NCT01234402%20NCT01256567%20NCT01427933%20NCT02791334
595246,116418,ClinicalTrials,NCT02317991,https://clinicaltrials.gov/search?term=NCT02317991
595247,116419,ClinicalTrials,NCT00683475,https://clinicaltrials.gov/search?term=NCT00683475
595248,116420,ClinicalTrials,NCT01111604,https://clinicaltrials.gov/search?term=NCT01111604
595249,136927,ClinicalTrials,NCT00575159,https://clinicaltrials.gov/search?term=NCT00575159
595250,136928,ClinicalTrials,"NCT00291356,NCT00376038,NCT00495469,NCT00500331,NCT00501397,NCT00501683,NCT00501930,NCT00504816,NCT00519480,NCT00532610,NCT00559884,NCT00625859,NCT00671424,NCT01571661,NCT02537470",https://clinicaltrials.gov/search?term=NCT00291356%20NCT00376038%20NCT00495469%20NCT00500331%20NCT00501397%20NCT00501683%20NCT00501930%20NCT00504816%20NCT00519480%20NCT00532610%20NCT00559884%20NCT00625859%20NCT00671424%20NCT01571661%20NCT02537470
595251,55248,ClinicalTrials,NCT00817362,https://clinicaltrials.gov/search?term=NCT00817362
595252,55167,ClinicalTrials,NCT00564928,https://clinicaltrials.gov/search?term=NCT00564928
595253,55908,ClinicalTrials,NCT00113204,https://clinicaltrials.gov/search?term=NCT00113204
595254,50563,ClinicalTrials,NCT00627419,https://clinicaltrials.gov/search?term=NCT00627419
595255,55909,ClinicalTrials,"NCT01362400,NCT01427946",https://clinicaltrials.gov/search?term=NCT01362400%20NCT01427946
595256,50925,ClinicalTrials,NCT00969917,https://clinicaltrials.gov/search?term=NCT00969917
595257,144148,ClinicalTrials,"NCT00724425,NCT01193491",https://clinicaltrials.gov/search?term=NCT00724425%20NCT01193491
595258,116421,ClinicalTrials,NCT00627627,https://clinicaltrials.gov/search?term=NCT00627627
595259,116422,ClinicalTrials,"NCT00431015,NCT01228435",https://clinicaltrials.gov/search?term=NCT00431015%20NCT01228435
595260,136929,ClinicalTrials,NCT00688766,https://clinicaltrials.gov/search?term=NCT00688766
595261,55912,ClinicalTrials,NCT01105390,https://clinicaltrials.gov/search?term=NCT01105390
595262,55913,ClinicalTrials,NCT00422019,https://clinicaltrials.gov/search?term=NCT00422019
595263,55914,ClinicalTrials,NCT00791154,https://clinicaltrials.gov/search?term=NCT00791154
595264,55915,ClinicalTrials,"NCT02154490,NCT02926638",https://clinicaltrials.gov/search?term=NCT02154490%20NCT02926638
595265,55917,ClinicalTrials,NCT01113398,https://clinicaltrials.gov/search?term=NCT01113398
595266,116423,ClinicalTrials,"NCT01697072,NCT01791374,NCT02137343",https://clinicaltrials.gov/search?term=NCT01697072%20NCT01791374%20NCT02137343
595267,116424,ClinicalTrials,NCT00770848,https://clinicaltrials.gov/search?term=NCT00770848
595268,126929,ClinicalTrials,NCT00427440,https://clinicaltrials.gov/search?term=NCT00427440
595269,55918,ClinicalTrials,NCT00954512,https://clinicaltrials.gov/search?term=NCT00954512
595270,55919,ClinicalTrials,NCT00551213,https://clinicaltrials.gov/search?term=NCT00551213
595271,50625,ClinicalTrials,NCT00718692,https://clinicaltrials.gov/search?term=NCT00718692
595272,50693,ClinicalTrials,NCT00397072,https://clinicaltrials.gov/search?term=NCT00397072
595273,55921,ClinicalTrials,NCT00432302,https://clinicaltrials.gov/search?term=NCT00432302
595274,55922,ClinicalTrials,"NCT00299390,NCT00359359",https://clinicaltrials.gov/search?term=NCT00299390%20NCT00359359
595275,55923,ClinicalTrials,NCT00598507,https://clinicaltrials.gov/search?term=NCT00598507
595276,55925,ClinicalTrials,NCT00160069,https://clinicaltrials.gov/search?term=NCT00160069
595277,53349,ClinicalTrials,NCT00313248,https://clinicaltrials.gov/search?term=NCT00313248
595278,55926,ClinicalTrials,"NCT00246688,NCT00325351",https://clinicaltrials.gov/search?term=NCT00246688%20NCT00325351
595279,116426,ClinicalTrials,NCT00424060,https://clinicaltrials.gov/search?term=NCT00424060
595280,116427,ClinicalTrials,NCT00288249,https://clinicaltrials.gov/search?term=NCT00288249
595281,116428,ClinicalTrials,NCT00350051,https://clinicaltrials.gov/search?term=NCT00350051
595282,107573,ClinicalTrials,NCT03836001,https://clinicaltrials.gov/search?term=NCT03836001
595283,46164,ClinicalTrials,"NCT01951274,NCT03841331",https://clinicaltrials.gov/search?term=NCT01951274%20NCT03841331
595284,136930,ClinicalTrials,NCT01787578,https://clinicaltrials.gov/search?term=NCT01787578
595285,55928,ClinicalTrials,"NCT01787578,NCT03196765",https://clinicaltrials.gov/search?term=NCT01787578%20NCT03196765
595286,133701,ClinicalTrials,NCT00507936,https://clinicaltrials.gov/search?term=NCT00507936
595287,49553,ClinicalTrials,NCT00429091,https://clinicaltrials.gov/search?term=NCT00429091
595288,46963,ClinicalTrials,NCT00548925,https://clinicaltrials.gov/search?term=NCT00548925
595289,116429,ClinicalTrials,NCT00507936,https://clinicaltrials.gov/search?term=NCT00507936
595290,53993,ClinicalTrials,NCT01402440,https://clinicaltrials.gov/search?term=NCT01402440
595291,55929,ClinicalTrials,NCT01854606,https://clinicaltrials.gov/search?term=NCT01854606
595292,54461,ClinicalTrials,NCT00885196,https://clinicaltrials.gov/search?term=NCT00885196
595293,54028,ClinicalTrials,NCT00572585,https://clinicaltrials.gov/search?term=NCT00572585
595294,54135,ClinicalTrials,NCT00615693,https://clinicaltrials.gov/search?term=NCT00615693
595295,116430,DailyMed,5cd2bff8-40cd-4e63-9907-77b80d774cb7,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5cd2bff8-40cd-4e63-9907-77b80d774cb7
595296,116430,DailyMed,8e87bd3b-db25-4e97-bf57-96c875f67ce1,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e87bd3b-db25-4e97-bf57-96c875f67ce1
595297,116430,ClinicalTrials,"NCT00311779,NCT00410709,NCT00545168,NCT00545753,NCT00591331,NCT00605956,NCT00857935,NCT00858481,NCT01660321",https://clinicaltrials.gov/search?term=NCT00311779%20NCT00410709%20NCT00545168%20NCT00545753%20NCT00591331%20NCT00605956%20NCT00857935%20NCT00858481%20NCT01660321
595298,116430,DailyMed,fa90ccc8-2df0-49f7-8878-2b33e34cd272,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa90ccc8-2df0-49f7-8878-2b33e34cd272
595299,136931,ClinicalTrials,"NCT00423501,NCT00460941,NCT00717457,NCT00744367,NCT00744926,NCT00754988,NCT00755287,NCT00809705,NCT00811460,NCT00823992,NCT00909597,NCT01018173,NCT01051011",https://clinicaltrials.gov/search?term=NCT00423501%20NCT00460941%20NCT00717457%20NCT00744367%20NCT00744926%20NCT00754988%20NCT00755287%20NCT00809705%20NCT00811460%20NCT00823992%20NCT00909597%20NCT01018173%20NCT01051011
595300,136932,ClinicalTrials,"NCT00246337,NCT00432237,NCT00443209,NCT00483704,NCT00758836,NCT00797667,NCT00965887,NCT00966030,NCT01125774,NCT01209741,NCT01315847",https://clinicaltrials.gov/search?term=NCT00246337%20NCT00432237%20NCT00443209%20NCT00483704%20NCT00758836%20NCT00797667%20NCT00965887%20NCT00966030%20NCT01125774%20NCT01209741%20NCT01315847
595301,136933,ClinicalTrials,"NCT00442936,NCT00701389,NCT01209741",https://clinicaltrials.gov/search?term=NCT00442936%20NCT00701389%20NCT01209741
595302,55931,ClinicalTrials,NCT00111683,https://clinicaltrials.gov/search?term=NCT00111683
595303,55932,ClinicalTrials,NCT00500006,https://clinicaltrials.gov/search?term=NCT00500006
595304,55933,ClinicalTrials,"NCT00111683,NCT00500006",https://clinicaltrials.gov/search?term=NCT00111683%20NCT00500006
595305,54626,ClinicalTrials,NCT00405054,https://clinicaltrials.gov/search?term=NCT00405054
595306,54708,ClinicalTrials,NCT00290550,https://clinicaltrials.gov/search?term=NCT00290550
595307,55934,ClinicalTrials,NCT00111683,https://clinicaltrials.gov/search?term=NCT00111683
595308,55935,ClinicalTrials,NCT00099346,https://clinicaltrials.gov/search?term=NCT00099346
595309,144149,ClinicalTrials,"NCT00104351,NCT02532868",https://clinicaltrials.gov/search?term=NCT00104351%20NCT02532868
595310,126930,ClinicalTrials,NCT00533039,https://clinicaltrials.gov/search?term=NCT00533039
595311,136934,ClinicalTrials,NCT01522196,https://clinicaltrials.gov/search?term=NCT01522196
595312,133702,ClinicalTrials,NCT04969991,https://clinicaltrials.gov/search?term=NCT04969991
595313,126931,ClinicalTrials,"NCT00455546,NCT00525954",https://clinicaltrials.gov/search?term=NCT00455546%20NCT00525954
595314,116431,ClinicalTrials,NCT01359579,https://clinicaltrials.gov/search?term=NCT01359579
595315,50950,ClinicalTrials,"NCT00743925,NCT01130246",https://clinicaltrials.gov/search?term=NCT00743925%20NCT01130246
595316,107574,ClinicalTrials,"NCT02972450,NCT04120415",https://clinicaltrials.gov/search?term=NCT02972450%20NCT04120415
595317,24040,DailyMed,6e94621c-1a95-4af9-98d1-52b9e6f1949c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6e94621c-1a95-4af9-98d1-52b9e6f1949c
595318,24040,EMA,EMEA/H/C/002782,https://www.ema.europa.eu/en/medicines/human/EPAR/entyvio
595319,24040,ClinicalTrials,"NCT00619489,NCT00655135,NCT00783692,NCT00790933,NCT01224171,NCT02038920,NCT02324699,NCT02425111,NCT02559713,NCT02611817,NCT02620046,NCT02630966,NCT02646683,NCT02743806,NCT02760615,NCT02764762,NCT02768532,NCT02820493,NCT02834754,NCT02913508,NCT02953275,NCT03138655,NCT03142321,NCT03196427,NCT03219359,NCT03234907,NCT03329209,NCT04779320,NCT05837897",https://clinicaltrials.gov/search?term=NCT00619489%20NCT00655135%20NCT00783692%20NCT00790933%20NCT01224171%20NCT02038920%20NCT02324699%20NCT02425111%20NCT02559713%20NCT02611817%20NCT02620046%20NCT02630966%20NCT02646683%20NCT02743806%20NCT02760615%20NCT02764762%20NCT02768532%20NCT02820493%20NCT02834754%20NCT02913508%20NCT02953275%20NCT03138655%20NCT03142321%20NCT03196427%20NCT03219359%20NCT03234907%20NCT03329209%20NCT04779320%20NCT05837897
595320,41728,ATC,L04AA33,https://www.whocc.no/atc_ddd_index/?code=L04AA33
595321,55937,ClinicalTrials,NCT03147859,https://clinicaltrials.gov/search?term=NCT03147859
595322,25723,DailyMed,6e94621c-1a95-4af9-98d1-52b9e6f1949c,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6e94621c-1a95-4af9-98d1-52b9e6f1949c
595323,25723,EMA,EMEA/H/C/002782,https://www.ema.europa.eu/en/medicines/human/EPAR/entyvio
595324,25723,ClinicalTrials,"NCT00619489,NCT00783718,NCT00790933,NCT01177228,NCT02039505,NCT02497469,NCT02559713,NCT02611830,NCT02620046,NCT02646657,NCT02743806,NCT02760615,NCT02913508,NCT02954159,NCT03029143,NCT03138655,NCT03196427,NCT03221036,NCT03237260,NCT03309865,NCT03329209,NCT03558152,NCT03679546,NCT04006080,NCT04469062,NCT04779307,NCT05205603,NCT05481619",https://clinicaltrials.gov/search?term=NCT00619489%20NCT00783718%20NCT00790933%20NCT01177228%20NCT02039505%20NCT02497469%20NCT02559713%20NCT02611830%20NCT02620046%20NCT02646657%20NCT02743806%20NCT02760615%20NCT02913508%20NCT02954159%20NCT03029143%20NCT03138655%20NCT03196427%20NCT03221036%20NCT03237260%20NCT03309865%20NCT03329209%20NCT03558152%20NCT03679546%20NCT04006080%20NCT04469062%20NCT04779307%20NCT05205603%20NCT05481619
595325,55938,ClinicalTrials,NCT02723006,https://clinicaltrials.gov/search?term=NCT02723006
595326,54674,ClinicalTrials,"NCT02788175,NCT03577782",https://clinicaltrials.gov/search?term=NCT02788175%20NCT03577782
595327,53289,ClinicalTrials,NCT02929316,https://clinicaltrials.gov/search?term=NCT02929316
595328,55939,ClinicalTrials,NCT01981616,https://clinicaltrials.gov/search?term=NCT01981616
595329,126932,ClinicalTrials,NCT04797325,https://clinicaltrials.gov/search?term=NCT04797325
