predbind_id,activity_id,site_id,prediction_method,confidence
7701564,1723759,1841,Single domain,high
7701565,1723763,1841,Single domain,high
7701566,1723772,1841,Single domain,high
7701567,1724031,2957,Single domain,high
7701568,1724231,1484,Single domain,high
7701569,1746096,376,Single domain,high
7701570,1746100,579,Single domain,high
7701571,1746159,333,Single domain,high
7701572,1746183,376,Single domain,high
7701573,1746315,378,Single domain,high
7701574,1746328,1301,Single domain,high
7701575,1746339,300,Single domain,high
7701576,1746356,761,Single domain,high
7701577,1746359,324,Single domain,high
7701578,1746380,376,Single domain,high
7701579,1746436,1378,Single domain,high
7701580,1746466,761,Single domain,high
7701581,1746472,154,Single domain,high
7701582,1746496,378,Single domain,high
7701583,1746515,300,Single domain,high
7701584,1746534,1188,Single domain,high
7701585,1746558,204,Single domain,high
7701586,1746576,204,Single domain,high
7701587,1746580,378,Single domain,high
7701588,1694324,792,Single domain,high
7701589,1694343,792,Single domain,high
7701590,1694370,259,Single domain,high
7701591,1694420,1005,Single domain,high
7701592,1694480,1246,Single domain,high
7701593,1694649,116,Single domain,high
7701594,1694655,116,Single domain,high
7701595,1694661,2437,Single domain,high
7701596,1694681,2437,Single domain,high
7701597,1694700,2437,Single domain,high
7701598,1694718,2437,Single domain,high
7701599,1694728,2437,Single domain,high
7701600,1694775,1384,Single domain,high
7701601,1709691,2076,Single domain,high
7701602,1709694,2076,Single domain,high
7701603,1709706,667,Single domain,high
7701604,1709715,667,Single domain,high
7701605,1709725,2061,Single domain,high
7701606,1709879,154,Single domain,high
7701607,1709884,324,Single domain,high
7701608,1709886,324,Single domain,high
7701609,1709894,324,Single domain,high
7701610,1709900,324,Single domain,high
7701611,1709903,324,Single domain,high
7701612,1709990,106,Single domain,high
7701613,1710000,894,Single domain,high
7701614,1710021,106,Single domain,high
7701615,1710029,106,Single domain,high
7701616,1710048,1666,Single domain,high
7701617,1710181,960,Single domain,high
7701618,1710184,960,Single domain,high
7701619,1710369,506,Single domain,high
7701620,1710473,141,Single domain,high
7701621,1724412,3236,Single domain,high
7701622,1724443,962,Single domain,high
7701623,1724444,81,Single domain,high
7701624,1724489,81,Single domain,high
7701625,1724558,1484,Single domain,high
7701626,1724587,1484,Single domain,high
7701627,1724593,115,Single domain,high
7701628,1724604,115,Single domain,high
7701629,1724626,111,Single domain,high
7701630,1724630,111,Single domain,high
7701631,1724633,111,Single domain,high
7701632,1724657,1384,Single domain,high
7701633,1724667,1613,Single domain,high
7701634,1724668,1384,Single domain,high
7701635,1724670,1384,Single domain,high
7701636,1724682,1613,Single domain,high
7701637,1724703,1384,Single domain,high
7701638,1724710,1303,Single domain,high
7701639,1724728,728,Single domain,high
7701640,1724759,728,Single domain,high
7701641,1724788,1154,Single domain,high
7701642,1724799,1331,Single domain,high
7701643,1746611,1378,Single domain,high
7701644,1746639,300,Single domain,high
7701645,1746656,300,Single domain,high
7701646,1746675,1694,Single domain,high
7701647,1746707,300,Single domain,high
7701648,1746726,1301,Single domain,high
7701649,1746732,300,Single domain,high
7701650,1746736,204,Single domain,high
7701651,1746822,378,Single domain,high
7701652,1746827,300,Single domain,high
7701653,1746852,1301,Single domain,high
7701654,1746878,195,Single domain,high
7701655,1746921,1301,Single domain,high
7701656,1746970,1301,Single domain,high
7701657,1746976,195,Single domain,high
7701658,1747029,254,Single domain,high
7701659,1747061,2378,Multi domain,medium
7701660,1694816,115,Single domain,high
7701661,1694847,1384,Single domain,high
7701662,1694960,500,Single domain,high
7701663,1694962,500,Single domain,high
7701664,1694978,500,Single domain,high
7701665,1695002,500,Single domain,high
7701666,1695551,2376,Multi domain,medium
7701667,1695553,2376,Multi domain,medium
7701668,1695554,2376,Multi domain,medium
7701669,1710613,959,Single domain,high
7701670,1710624,959,Single domain,high
7701671,1710673,286,Single domain,high
7701672,1710679,286,Single domain,high
7701673,1710725,254,Single domain,high
7701674,1710777,254,Single domain,high
7701675,1710784,254,Single domain,high
7701676,1710794,1156,Single domain,high
7701677,1710806,1200,Single domain,high
7701678,1710827,1078,Single domain,high
7701679,1710830,1078,Single domain,high
7701680,1710864,1078,Single domain,high
7701681,1710869,1078,Single domain,high
7701682,1710884,254,Single domain,high
7701683,1710896,254,Single domain,high
7701684,1710970,1078,Single domain,high
7701685,1710972,1078,Single domain,high
7701686,1710992,259,Single domain,high
7701687,1711318,1675,Single domain,high
7701688,1711337,165,Single domain,high
7701689,1724802,1331,Single domain,high
7701690,1724805,1331,Single domain,high
7701691,1724834,1154,Single domain,high
7701692,1724842,728,Single domain,high
7701693,1724843,1154,Single domain,high
7701694,1724853,501,Single domain,high
7701695,1724863,501,Single domain,high
7701696,1724869,501,Single domain,high
7701697,1724920,501,Single domain,high
7701698,1724929,1535,Single domain,high
7701699,1724942,1535,Single domain,high
7701700,1724943,1535,Single domain,high
7701701,1725214,380,Single domain,high
7701702,1725233,226,Single domain,high
7701703,1725399,449,Single domain,high
7701704,1725401,449,Single domain,high
7701705,1725623,51,Single domain,high
7701706,1725643,976,Single domain,high
7701707,1725647,976,Single domain,high
7701708,1725650,1274,Single domain,high
7701709,1725686,1274,Single domain,high
7701710,1677904,1575,Single domain,high
7701711,1677915,1575,Single domain,high
7701712,1677926,728,Single domain,high
7701713,1678258,1245,Single domain,high
7701714,1678361,1454,Single domain,high
7701715,1678412,1239,Single domain,high
7701716,1678422,380,Single domain,high
7701717,1678485,226,Single domain,high
7701718,1678498,806,Single domain,high
7701719,1678502,806,Single domain,high
7701720,1678546,1481,Single domain,high
7701721,1678562,108,Single domain,high
7701722,1678581,108,Single domain,high
7701723,1678589,697,Single domain,high
7701724,1678611,1481,Single domain,high
7701725,1678734,196,Single domain,high
7701726,1678770,768,Single domain,high
7701727,1678772,768,Single domain,high
7701728,1695559,2377,Multi domain,medium
7701729,1695587,2379,Multi domain,medium
7701730,1695695,1245,Single domain,high
7701731,1695711,788,Single domain,high
7701732,1695719,788,Single domain,high
7701733,1695949,1046,Single domain,high
7701734,1695974,1272,Single domain,high
7701735,1696079,1032,Single domain,high
7701736,1696082,1032,Single domain,high
7701737,1696129,1032,Single domain,high
7701738,1711500,515,Single domain,high
7701739,1711517,782,Single domain,high
7701740,1711589,1122,Single domain,high
7701741,1711590,1122,Single domain,high
7701742,1711605,390,Single domain,high
7701743,1711758,2446,Multi domain,medium
7701744,1711778,2450,Multi domain,medium
7701745,1711781,2450,Multi domain,medium
7701746,1711802,2453,Multi domain,medium
7701747,1711803,2453,Multi domain,medium
7701748,1711804,2453,Multi domain,medium
7701749,1711818,2450,Multi domain,medium
7701750,1711828,2445,Multi domain,medium
7701751,1725940,108,Single domain,high
7701752,1726172,391,Single domain,high
7701753,1726178,228,Single domain,high
7701754,1726179,228,Single domain,high
7701755,1726211,804,Single domain,high
7701756,1726303,1514,Single domain,high
7701757,1726326,588,Single domain,high
7701758,1726388,588,Single domain,high
7701759,1678967,731,Multi domain,medium
7701760,1679053,1155,Single domain,high
7701761,1679175,55,Single domain,high
7701762,1679251,1272,Single domain,high
7701763,1679285,1046,Single domain,high
7701764,1679465,40,Single domain,high
7701765,1679476,893,Single domain,high
7701766,1679565,792,Single domain,high
7701767,1679820,1561,Single domain,high
7701768,1679834,1561,Single domain,high
7701769,1679862,1561,Single domain,high
7701770,1679881,2376,Multi domain,medium
7701771,1696228,1032,Single domain,high
7701772,1696273,489,Single domain,high
7701773,1696599,2376,Multi domain,medium
7701774,1696625,2378,Multi domain,medium
7701775,1696639,2379,Multi domain,medium
7701776,1696818,1454,Single domain,high
7701777,1696833,196,Single domain,high
7701778,1696907,685,Single domain,high
7701779,1696910,685,Single domain,high
7701780,1696937,784,Single domain,high
7701781,1711864,380,Single domain,high
7701782,1711872,960,Single domain,high
7701783,1711959,1014,Single domain,high
7701784,1712013,697,Single domain,high
7701785,1712027,697,Single domain,high
7701786,1712037,697,Single domain,high
7701787,1712049,959,Single domain,high
7701788,1712054,959,Single domain,high
7701789,1712114,697,Single domain,high
7701790,1712148,959,Single domain,high
7701791,1712164,959,Single domain,high
7701792,1712189,262,Single domain,high
7701793,1712208,286,Single domain,high
7701794,1726509,1261,Single domain,high
7701795,1726569,1239,Single domain,high
7701796,1726613,1272,Single domain,high
7701797,1726651,380,Single domain,high
7701798,1727011,1992,Single domain,high
7701799,1727115,44,Single domain,high
7701800,1727156,978,Single domain,high
7701801,1727200,978,Single domain,high
7701802,1727491,1618,Single domain,high
7701803,1727492,1618,Single domain,high
7701804,1727621,2004,Single domain,high
7701805,1727630,2004,Single domain,high
7701806,1732832,169,Single domain,high
7701807,1732919,426,Single domain,high
7701808,1679998,1303,Single domain,high
7701809,1680004,1049,Single domain,high
7701810,1680013,1303,Single domain,high
7701811,1680021,1303,Single domain,high
7701812,1680661,1448,Single domain,high
7701813,1680673,1690,Single domain,high
7701814,1680686,1690,Single domain,high
7701815,1680766,1448,Single domain,high
7701816,1680834,500,Single domain,high
7701817,1680842,500,Single domain,high
7701818,1680886,1453,Single domain,high
7701819,1696974,281,Single domain,high
7701820,1697002,281,Single domain,high
7701821,1697024,1102,Single domain,high
7701822,1697028,1102,Single domain,high
7701823,1697082,284,Single domain,high
7701824,1697088,284,Single domain,high
7701825,1697106,284,Single domain,high
7701826,1697120,354,Single domain,high
7701827,1697141,354,Single domain,high
7701828,1697166,354,Single domain,high
7701829,1697190,1450,Single domain,high
7701830,1697487,268,Single domain,high
7701831,1697491,268,Single domain,high
7701832,1697515,305,Single domain,high
7701833,1697516,305,Single domain,high
7701834,1697523,804,Single domain,high
7701835,1697635,106,Single domain,high
7701836,1697647,106,Single domain,high
7701837,1712241,1382,Single domain,high
7701838,1712261,54,Single domain,high
7701839,1712285,54,Single domain,high
7701840,1712305,54,Single domain,high
7701841,1712324,54,Single domain,high
7701842,1712353,1382,Single domain,high
7701843,1712491,610,Single domain,high
7701844,1712798,821,Single domain,high
7701845,1712820,821,Single domain,high
7701846,1712871,154,Single domain,high
7701847,1712878,154,Single domain,high
7701848,1712890,1078,Single domain,high
7701849,1713380,735,Single domain,high
7701850,1713382,735,Single domain,high
7701851,1713403,735,Single domain,high
7701852,1713410,735,Single domain,high
7701853,1713624,668,Single domain,high
7701854,1713632,1606,Single domain,high
7701855,1713643,668,Single domain,high
7701856,1732920,426,Single domain,high
7701857,1733055,1245,Single domain,high
7701858,1733104,1245,Single domain,high
7701859,1733115,1245,Single domain,high
7701860,1733124,1245,Single domain,high
7701861,1733278,354,Single domain,high
7701862,1733314,354,Single domain,high
7701863,1733424,1789,Single domain,high
7701864,1733677,1789,Single domain,high
7701865,1734029,1085,Single domain,high
7701866,1734067,1085,Single domain,high
7701867,1734153,1085,Single domain,high
7701868,1734251,160,Single domain,high
7701869,1734268,1085,Single domain,high
7701870,1734284,160,Single domain,high
7701871,1734364,160,Single domain,high
7701872,1734374,160,Single domain,high
7701873,1734408,579,Single domain,high
7701874,1681290,1282,Single domain,high
7701875,1681295,1282,Single domain,high
7701876,1681312,1282,Single domain,high
7701877,1681345,1282,Single domain,high
7701878,1681346,1282,Single domain,high
7701879,1681363,1282,Single domain,high
7701880,1681374,2240,Single domain,high
7701881,1681375,2240,Single domain,high
7701882,1681381,2240,Single domain,high
7701883,1681383,2240,Single domain,high
7701884,1681576,514,Single domain,high
7701885,1681710,1690,Single domain,high
7701886,1681730,1690,Single domain,high
7701887,1681732,1690,Single domain,high
7701888,1681815,1665,Single domain,high
7701889,1681927,1535,Single domain,high
7701890,1681958,1612,Single domain,high
7701891,1681962,1512,Single domain,high
7701892,1698085,1156,Single domain,high
7701893,1698103,1156,Single domain,high
7701894,1698153,2437,Single domain,high
7701895,1698214,2437,Single domain,high
7701896,1698220,2437,Single domain,high
7701897,1698221,2437,Single domain,high
7701898,1698230,2437,Single domain,high
7701899,1698241,116,Single domain,high
7701900,1698253,116,Single domain,high
7701901,1698350,2004,Single domain,high
7701902,1698382,226,Single domain,high
7701903,1698441,1239,Single domain,high
7701904,1698491,380,Single domain,high
7701905,1698635,362,Single domain,high
7701906,1713659,1606,Single domain,high
7701907,1713668,1606,Single domain,high
7701908,1713669,1606,Single domain,high
7701909,1713689,1606,Single domain,high
7701910,1713708,53,Single domain,high
7701911,1713716,53,Single domain,high
7701912,1713833,1530,Single domain,high
7701913,1713839,1530,Single domain,high
7701914,1713860,1530,Single domain,high
7701915,1713875,1303,Single domain,high
7701916,1714068,1851,Multi domain,medium
7701917,1714075,1851,Multi domain,medium
7701918,1714227,2460,Single domain,high
7701919,1714336,111,Single domain,high
7701920,1714455,111,Single domain,high
7701921,1734554,579,Single domain,high
7701922,1734577,333,Single domain,high
7701923,1734580,579,Single domain,high
7701924,1734599,81,Single domain,high
7701925,1734609,81,Single domain,high
7701926,1734629,579,Single domain,high
7701927,1734859,1156,Single domain,high
7701928,1734888,1200,Single domain,high
7701929,1734933,1200,Single domain,high
7701930,1734971,1484,Single domain,high
7701931,1735020,496,Single domain,high
7701932,1735193,354,Single domain,high
7701933,1735198,354,Single domain,high
7701934,1735204,354,Single domain,high
7701935,1735546,1484,Single domain,high
7701936,1735598,1484,Single domain,high
7701937,1735606,1484,Single domain,high
7701938,1735612,1484,Single domain,high
7701939,1735779,333,Single domain,high
7701940,1735899,1620,Single domain,high
7701941,1735936,1402,Single domain,high
7701942,1735957,1620,Single domain,high
7701943,1735971,1530,Single domain,high
7701944,1735981,1530,Single domain,high
7701945,1735994,1530,Single domain,high
7701946,1681978,106,Single domain,high
7701947,1682018,435,Single domain,high
7701948,1682031,435,Single domain,high
7701949,1682034,435,Single domain,high
7701950,1682036,106,Single domain,high
7701951,1682062,1666,Single domain,high
7701952,1682070,1666,Single domain,high
7701953,1682106,2376,Multi domain,medium
7701954,1682326,489,Single domain,high
7701955,1682335,489,Single domain,high
7701956,1699062,588,Single domain,high
7701957,1699233,425,Single domain,high
7701958,1699253,874,Single domain,high
7701959,1699260,1450,Single domain,high
7701960,1699262,1450,Single domain,high
7701961,1699268,1450,Single domain,high
7701962,1699309,576,Single domain,high
7701963,1699326,1309,Single domain,high
7701964,1699443,163,Single domain,high
7701965,1699445,163,Single domain,high
7701966,1699500,919,Single domain,high
7701967,1699514,919,Single domain,high
7701968,1699520,919,Single domain,high
7701969,1699579,810,Single domain,high
7701970,1699580,810,Single domain,high
7701971,1699609,54,Single domain,high
7701972,1714657,1348,Single domain,high
7701973,1714671,1348,Single domain,high
7701974,1714675,1348,Single domain,high
7701975,1714944,268,Single domain,high
7701976,1715325,268,Single domain,high
7701977,1715583,106,Single domain,high
7701978,1715603,106,Single domain,high
7701979,1715610,106,Single domain,high
7701980,1716506,600,Single domain,high
7701981,1736041,589,Single domain,high
7701982,1736055,1620,Single domain,high
7701983,1736069,1620,Single domain,high
7701984,1736106,1530,Single domain,high
7701985,1736107,1201,Single domain,high
7701986,1736109,1620,Single domain,high
7701987,1736145,1402,Single domain,high
7701988,1736183,27,Single domain,high
7701989,1736241,2145,Single domain,high
7701990,1736282,1402,Single domain,high
7701991,1736343,1675,Single domain,high
7701992,1736345,1675,Single domain,high
7701993,1736352,1675,Single domain,high
7701994,1736459,782,Single domain,high
7701995,1736464,1201,Single domain,high
7701996,1736552,1156,Single domain,high
7701997,1736592,792,Single domain,high
7701998,1736611,1258,Single domain,high
7701999,1736744,782,Single domain,high
7702000,1736839,1201,Single domain,high
7702001,1736894,1088,Single domain,high
7702002,1682394,259,Single domain,high
7702003,1682401,259,Single domain,high
7702004,1682403,259,Single domain,high
7702005,1682417,259,Single domain,high
7702006,1682423,259,Single domain,high
7702007,1682434,259,Single domain,high
7702008,1682447,792,Single domain,high
7702009,1682456,792,Single domain,high
7702010,1682483,792,Single domain,high
7702011,1682487,792,Single domain,high
7702012,1682501,1005,Single domain,high
7702013,1682519,1005,Single domain,high
7702014,1682521,1005,Single domain,high
7702015,1682992,2415,Single domain,high
7702016,1699655,1670,Single domain,high
7702017,1699657,1670,Single domain,high
7702018,1699689,1670,Single domain,high
7702019,1699756,1670,Single domain,high
7702020,1699772,2437,Single domain,high
7702021,1699778,2437,Single domain,high
7702022,1700645,1530,Single domain,high
7702023,1700834,2374,Multi domain,medium
7702024,1700901,500,Single domain,high
7702025,1700914,500,Single domain,high
7702026,1700932,500,Single domain,high
7702027,1700948,1690,Single domain,high
7702028,1716706,378,Single domain,high
7702029,1716731,1301,Single domain,high
7702030,1716732,1301,Single domain,high
7702031,1716817,792,Single domain,high
7702032,1716822,792,Single domain,high
7702033,1716829,1005,Single domain,high
7702034,1716833,1005,Single domain,high
7702035,1716844,792,Single domain,high
7702036,1716895,1005,Single domain,high
7702037,1716964,259,Single domain,high
7702038,1716977,1064,Single domain,high
7702039,1716978,1064,Single domain,high
7702040,1716993,1064,Single domain,high
7702041,1717249,1640,Single domain,high
7702042,1717253,1640,Single domain,high
7702043,1736926,1088,Single domain,high
7702044,1737031,1156,Single domain,high
7702045,1737285,74,Single domain,high
7702046,1737320,2238,Multi domain,medium
7702047,1737333,74,Single domain,high
7702048,1737368,74,Single domain,high
7702049,1737583,74,Single domain,high
7702050,1737601,481,Single domain,high
7702051,1737654,481,Single domain,high
7702052,1737756,481,Single domain,high
7702053,1738397,1620,Single domain,high
7702054,1738405,1620,Single domain,high
7702055,1738485,728,Single domain,high
7702056,1738491,1331,Single domain,high
7702057,1738500,262,Single domain,high
7702058,1738504,728,Single domain,high
7702059,1738547,1675,Single domain,high
7702060,1738625,728,Single domain,high
7702061,1738646,1331,Single domain,high
7702062,1738658,1530,Single domain,high
7702063,1683225,1049,Single domain,high
7702064,1683344,268,Single domain,high
7702065,1683522,378,Single domain,high
7702066,1683533,378,Single domain,high
7702067,1683535,378,Single domain,high
7702068,1683591,1049,Single domain,high
7702069,1683600,1049,Single domain,high
7702070,1683940,1530,Single domain,high
7702071,1683948,1530,Single domain,high
7702072,1683958,1530,Single domain,high
7702073,1683960,1530,Single domain,high
7702074,1683976,1530,Single domain,high
7702075,1683986,1530,Single domain,high
7702076,1684006,1530,Single domain,high
7702077,1684048,378,Single domain,high
7702078,1684050,378,Single domain,high
7702079,1684054,378,Single domain,high
7702080,1684070,378,Single domain,high
7702081,1684071,378,Single domain,high
7702082,1684114,234,Single domain,high
7702083,1684254,2452,Multi domain,medium
7702084,1701013,500,Single domain,high
7702085,1701024,500,Single domain,high
7702086,1701050,500,Single domain,high
7702087,1701135,500,Single domain,high
7702088,1701258,1584,Single domain,high
7702089,1701260,1512,Single domain,high
7702090,1701314,1584,Single domain,high
7702091,1701321,1584,Single domain,high
7702092,1701376,2358,Multi domain,medium
7702093,1701462,1085,Single domain,high
7702094,1701501,1085,Single domain,high
7702095,1701518,1085,Single domain,high
7702096,1717332,933,Single domain,high
7702097,1717373,933,Single domain,high
7702098,1717391,806,Single domain,high
7702099,1717392,806,Single domain,high
7702100,1717396,806,Single domain,high
7702101,1717408,806,Single domain,high
7702102,1717478,378,Single domain,high
7702103,1717491,378,Single domain,high
7702104,1717592,1202,Single domain,high
7702105,1717593,1202,Single domain,high
7702106,1717620,1202,Single domain,high
7702107,1717629,1696,Single domain,high
7702108,1717942,2004,Single domain,high
7702109,1717980,2003,Single domain,high
7702110,1717983,2004,Single domain,high
7702111,1718099,1085,Single domain,high
7702112,1718104,1085,Single domain,high
7702113,1718115,1085,Single domain,high
7702114,1718120,1085,Single domain,high
7702115,1718124,1085,Single domain,high
7702116,1738661,1331,Single domain,high
7702117,1738744,1530,Single domain,high
7702118,1738764,1530,Single domain,high
7702119,1738780,1681,Single domain,high
7702120,1738928,1154,Single domain,high
7702121,1738966,1331,Single domain,high
7702122,1738972,1575,Single domain,high
7702123,1739098,1313,Single domain,high
7702124,1739196,354,Single domain,high
7702125,1739214,354,Single domain,high
7702126,1739553,751,Single domain,high
7702127,1684278,262,Single domain,high
7702128,1684443,53,Single domain,high
7702129,1684471,477,Single domain,high
7702130,1684474,477,Single domain,high
7702131,1684850,115,Single domain,high
7702132,1684886,1384,Single domain,high
7702133,1684960,752,Single domain,high
7702134,1685332,236,Single domain,high
7702135,1685338,1200,Single domain,high
7702136,1685558,1156,Single domain,high
7702137,1685566,532,Single domain,high
7702138,1685567,532,Single domain,high
7702139,1685594,1200,Single domain,high
7702140,1685596,1200,Single domain,high
7702141,1685619,1156,Single domain,high
7702142,1685676,1429,Single domain,high
7702143,1686038,2376,Multi domain,medium
7702144,1701853,2376,Multi domain,medium
7702145,1701865,2378,Multi domain,medium
7702146,1701871,2378,Multi domain,medium
7702147,1702071,1303,Single domain,high
7702148,1702378,177,Single domain,high
7702149,1702383,177,Single domain,high
7702150,1702395,177,Single domain,high
7702151,1702398,177,Single domain,high
7702152,1702411,177,Single domain,high
7702153,1702720,1455,Single domain,high
7702154,1702722,1455,Single domain,high
7702155,1702842,55,Single domain,high
7702156,1718139,1085,Single domain,high
7702157,1718140,1085,Single domain,high
7702158,1718145,1085,Single domain,high
7702159,1718386,1394,Single domain,high
7702160,1718399,1334,Single domain,high
7702161,1718542,782,Single domain,high
7702162,1718546,782,Single domain,high
7702163,1718573,782,Single domain,high
7702164,1718702,1618,Single domain,high
7702165,1718733,2348,Multi domain,medium
7702166,1718741,2348,Multi domain,medium
7702167,1718829,2453,Multi domain,medium
7702168,1718852,2453,Multi domain,medium
7702169,1739898,380,Single domain,high
7702170,1740003,894,Single domain,high
7702171,1740041,1255,Single domain,high
7702172,1740069,894,Single domain,high
7702173,1740192,1255,Single domain,high
7702174,1740202,1255,Single domain,high
7702175,1740640,376,Single domain,high
7702176,1740842,376,Single domain,high
7702177,1740946,378,Single domain,high
7702178,1741179,1584,Single domain,high
7702179,1741324,1350,Single domain,high
7702180,1741350,1584,Single domain,high
7702181,1686054,2378,Multi domain,medium
7702182,1686240,1049,Single domain,high
7702183,1686242,1303,Single domain,high
7702184,1686246,1303,Single domain,high
7702185,1686308,1198,Multi domain,medium
7702186,1686326,1198,Multi domain,medium
7702187,1686376,52,Single domain,high
7702188,1686386,1198,Multi domain,medium
7702189,1686568,2437,Single domain,high
7702190,1686580,2437,Single domain,high
7702191,1686587,2437,Single domain,high
7702192,1686791,324,Single domain,high
7702193,1686793,1078,Single domain,high
7702194,1686814,324,Single domain,high
7702195,1686828,324,Single domain,high
7702196,1686853,1078,Single domain,high
7702197,1686855,1078,Single domain,high
7702198,1686931,1057,Single domain,high
7702199,1688096,1484,Single domain,high
7702200,1688103,1484,Single domain,high
7702201,1688106,1484,Single domain,high
7702202,1688115,1484,Single domain,high
7702203,1702845,55,Single domain,high
7702204,1702851,55,Single domain,high
7702205,1702852,55,Single domain,high
7702206,1702952,1125,Single domain,high
7702207,1702956,1125,Single domain,high
7702208,1702995,1085,Single domain,high
7702209,1703016,1085,Single domain,high
7702210,1703020,1085,Single domain,high
7702211,1703062,1085,Single domain,high
7702212,1703100,1085,Single domain,high
7702213,1703228,1030,Single domain,high
7702214,1703248,1030,Single domain,high
7702215,1703249,1030,Single domain,high
7702216,1703255,1030,Single domain,high
7702217,1703265,1030,Single domain,high
7702218,1703282,806,Single domain,high
7702219,1703383,685,Single domain,high
7702220,1703430,144,Single domain,high
7702221,1703466,144,Single domain,high
7702222,1703476,144,Single domain,high
7702223,1795623,1481,Single domain,high
7702224,1795664,1481,Single domain,high
7702225,1795737,1078,Single domain,high
7702226,1795739,1078,Single domain,high
7702227,1795748,1078,Single domain,high
7702228,1795796,154,Single domain,high
7702229,1795873,853,Single domain,high
7702230,1795913,232,Single domain,high
7702231,1795927,1040,Single domain,high
7702232,1795995,1448,Single domain,high
7702233,1795996,978,Single domain,high
7702234,1796018,1690,Single domain,high
7702235,1796032,500,Single domain,high
7702236,1796202,1481,Single domain,high
7702237,1815128,86,Single domain,high
7702238,1815144,86,Single domain,high
7702239,1815151,86,Single domain,high
7702240,1815161,86,Single domain,high
7702241,1815166,86,Single domain,high
7702242,1815206,86,Single domain,high
7702243,1815249,2437,Single domain,high
7702244,1815264,86,Single domain,high
7702245,1815265,86,Single domain,high
7702246,1815293,2437,Single domain,high
7702247,1815327,86,Single domain,high
7702248,1815330,86,Single domain,high
7702249,1815331,86,Single domain,high
7702250,1815388,1282,Single domain,high
7702251,1815392,1282,Single domain,high
7702252,1815410,1060,Single domain,high
7702253,1815441,1282,Single domain,high
7702254,1815448,1282,Single domain,high
7702255,1815456,1282,Single domain,high
7702256,1815487,1282,Single domain,high
7702257,1815522,1282,Single domain,high
7702258,1815531,1282,Single domain,high
7702259,1815538,1060,Single domain,high
7702260,1815539,1060,Single domain,high
7702261,1815644,1282,Single domain,high
7702262,1815645,1282,Single domain,high
7702263,1815897,1666,Single domain,high
7702264,1758301,157,Single domain,high
7702265,1758386,1272,Single domain,high
7702266,1758387,1272,Single domain,high
7702267,1758409,1272,Single domain,high
7702268,1758411,1272,Single domain,high
7702269,1758433,1046,Single domain,high
7702270,1758440,1046,Single domain,high
7702271,1758445,1046,Single domain,high
7702272,1758489,1377,Single domain,high
7702273,1758620,500,Single domain,high
7702274,1758788,500,Single domain,high
7702275,1758798,500,Single domain,high
7702276,1758807,500,Single domain,high
7702277,1758822,1690,Single domain,high
7702278,1758827,1690,Single domain,high
7702279,1758835,1690,Single domain,high
7702280,1758855,1690,Single domain,high
7702281,1758873,1484,Single domain,high
7702282,1773878,914,Single domain,high
7702283,1773922,1373,Single domain,high
7702284,1773937,1282,Single domain,high
7702285,1773941,1373,Single domain,high
7702286,1774278,1273,Single domain,high
7702287,1774286,1273,Single domain,high
7702288,1774395,161,Single domain,high
7702289,1774398,161,Single domain,high
7702290,1774412,161,Single domain,high
7702291,1774569,1273,Single domain,high
7702292,1774668,1481,Single domain,high
7702293,1774672,1481,Single domain,high
7702294,1774725,936,Single domain,high
7702295,1774746,2004,Single domain,high
7702296,1774751,2004,Single domain,high
7702297,1774773,2004,Single domain,high
7702298,1796221,108,Single domain,high
7702299,1796233,1481,Single domain,high
7702300,1796274,163,Single domain,high
7702301,1796280,279,Single domain,high
7702302,1796281,279,Single domain,high
7702303,1796311,1691,Single domain,high
7702304,1796314,1691,Single domain,high
7702305,1796357,1154,Single domain,high
7702306,1796422,279,Single domain,high
7702307,1796601,1154,Single domain,high
7702308,1796863,1601,Single domain,high
7702309,1796886,1453,Single domain,high
7702310,1796887,1453,Single domain,high
7702311,1796904,1601,Single domain,high
7702312,1815933,115,Single domain,high
7702313,1815938,115,Single domain,high
7702314,1815959,1613,Single domain,high
7702315,1815971,1613,Single domain,high
7702316,1816200,1226,Multi domain,medium
7702317,1816211,1226,Multi domain,medium
7702318,1816220,1226,Multi domain,medium
7702319,1816346,61,Single domain,high
7702320,1816347,61,Single domain,high
7702321,1816410,970,Single domain,high
7702322,1816447,1556,Single domain,high
7702323,1816599,579,Single domain,high
7702324,1816636,652,Single domain,high
7702325,1758898,685,Single domain,high
7702326,1758930,1484,Single domain,high
7702327,1759022,1311,Single domain,high
7702328,1759028,1311,Single domain,high
7702329,1759188,1560,Single domain,high
7702330,1759193,1560,Single domain,high
7702331,1759204,1560,Single domain,high
7702332,1759227,1560,Single domain,high
7702333,1759311,966,Single domain,high
7702334,1759332,966,Single domain,high
7702335,1759337,268,Single domain,high
7702336,1759377,268,Single domain,high
7702337,1759437,1691,Single domain,high
7702338,1759445,279,Single domain,high
7702339,1759544,111,Single domain,high
7702340,1759652,1156,Single domain,high
7702341,1759668,1303,Single domain,high
7702342,1759681,1530,Single domain,high
7702343,1759683,1530,Single domain,high
7702344,1774799,1481,Single domain,high
7702345,1774800,1481,Single domain,high
7702346,1774890,108,Single domain,high
7702347,1775629,1382,Single domain,high
7702348,1775669,1153,Single domain,high
7702349,1775677,1659,Single domain,high
7702350,1775706,1239,Single domain,high
7702351,1775725,1153,Single domain,high
7702352,1775744,1659,Single domain,high
7702353,1775745,1659,Single domain,high
7702354,1775754,1659,Single domain,high
7702355,1775756,1659,Single domain,high
