domain_id,domain_type,source_domain_id,domain_name,domain_description
3650,Pfam-A,PF02905,EBV-NA1,
3651,Pfam-A,PF02907,Peptidase_S29,
3652,Pfam-A,PF02910,Succ_DH_flav_C,
3653,Pfam-A,PF02912,Phe_tRNA-synt_N,
3654,Pfam-A,PF02913,FAD-oxidase_C,
3656,Pfam-A,PF02923,BamHI,
3657,Pfam-A,PF02929,Bgal_small_N,
3660,Pfam-A,PF02933,CDC48_2,
3661,Pfam-A,PF02953,zf-Tim10_DDP,
3662,Pfam-A,PF02954,HTH_8,
3663,Pfam-A,PF02963,EcoRI,
3664,Pfam-A,PF02965,Met_synt_B12,
3665,Pfam-A,PF02982,Scytalone_dh,
3666,Pfam-A,PF02984,Cyclin_C,
3669,Pfam-A,PF03024,Folate_rec,
3670,Pfam-A,PF03028,Dynein_heavy,
3675,Pfam-A,PF03060,NMO,
3677,Pfam-A,PF03066,Nucleoplasmin,
3683,Pfam-A,PF03098,An_peroxidase,
3684,Pfam-A,PF03099,BPL_LplA_LipB,
3686,Pfam-A,PF03105,SPX,
3687,Pfam-A,PF03109,ABC1,
3689,Pfam-A,PF03129,HGTP_anticodon,
3693,Pfam-A,PF03143,GTP_EFTU_D3,
3694,Pfam-A,PF03144,GTP_EFTU_D2,
3695,Pfam-A,PF03147,FDX-ACB,
3697,Pfam-A,PF03160,Calx-beta,
3698,Pfam-A,PF03165,MH1,
3700,Pfam-A,PF03167,UDG,
3701,Pfam-A,PF03171,2OG-FeII_Oxy,
3706,Pfam-A,PF03234,CDC37_N,
3714,Pfam-A,PF03351,DOMON,
3716,Pfam-A,PF03370,CBM_21,
3717,Pfam-A,PF03372,Exo_endo_phos,
3719,Pfam-A,PF03403,PAF-AH_p_II,
3720,Pfam-A,PF03413,PepSY,
3724,Pfam-A,PF03427,CBM_19,
3725,Pfam-A,PF03446,NAD_binding_2,
3726,Pfam-A,PF03450,CO_deh_flav_C,
3728,Pfam-A,PF03472,Autoind_bind,
3729,Pfam-A,PF03477,ATP-cone,
3730,Pfam-A,PF03485,Arg_tRNA_synt_N,
3734,Pfam-A,PF03495,Binary_toxB,
3736,Pfam-A,PF03501,S10_plectin,
3742,Pfam-A,PF03567,Sulfotransfer_2,
3747,Pfam-A,PF03623,Focal_AT,
3749,Pfam-A,PF03662,Glyco_hydro_79n,
3750,Pfam-A,PF03712,Cu2_monoox_C,
3751,Pfam-A,PF03717,PBP_dimer,
3752,Pfam-A,PF03722,Hemocyanin_N,
3753,Pfam-A,PF03723,Hemocyanin_C,
3754,Pfam-A,PF03727,Hexokinase_2,
3755,Pfam-A,PF03738,GSP_synth,
3756,Pfam-A,PF03764,EFG_IV,
3757,Pfam-A,PF03765,CRAL_TRIO_N,
3759,Pfam-A,PF03785,Peptidase_C25_C,
3761,Pfam-A,PF03793,PASTA,
3762,Pfam-A,PF03796,DnaB_C,
3763,Pfam-A,PF03797,Autotransporter,
3768,Pfam-A,PF03893,Lipase3_N,
3769,Pfam-A,PF03921,ICAM_N,
3770,Pfam-A,PF03924,CHASE,
3772,Pfam-A,PF03949,Malic_M,
3773,Pfam-A,PF03950,tRNA-synt_1c_C,
3774,Pfam-A,PF03951,Gln-synt_N,
3775,Pfam-A,PF03952,Enolase_N,
3776,Pfam-A,PF03953,Tubulin_C,
3785,Pfam-A,PF04057,Rep-A_N,
3792,Pfam-A,PF04122,CW_binding_2,
3795,Pfam-A,PF04151,PPC,
3796,Pfam-A,PF04203,Sortase,
3797,Pfam-A,PF04212,MIT,
3798,Pfam-A,PF04253,TFR_dimer,
3800,Pfam-A,PF04263,TPK_catalytic,
3801,Pfam-A,PF04265,TPK_B1_binding,
3802,Pfam-A,PF04321,RmlD_sub_bind,
3803,Pfam-A,PF04354,ZipA_C,
3805,Pfam-A,PF04397,LytTR,
3806,Pfam-A,PF04408,HA2,
3807,Pfam-A,PF04433,SWIRM,
3809,Pfam-A,PF04542,Sigma70_r2,
3810,Pfam-A,PF04545,Sigma70_r4,
3811,Pfam-A,PF04546,Sigma70_ner,
3815,Pfam-A,PF04560,RNA_pol_Rpb2_7,
3816,Pfam-A,PF04561,RNA_pol_Rpb2_2,
3818,Pfam-A,PF04565,RNA_pol_Rpb2_3,
3832,Pfam-A,PF04734,Ceramidase_alk,
3840,Pfam-A,PF04970,LRAT,
3841,Pfam-A,PF04983,RNA_pol_Rpb1_3,
3842,Pfam-A,PF04990,RNA_pol_Rpb1_7,
3843,Pfam-A,PF04992,RNA_pol_Rpb1_6,
3844,Pfam-A,PF04997,RNA_pol_Rpb1_1,
3845,Pfam-A,PF04998,RNA_pol_Rpb1_5,
3846,Pfam-A,PF05000,RNA_pol_Rpb1_4,
3848,Pfam-A,PF05028,PARG_cat,
3856,Pfam-A,PF05185,PRMT5,
3858,Pfam-A,PF05191,ADK_lid,
3859,Pfam-A,PF05193,Peptidase_M16_C,
3860,Pfam-A,PF05195,AMP_N,
3861,Pfam-A,PF05196,PTN_MK_N,
3862,Pfam-A,PF05198,IF3_N,
3863,Pfam-A,PF05221,AdoHcyase,
3864,Pfam-A,PF05223,MecA_N,
3867,Pfam-A,PF05257,CHAP,
3868,Pfam-A,PF05292,MCD,
3875,Pfam-A,PF05383,La,
3877,Pfam-A,PF05406,WGR,
3881,Pfam-A,PF05550,Peptidase_C53,
3882,Pfam-A,PF05569,Peptidase_M56,
3883,Pfam-A,PF05577,Peptidase_S28,
3891,Pfam-A,PF05726,Pirin_C,
3892,Pfam-A,PF05729,NACHT,
3894,Pfam-A,PF05743,UEV,
3895,Pfam-A,PF05746,DALR_1,
3896,Pfam-A,PF05770,Ins134_P3_kin,
3897,Pfam-A,PF05773,RWD,
3898,Pfam-A,PF05790,C2-set,
3899,Pfam-A,PF05826,Phospholip_A2_2,
3900,Pfam-A,PF05827,ATP-synt_S1,
3901,Pfam-A,PF05922,Inhibitor_I9,
3909,Pfam-A,PF05986,ADAM_spacer1,
3910,Pfam-A,PF06001,DUF902,
3911,Pfam-A,PF06003,SMN,
3912,Pfam-A,PF06068,TIP49,
3920,Pfam-A,PF06328,Lep_receptor_Ig,
3923,Pfam-A,PF06393,BID,
3924,Pfam-A,PF06415,iPGM_N,
3933,Pfam-A,PF06460,NSP13,
3934,Pfam-A,PF06464,DMAP_binding,
3935,Pfam-A,PF06466,PCAF_N,
3937,Pfam-A,PF06478,Corona_RPol_N,
3943,Pfam-A,PF06616,BsuBI_PstI_RE,
3948,Pfam-A,PF06663,DUF1170,
3951,Pfam-A,PF06741,LsmAD,
3952,Pfam-A,PF06747,CHCH,
3954,Pfam-A,PF06815,RVT_connect,
3955,Pfam-A,PF06817,RVT_thumb,
3956,Pfam-A,PF06821,Ser_hydrolase,
3957,Pfam-A,PF06827,zf-FPG_IleRS,
3958,Pfam-A,PF06839,zf-GRF,
3959,Pfam-A,PF06886,TPX2,
3961,Pfam-A,PF06951,PLA2G12,
3963,Pfam-A,PF07140,IFNGR1,
3968,Pfam-A,PF07469,DUF1518,
3969,Pfam-A,PF07475,Hpr_kinase_C,
3971,Pfam-A,PF07479,NAD_Gly3P_dh_C,
3972,Pfam-A,PF07496,zf-CW,
3974,Pfam-A,PF07527,Hairy_orange,
3975,Pfam-A,PF07535,zf-DBF,
3979,Pfam-A,PF07645,EGF_CA,
3980,Pfam-A,PF07647,SAM_2,
3981,Pfam-A,PF07648,Kazal_2,
3982,Pfam-A,PF07652,Flavi_DEAD,
3983,Pfam-A,PF07653,SH3_2,
3984,Pfam-A,PF07654,C1-set,
3986,Pfam-A,PF07670,Gate,
3987,Pfam-A,PF07675,Cleaved_Adhesin,
3988,Pfam-A,PF07677,A2M_recep,
3990,Pfam-A,PF07679,I-set,
3991,Pfam-A,PF07686,V-set,
3992,Pfam-A,PF07687,M20_dimer,
3994,Pfam-A,PF07691,PA14,
3995,Pfam-A,PF07699,Ephrin_rec_like,
3996,Pfam-A,PF07700,HNOB,
3997,Pfam-A,PF07701,HNOBA,
3998,Pfam-A,PF07703,A2M_N_2,
4000,Pfam-A,PF07707,BACK,
4002,Pfam-A,PF07711,RabGGT_insert,
4003,Pfam-A,PF07714,Pkinase_Tyr,
4005,Pfam-A,PF07717,OB_NTP_bind,
4006,Pfam-A,PF07722,Peptidase_C26,
4007,Pfam-A,PF07728,AAA_5,
4008,Pfam-A,PF07731,Cu-oxidase_2,
4009,Pfam-A,PF07732,Cu-oxidase_3,
4010,Pfam-A,PF07733,DNA_pol3_alpha,
4011,Pfam-A,PF07737,ATLF,
4012,Pfam-A,PF07748,Glyco_hydro_38C,
4013,Pfam-A,PF07830,PP2C_C,
4014,Pfam-A,PF07831,PYNP_C,
4015,Pfam-A,PF07859,Abhydrolase_3,
4016,Pfam-A,PF07884,VKOR,
4019,Pfam-A,PF07943,PBP5_C,
4020,Pfam-A,PF07951,Toxin_R_bind_C,
4021,Pfam-A,PF07952,Toxin_trans,
4022,Pfam-A,PF07953,Toxin_R_bind_N,
4023,Pfam-A,PF07965,Integrin_B_tail,
4025,Pfam-A,PF07968,Leukocidin,
4026,Pfam-A,PF07973,tRNA_SAD,
4027,Pfam-A,PF07974,EGF_2,
4028,Pfam-A,PF07977,FabA,
4029,Pfam-A,PF07992,Pyr_redox_2,
4031,Pfam-A,PF08022,FAD_binding_8,
4032,Pfam-A,PF08029,HisG_C,
4033,Pfam-A,PF08030,NAD_binding_6,
4034,Pfam-A,PF08063,PADR1,
4035,Pfam-A,PF08064,UME,
4036,Pfam-A,PF08067,ROKNT,
4038,Pfam-A,PF08072,BDHCT,
4039,Pfam-A,PF08123,DOT1,
4044,Pfam-A,PF08205,C2-set_2,
4045,Pfam-A,PF08210,APOBEC_N,
4046,Pfam-A,PF08213,DUF1713,
4047,Pfam-A,PF08214,HAT_KAT11,
4050,Pfam-A,PF08240,ADH_N,
4051,Pfam-A,PF08241,Methyltransf_11,
4052,Pfam-A,PF08242,Methyltransf_12,
4053,Pfam-A,PF08245,Mur_ligase_M,
4054,Pfam-A,PF08246,Inhibitor_I29,
4055,Pfam-A,PF08264,Anticodon_1,
4056,Pfam-A,PF08272,Topo_Zn_Ribbon,
4058,Pfam-A,PF08290,Hep_core_N,
4059,Pfam-A,PF08300,HCV_NS5a_1a,
4060,Pfam-A,PF08301,HCV_NS5a_1b,
4065,Pfam-A,PF08329,ChitinaseA_N,
4066,Pfam-A,PF08332,CaMKII_AD,
4070,Pfam-A,PF08354,DUF1729,
4075,Pfam-A,PF08401,DUF1738,
4079,Pfam-A,PF08418,Pol_alpha_B_N,
4080,Pfam-A,PF08423,Rad51,
4081,Pfam-A,PF08436,DXP_redisom_C,
4082,Pfam-A,PF08441,Integrin_alpha2,
4084,Pfam-A,PF08447,PAS_3,
4089,Pfam-A,PF08477,Roc,
4091,Pfam-A,PF08490,DUF1744,
4098,Pfam-A,PF08526,PAD_N,
4099,Pfam-A,PF08527,PAD_M,
4100,Pfam-A,PF08532,Glyco_hydro_42M,
4101,Pfam-A,PF08533,Glyco_hydro_42C,
4102,Pfam-A,PF08540,HMG_CoA_synt_C,
4103,Pfam-A,PF08541,ACP_syn_III_C,
4105,Pfam-A,PF08545,ACP_syn_III,
4107,Pfam-A,PF08557,Lipid_DES,
4109,Pfam-A,PF08564,CDC37_C,
4110,Pfam-A,PF08565,CDC37_M,
4112,Pfam-A,PF08606,Prp19,
4118,Pfam-A,PF08674,AChE_tetra,
4121,Pfam-A,PF08703,PLC-beta_C,
4122,Pfam-A,PF08705,Gag_p6,
4123,Pfam-A,PF08709,Ins145_P3_rec,
4124,Pfam-A,PF08710,nsp9,
4126,Pfam-A,PF08716,nsp7,
4127,Pfam-A,PF08717,nsp8,
4128,Pfam-A,PF08725,Integrin_b_cyt,
4129,Pfam-A,PF08727,P3A,
4131,Pfam-A,PF08742,C8,
4132,Pfam-A,PF08758,Cadherin_pro,
4133,Pfam-A,PF08761,dUTPase_2,
4134,Pfam-A,PF08763,Ca_chan_IQ,
4136,Pfam-A,PF08771,FRB_dom,
4137,Pfam-A,PF08773,CathepsinC_exc,
4138,Pfam-A,PF08777,RRM_3,
4139,Pfam-A,PF08778,HIF-1a_CTAD,
4140,Pfam-A,PF08799,PRP4,
4141,Pfam-A,PF08815,Nuc_rec_co-act,
4142,Pfam-A,PF08824,Serine_rich,
4143,Pfam-A,PF08825,E2_bind,
4145,Pfam-A,PF08831,MHCassoc_trimer,
4146,Pfam-A,PF08832,SRC-1,
4149,Pfam-A,PF08917,ecTbetaR2,
4150,Pfam-A,PF08918,PhoQ_Sensor,
4151,Pfam-A,PF08919,F_actin_bind,
4152,Pfam-A,PF08920,SF3b1,
4153,Pfam-A,PF08926,DUF1908,
4154,Pfam-A,PF08934,Rb_C,
4156,Pfam-A,PF08945,Bclx_interact,
4157,Pfam-A,PF08947,BPS,
4158,Pfam-A,PF08983,DUF1856,
4159,Pfam-A,PF08996,zf-DNA_Pol,
4160,Pfam-A,PF09005,DUF1897,
4161,Pfam-A,PF09013,YopH_N,
4162,Pfam-A,PF09014,Sushi_2,
4163,Pfam-A,PF09027,GTPase_binding,
4164,Pfam-A,PF09029,Preseq_ALAS,
4165,Pfam-A,PF09030,Creb_binding,
4166,Pfam-A,PF09036,Bcr-Abl_Oligo,
4167,Pfam-A,PF09040,H-K_ATPase_N,
4169,Pfam-A,PF09067,EpoR_lig-bind,
4170,Pfam-A,PF09070,PFU,
4171,Pfam-A,PF09085,Adhes-Ig_like,
4173,Pfam-A,PF09154,DUF1939,
4174,Pfam-A,PF09156,Anthrax-tox_M,
4175,Pfam-A,PF09160,FimH_man-bind,
4176,Pfam-A,PF09164,VitD-bind_III,
4177,Pfam-A,PF09172,DUF1943,
4178,Pfam-A,PF09180,ProRS-C_1,
4179,Pfam-A,PF09191,CD4-extracel,
4180,Pfam-A,PF09193,CholecysA-Rec_N,
4181,Pfam-A,PF09202,Rio2_N,
4182,Pfam-A,PF09211,DUF1958,
4183,Pfam-A,PF09240,IL6Ra-bind,
4184,Pfam-A,PF09257,BCMA-Tall_bind,
4185,Pfam-A,PF09260,DUF1966,
4186,Pfam-A,PF09261,Alpha-mann_mid,
4187,Pfam-A,PF09264,Sial-lect-inser,
4188,Pfam-A,PF09265,Cytokin-bind,
4189,Pfam-A,PF09266,VirDNA-topo-I_N,
4190,Pfam-A,PF09272,Hepsin-SRCR,
4191,Pfam-A,PF09279,EF-hand_like,
4192,Pfam-A,PF09281,Taq-exonuc,
4193,Pfam-A,PF09294,Interfer-bind,
4194,Pfam-A,PF09307,MHC2-interact,
4195,Pfam-A,PF09308,LuxQ-periplasm,
4197,Pfam-A,PF09336,Vps4_C,
4198,Pfam-A,PF09358,E1_UFD,
4199,Pfam-A,PF09360,zf-CDGSH,
4200,Pfam-A,PF09377,SBDS_C,
4201,Pfam-A,PF09379,FERM_N,
4202,Pfam-A,PF09380,FERM_C,
4203,Pfam-A,PF09382,RQC,
4204,Pfam-A,PF09396,Thrombin_light,
4206,Pfam-A,PF09454,Vps23_core,
4215,Pfam-A,PF09992,NAGPA,
4219,Pfam-A,PF10371,EKR,
4220,Pfam-A,PF10385,RNA_pol_Rpb2_45,
4221,Pfam-A,PF10391,DNA_pol_lambd_f,
4222,Pfam-A,PF10409,PTEN_C2,
4223,Pfam-A,PF10413,Rhodopsin_N,
4224,Pfam-A,PF10415,FumaraseC_C,
4225,Pfam-A,PF10417,1-cysPrx_C,
4226,Pfam-A,PF10430,Ig_Tie2_1,
4228,Pfam-A,PF10435,BetaGal_dom2,
4230,Pfam-A,PF10502,Peptidase_S26,
4231,Pfam-A,PF10509,GalKase_gal_bdg,
4235,Pfam-A,PF10534,CRIC_ras_sig,
4240,Pfam-A,PF10585,UBA_e1_thiolCys,
4241,Pfam-A,PF10600,PDZ_assoc,
4242,Pfam-A,PF10606,GluR_Homer-bdg,
4243,Pfam-A,PF10608,MAGUK_N_PEST,
4244,Pfam-A,PF10613,Lig_chan-Glu_bd,
4245,Pfam-A,PF10660,MitoNEET_N,
4250,Pfam-A,PF11490,DNA_pol3_a_NII,
4252,Pfam-A,PF11531,CARM1,
4258,Pfam-A,PF11601,Shal-type,
4260,Pfam-A,PF11633,SUD-M,
4262,Pfam-A,PF11640,TAN,
4265,Pfam-A,PF11799,IMS_C,
4267,Pfam-A,PF11838,ERAP1_C,
4272,Pfam-A,PF11889,DUF3409,
4273,Pfam-A,PF11918,Peptidase_S41_N,
4277,Pfam-A,PF11940,DUF3458,
4280,Pfam-A,PF11975,Glyco_hydro_4C,
4283,Pfam-A,PF12009,Telomerase_RBD,
4284,Pfam-A,PF12026,DUF3513,
4285,Pfam-A,PF12047,DNMT1-RFD,
4286,Pfam-A,PF12052,VGCC_beta4Aa_N,
4287,Pfam-A,PF12063,DUF3543,
4288,Pfam-A,PF12104,Tcell_CD4_C,
4289,Pfam-A,PF12109,CXCR4_N,
4290,Pfam-A,PF12124,Nsp3_PL2pro,
4292,Pfam-A,PF12140,SLED,
4294,Pfam-A,PF12149,HSV_VP16_C,
4295,Pfam-A,PF12160,Fibrinogen_aC,
4297,Pfam-A,PF12177,Proho_convert,
4298,Pfam-A,PF12178,INCENP_N,
4299,Pfam-A,PF12179,IKKbetaNEMObind,
4300,Pfam-A,PF12202,OSR1_C,
4302,Pfam-A,PF12211,LMWSLP_N,
4307,Pfam-A,PF12327,FtsZ_C,
4328,Pfam-A,PF12661,hEGF,
4329,Pfam-A,PF12662,cEGF,
4332,Pfam-A,PF12697,Abhydrolase_6,
4335,Pfam-A,PF12705,PDDEXK_1,
4337,Pfam-A,PF12743,ESR1_C,
4338,Pfam-A,PF12745,HGTP_anticodon2,
4340,Pfam-A,PF12774,AAA_6,
4341,Pfam-A,PF12775,AAA_7,
4342,Pfam-A,PF12777,MT,
4343,Pfam-A,PF12780,AAA_8,
4344,Pfam-A,PF12781,AAA_9,
4347,Pfam-A,PF12804,NTP_transf_3,
4349,Pfam-A,PF12820,BRCT_assoc,
4350,Pfam-A,PF12833,HTH_18,
4351,Pfam-A,PF12836,HHH_3,
4352,Pfam-A,PF12838,Fer4_7,
4354,Pfam-A,PF12924,APP_Cu_bd,
4355,Pfam-A,PF12925,APP_E2,
4361,Pfam-A,PF13091,PLDc_2,
4365,Pfam-A,PF13193,AMP-binding_C,
4366,Pfam-A,PF13202,EF-hand_5,
4370,Pfam-A,PF13288,DXPR_C,
4371,Pfam-A,PF13291,ACT_4,
4376,Pfam-A,PF13350,Y_phosphatase3,
4377,Pfam-A,PF13354,Beta-lactamase2,
4378,Pfam-A,PF13361,UvrD_C,
4379,Pfam-A,PF13363,BetaGal_dom3,
4380,Pfam-A,PF13364,BetaGal_dom4_5,
4381,Pfam-A,PF13365,Trypsin_2,
4382,Pfam-A,PF13385,Laminin_G_3,
4383,Pfam-A,PF13393,tRNA-synt_His,
4384,Pfam-A,PF13405,EF-hand_6,
4385,Pfam-A,PF13406,SLT_2,
4388,Pfam-A,PF13417,GST_N_3,
4390,Pfam-A,PF13426,PAS_9,
4392,Pfam-A,PF13450,NAD_binding_8,
4394,Pfam-A,PF13460,NAD_binding_10,
4396,Pfam-A,PF13469,Sulfotransfer_3,
4397,Pfam-A,PF13472,Lipase_GDSL_2,
4398,Pfam-A,PF13489,Methyltransf_23,
4399,Pfam-A,PF13499,EF-hand_7,
4401,Pfam-A,PF13506,Glyco_transf_21,
4406,Pfam-A,PF13537,GATase_7,
4407,Pfam-A,PF13538,UvrD_C_2,
4408,Pfam-A,PF13543,KSR1-SAM,
4409,Pfam-A,PF13553,FIIND,
4410,Pfam-A,PF13561,adh_short_C2,
4411,Pfam-A,PF13574,Reprolysin_2,
4414,Pfam-A,PF13604,AAA_30,
4415,Pfam-A,PF13616,Rotamase_3,
4416,Pfam-A,PF13620,CarboxypepD_reg,
4417,Pfam-A,PF13621,Cupin_8,
4420,Pfam-A,PF13640,2OG-FeII_Oxy_3,
4421,Pfam-A,PF13641,Glyco_tranf_2_3,
4425,Pfam-A,PF13671,AAA_33,
4427,Pfam-A,PF13733,Glyco_transf_7N,
4429,Pfam-A,PF13768,VWA_3,
4430,Pfam-A,PF13771,zf-HC5HC2H,
4432,Pfam-A,PF13793,Pribosyltran_N,
4433,Pfam-A,PF13802,Gal_mutarotas_2,
4435,Pfam-A,PF13832,zf-HC5HC2H_2,
4436,Pfam-A,PF13833,EF-hand_8,
4439,Pfam-A,PF13848,Thioredoxin_6,
4442,Pfam-A,PF13893,RRM_5,
4443,Pfam-A,PF13895,Ig_2,
4445,Pfam-A,PF13906,AA_permease_C,
4446,Pfam-A,PF13918,PLDc_3,
4447,Pfam-A,PF13920,zf-C3HC4_3,
4448,Pfam-A,PF13923,zf-C3HC4_2,
4449,Pfam-A,PF13927,Ig_3,
4452,Pfam-A,PF13959,DUF4217,
4453,Pfam-A,PF14008,Metallophos_C,
4457,Pfam-A,PF14260,zf-C4pol,
4461,Pfam-A,PF14396,CFTR_R,
4462,Pfam-A,PF14438,SM-ATX,
8636,Pfam-A,PF01653,DNA_ligase_aden,
8698,Pfam-A,PF13639,zf-RING_2,
8701,Pfam-A,PF01388,ARID,
8710,Pfam-A,PF08969,USP8_dimer,
8718,Pfam-A,PF00441,Acyl-CoA_dh_1,
8750,Pfam-A,PF00735,Septin,
8891,Pfam-A,PF14575,EphA2_TM,
8908,Pfam-A,PF11916,Vac14_Fig4_bd,
8927,Pfam-A,PF14670,FXa_inhibition,
8996,Pfam-A,PF14493,HTH_40,
9048,Pfam-A,PF02376,CUT,
9085,Pfam-A,PF14579,HHH_6,
9092,Pfam-A,PF01740,STAS,
9109,Pfam-A,PF14555,UBA_4,
9125,Pfam-A,PF14749,Acyl-CoA_ox_N,
9141,Pfam-A,PF14716,HHH_8,
9149,Pfam-A,PF12004,DUF3498,
9155,Pfam-A,PF02089,Palm_thioest,
9157,Pfam-A,PF14700,RPOL_N,
9162,Pfam-A,PF14845,Glycohydro_20b2,
9175,Pfam-A,PF00198,2-oxoacid_dh,
9216,Pfam-A,PF14697,Fer4_21,
9264,Pfam-A,PF10420,IL12p40_C,
9277,Pfam-A,PF13519,VWA_2,
9281,Pfam-A,PF00176,SNF2_N,
9295,Pfam-A,PF12706,Lactamase_B_2,
9321,Pfam-A,PF06875,PRF,
9322,Pfam-A,PF14520,HHH_5,
9337,Pfam-A,PF15494,SRCR_2,
9346,Pfam-A,PF14666,RICTOR_M,
9350,Pfam-A,PF00066,Notch,
9389,Pfam-A,PF02928,zf-C5HC2,
9394,Pfam-A,PF14510,ABC_trans_N,
9451,Pfam-A,PF00435,Spectrin,
9492,Pfam-A,PF00391,PEP-utilizers,
9493,Pfam-A,PF01083,Cutinase,
9505,Pfam-A,PF14701,hDGE_amylase,
9541,Pfam-A,PF00231,ATP-synt,
9552,Pfam-A,PF09045,L27_2,
9558,Pfam-A,PF03119,DNA_ligase_ZBD,
9587,Pfam-A,PF01302,CAP_GLY,
9617,Pfam-A,PF02732,ERCC4,
9621,Pfam-A,PF00917,MATH,
9626,Pfam-A,PF03120,DNA_ligase_OB,
9649,Pfam-A,PF02823,ATP-synt_DE_N,
9681,Pfam-A,PF14598,PAS_11,
9710,Pfam-A,PF14664,RICTOR_N,
9725,Pfam-A,PF14691,Fer4_20,
9737,Pfam-A,PF14843,GF_recep_IV,
9740,Pfam-A,PF14671,DSPn,
9741,Pfam-A,PF08840,BAAT_C,
9755,Pfam-A,PF14501,HATPase_c_5,
9763,Pfam-A,PF14732,UAE_UbL,
9773,Pfam-A,PF00103,Hormone_1,
9825,Pfam-A,PF14665,RICTOR_phospho,
9839,Pfam-A,PF14528,LAGLIDADG_3,
9846,Pfam-A,PF01412,ArfGap,
9877,Pfam-A,PF14497,GST_C_3,
9881,Pfam-A,PF14702,hGDE_central,
9887,Pfam-A,PF01248,Ribosomal_L7Ae,
9898,Pfam-A,PF14651,Lipocalin_7,
9920,Pfam-A,PF14896,Arabino_trans_C,
9927,Pfam-A,PF00236,Hormone_6,
9928,Pfam-A,PF14593,PH_3,
9937,Pfam-A,PF13896,Glyco_transf_49,
9943,Pfam-A,PF14572,Pribosyl_synth,
9960,Pfam-A,PF13534,Fer4_17,
9970,Pfam-A,PF14788,EF-hand_10,
10013,Pfam-A,PF14554,VEGF_C,
10015,Pfam-A,PF13085,Fer2_3,
10018,Pfam-A,PF13410,GST_C_2,
10031,Pfam-A,PF14668,RICTOR_V,
10036,Pfam-A,PF14492,EFG_II,
10040,Pfam-A,PF02771,Acyl-CoA_dh_N,
10044,Pfam-A,PF14513,DAG_kinase_N,
10103,Pfam-A,PF14604,SH3_9,
10123,Pfam-A,PF06155,DUF971,
10126,Pfam-A,PF14707,Sulfatase_C,
10173,Pfam-A,PF04960,Glutaminase,
10174,Pfam-A,PF14663,RasGEF_N_2,
10176,Pfam-A,PF00643,zf-B_box,
10198,Pfam-A,PF00034,Cytochrom_C,
10234,Pfam-A,PF14835,zf-RING_6,
10238,Pfam-A,PF13716,CRAL_TRIO_2,
10253,Pfam-A,PF02668,TauD,
10255,Pfam-A,PF14792,DNA_pol_B_palm,
10264,Pfam-A,PF14814,UB2H,
10280,Pfam-A,PF05175,MTS,
10284,Pfam-A,PF07650,KH_2,
10285,Pfam-A,PF02747,PCNA_C,
10289,Pfam-A,PF00238,Ribosomal_L14,
10293,Pfam-A,PF01591,6PF2K,
10295,Pfam-A,PF01491,Frataxin_Cyay,
10300,Pfam-A,PF12934,FTO_CTD,
10303,Pfam-A,PF01688,Herpes_gI,
10307,Pfam-A,PF14693,Ribosomal_TL5_C,
10311,Pfam-A,PF13401,AAA_22,
10313,Pfam-A,PF05047,L51_S25_CI-B8,
10315,Pfam-A,PF03368,Dicer_dimer,
10318,Pfam-A,PF03719,Ribosomal_S5_C,
10321,Pfam-A,PF09011,HMG_box_2,
10322,Pfam-A,PF00366,Ribosomal_S17,
10323,Pfam-A,PF00542,Ribosomal_L12,
10326,Pfam-A,PF00052,Laminin_B,
10327,Pfam-A,PF02213,GYF,
10330,Pfam-A,PF00281,Ribosomal_L5,
10332,Pfam-A,PF02124,Marek_A,
10336,Pfam-A,PF00237,Ribosomal_L22,
10338,Pfam-A,PF10531,SLBB,
10346,Pfam-A,PF00312,Ribosomal_S15,
10347,Pfam-A,PF14619,SnAC,
10348,Pfam-A,PF13510,Fer2_4,
10351,Pfam-A,PF05109,Herpes_BLLF1,
10354,Pfam-A,PF00389,2-Hacid_dh,
10360,Pfam-A,PF01000,RNA_pol_A_bac,
10367,Pfam-A,PF01250,Ribosomal_S6,
10376,Pfam-A,PF01537,Herpes_glycop_D,
10379,Pfam-A,PF02210,Laminin_G_2,
10380,Pfam-A,PF03946,Ribosomal_L11_N,
10382,Pfam-A,PF00705,PCNA_N,
10384,Pfam-A,PF08880,QLQ,
10386,Pfam-A,PF00333,Ribosomal_S5,
10387,Pfam-A,PF00444,Ribosomal_L36,
10393,Pfam-A,PF01479,S4,
10394,Pfam-A,PF03118,RNA_pol_A_CTD,
10399,Pfam-A,PF04430,DUF498,
10400,Pfam-A,PF06482,Endostatin,
10404,Pfam-A,PF00347,Ribosomal_L6,
10407,Pfam-A,PF03948,Ribosomal_L9_C,
10410,Pfam-A,PF01386,Ribosomal_L25p,
10413,Pfam-A,PF02480,Herpes_gE,
10415,Pfam-A,PF00181,Ribosomal_L2,
10420,Pfam-A,PF02826,2-Hacid_dh_C,
10422,Pfam-A,PF00300,His_Phos_1,
10423,Pfam-A,PF00327,Ribosomal_L30,
10424,Pfam-A,PF00177,Ribosomal_S7,
10429,Pfam-A,PF02404,SCF,
10454,Pfam-A,PF10588,NADH-G_4Fe-4S_3,
10455,Pfam-A,PF00673,Ribosomal_L5_C,
10458,Pfam-A,PF03039,IL12,
10462,Pfam-A,PF07533,BRK,
10464,Pfam-A,PF00410,Ribosomal_S8,
