activity_id,assay_id,doc_id,record_id,molregno,standard_relation,standard_value,standard_units,standard_flag,standard_type,activity_comment,data_validity_comment,potential_duplicate,pchembl_value,bao_endpoint,uo_units,qudt_units,toid,upper_value,standard_upper_value,src_id,type,relation,value,units,text_value,standard_text_value,action_type
34610,102777,774,25134,24014,=,0.24,uM,0,ED50,,,0,,BAO_0003036,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,ED50,=,0.24,uM,,,
34611,102572,774,25134,24014,=,6.0,uM,0,CD50,,,0,,BAO_0000179,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,CD50,=,6.0,uM,,,
34612,211315,97,146241,129390,=,150000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.00015,M,,,
34613,69136,120,260299,1704289,=,60.0,,0,Relative activity,,,0,,BAO_0000179,,,,,,1,Relative activity,=,60.0,,,,
34614,42604,2320,164118,145176,=,41000.0,nM,1,IC50,,,0,4.39,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,41.0,uM,,,
34615,199624,2320,164118,145176,,,nM,0,IC50,Not Determined,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,,,uM,,,
34616,68475,908,115140,103530,=,900.0,nM,1,IC50,,,0,6.05,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.9,uM,,,
34617,68475,908,115130,103457,=,1800.0,nM,1,IC50,,,0,5.75,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.8,uM,,,
34618,76848,984,148637,131947,=,4.42,,0,pD2,,,0,,BAO_0000179,,,,,,1,pD2,=,4.42,,,,
34619,76849,984,148637,131947,=,4.84,,0,pD2,,,0,,BAO_0000179,,,,,,1,pD2,=,4.84,,,,
34620,194455,984,148637,131947,=,6.95,,0,pD2,,,0,,BAO_0000179,,,,,,1,pD2,=,6.95,,,,
34621,70110,1115,337388,285092,=,120.0,nM,1,IC50,,,0,6.92,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,120.0,nM,,,
34622,201058,1559,312952,3183,=,4.66,,0,pKB,,,0,,BAO_0000179,,,,,,1,pKB,=,4.66,,,,
34623,33128,1559,312952,3183,=,5.29,,0,pKB,,,0,,BAO_0000179,,,,,,1,pKB,=,5.29,,,,
34624,84236,1559,312952,3183,=,4.37,,0,pKB,,,0,,BAO_0000179,,,,,,1,pKB,=,4.37,,,,
34625,138239,1559,312952,3183,=,4.72,,0,pKB,,,0,,BAO_0000179,,,,,,1,pKB,=,4.72,,,,
34626,3082,1559,312952,3183,=,97.72,nM,1,Kd,,,0,7.01,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,7.01,,,,
34627,201059,1559,312971,266047,=,6.73,,0,pKB,,,0,,BAO_0000179,,,,,,1,pKB,=,6.73,,,,
34628,84076,1559,312966,10661,=,0.8511,nM,1,Kd,,,0,9.07,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,pA2,=,9.07,,,,
34629,957,2391,203465,177339,=,450.0,nM,1,Ki,,,0,6.35,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,450.0,nM,,,
34630,1732,2391,203465,177339,=,340.0,nM,1,Ki,,,0,6.47,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,340.0,nM,,,
34631,1360,2391,203465,177339,=,18.0,nM,1,Ki,,,0,7.75,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,18.0,nM,,,
34632,1333,2391,203465,177339,=,27.0,nM,1,Kb,,,0,,BAO_0000587,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,KB,=,27.0,nM,,,
34633,82457,3502,268801,230789,=,720.0,nM,1,IC50,,,0,6.14,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.72,uM,,,
34634,161075,3502,268801,230789,=,76.0,nM,1,IC50,,,0,7.12,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.076,uM,,,
34635,43071,3502,268801,230789,=,2200.0,nM,1,IC50,,,0,5.66,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,2.2,uM,,,
34636,155738,2780,159427,608368,=,13000.0,nM,1,Kd,,,0,4.89,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Kd,=,13.0,uM,,,
34637,41360,3217,105545,94891,=,196.0,nM,1,IC50,,,0,6.71,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.196,uM,,,
34638,41052,3217,105545,94891,=,7200.0,nM,1,IC50,,,0,5.14,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,7.2,uM,,,
34639,41051,3217,105545,94891,,,nM,0,IC50,Not Determined,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,,,uM,,,
34640,41050,3217,105531,94731,=,6760.0,nM,1,IC50,,,0,5.17,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,6.76,uM,,,
34641,41360,3217,105531,94731,=,21670.0,nM,1,IC50,,,0,4.66,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,21.67,uM,,,
34642,41052,3217,105531,94731,=,504000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,504.0,uM,,,
34643,157045,5652,147719,131672,=,37.0,nM,1,IC50,,,1,7.43,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,37.0,nM,,,
34644,157196,5652,147719,131672,=,37.15,nM,1,IC50,,,0,7.43,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log IC50,=,-7.43,,,,
34645,160036,5702,171149,150986,>,512.0,ug.mL-1,1,MIC,,,0,,BAO_0002146,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MIC,>,512.0,ug ml-1,,,
34646,160715,5702,171149,150986,=,5.0,ug ml-1,0,MPC,,,0,,BAO_0000179,UO_0000274,http://www.openphacts.org/units/MicrogramPerMilliliter,,,,1,MPC,=,5.0,ug ml-1,,,
34647,209349,5702,171149,150986,=,50.0,mg kg-1,0,MLD,,,0,,BAO_0000179,UO_0000308,,,,,1,MLD,=,50.0,mg kg-1,,,
34648,16961,6087,307474,61469,=,3.39,,1,LogP,,,0,,BAO_0002130,,,,,,1,Log Pow,=,3.39,,,,
34649,60200,6104,316532,268339,=,139.0,nM,1,Ki,,,0,6.86,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,139.0,nM,,,
34650,60676,6104,316532,268339,=,9.0,nM,1,Ki,,,0,8.05,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,9.0,nM,,,
34651,34449,6104,316532,268339,=,1000.0,nM,1,Ki,,,0,6.0,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,1000.0,nM,,,
34652,60200,6104,316531,268372,=,201.0,nM,1,Ki,,,0,6.7,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,201.0,nM,,,
34653,60676,6104,316531,268372,=,19.0,nM,1,Ki,,,0,7.72,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,19.0,nM,,,
34654,34449,6104,316531,268372,=,1735.0,nM,1,Ki,,,0,5.76,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,1735.0,nM,,,
34655,35111,6173,10600,10327,=,16.0,nM,1,Ki,,,0,7.8,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,16.0,nM,,,
34656,65644,6173,10600,10327,=,20.0,nM,1,Ki,,,0,7.7,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,20.0,nM,,,
34657,35111,6173,10598,10197,=,30.0,nM,1,Ki,,,0,7.52,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,30.0,nM,,,
34658,65644,6173,10598,10197,=,14.0,nM,1,Ki,,,0,7.85,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,14.0,nM,,,
34659,52496,6200,27341,25965,=,1140.0,nM,1,IC50,,,0,5.94,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.14,uM,,,
34660,77721,6200,27341,25965,,,nM,0,IC50,Not Determined,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,,,uM,,,
34661,142033,6200,27341,25965,,,nM,0,IC50,Not Determined,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,,,uM,,,
34662,106820,6217,35599,33450,=,15.0,nM,1,EC50,,,0,7.82,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,=,15.0,nM,,,
34663,106816,6217,35599,33450,=,80.0,%,0,cAMP accumulation,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,cAMP accumulation,=,80.0,%,,,
34664,106820,6217,35597,33634,=,10.0,nM,1,EC50,,,0,8.0,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,=,10.0,nM,,,
34665,106815,6217,35597,33634,=,140.0,nM,1,EC50,,,0,6.85,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,=,140.0,nM,,,
34666,106820,6217,35588,33844,=,7.0,nM,1,EC50,,,0,8.15,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,=,7.0,nM,,,
34667,106815,6217,35588,33844,=,480.0,nM,1,EC50,,,0,6.32,BAO_0000188,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,EC50,=,480.0,nM,,,
34668,149055,4838,45892,43007,=,398.11,nM,1,Ki,,,0,6.4,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Log Ki,=,-6.4,,,,
34669,66714,4959,119504,106614,=,0.45,nM,1,IC50,,,0,9.35,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.00045,uM,,,
34670,158656,4959,119504,106614,=,20000.0,nM,1,IC50,,,0,4.7,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,20.0,uM,,,
34671,214086,4959,119504,106614,=,360.0,nM,1,IC50,,,0,6.44,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.36,uM,,,
34672,85849,5394,343227,289198,=,32.0,nM,1,Ki,,,0,7.5,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,32.0,nM,,,
34673,85849,5394,343208,288969,=,18.0,nM,1,Ki,,,0,7.75,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,18.0,nM,,,
34674,68165,5458,32568,30789,=,50.8,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,50.8,%,,,
34675,68022,5458,32568,30789,=,912000.0,nM,1,IC50,,Outside typical range,1,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,912.0,uM l-1,,,
34676,75625,4827,39855,37157,=,90100.0,nM,1,IC50,,,0,4.04,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,90.1,uM,,,
34677,213808,4306,89239,81123,,,nM,0,IC50,Not Active,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,,,uM,,,
34678,111644,4734,342111,288216,=,32.0,uM kg-1,0,HD50,,,0,,BAO_0000179,,,,,,1,HD50,=,32.0,uM kg-1,,,
34679,69155,4734,342111,288216,>,100000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.0,uM,,,
34680,169583,4734,342111,288216,=,51.0,uM kg-1,0,BSR,,,0,,BAO_0000179,,,,,,1,BSR,=,51.0,uM kg-1,,,
34681,193410,4734,342111,288216,=,16.2,s,0,Onset time,,,0,,BAO_0000179,UO_0000010,http://qudt.org/vocab/unit#SecondTime,,,,1,Onset time,=,16.2,s,,,
34682,183341,4734,342111,288216,=,54.9,%,0,Max BSR,,,0,,BAO_0000179,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Max BSR,=,54.9,%,,,
34683,188068,4734,342111,288216,=,40.0,s,0,Time to max. BSR,,,0,,BAO_0000179,UO_0000010,http://qudt.org/vocab/unit#SecondTime,,,,1,Time to max. BSR,=,40.0,s,,,
34684,185405,4734,342111,288216,=,1.7,min,0,Offset time,,,0,,BAO_0000179,UO_0000031,http://qudt.org/vocab/unit#MinuteTime,,,,1,Offset time,=,1.7,min,,,
34685,184880,4734,342111,288216,=,3.8,min,0,Recovery time,,,0,,BAO_0000179,UO_0000031,http://qudt.org/vocab/unit#MinuteTime,,,,1,Recovery time,=,3.8,min,,,
34686,111644,4734,342119,288009,>,282.0,uM kg-1,0,HD50,,,0,,BAO_0000179,,,,,,1,HD50,>,282.0,uM kg-1,,,
34687,69155,4734,342119,288009,>,10000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,10.0,uM,,,
34688,111644,4734,342117,287767,=,51.0,uM kg-1,0,HD50,,,0,,BAO_0000179,,,,,,1,HD50,=,51.0,uM kg-1,,,
34689,69155,4734,342117,287767,>,100000.0,nM,1,IC50,,,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,>,100.0,uM,,,
34690,100484,4172,337830,285589,=,0.004,,0,RLU/well,,,0,,BAO_0000179,,,,,,1,RLU/well,=,0.004,,,,
34691,141374,4172,337830,285589,=,1.8e-05,,0,RLU/well,,,0,,BAO_0000179,,,,,,1,RLU/well,=,1.8e-05,,,,
34692,84498,4172,337830,285589,=,0.00038,,0,RLU/well,,,0,,BAO_0000179,,,,,,1,RLU/well,=,0.00038,,,,
34693,88144,4172,337830,285589,=,1.6e-06,,0,RLU/well,,,0,,BAO_0000179,,,,,,1,RLU/well,=,1.6e-06,,,,
34694,100484,4172,337828,548693,=,1.5e-05,,0,RLU/well,,,0,,BAO_0000179,,,,,,1,RLU/well,=,1.5e-05,,,,
34695,141374,4172,337828,548693,=,6.9,,0,RLU/well,,,0,,BAO_0000179,,,,,,1,RLU/well,=,6.9,,,,
34696,84498,4172,337828,548693,=,1.4,,0,RLU/well,,,0,,BAO_0000179,,,,,,1,RLU/well,=,1.4,,,,
34697,88144,4172,337828,548693,=,3.2,,0,RLU/well,,,0,,BAO_0000179,,,,,,1,RLU/well,=,3.2,,,,
34698,63214,3763,56003,51684,=,54.3,nM,0,Binding affinity,,,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Binding affinity,=,54.3,nM,,,
34699,64028,3763,56003,51684,=,549.0,nM,0,Binding affinity,,,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Binding affinity,=,549.0,nM,,,
34700,63214,3763,55999,51561,=,3.0,nM,0,Binding affinity,,,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Binding affinity,=,3.0,nM,,,
34701,64028,3763,55999,51561,=,500.0,nM,0,Binding affinity,,,0,,BAO_0000034,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Binding affinity,=,500.0,nM,,,
34702,200264,3829,91027,82170,=,0.135,uM,0,Cytotoxicity,,,0,,BAO_0000179,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,Cytotoxicity,=,0.135,uM,,,
34703,7335,3829,91027,82170,=,0.071,uM,0,Cytotoxicity,,,0,,BAO_0000179,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,Cytotoxicity,=,0.071,uM,,,
34704,4565,3829,91027,82170,=,0.14,uM,0,Cytotoxicity,,,0,,BAO_0000179,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,Cytotoxicity,=,0.14,uM,,,
34705,232462,3829,91027,82170,=,1.9,,0,Resistance factor,,,0,,BAO_0000179,,,,,,1,Resistance factor,=,1.9,,,,
34706,44807,3829,91027,82170,=,0.035,uM,0,Cytotoxicity,,,0,,BAO_0000179,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,Cytotoxicity,=,0.035,uM,,,
34707,44630,3829,91027,82170,=,0.056,uM,0,Cytotoxicity,,,0,,BAO_0000179,UO_0000064,http://www.openphacts.org/units/Micromolar,,,,1,Cytotoxicity,=,0.056,uM,,,
34708,232464,3829,91027,82170,=,1.6,,0,Resistance factor,,,0,,BAO_0000179,,,,,,1,Resistance factor,=,1.6,,,,
34709,217693,3829,91027,82170,=,0.84,degrees C,1,Delta Tm,,,0,,BAO_0000179,UO_0000027,http://qudt.org/vocab/unit#DegreeCelsius,,,,1,Delta Tm,=,0.84,degrees C,,,
34710,217819,3829,91027,82170,=,1.47,degrees C,1,Delta Tm,,,0,,BAO_0000179,UO_0000027,http://qudt.org/vocab/unit#DegreeCelsius,,,,1,Delta Tm,=,1.47,degrees C,,,
34711,217694,3829,91027,82170,=,1.86,degrees C,1,Delta Tm,,,0,,BAO_0000179,UO_0000027,http://qudt.org/vocab/unit#DegreeCelsius,,,,1,Delta Tm,=,1.86,degrees C,,,
34712,162255,4922,100676,90935,=,610.0,nM,1,IC50,,,0,6.21,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.61,uM,,,
34713,162255,4922,100627,91080,=,1010.0,nM,1,IC50,,,0,6.0,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.01,uM,,,
34714,72761,5060,166912,147901,=,27900.0,nM,1,IC50,,,0,4.55,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,27.9,uM,,,
34715,72764,5060,166912,147901,=,32000.0,nM,1,Ki,,,0,4.5,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,32.0,uM,,,
34716,72764,5060,166912,147901,=,86000.0,nM,1,Ki,,,0,4.07,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,86.0,uM,,,
34717,72763,5060,166912,147901,=,94.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,94.0,%,,,
34718,145013,5175,201506,175456,=,3.0,%,1,Inhibition,,,0,,BAO_0000201,UO_0000187,http://qudt.org/vocab/unit#Percent,,,,1,Inhibition,=,3.0,%,,,
34719,148101,5175,201506,175456,,,nM,0,Ki,Not Determined,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,,,nM,,,
34720,145247,5175,201506,175456,,,nM,0,Ki,Not Determined,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,,,nM,,,
34721,145477,5175,201506,175456,,,nM,0,Ki,Not Determined,,0,,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,,,nM,,,
34722,144884,5175,201506,175456,,,,0,Activity,Not Determined,,0,,BAO_0000375,,,,,,1,Activity,,,,,,
34723,145014,5175,201482,176211,=,1135.0,nM,1,Ki,,,0,5.95,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,1135.0,nM,,,
34724,148100,5175,201482,176211,=,801.0,nM,1,Ki,,,0,6.1,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,801.0,nM,,,
34725,145246,5175,201482,176211,=,1841.0,nM,1,Ki,,,0,5.74,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,1841.0,nM,,,
34726,145476,5175,201482,176211,=,5011.0,nM,1,Ki,,,0,5.3,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,5011.0,nM,,,
34727,144884,5175,201482,176211,,,,0,Activity,Not Determined,,0,,BAO_0000375,,,,,,1,Activity,,,,,,
34728,145014,5175,201487,176204,=,26.0,nM,1,Ki,,,0,7.58,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,26.0,nM,,,
34729,148100,5175,201487,176204,=,1599.0,nM,1,Ki,,,0,5.8,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,1599.0,nM,,,
34730,145246,5175,201487,176204,=,2134.0,nM,1,Ki,,,0,5.67,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,2134.0,nM,,,
34731,145476,5175,201487,176204,=,8710.0,nM,1,Ki,,,0,5.06,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,8710.0,nM,,,
34732,144882,5175,201487,176204,,,,0,Activity,Agonist,,0,,BAO_0000375,,,,,,1,Activity,,,,,,AGONIST
34733,162256,4922,100640,91333,=,1130.0,nM,1,IC50,,,0,5.95,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.13,uM,,,
34734,39926,4922,100640,91333,=,3070.0,nM,1,IC50,,,0,5.51,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.07,uM,,,
34735,97149,4922,100640,91333,=,10200.0,nM,1,IC50,,,0,4.99,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,10.2,uM,,,
34736,217600,4922,100640,91333,=,25610.0,nM,1,IC50,,,0,4.59,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,25.61,uM,,,
34737,152759,4922,100640,91333,=,3190.0,nM,1,IC50,,,0,5.5,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,3.19,uM,,,
34738,48702,4922,100640,91333,=,1950.0,nM,1,IC50,,,0,5.71,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.95,uM,,,
34739,155128,4984,133129,119281,=,200000.0,nM,1,IC50,,Outside typical range,0,,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,200.0,uM,,,
34740,95687,5047,159919,142019,=,72900.0,nM,1,IC50,,,0,4.14,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,72.9,uM,,,
34741,97367,5047,159919,142019,,,,0,Treated cells,Not Determined,,0,,BAO_0000179,,,,,,1,Treated cells,,,%,,,
34742,70309,4075,242479,209941,=,26.0,nM,1,IC50,,,0,7.58,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.026,uM,,,
34743,219984,4075,242479,209941,=,360.0,nM,1,IC50,,,0,6.44,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.36,uM,,,
34744,8518,4075,242479,209941,=,7575.33,nM,1,Cmax,standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW | standard_value was converted from ug.mL-1 to nM using the parent compound MW,,0,,BAO_0002119,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Cmax,=,2700.0,ng ml-1,,,
34745,9476,4075,242479,209941,=,8137.0,ng.hr.mL-1,1,AUC,,,0,,BAO_0002120,,,,,,1,AUC,=,8137.0,ng hr ml-1,,,
34746,143986,4392,132013,117923,=,359.0,nM,1,IC50,,,0,6.45,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,359.0,nM,,,
34747,91849,4599,199779,174301,=,16320.0,nM,1,IC50,,,0,4.79,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,16.32,uM,,,
34748,199639,4599,199779,174301,=,1420.0,nM,1,IC50,,,0,5.85,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,1.42,uM,,,
34749,71585,4964,121963,110003,=,29.0,nM,1,Ki,,,0,7.54,BAO_0000192,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,Ki,=,29.0,nM,,,
34750,116970,4963,121061,1543920,=,19.3,min,0,Sleeping time,,,0,,BAO_0000179,UO_0000031,http://qudt.org/vocab/unit#MinuteTime,,,,1,Sleeping time,=,19.3,min,,,
34751,97294,4945,112001,100216,=,30.0,nM,1,IC50,,,0,7.52,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,30.0,nM,,,
34752,97294,4945,112002,100246,=,0.4,nM,1,IC50,,,0,9.4,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.4,nM,,,
34753,71448,4964,121955,109963,=,0.44,nM,1,IC50,,,0,9.36,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,0.44,nM,,,
34754,71603,4964,121955,109963,=,4.0,nM,1,IC50,,,0,8.4,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,4.0,nM,,,
34755,206485,5503,73555,66284,=,744.0,nM,1,IC50,,,0,6.13,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,744.0,nM,,,
34756,852,12304,4393,4187,=,147.0,nM,1,IC50,,,0,6.83,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,147.0,nM,,,
34757,1922,12304,4393,4187,=,119.0,nM,1,IC50,,,0,6.92,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,119.0,nM,,,
34758,61434,12304,4393,4187,=,777.0,nM,1,IC50,,,0,6.11,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,777.0,nM,,,
34759,48193,12183,264651,342897,=,-5.0,,0,Log 1/K,,,0,,BAO_0000179,,,,,,1,Log 1/K,=,-5.0,,,,
34760,210055,12183,264651,342897,=,-8.176,,0,Log 1/K,,,0,,BAO_0000179,,,,,,1,Log 1/K,=,-8.176,,,,
34761,48193,12183,264656,42076,=,-6.82,,0,Log 1/K,,,0,,BAO_0000179,,,,,,1,Log 1/K,=,-6.82,,,,
34762,212099,12221,323993,274692,=,217.0,nM,1,IC50,,,0,6.66,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,217.0,nM,,,
34763,143150,12221,323993,274692,=,163.0,nM,1,IC50,,,0,6.79,BAO_0000190,UO_0000065,http://www.openphacts.org/units/Nanomolar,,,,1,IC50,=,163.0,nM,,,
