product_id,ingredient,strength,record_id,molregno,formulation_id
PRODUCT_091455_001,ACITRETIN,10MG,1344915,169652,103640
PRODUCT_091455_002,ACITRETIN,25MG,1344915,169652,103641
PRODUCT_202552_001,ACITRETIN,10MG,1344915,169652,103642
PRODUCT_202552_002,ACITRETIN,17.5MG,1344915,169652,103643
PRODUCT_202552_003,ACITRETIN,22.5MG,1344915,169652,103644
PRODUCT_202552_004,ACITRETIN,25MG,1344915,169652,103645
PRODUCT_204633_001,ACITRETIN,10MG,1344915,169652,103650
PRODUCT_204633_002,ACITRETIN,17.5MG,1344915,169652,103651
PRODUCT_204633_003,ACITRETIN,22.5MG,1344915,169652,103652
PRODUCT_204633_004,ACITRETIN,25MG,1344915,169652,103653
PRODUCT_202897_001,ACITRETIN,17.5MG,1344915,169652,103654
PRODUCT_202897_002,ACITRETIN,22.5MG,1344915,169652,103655
PRODUCT_074906_001,ACYCLOVIR,200MG,1344412,365538,103659
PRODUCT_201445_001,ACYCLOVIR,200MG,1344412,365538,103661
PRODUCT_074872_001,ACYCLOVIR,200MG,1344412,365538,103662
PRODUCT_074674_001,ACYCLOVIR,200MG,1344412,365538,103665
PRODUCT_074750_001,ACYCLOVIR,200MG,1344412,365538,103666
PRODUCT_074977_001,ACYCLOVIR,200MG,1344412,365538,103668
PRODUCT_074975_001,ACYCLOVIR,200MG,1344412,365538,103669
PRODUCT_074570_002,ACYCLOVIR,200MG,1344412,365538,103670
PRODUCT_074578_001,ACYCLOVIR,200MG,1344412,365538,103672
PRODUCT_074828_001,ACYCLOVIR,200MG,1344412,365538,103673
PRODUCT_074914_001,ACYCLOVIR,200MG,1344412,365538,103674
PRODUCT_075101_001,ACYCLOVIR,200MG,1344412,365538,103675
PRODUCT_019478_001,NIFEDIPINE,10MG,1343846,419596,103677
PRODUCT_019478_002,NIFEDIPINE,20MG,1343846,419596,103678
PRODUCT_083187_001,VITAMIN A PALMITATE,"EQ 50,000 UNITS BASE",1343815,508441,103686
PRODUCT_021007_001,AMPRENAVIR,50MG,1343093,17347,103687
PRODUCT_021007_002,AMPRENAVIR,150MG,1343093,17347,103688
PRODUCT_205718_001,NETUPITANT,300MG,2473383,341603,103691
PRODUCT_205718_001,PALONOSETRON HYDROCHLORIDE,300MG,1344040,551486,103692
PRODUCT_208434_001,ALECTINIB HYDROCHLORIDE,EQ 150MG BASE,2583412,2039291,103693
PRODUCT_089907_001,ACETAMINOPHEN,500MG,1343835,16450,103694
PRODUCT_089907_001,HYDROCODONE BITARTRATE,500MG,1343573,2197548,103695
PRODUCT_021887_001,ORLISTAT,60MG,1344246,293438,103697
PRODUCT_080883_001,VITAMIN A PALMITATE,"EQ 50,000 UNITS BASE",1343815,508441,103699
PRODUCT_077659_001,AMANTADINE HYDROCHLORIDE,100MG,1344319,452635,103704
PRODUCT_071293_001,AMANTADINE HYDROCHLORIDE,100MG,1344319,452635,103707
PRODUCT_071382_001,AMANTADINE HYDROCHLORIDE,100MG,1344319,452635,103709
PRODUCT_007984_001,BROMODIPHENHYDRAMINE HYDROCHLORIDE,25MG,1343875,674918,103712
PRODUCT_062041_001,AMPICILLIN/AMPICILLIN TRIHYDRATE,EQ 250MG BASE,1343626,305519,103713
PRODUCT_062041_002,AMPICILLIN/AMPICILLIN TRIHYDRATE,EQ 500MG BASE,1343626,305519,103714
PRODUCT_202239_001,AMLODIPINE BESYLATE,EQ 2.5MG BASE,1343826,674353,103729
PRODUCT_202239_001,BENAZEPRIL HYDROCHLORIDE,EQ 2.5MG BASE,1344171,544432,103730
PRODUCT_202239_002,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,103731
PRODUCT_202239_002,BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE,1344171,544432,103732
PRODUCT_202239_003,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,103733
PRODUCT_202239_003,BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE,1344171,544432,103734
PRODUCT_202239_004,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,103735
PRODUCT_202239_004,BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE,1344171,544432,103736
PRODUCT_202239_005,AMLODIPINE BESYLATE,EQ 10MG BASE,1343826,674353,103737
PRODUCT_202239_005,BENAZEPRIL HYDROCHLORIDE,EQ 10MG BASE,1344171,544432,103738
PRODUCT_202239_006,AMLODIPINE BESYLATE,EQ 10MG BASE,1343826,674353,103739
PRODUCT_202239_006,BENAZEPRIL HYDROCHLORIDE,EQ 10MG BASE,1344171,544432,103740
PRODUCT_077183_001,AMLODIPINE BESYLATE,EQ 2.5MG BASE,1343826,674353,103741
PRODUCT_077183_001,BENAZEPRIL HYDROCHLORIDE,EQ 2.5MG BASE,1344171,544432,103742
PRODUCT_077183_002,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,103743
PRODUCT_077183_002,BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE,1344171,544432,103744
PRODUCT_077183_003,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,103745
PRODUCT_077183_003,BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE,1344171,544432,103746
PRODUCT_090149_001,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,103747
PRODUCT_090149_001,BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE,1344171,544432,103748
PRODUCT_077183_004,AMLODIPINE BESYLATE,EQ 10MG BASE,1343826,674353,103749
PRODUCT_077183_004,BENAZEPRIL HYDROCHLORIDE,EQ 10MG BASE,1344171,544432,103750
PRODUCT_090149_002,AMLODIPINE BESYLATE,EQ 10MG BASE,1343826,674353,103751
PRODUCT_090149_002,BENAZEPRIL HYDROCHLORIDE,EQ 10MG BASE,1344171,544432,103752
PRODUCT_078466_001,AMLODIPINE BESYLATE,EQ 2.5MG BASE,1343826,674353,103753
PRODUCT_078466_001,BENAZEPRIL HYDROCHLORIDE,EQ 2.5MG BASE,1344171,544432,103754
PRODUCT_078466_002,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,103755
PRODUCT_078466_002,BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE,1344171,544432,103756
PRODUCT_078466_003,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,103757
PRODUCT_078466_003,BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE,1344171,544432,103758
PRODUCT_078466_005,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,103759
PRODUCT_078466_005,BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE,1344171,544432,103760
PRODUCT_078466_004,AMLODIPINE BESYLATE,EQ 10MG BASE,1343826,674353,103761
PRODUCT_078466_004,BENAZEPRIL HYDROCHLORIDE,EQ 10MG BASE,1344171,544432,103762
PRODUCT_078466_006,AMLODIPINE BESYLATE,EQ 10MG BASE,1343826,674353,103763
PRODUCT_078466_006,BENAZEPRIL HYDROCHLORIDE,EQ 10MG BASE,1344171,544432,103764
PRODUCT_077890_001,AMLODIPINE BESYLATE,EQ 2.5MG BASE,1343826,674353,103801
PRODUCT_077890_001,BENAZEPRIL HYDROCHLORIDE,EQ 2.5MG BASE,1344171,544432,103802
PRODUCT_077890_002,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,103803
PRODUCT_077890_002,BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE,1344171,544432,103804
PRODUCT_077890_003,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,103805
PRODUCT_077890_003,BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE,1344171,544432,103806
PRODUCT_077890_004,AMLODIPINE BESYLATE,EQ 10MG BASE,1343826,674353,103807
PRODUCT_077890_004,BENAZEPRIL HYDROCHLORIDE,EQ 10MG BASE,1344171,544432,103808
PRODUCT_090364_001,AMLODIPINE BESYLATE,EQ 5MG BASE,1343826,674353,103809
PRODUCT_090364_001,BENAZEPRIL HYDROCHLORIDE,EQ 5MG BASE,1344171,544432,103810
PRODUCT_090364_002,AMLODIPINE BESYLATE,EQ 10MG BASE,1343826,674353,103811
PRODUCT_090364_002,BENAZEPRIL HYDROCHLORIDE,EQ 10MG BASE,1344171,544432,103812
PRODUCT_065271_001,AMOXICILLIN,250MG,1343581,143284,103818
PRODUCT_065271_002,AMOXICILLIN,500MG,1343581,143284,103819
PRODUCT_065291_001,AMOXICILLIN,250MG,1343581,143284,103822
PRODUCT_065291_002,AMOXICILLIN,500MG,1343581,143284,103823
PRODUCT_062528_001,AMOXICILLIN,250MG,1343581,143284,103824
PRODUCT_062528_002,AMOXICILLIN,500MG,1343581,143284,103825
PRODUCT_062067_001,AMOXICILLIN,250MG,1343581,143284,103826
PRODUCT_062067_002,AMOXICILLIN,500MG,1343581,143284,103827
PRODUCT_064076_001,AMOXICILLIN,250MG,1343581,143284,103828
PRODUCT_064076_002,AMOXICILLIN,500MG,1343581,143284,103829
PRODUCT_065016_001,AMOXICILLIN,250MG,1343581,143284,103830
PRODUCT_065016_002,AMOXICILLIN,500MG,1343581,143284,103831
PRODUCT_061926_001,AMOXICILLIN,250MG,1343581,143284,103832
PRODUCT_062853_001,AMOXICILLIN,250MG,1343581,143284,103833
PRODUCT_063030_001,AMOXICILLIN,250MG,1343581,143284,103834
PRODUCT_061926_003,AMOXICILLIN,500MG,1343581,143284,103835
PRODUCT_062854_001,AMOXICILLIN,500MG,1343581,143284,103836
PRODUCT_063031_001,AMOXICILLIN,500MG,1343581,143284,103837
PRODUCT_060765_001,AMPICILLIN/AMPICILLIN TRIHYDRATE,EQ 250MG BASE,1343626,305519,103846
PRODUCT_060765_002,AMPICILLIN/AMPICILLIN TRIHYDRATE,EQ 500MG BASE,1343626,305519,103847
PRODUCT_062208_001,AMPICILLIN/AMPICILLIN TRIHYDRATE,EQ 250MG BASE,1343626,305519,103848
PRODUCT_062208_002,AMPICILLIN/AMPICILLIN TRIHYDRATE,EQ 500MG BASE,1343626,305519,103849
PRODUCT_061755_001,AMPICILLIN/AMPICILLIN TRIHYDRATE,EQ 250MG BASE,1343626,305519,103850
PRODUCT_061755_002,AMPICILLIN/AMPICILLIN TRIHYDRATE,EQ 500MG BASE,1343626,305519,103851
PRODUCT_061853_001,AMPICILLIN/AMPICILLIN TRIHYDRATE,EQ 250MG BASE,1343626,305519,103852
PRODUCT_061853_002,AMPICILLIN/AMPICILLIN TRIHYDRATE,EQ 500MG BASE,1343626,305519,103853
PRODUCT_061387_001,AMPICILLIN/AMPICILLIN TRIHYDRATE,EQ 250MG BASE,1343626,305519,103858
PRODUCT_061387_003,AMPICILLIN/AMPICILLIN TRIHYDRATE,EQ 500MG BASE,1343626,305519,103859
PRODUCT_076910_001,ANAGRELIDE HYDROCHLORIDE,EQ 0.5MG BASE,1343128,674710,103865
PRODUCT_076910_002,ANAGRELIDE HYDROCHLORIDE,EQ 1MG BASE,1343128,674710,103866
PRODUCT_076468_001,ANAGRELIDE HYDROCHLORIDE,EQ 0.5MG BASE,1343128,674710,103867
PRODUCT_076468_002,ANAGRELIDE HYDROCHLORIDE,EQ 1MG BASE,1343128,674710,103868
PRODUCT_076489_001,ANAGRELIDE HYDROCHLORIDE,EQ 0.5MG BASE,1343128,674710,103873
PRODUCT_076489_002,ANAGRELIDE HYDROCHLORIDE,EQ 1MG BASE,1343128,674710,103874
PRODUCT_076417_001,ANAGRELIDE HYDROCHLORIDE,EQ 0.5MG BASE,1343128,674710,103877
PRODUCT_076417_002,ANAGRELIDE HYDROCHLORIDE,EQ 1MG BASE,1343128,674710,103878
PRODUCT_087628_001,ACETAMINOPHEN,325MG,1343835,16450,103881
PRODUCT_087628_001,BUTALBITAL,325MG,1343094,2524,103882
PRODUCT_087628_001,CAFFEINE,325MG,1344812,16485,103883
PRODUCT_061859_001,CEPHRADINE,250MG,1344115,454576,103884
PRODUCT_061859_002,CEPHRADINE,500MG,1344115,454576,103885
PRODUCT_090999_001,APREPITANT,40MG,1344597,399361,103892
PRODUCT_090999_002,APREPITANT,80MG,1344597,399361,103893
PRODUCT_090999_003,APREPITANT,125MG,1344597,399361,103894
PRODUCT_084811_001,HYDRALAZINE HYDROCHLORIDE,100MG,1344309,543263,103899
PRODUCT_084811_001,HYDROCHLOROTHIAZIDE,100MG,1344063,2045,103900
PRODUCT_021814_001,TIPRANAVIR,250MG,1344042,372438,103901
PRODUCT_083080_002,VITAMIN A,"25,000USP UNITS",1343894,104574,103902
PRODUCT_083080_001,VITAMIN A,"50,000USP UNITS",1343894,104574,103903
PRODUCT_091673_002,ATAZANAVIR SULFATE,EQ 150MG BASE,1344157,674629,103906
PRODUCT_091673_003,ATAZANAVIR SULFATE,EQ 200MG BASE,1344157,674629,103907
PRODUCT_091673_004,ATAZANAVIR SULFATE,EQ 300MG BASE,1344157,674629,103908
PRODUCT_016099_002,CLOFIBRATE,500MG,1343446,16415,103915
PRODUCT_014684_001,NORTRIPTYLINE HYDROCHLORIDE,EQ 10MG BASE,1344972,675107,103916
PRODUCT_014684_002,NORTRIPTYLINE HYDROCHLORIDE,EQ 25MG BASE,1344972,675107,103917
PRODUCT_019508_001,NIZATIDINE,150MG,1343355,1672366,103919
PRODUCT_019508_002,NIZATIDINE,300MG,1343355,1672366,103920
PRODUCT_087260_001,PHENYLBUTAZONE,100MG,1344221,12417,103921
PRODUCT_061336_001,OXACILLIN SODIUM,EQ 250MG BASE,1343819,2197438,103922
PRODUCT_062241_001,OXACILLIN SODIUM,EQ 250MG BASE,1343819,2197438,103923
PRODUCT_061336_002,OXACILLIN SODIUM,EQ 500MG BASE,1343819,2197438,103924
PRODUCT_062241_002,OXACILLIN SODIUM,EQ 500MG BASE,1343819,2197438,103925
PRODUCT_077883_001,BALSALAZIDE DISODIUM,750MG,1344418,674711,103926
PRODUCT_088889_001,ACETAMINOPHEN,325MG,1343835,16450,103929
PRODUCT_088889_001,BUTALBITAL,325MG,1343094,2524,103930
PRODUCT_087961_001,ACETAMINOPHEN,500MG,1343835,16450,103931
PRODUCT_087961_001,HYDROCODONE BITARTRATE,500MG,1343573,2197548,103932
PRODUCT_005845_007,DIPHENHYDRAMINE HYDROCHLORIDE,25MG,1343968,468199,103933
PRODUCT_005845_001,DIPHENHYDRAMINE HYDROCHLORIDE,50MG,1343968,468199,103934
PRODUCT_016948_003,LEVODOPA,100MG,1343545,112655,103935
PRODUCT_016948_001,LEVODOPA,250MG,1343545,112655,103936
PRODUCT_016948_002,LEVODOPA,500MG,1343545,112655,103937
PRODUCT_040795_001,BENZONATATE,100MG,1343423,798263,103947
PRODUCT_040795_002,BENZONATATE,200MG,1343423,798263,103948
PRODUCT_091133_001,BENZONATATE,100MG,1343423,798263,103951
PRODUCT_091133_002,BENZONATATE,200MG,1343423,798263,103952
PRODUCT_201209_001,BENZONATATE,150MG,1343423,798263,103957
PRODUCT_040597_001,BENZONATATE,100MG,1343423,798263,103958
PRODUCT_040597_002,BENZONATATE,200MG,1343423,798263,103959
PRODUCT_087768_001,IPODATE SODIUM,500MG,1344324,674984,103961
PRODUCT_013731_001,TYROPANOATE SODIUM,750MG,1344671,674850,103962
PRODUCT_061658_001,TETRACYCLINE HYDROCHLORIDE,250MG,1343857,455284,103964
PRODUCT_061888_001,TETRACYCLINE HYDROCHLORIDE,250MG,1343857,455284,103965
PRODUCT_061658_002,TETRACYCLINE HYDROCHLORIDE,500MG,1343857,455284,103966
PRODUCT_061888_002,TETRACYCLINE HYDROCHLORIDE,500MG,1343857,455284,103967
PRODUCT_075100_001,BROMOCRIPTINE MESYLATE,EQ 5MG BASE,1343112,674454,103968
PRODUCT_077226_001,BROMOCRIPTINE MESYLATE,EQ 5MG BASE,1343112,674454,103969
PRODUCT_078899_001,BROMOCRIPTINE MESYLATE,EQ 5MG BASE,1343112,674454,103970
PRODUCT_085264_001,THEOPHYLLINE,100MG,1343085,381693,103971
PRODUCT_085264_002,THEOPHYLLINE,200MG,1343085,381693,103972
PRODUCT_088991_001,ACETAMINOPHEN,650MG,1343835,16450,103973
PRODUCT_088991_001,BUTALBITAL,650MG,1343094,2524,103974
PRODUCT_088743_001,ACETAMINOPHEN,325MG,1343835,16450,103983
PRODUCT_088743_001,BUTALBITAL,325MG,1343094,2524,103984
PRODUCT_088743_001,CAFFEINE,325MG,1344812,16485,103985
PRODUCT_088765_001,ACETAMINOPHEN,325MG,1343835,16450,103986
PRODUCT_088765_001,BUTALBITAL,325MG,1343094,2524,103987
PRODUCT_088765_001,CAFFEINE,325MG,1344812,16485,103988
PRODUCT_089067_001,ACETAMINOPHEN,325MG,1343835,16450,103989
PRODUCT_089067_001,BUTALBITAL,325MG,1343094,2524,103990
PRODUCT_089067_001,CAFFEINE,325MG,1344812,16485,103991
PRODUCT_088758_001,ACETAMINOPHEN,325MG,1343835,16450,103995
PRODUCT_088758_001,BUTALBITAL,325MG,1343094,2524,103996
PRODUCT_088758_001,CAFFEINE,325MG,1344812,16485,103997
PRODUCT_076528_001,ACETAMINOPHEN,325MG,1343835,16450,104007
PRODUCT_076528_001,BUTALBITAL,325MG,1343094,2524,104008
PRODUCT_076528_001,CAFFEINE,325MG,1344812,16485,104009
PRODUCT_076528_001,CODEINE PHOSPHATE,325MG,1344298,675050,104010
PRODUCT_086231_002,ASPIRIN,325MG,1343081,1280,104030
PRODUCT_086231_002,BUTALBITAL,325MG,1343094,2524,104031
PRODUCT_086231_002,CAFFEINE,325MG,1344812,16485,104032
PRODUCT_074951_001,ASPIRIN,325MG,1343081,1280,104041
PRODUCT_074951_001,BUTALBITAL,325MG,1343094,2524,104042
PRODUCT_074951_001,CAFFEINE,325MG,1344812,16485,104043
PRODUCT_074951_001,CODEINE PHOSPHATE,325MG,1344298,675050,104044
PRODUCT_074359_001,ASPIRIN,325MG,1343081,1280,104049
PRODUCT_074359_001,BUTALBITAL,325MG,1343094,2524,104050
PRODUCT_074359_001,CAFFEINE,325MG,1344812,16485,104051
PRODUCT_074359_001,CODEINE PHOSPHATE,325MG,1344298,675050,104052
PRODUCT_008319_009,PHENYLBUTAZONE,100MG,1344221,12417,104056
PRODUCT_085381_001,BUTABARBITAL SODIUM,15MG,1344372,674933,104057
PRODUCT_085381_002,BUTABARBITAL SODIUM,30MG,1344372,674933,104058
PRODUCT_085381_003,BUTABARBITAL SODIUM,50MG,1344372,674933,104059
PRODUCT_085381_004,BUTABARBITAL SODIUM,100MG,1344372,674933,104060
PRODUCT_091356_001,CALCITRIOL,0.25MCG,1344395,63252,104063
PRODUCT_091356_002,CALCITRIOL,0.5MCG,1344395,63252,104064
PRODUCT_075765_001,CALCITRIOL,0.25MCG,1344395,63252,104065
PRODUCT_075765_002,CALCITRIOL,0.5MCG,1344395,63252,104066
PRODUCT_202315_001,CALCIUM ACETATE,667MG,1344348,674751,104070
PRODUCT_203135_001,CALCIUM ACETATE,667MG,1344348,674751,104071
PRODUCT_202127_001,CALCIUM ACETATE,667MG,1344348,674751,104072
PRODUCT_203179_001,CALCIUM ACETATE,667MG,1344348,674751,104073
PRODUCT_018312_001,CALCIFEDIOL,0.02MG,1344912,1926758,104076
PRODUCT_018312_002,CALCIFEDIOL,0.05MG,1344912,1926758,104077
PRODUCT_062205_001,CEFACLOR,EQ 250MG BASE,1344574,674969,104083
PRODUCT_062205_002,CEFACLOR,EQ 500MG BASE,1344574,674969,104084
PRODUCT_064107_001,CEFACLOR,EQ 250MG BASE,1344574,674969,104085
PRODUCT_064107_002,CEFACLOR,EQ 500MG BASE,1344574,674969,104086
PRODUCT_065350_001,CEFACLOR,EQ 250MG BASE,1344574,674969,104087
PRODUCT_065350_002,CEFACLOR,EQ 500MG BASE,1344574,674969,104088
PRODUCT_064061_001,CEFACLOR,EQ 250MG BASE,1344574,674969,104089
PRODUCT_064061_002,CEFACLOR,EQ 500MG BASE,1344574,674969,104090
PRODUCT_064156_001,CEFACLOR,EQ 250MG BASE,1344574,674969,104091
PRODUCT_064156_002,CEFACLOR,EQ 500MG BASE,1344574,674969,104092
PRODUCT_064081_001,CEFACLOR,EQ 250MG BASE,1344574,674969,104093
PRODUCT_064145_001,CEFACLOR,EQ 250MG BASE,1344574,674969,104094
PRODUCT_064081_002,CEFACLOR,EQ 500MG BASE,1344574,674969,104095
PRODUCT_064145_002,CEFACLOR,EQ 500MG BASE,1344574,674969,104096
PRODUCT_065146_001,CEFACLOR,EQ 250MG BASE,1344574,674969,104099
PRODUCT_065146_002,CEFACLOR,EQ 500MG BASE,1344574,674969,104100
PRODUCT_065352_001,CEFADROXIL/CEFADROXIL HEMIHYDRATE,EQ 500MG BASE,1344880,485902,104101
PRODUCT_065311_001,CEFADROXIL/CEFADROXIL HEMIHYDRATE,EQ 500MG BASE,1344880,485902,104102
PRODUCT_062766_001,CEFADROXIL/CEFADROXIL HEMIHYDRATE,EQ 500MG BASE,1344880,485902,104103
PRODUCT_065392_001,CEFADROXIL/CEFADROXIL HEMIHYDRATE,EQ 500MG BASE,1344880,485902,104104
PRODUCT_063017_001,CEFADROXIL/CEFADROXIL HEMIHYDRATE,EQ 500MG BASE,1344880,485902,104106
PRODUCT_065015_001,CEFADROXIL/CEFADROXIL HEMIHYDRATE,EQ 500MG BASE,1344880,485902,104107
PRODUCT_062695_001,CEFADROXIL/CEFADROXIL HEMIHYDRATE,EQ 500MG BASE,1344880,485902,104109
PRODUCT_065282_001,CEFADROXIL/CEFADROXIL HEMIHYDRATE,EQ 500MG BASE,1344880,485902,104110
PRODUCT_065434_001,CEFDINIR,300MG,1344089,84624,104111
PRODUCT_065264_001,CEFDINIR,300MG,1344089,84624,104112
PRODUCT_065330_001,CEFDINIR,300MG,1344089,84624,104114
PRODUCT_065368_001,CEFDINIR,300MG,1344089,84624,104115
PRODUCT_202240_001,CELECOXIB,50MG,1344122,18694,104135
PRODUCT_202240_002,CELECOXIB,100MG,1344122,18694,104136
PRODUCT_202240_003,CELECOXIB,200MG,1344122,18694,104137
PRODUCT_202240_004,CELECOXIB,400MG,1344122,18694,104138
PRODUCT_204590_001,CELECOXIB,50MG,1344122,18694,104139
PRODUCT_204590_002,CELECOXIB,100MG,1344122,18694,104140
PRODUCT_204590_003,CELECOXIB,200MG,1344122,18694,104141
PRODUCT_204590_004,CELECOXIB,400MG,1344122,18694,104142
PRODUCT_076898_001,CELECOXIB,50MG,1344122,18694,104147
PRODUCT_076898_002,CELECOXIB,100MG,1344122,18694,104148
PRODUCT_076898_003,CELECOXIB,200MG,1344122,18694,104149
PRODUCT_076898_004,CELECOXIB,400MG,1344122,18694,104150
PRODUCT_200562_001,CELECOXIB,50MG,1344122,18694,104155
PRODUCT_200562_002,CELECOXIB,100MG,1344122,18694,104156
PRODUCT_200562_003,CELECOXIB,200MG,1344122,18694,104157
PRODUCT_200562_004,CELECOXIB,400MG,1344122,18694,104158
PRODUCT_050722_001,MYCOPHENOLATE MOFETIL,250MG,1344398,386457,104159
PRODUCT_018144_001,PRAZEPAM,5MG,1343884,95969,104162
PRODUCT_018144_002,PRAZEPAM,10MG,1343884,95969,104163
PRODUCT_018144_003,PRAZEPAM,20MG,1343884,95969,104164
PRODUCT_090836_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104165
PRODUCT_090836_003,CEPHALEXIN,EQ 333MG BASE,1344845,674495,104166
PRODUCT_090836_002,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104167
PRODUCT_062973_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104169
PRODUCT_063063_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104170
PRODUCT_063186_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104171
PRODUCT_062974_001,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104172
PRODUCT_063063_002,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104173
PRODUCT_063186_002,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104174
PRODUCT_062773_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104177
PRODUCT_062775_001,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104178
PRODUCT_062713_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104179
PRODUCT_062713_002,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104180
PRODUCT_062118_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104181
PRODUCT_062118_002,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104182
PRODUCT_065215_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104183
PRODUCT_065215_002,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104184
PRODUCT_061969_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104185
PRODUCT_061969_002,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104186
PRODUCT_065229_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104187
PRODUCT_065229_002,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104188
PRODUCT_062809_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104191
PRODUCT_062809_002,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104192
PRODUCT_062870_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104193
PRODUCT_062869_001,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104194
PRODUCT_065007_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104197
PRODUCT_065007_002,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104198
PRODUCT_062702_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104199
PRODUCT_062760_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104200
PRODUCT_062821_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104201
PRODUCT_062702_002,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104202
PRODUCT_062761_001,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104203
PRODUCT_062823_001,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104204
PRODUCT_062872_001,CEPHALEXIN,EQ 250MG BASE,1344845,674495,104205
PRODUCT_062871_001,CEPHALEXIN,EQ 500MG BASE,1344845,674495,104206
PRODUCT_062850_001,CEPHRADINE,250MG,1344115,454576,104209
PRODUCT_062851_001,CEPHRADINE,500MG,1344115,454576,104210
PRODUCT_062762_001,CEPHRADINE,250MG,1344115,454576,104211
PRODUCT_062762_002,CEPHRADINE,500MG,1344115,454576,104212
PRODUCT_062683_001,CEPHRADINE,250MG,1344115,454576,104213
PRODUCT_062683_002,CEPHRADINE,500MG,1344115,454576,104214
PRODUCT_062813_001,CEPHRADINE,250MG,1344115,454576,104215
PRODUCT_062813_002,CEPHRADINE,500MG,1344115,454576,104216
PRODUCT_204746_001,CEVIMELINE HYDROCHLORIDE,30MG,1343806,1449190,104225
PRODUCT_019998_002,SUCCIMER,100MG,1343471,675024,104228
PRODUCT_085086_001,CHLORDIAZEPOXIDE HYDROCHLORIDE,5MG,1344856,674654,104229
PRODUCT_084639_001,CHLORDIAZEPOXIDE HYDROCHLORIDE,10MG,1344856,674654,104230
PRODUCT_085087_001,CHLORDIAZEPOXIDE HYDROCHLORIDE,25MG,1344856,674654,104231
PRODUCT_087525_001,CHLORDIAZEPOXIDE HYDROCHLORIDE,5MG,1344856,674654,104232
PRODUCT_087524_001,CHLORDIAZEPOXIDE HYDROCHLORIDE,10MG,1344856,674654,104233
PRODUCT_087512_001,CHLORDIAZEPOXIDE HYDROCHLORIDE,25MG,1344856,674654,104234
PRODUCT_084768_001,CHLORDIAZEPOXIDE HYDROCHLORIDE,5MG,1344856,674654,104235
PRODUCT_083116_001,CHLORDIAZEPOXIDE HYDROCHLORIDE,10MG,1344856,674654,104236
PRODUCT_084769_001,CHLORDIAZEPOXIDE HYDROCHLORIDE,25MG,1344856,674654,104237
