sitecomp_id,site_id,component_id,domain_id,site_residues
1862,1854,2968,2805.0,
1863,1855,1389,2805.0,
1864,1856,1048,2805.0,
1865,1857,2884,2805.0,
1866,1858,7204,2805.0,
1867,1859,1800,2805.0,
1868,1860,3033,2805.0,
1869,1861,2957,2805.0,
1870,1862,2724,2805.0,
1878,1870,3324,4377.0,
1879,1871,1886,2773.0,
1886,1878,5883,2702.0,
1888,1880,2734,4133.0,
1890,1882,4377,2683.0,
1891,1883,2722,2732.0,
1892,1884,767,2683.0,
1893,1885,882,2683.0,
1894,1886,1735,2712.0,
1895,1887,2431,2712.0,
1896,1888,3986,2712.0,
1897,1889,5023,4003.0,
1899,1891,3810,2683.0,
1900,1892,3617,2683.0,
1914,1907,4951,2681.0,
1915,1908,3607,2683.0,
1916,1909,3917,2683.0,
1917,1910,3758,2683.0,
1924,1917,4211,3077.0,
1925,1918,3639,2712.0,
1935,1928,4000,2681.0,
1936,1929,5829,2683.0,
1937,1930,694,2712.0,
1938,1931,2148,2683.0,
1939,1932,3069,3280.0,
1941,1934,2759,2683.0,
1942,1935,847,2683.0,
1944,1937,1088,4029.0,
1945,1938,2437,4029.0,
1947,1940,2944,2683.0,
1948,1941,3880,2683.0,
1949,1942,801,2846.0,
1950,1943,3248,2846.0,
1951,1944,802,2846.0,
1952,1945,2354,2846.0,
1953,1946,1525,2846.0,
1954,1947,4577,2846.0,
1955,1948,441,2702.0,
1956,1949,3929,2681.0,
1957,1950,3653,2681.0,
1958,1951,3601,2712.0,
1962,1955,5767,2683.0,
1963,1956,7212,2683.0,
1964,1957,2207,4003.0,
1970,1963,241,2712.0,
1971,1963,402,2712.0,
1975,1967,3402,2683.0,
1982,1974,7278,2776.0,
1983,1975,4113,2720.0,
1992,1984,4308,2732.0,
1994,1986,846,2640.0,
1995,1987,846,2640.0,
1996,1988,5824,3285.0,
1997,1989,931,2712.0,
1998,1990,246,4029.0,
1999,1991,137,4029.0,
2000,1992,3435,4029.0,
2001,1993,3458,4029.0,
2002,1994,3689,4029.0,
2003,1995,5610,4029.0,
2004,1996,1110,2683.0,
2009,1998,5882,4003.0,
2010,1999,5033,4377.0,
2011,2001,897,2846.0,
2012,2002,2132,2846.0,
2013,2003,2971,2846.0,
2014,2004,265,2846.0,
2015,2005,2204,2846.0,
2016,2006,3110,2846.0,
2017,2007,4255,4003.0,
2018,2008,5943,4003.0,
2019,2009,2307,4003.0,
2020,2010,4963,4003.0,
2021,2011,2306,4003.0,
2022,2012,2843,4003.0,
2023,2013,2452,4003.0,
2024,2014,3381,4003.0,
2025,2015,1610,4003.0,
2026,2016,4280,4003.0,
2029,2019,5969,3421.0,
2030,2020,3398,2681.0,
2032,2022,7257,2640.0,
2037,2027,2984,2712.0,
2045,2035,6874,2683.0,
2046,2036,4902,2683.0,
2047,2037,3870,2683.0,
2048,2038,962,2773.0,
2049,2039,1469,2712.0,
2052,2042,5872,2696.0,
2054,2044,3952,3200.0,
2055,2045,2839,2683.0,
2056,2046,4075,2683.0,
2057,2047,4202,2683.0,
2058,2048,4084,2683.0,
2059,2049,4782,2683.0,
2060,2050,5500,2683.0,
2061,2051,2975,2846.0,
2069,2059,4020,2683.0,
2070,2060,4086,2732.0,
2071,2061,183,2712.0,
2072,2062,2366,2712.0,
2081,2071,3392,2683.0,
2082,2072,1967,3719.0,
2084,2074,3897,4003.0,
2085,2075,5113,2712.0,
2086,2076,335,2712.0,
2087,2077,2718,2712.0,
2090,2080,7280,2702.0,
2091,2081,5751,2702.0,
2092,2082,1226,2683.0,
2093,2083,4155,4003.0,
2094,2084,2183,2804.0,
2095,2085,5825,2805.0,
2096,2086,6883,2805.0,
2101,2091,4306,2891.0,
2102,2092,5336,2712.0,
2103,2093,3875,2682.0,
2104,2094,1427,2677.0,
2105,2095,4111,3376.0,
2108,2098,5864,3062.0,
2109,2099,896,2683.0,
2110,2101,5226,4410.0,
2113,2104,3328,2682.0,
2114,2105,2521,2683.0,
2115,2106,2844,2683.0,
2116,2107,74,2854.0,
2117,2108,5555,2683.0,
2118,2109,3812,2683.0,
2119,2110,7,2683.0,
2120,2111,36,2683.0,
2121,2112,36,2683.0,
2122,2113,17,2683.0,
2123,2114,1978,2640.0,
2124,2115,5098,2640.0,
2125,2116,4143,2683.0,
2126,2117,3426,2683.0,
2127,2118,5946,2683.0,
2129,2120,439,2682.0,
2130,2121,2300,2683.0,
2131,2122,3895,2683.0,
2132,2123,2257,2683.0,
2133,2124,3390,2683.0,
2134,2125,3843,2683.0,
2135,2126,4527,2683.0,
2136,2127,3961,2683.0,
2137,2128,2629,2683.0,
2138,2129,4186,2683.0,
2160,2146,2533,3037.0,
2161,2147,7051,3377.0,
2162,2148,7,2683.0,
2163,2149,36,2683.0,
2164,2150,17,2683.0,
2165,2151,1382,2683.0,
2166,2152,2302,2683.0,
2167,2153,6843,3093.0,
2168,2154,3715,2677.0,
2171,2157,4321,2683.0,
2172,2158,4123,2683.0,
2184,2170,3499,2683.0,
2186,2172,1865,2712.0,
2187,2173,2587,3139.0,
2188,2174,2588,3139.0,
2190,2176,3237,2683.0,
2191,2177,3660,2683.0,
2192,2178,2842,2683.0,
2193,2179,2299,2683.0,
2194,2180,4715,2683.0,
2195,2181,4386,2683.0,
2196,2182,3700,2683.0,
2197,2183,2672,2683.0,
2198,2184,5502,2683.0,
2199,2185,5494,2683.0,
2203,2189,5762,3112.0,
2204,2190,5856,2846.0,
2208,2192,3960,2683.0,
2210,2194,2311,2702.0,
2211,2195,2522,2683.0,
2212,2196,3164,3390.0,
2216,2201,3775,4003.0,
2217,2202,5344,3139.0,
2218,2203,4813,3139.0,
2219,2204,5342,3139.0,
2222,2207,2323,2683.0,
2223,2208,690,2683.0,
2225,2210,1438,2683.0,
2226,2210,2818,2683.0,
2227,2211,2915,2683.0,
2228,2212,2627,2683.0,
2229,2213,2626,2683.0,
2230,2214,3165,2683.0,
2231,2215,3555,2683.0,
2232,2216,1863,2683.0,
2233,2217,4315,2683.0,
2234,2218,3989,2683.0,
2235,2219,4263,2683.0,
2236,2220,3355,2683.0,
2237,2221,5492,2683.0,
2238,2222,5505,2683.0,
2239,2223,4633,2683.0,
2240,2224,4021,2683.0,
2241,2225,4714,2683.0,
2242,2226,4765,2683.0,
2243,2227,3559,2683.0,
2244,2228,4355,2683.0,
2245,2229,4023,2683.0,
2246,2230,7129,2683.0,
2247,2231,4528,2683.0,
2248,2232,3729,2683.0,
2249,2233,3358,2683.0,
2250,2234,5106,2683.0,
2251,2235,5560,2683.0,
2256,2240,2564,2712.0,
2259,2243,5805,4003.0,
2261,2245,3302,2683.0,
2264,2248,1307,2711.0,
2265,2249,5786,2711.0,
2266,2250,4005,2683.0,
2267,2251,3811,2683.0,
2268,2252,4688,2683.0,
2269,2253,4746,2683.0,
2270,2254,4381,2683.0,
2271,2255,4435,2683.0,
2272,2256,3938,2683.0,
2273,2257,2917,2683.0,
2274,2258,2804,2683.0,
2275,2259,1329,2683.0,
2276,2260,2691,2683.0,
2277,2261,3978,2683.0,
2278,2262,3709,2683.0,
2279,2263,4661,4029.0,
2281,2265,2584,2739.0,
2282,2266,7277,2776.0,
2284,2268,6858,2905.0,
2285,2269,3927,4003.0,
2288,2272,4770,2683.0,
2289,2273,2833,2683.0,
2290,2274,4245,2683.0,
2293,2277,5556,2683.0,
2298,2282,6822,2859.0,
2299,2283,5834,2677.0,
2300,2284,2385,4003.0,
2301,2285,2156,4003.0,
2302,2286,607,2782.0,
2304,2288,3693,2712.0,
2305,2289,1476,2810.0,
2306,2290,3864,2810.0,
2308,2292,5542,2683.0,
2310,2294,7202,2973.0,
2311,2295,3167,2683.0,
2312,2296,4279,2711.0,
2316,2301,4713,3390.0,
2317,2302,3001,2846.0,
2318,2303,5771,2690.0,
2319,2304,3721,2683.0,
2320,2305,2892,2683.0,
2321,2306,4249,2683.0,
2322,2307,5954,3517.0,
2324,2309,5868,2815.0,
2325,2310,2010,2748.0,
2326,2311,4973,2748.0,
2327,2312,4570,4029.0,
2328,2313,3211,4003.0,
2330,2315,3720,2683.0,
2331,2316,3363,2683.0,
2332,2317,2914,2683.0,
2333,2318,4203,2683.0,
2334,2319,3613,2683.0,
2335,2320,4741,2683.0,
2336,2321,4316,2683.0,
2340,2325,3759,2683.0,
2341,2326,1531,2677.0,
2342,2327,51,2683.0,
2343,2328,3427,4003.0,
2344,2329,3389,2683.0,
2345,2330,5194,4332.0,
2346,2331,7107,4332.0,
2347,2332,3904,2683.0,
2348,2333,3558,4003.0,
2349,2334,3394,4029.0,
2350,2335,2916,4003.0,
2351,2336,3611,4003.0,
2352,2337,3572,4003.0,
2353,2338,5949,4003.0,
2359,2344,4524,2683.0,
2360,2345,2491,2677.0,
2361,2346,3383,3037.0,
2362,2347,227,4003.0,
2363,2347,338,4003.0,
2364,2348,1084,4003.0,
2365,2348,1787,4003.0,
2366,2349,4282,4003.0,
2367,2350,5559,2683.0,
2369,2352,7116,2640.0,
2371,2354,5828,2928.0,
2399,2364,4138,2683.0,
2401,2366,5543,2683.0,
2402,2367,3127,4221.0,
2403,2368,2364,2683.0,
2404,2369,2850,2683.0,
2405,2370,458,2683.0,
2430,2381,5982,2753.0,
2433,2384,5947,4003.0,
2434,2385,3630,4003.0,
2435,2386,2690,2712.0,
2447,2398,4253,2683.0,
2448,2399,3710,2683.0,
2449,2401,5951,4003.0,
2450,2402,5945,4003.0,
2451,2403,3683,2683.0,
2452,2404,3699,2683.0,
2453,2405,5411,2640.0,
2454,2406,2345,2640.0,
2455,2407,3697,2640.0,
2456,2408,3696,2640.0,
2459,2411,3229,2825.0,
2461,2413,3698,2640.0,
2472,2424,2275,2683.0,
2473,2425,4388,2683.0,
2474,2426,4477,2683.0,
2475,2427,3169,2683.0,
2476,2428,4788,2683.0,
2477,2429,2444,4003.0,
2478,2430,5189,3213.0,
2481,2433,5503,2683.0,
2483,2435,4525,2683.0,
2484,2436,1837,4003.0,
2485,2437,359,4003.0,
2486,2438,1658,4003.0,
2487,2439,7281,4003.0,
2489,2441,6825,4410.0,
2490,2442,7142,2909.0,
2492,2444,5566,2683.0,
2519,2458,5057,2712.0,
2520,2459,4072,2712.0,
2522,2461,4190,4003.0,
2524,2463,3616,4003.0,
2525,2464,5557,4003.0,
2526,2465,4789,4003.0,
2535,2473,2007,2711.0,
2536,2474,5489,2683.0,
2537,2475,1712,2683.0,
2542,2477,4181,2712.0,
2543,2478,1177,2712.0,
2544,2479,471,2712.0,
2545,2480,5743,2712.0,
2546,2481,5742,2712.0,
2549,2484,4634,2683.0,
2550,2485,5496,2683.0,
2551,2486,5799,2711.0,
2552,2487,4668,2711.0,
2553,2488,1248,2683.0,
2554,2489,4534,2683.0,
2555,2490,4133,2683.0,
2556,2491,3626,2683.0,
2557,2492,3726,2683.0,
2558,2493,3168,2683.0,
2559,2494,5948,4003.0,
2565,2501,2566,4003.0,
2567,2503,4550,2683.0,
2568,2504,4551,2683.0,
2569,2505,3654,2683.0,
2570,2506,4652,2640.0,
2575,2511,451,2683.0,
2576,2512,1227,2683.0,
2577,2513,3261,2683.0,
2578,2514,512,2683.0,
2579,2515,1851,2683.0,
2580,2516,1850,2683.0,
2581,2517,4054,2683.0,
2583,2519,3857,2640.0,
2584,2520,3490,2640.0,
2585,2521,3834,2683.0,
2588,2524,5976,2805.0,
2589,2525,3421,2683.0,
2596,2529,3838,4003.0,
2607,2539,5981,2753.0,
2608,2540,126,3112.0,
2613,2545,5015,2683.0,
2614,2546,5869,3093.0,
2624,2553,2931,2773.0,
2625,2554,766,2773.0,
2629,2558,5508,3037.0,
2638,2567,1395,2629.0,
2643,2572,5253,2629.0,
2644,2573,2889,2629.0,
2646,2575,2152,4003.0,
2647,2576,2918,4003.0,
2648,2577,2494,4003.0,
2649,2578,2301,4003.0,
2650,2579,2542,4003.0,
2651,2580,5944,4003.0,
2652,2581,4958,4003.0,
2653,2582,2333,4003.0,
2654,2583,599,4003.0,
2655,2584,4025,4003.0,
2656,2585,5950,4003.0,
2657,2586,3516,2793.0,
2685,2611,5942,4003.0,
2688,2614,3219,2711.0,
2689,2615,5506,2773.0,
2690,2616,23,,
2691,2616,3269,,
2692,2616,1354,,
2693,2616,813,,
2694,2616,3417,,
2695,2616,4850,,
2696,2616,2875,,
2697,2616,47,,
2698,2616,153,,
2699,2617,23,,
2700,2617,3269,,
2701,2617,1354,,
2702,2617,3417,,
2703,2617,2363,,
2704,2617,79,,
2705,2617,1075,,
2706,2618,2875,,
2707,2618,47,,
2708,2618,153,,
2709,2619,2875,,
2710,2619,79,,
2711,2620,7480,,
2712,2621,7481,,
2713,2622,7481,,
2714,2623,7480,,
2715,2623,7481,,
2716,2624,7481,,
2717,2625,7781,,
2718,2626,7725,,
2719,2627,3737,,
2720,2627,229,,
2721,2627,7952,,
2722,2627,7953,,
2723,2627,932,,
2724,2627,2155,,
2725,2627,154,,
2726,2627,7954,,
2727,2627,2343,,
2728,2628,3737,,
2729,2628,229,,
2730,2628,7952,,
2731,2628,7953,,
2732,2628,932,,
2733,2628,2155,,
2734,2628,154,,
2735,2628,7954,,
2736,2628,2343,,
2737,2629,3737,,
2738,2629,229,,
2739,2629,7952,,
2740,2629,7953,,
2741,2629,932,,
2742,2629,2155,,
2743,2629,154,,
2744,2629,7954,,
2745,2629,2343,,
2746,2630,7928,,
2747,2631,7931,,
2748,2631,7932,,
2749,2631,7933,,
2750,2632,7938,,
2751,2632,7939,,
2752,2632,7940,,
2753,2633,2980,,
2754,2634,82,,
2755,2635,131,,
2756,2636,131,,
2757,2637,131,,
2758,2638,7858,,
2759,2638,158,,
2760,2639,4289,,
2761,2640,353,,
2762,2641,21,,
2763,2642,21,,
2764,2643,5,,
2765,2644,97,,
2766,2645,5,,
2767,2646,7795,,
2768,2647,68,,
2769,2647,1597,,
2770,2648,68,,
2771,2649,7795,,
2772,2650,906,,
2773,2651,96,,
2774,2652,128,,
2775,2658,278,,
2776,2653,101,,
2777,2653,1051,,
2778,2653,2371,,
2779,2653,2372,,
2780,2654,386,,
2781,2654,1125,,
2782,2655,294,,
2783,2656,298,,
2784,2657,236,,
2785,2659,7544,,
2786,2700,846,2640.0,
2787,2800,8026,2720.0,
2789,2661,8072,2691.0,
2791,2663,8541,2702.0,
2793,2665,8281,2931.0,
2795,2667,8531,2931.0,
2799,2671,7,2683.0,
2800,2672,36,2683.0,
2801,2673,2759,2683.0,
2802,2674,5018,2683.0,
2803,2675,1164,4003.0,
2804,2675,1874,4003.0,
2805,2676,490,4003.0,
2806,2676,1164,4003.0,
2807,2677,977,2702.0,
2808,2678,4301,2834.0,
2809,2679,4190,4003.0,
2810,2680,36,2683.0,
2813,2683,7961,2805.0,
2814,2684,8557,2640.0,
2815,2685,548,2683.0,
2816,2686,8521,2720.0,
2817,2687,572,2681.0,
2818,2688,8602,3399.0,
2821,2691,8182,2926.0,
2822,2692,7188,2681.0,
2823,2693,4452,2748.0,
2824,2694,1382,2683.0,
2826,2696,8540,2702.0,
2830,2701,7199,3683.0,
2831,2702,1705,2805.0,
2832,2703,2199,2805.0,
2837,2708,8357,2739.0,
2838,2709,1858,2683.0,
2839,2710,8544,2773.0,
2840,2711,2220,2702.0,
2844,2715,7158,2739.0,
2845,2716,7172,2739.0,
2846,2717,7173,2739.0,
2847,2718,8066,2739.0,
2848,2719,8507,2739.0,
2849,2720,2186,2712.0,
2850,2721,7189,2712.0,
2851,2722,1735,2712.0,
2852,2722,8120,2712.0,
2853,2723,7969,2712.0,
2854,2723,8121,2712.0,
2855,2724,8109,2712.0,
2856,2724,8123,2712.0,
2857,2725,8033,2712.0,
2858,2725,8124,2712.0,
2859,2726,2431,2712.0,
2860,2726,8125,2712.0,
2861,2727,3986,2712.0,
2862,2727,8126,2712.0,
2863,2728,8009,2712.0,
2864,2728,8127,2712.0,
2865,2729,8106,2712.0,
2866,2729,8121,2712.0,
2867,2730,8015,2712.0,
2868,2730,8128,2712.0,
2869,2731,5471,2712.0,
2870,2731,8129,2712.0,
2871,2732,8057,2712.0,
2872,2732,8131,2712.0,
2873,2733,8133,2712.0,
2874,2734,8081,2712.0,
2875,2734,8119,2712.0,
2880,2739,322,2745.0,
2881,2740,143,2828.0,
2882,2741,2549,2828.0,
2885,2744,6780,2636.0,
2886,2745,4701,3376.0,
2887,2746,8160,4029.0,
2888,2747,2411,2683.0,
2890,2749,1046,3223.0,
2893,2752,1322,3244.0,
2896,2755,8501,2712.0,
2901,2760,8246,2836.0,
2902,2761,8536,2836.0,
2903,2762,7180,2681.0,
2904,2763,7181,2681.0,
2905,2764,7155,4377.0,
2907,2766,8542,2828.0,
2908,2767,8053,2739.0,
2909,2768,7986,2681.0,
2911,2770,4980,2683.0,
2915,2774,8265,2712.0,
2916,2775,7956,2681.0,
2917,2776,7057,2683.0,
2919,2778,4328,2712.0,
2920,2779,4888,2712.0,
2921,2780,7185,2681.0,
2922,2781,126,3112.0,
2926,2784,8613,3377.0,
2927,2785,5595,2714.0,
2928,2786,3988,2683.0,
2930,2788,8317,3139.0,
2931,2789,8316,3139.0,
2932,2790,7160,3376.0,
2933,2791,8067,3376.0,
2934,2792,8636,2683.0,
2935,2793,8173,3093.0,
2936,2794,8169,3093.0,
2937,2795,8168,3093.0,
2938,2796,7200,3093.0,
2939,2797,7365,3139.0,
2941,2799,4589,2683.0,
2944,2803,8358,2854.0,
2945,2804,8279,2854.0,
2946,2805,713,2711.0,
2947,2806,8606,2828.0,
2948,2807,6886,3717.0,
2949,2808,7169,3138.0,
2951,2810,8069,2739.0,
2952,2811,2720,2711.0,
2955,2814,7058,2683.0,
2957,2816,322,2745.0,
2958,2817,8210,2757.0,
2960,2819,8308,2810.0,
2961,2820,5696,3376.0,
2963,2822,7240,4003.0,
2967,2826,996,2810.0,
2968,2827,7156,4377.0,
2969,2828,8010,3376.0,
2971,2830,4536,2683.0,
2972,2831,7171,2753.0,
2973,2832,8170,2711.0,
2979,2836,5611,2712.0,
2980,2837,2979,2711.0,
2982,2839,8223,4003.0,
2990,2845,8171,2711.0,
2991,2846,4898,2683.0,
2993,2848,8185,2810.0,
2994,2849,8201,2683.0,
2995,2850,8260,2805.0,
3009,2856,7179,3376.0,
3017,2944,9684,3421.0,
3022,2949,9755,2926.0,
3023,2950,9632,2720.0,
3024,2951,3579,2681.0,
3025,2952,9704,4003.0,
3026,2953,9717,2720.0,
3028,2955,2283,2640.0,
3032,2959,3479,2683.0,
3037,2964,9700,2702.0,
3041,2968,8001,2739.0,
3042,2969,771,2815.0,
3043,2970,3373,3669.0,
3044,2971,9758,4003.0,
3045,2972,463,3669.0,
3048,2975,9731,3717.0,
3049,2976,8005,2683.0,
3050,2977,8802,4003.0,
3052,2979,9667,2683.0,
3054,2981,1304,2683.0,
3055,2981,1553,2683.0,
3056,2982,8305,2869.0,
3059,2985,9671,2971.0,
3065,2991,4121,2804.0,
3066,2992,1267,2891.0,
3067,2993,9703,2702.0,
3069,2995,9732,2683.0,
3070,2996,9657,2922.0,
3072,2998,4207,2683.0,
3073,2999,5872,2696.0,
3074,3001,171,3138.0,
3075,3002,9789,2812.0,
3078,3005,9708,2745.0,
3080,3007,8896,2748.0,
3085,3012,4262,2640.0,
3087,3014,9783,2683.0,
3088,3015,9795,2711.0,
3089,3016,9659,2681.0,
3090,3017,3795,2712.0,
3092,3019,9760,3213.0,
3093,3020,9641,2711.0,
3094,3021,9710,2711.0,
3095,3022,9793,3512.0,
3096,3023,9651,2757.0,
3097,3024,8311,2732.0,
3102,3029,10045,3274.0,
3103,3030,10046,3274.0,
3104,3031,5385,2702.0,
3105,3032,10105,2702.0,
3106,3033,10014,2926.0,
3107,3034,9950,3077.0,
3109,3036,9975,2732.0,
3110,3037,5250,2926.0,
3111,3038,10127,2891.0,
3117,3044,10055,2636.0,
3119,3046,5806,2739.0,
3121,3048,139,3683.0,
3122,3049,10099,4420.0,
3131,3058,385,2732.0,
3133,3060,10053,2681.0,
3136,3063,5693,3247.0,
3137,3064,5592,2714.0,
3138,3065,5594,2714.0,
3139,3066,5593,2714.0,
3140,3067,10061,2640.0,
3143,3070,217,2815.0,
3146,3073,10112,2683.0,
3148,3075,10068,2776.0,
3149,3076,5125,4003.0,
3150,3077,5114,2810.0,
3151,3078,5177,4420.0,
3153,3080,4449,2782.0,
3156,3083,526,2683.0,
3157,3084,10082,3077.0,
3158,3085,5612,2712.0,
3160,3087,1374,4420.0,
3162,3089,10003,3335.0,
3168,3095,10043,3200.0,
3169,3096,10086,3032.0,
3170,3200,5297,3077.0,
3175,3171,4845,3062.0,
3176,3172,2246,2926.0,
3177,3173,116,3055.0,
3184,3180,2248,2702.0,
3186,3182,2249,2728.0,
3187,3183,5151,4377.0,
3188,3184,5471,2712.0,
3189,3185,5111,3077.0,
3191,3187,2403,2683.0,
3192,3188,3024,2776.0,
3193,3189,1314,3037.0,
3194,3190,5356,4377.0,
3195,3191,5302,4377.0,
3196,3192,5346,4377.0,
3197,3193,4803,4377.0,
3200,3196,557,2776.0,
3201,3197,5347,3139.0,
3202,3198,169,2712.0,
3203,3198,270,2712.0,
3205,3201,3623,2891.0,
3207,3203,4882,3683.0,
3208,3204,5284,3093.0,
3209,3205,5358,2753.0,
3210,3206,5173,2753.0,
3211,3207,5400,3868.0,
3212,3208,4883,2683.0,
3215,3211,2287,2682.0,
3216,3212,1657,2711.0,
3217,3213,1396,2712.0,
3220,3216,1668,2691.0,
3221,3217,5870,3093.0,
3222,3218,2327,3055.0,
3223,3219,5850,4003.0,
3224,3220,5174,3193.0,
3307,3310,7054,4029.0,
3308,3272,16992,3717.0,
3309,3309,17023,2828.0,
3310,3230,16874,2846.0,
3312,3235,10100,2691.0,
3314,3246,3750,2748.0,
3316,3255,7293,4003.0,
3317,3289,3361,2891.0,
3318,3285,17015,3237.0,
3320,3288,16950,2681.0,
3322,3245,4075,2683.0,
3323,3306,2755,2748.0,
3325,3312,16982,2683.0,
3328,3236,2096,4003.0,
3329,3247,5274,2744.0,
3330,3311,16966,4003.0,
3332,3294,3608,4003.0,
3334,3259,3756,4003.0,
3337,3240,16980,4003.0,
3338,3263,16956,4417.0,
3340,3256,10141,2683.0,
3343,3250,2482,3093.0,
3344,3260,4869,2757.0,
3346,3253,3573,4003.0,
3348,3229,16989,3376.0,
3349,3252,16991,3717.0,
3350,3233,3768,4003.0,
3351,3277,4248,2683.0,
3352,3258,3326,4003.0,
3355,3284,16863,2683.0,
3356,3257,15022,4410.0,
3358,3242,16890,2702.0,
3359,3267,17,2683.0,
3360,3276,5778,2891.0,
3361,3238,5540,2683.0,
3362,3290,4709,2683.0,
3363,3262,17016,3237.0,
3364,3239,3021,2748.0,
3366,3292,4588,2683.0,
3368,3244,3129,2702.0,
3369,3249,5279,3077.0,
3370,3304,5182,2702.0,
3371,3291,4251,3093.0,
3373,3261,3893,4003.0,
3374,3231,16975,3112.0,
3375,3254,17083,3366.0,
3376,3226,15841,2681.0,
3377,3299,2586,4003.0,
3378,3295,2432,4377.0,
3379,3237,5561,4003.0,
3380,3301,10117,2683.0,
3381,3274,16858,2712.0,
3382,3251,7096,2973.0,
3387,3248,5275,4377.0,
3388,3232,8216,4410.0,
3389,3308,16862,2683.0,
3390,3297,17004,4003.0,
3392,3281,4773,4410.0,
3395,7615,675,3032.0,
3396,9295,17,2683.0,
3398,9249,17,2683.0,
3400,9099,17,2683.0,
3401,7527,17,2683.0,
3405,6629,17,2683.0,
3408,6415,17,2683.0,
3409,5080,17,2683.0,
3410,4732,17,2683.0,
3412,6334,1946,2683.0,
3413,5804,1946,2683.0,
3418,3948,1946,2683.0,
3419,9503,107,3112.0,
3420,7464,107,3112.0,
3463,9368,402,2712.0,
3465,9602,402,2712.0,
3466,8992,402,2712.0,
3468,8876,402,2712.0,
3470,7955,402,2712.0,
3473,7347,402,2712.0,
3474,7242,402,2712.0,
3480,7053,402,2712.0,
3483,6885,402,2712.0,
3484,6096,402,2712.0,
3486,5559,402,2712.0,
3489,4657,402,2712.0,
3490,3840,402,2712.0,
3493,9385,402,2712.0,
3496,9619,402,2712.0,
3499,9009,402,2712.0,
3502,7972,402,2712.0,
3504,7201,402,2712.0,
3505,6928,402,2712.0,
3506,6113,402,2712.0,
3508,5698,402,2712.0,
3510,5576,402,2712.0,
3512,3860,402,2712.0,
3516,9656,402,2712.0,
3517,6150,402,2712.0,
3518,5670,402,2712.0,
3519,5613,402,2712.0,
3520,9673,402,2712.0,
3521,7313,402,2712.0,
3522,3914,402,2712.0,
3523,7816,3039,2683.0,
3530,9619,1138,2712.0,
3532,8893,1138,2712.0,
3533,9009,1138,2712.0,
3535,7972,1138,2712.0,
3536,7364,1138,2712.0,
3537,7113,1138,2712.0,
3539,6969,1138,2712.0,
3540,6928,1138,2712.0,
3542,6113,1138,2712.0,
3544,5698,1138,2712.0,
3545,5576,1138,2712.0,
3547,4568,1138,2712.0,
3548,9368,2412,2712.0,
3550,9602,2412,2712.0,
3552,7955,2412,2712.0,
3555,7347,2412,2712.0,
3556,7242,2412,2712.0,
3557,7053,2412,2712.0,
3560,7010,2412,2712.0,
3562,6885,2412,2712.0,
3563,6096,2412,2712.0,
3565,5681,2412,2712.0,
3570,5559,2412,2712.0,
3572,3840,2412,2712.0,
3577,9422,334,2712.0,
3579,5670,334,2712.0,
3580,7470,257,3112.0,
3581,4133,257,3112.0,
3591,8870,339,2712.0,
3592,9057,339,2712.0,
3593,8947,3314,2712.0,
3594,7482,614,3032.0,
3597,8744,1411,2712.0,
3600,3353,5411,2640.0,
3644,7871,2389,2683.0,
3649,7627,2389,2683.0,
3653,5875,2389,2683.0,
3656,3362,2389,2683.0,
3658,7571,4524,2683.0,
3659,4433,4524,2683.0,
3679,4465,426,3399.0,
3680,6673,8729,2753.0,
3681,6752,8853,2720.0,
3682,3621,5624,2712.0,
3690,7609,13703,2683.0,
3733,7785,17431,3225.0,
3735,9481,675,3032.0,
3744,5987,17,2683.0,
3747,3579,17,2683.0,
3749,7711,1946,2683.0,
3758,7452,107,3112.0,
3806,5681,402,2712.0,
3820,8893,402,2712.0,
3831,7113,402,2712.0,
3836,4568,402,2712.0,
3837,8870,402,2712.0,
3839,8930,402,2712.0,
3840,8009,402,2712.0,
3843,5548,402,2712.0,
3844,6167,402,2712.0,
3845,5630,402,2712.0,
3846,6843,3039,2683.0,
3851,9385,1138,2712.0,
3858,7201,1138,2712.0,
3875,3860,1138,2712.0,
3888,4657,2412,2712.0,
3891,9656,334,2712.0,
3892,8981,334,2712.0,
3893,7514,334,2712.0,
3914,8020,339,2712.0,
3915,7307,339,2712.0,
3919,8744,3639,2712.0,
3976,8706,4524,2683.0,
3977,8119,4524,2683.0,
4000,6738,8839,4377.0,
4001,6716,8747,2739.0,
4013,7512,2754,2640.0,
4047,4019,675,3032.0,
4065,9293,17,2683.0,
4066,6627,17,2683.0,
4067,4730,17,2683.0,
4160,8020,402,2712.0,
4168,7418,402,2712.0,
4231,3897,334,2712.0,
4256,5752,3314,2712.0,
4355,8752,2754,2640.0,
4419,9247,17,2683.0,
4508,4705,402,2712.0,
4512,7809,3039,2683.0,
4554,6201,257,3112.0,
4570,5624,339,2712.0,
4573,9481,614,3032.0,
4706,5985,17,2683.0,
4714,6207,107,3112.0,
4772,7010,402,2712.0,
4786,7364,402,2712.0,
4791,6969,402,2712.0,
4801,9057,402,2712.0,
4802,6161,402,2712.0,
4804,8981,402,2712.0,
4807,7401,402,2712.0,
4809,7514,402,2712.0,
4812,9439,402,2712.0,
4816,3345,3039,2683.0,
4850,8992,2412,2712.0,
4863,7150,334,2712.0,
4865,6150,334,2712.0,
4866,9362,257,3112.0,
4867,4994,257,3112.0,
4875,7412,339,2712.0,
4876,6161,339,2712.0,
4877,3908,339,2712.0,
