molregno,pref_name,chembl_id,max_phase,therapeutic_flag,dosed_ingredient,structure_type,chebi_par_id,molecule_type,first_approval,oral,parenteral,topical,black_box_warning,natural_product,first_in_class,chirality,prodrug,inorganic_flag,usan_year,availability_type,usan_stem,polymer_flag,usan_substem,usan_stem_definition,indication_class,withdrawn_flag,chemical_probe,orphan
2877,,CHEMBL7775,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2878,,CHEMBL7885,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2879,,CHEMBL269393,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2880,,CHEMBL8135,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2881,,CHEMBL7626,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2882,,CHEMBL267630,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2883,ISOROTENONE,CHEMBL7941,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2884,,CHEMBL7918,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2885,MALONIC ACID,CHEMBL7942,,0,0,MOL,30794.0,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2886,ACETYLROTENOLENE,CHEMBL268834,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2887,O-CARBETHOXY ROTENONE OXIME,CHEMBL7915,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2888,,CHEMBL266993,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2889,,CHEMBL266994,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2890,,CHEMBL267743,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2891,,CHEMBL7784,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2892,,CHEMBL414212,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2893,,CHEMBL7599,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2894,,CHEMBL8094,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2895,,CHEMBL8056,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2896,,CHEMBL8264,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2897,,CHEMBL8265,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2898,,CHEMBL424945,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2899,,CHEMBL8057,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2900,,CHEMBL8058,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2901,,CHEMBL266969,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2902,,CHEMBL7548,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2903,,CHEMBL267039,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2904,,CHEMBL7651,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2905,,CHEMBL267387,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2906,,CHEMBL267438,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2908,,CHEMBL266866,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2909,,CHEMBL7878,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2910,,CHEMBL8195,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2911,,CHEMBL8196,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2912,,CHEMBL269065,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2913,,CHEMBL7808,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2914,,CHEMBL7809,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2915,,CHEMBL7914,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2916,,CHEMBL7766,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2917,,CHEMBL429184,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2918,,CHEMBL7767,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2919,,CHEMBL8032,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2920,,CHEMBL8132,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2921,,CHEMBL266960,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2922,,CHEMBL8067,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2927,,CHEMBL7659,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2928,,CHEMBL7673,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2929,,CHEMBL31672,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2930,,CHEMBL7545,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2931,,CHEMBL7546,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2932,,CHEMBL7569,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2935,DEHYDROROTENONE,CHEMBL7940,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2936,,CHEMBL267461,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2937,,CHEMBL7836,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2938,,CHEMBL269370,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2939,,CHEMBL7934,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2940,,CHEMBL7935,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2941,,CHEMBL267758,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2942,,CHEMBL8017,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2943,,CHEMBL268428,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2944,,CHEMBL7649,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2945,,CHEMBL7650,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2946,,CHEMBL7708,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2947,,CHEMBL7519,,0,0,BOTH,,Protein,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2948,,CHEMBL7604,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2949,,CHEMBL266865,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2950,,CHEMBL266461,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2951,,CHEMBL7819,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2952,,CHEMBL7835,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2953,,CHEMBL7847,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2954,,CHEMBL7862,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2955,,CHEMBL428835,,0,0,BOTH,,Protein,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2956,,CHEMBL7676,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2957,,CHEMBL7703,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2958,,CHEMBL268129,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2959,,CHEMBL7662,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2960,,CHEMBL266778,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2961,,CHEMBL440453,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2962,,CHEMBL7981,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2963,,CHEMBL7668,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2964,,CHEMBL268235,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2966,SULOFENUR,CHEMBL7643,2.0,0,0,MOL,,Small molecule,,0,0,0,0,0,0,2,0,0,1990.0,,,0,,,Antineoplastic,0,0,0
2967,,CHEMBL267869,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2968,LY-181984,CHEMBL7829,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2969,,CHEMBL7570,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2970,,CHEMBL8121,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2971,,CHEMBL274170,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2976,,CHEMBL7559,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2977,,CHEMBL268403,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2978,,CHEMBL268668,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2979,,CHEMBL7715,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2980,,CHEMBL7945,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2981,,CHEMBL275955,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2982,,CHEMBL7946,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2983,,CHEMBL7969,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2984,,CHEMBL414608,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2985,,CHEMBL7873,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2986,,CHEMBL7898,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2987,,CHEMBL7959,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2989,,CHEMBL7781,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2990,,CHEMBL273658,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2991,,CHEMBL7811,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2992,,CHEMBL8163,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2993,,CHEMBL415493,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2994,GEMFIBROZIL,CHEMBL457,4.0,1,1,MOL,5296.0,Small molecule,1981.0,1,0,0,0,1,0,2,0,0,1980.0,1.0,,0,,,Antihyperlipidemic,0,0,0
2995,,CHEMBL275515,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2996,,CHEMBL275699,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2997,,CHEMBL268441,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2998,,CHEMBL8091,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
2999,,CHEMBL8161,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3000,,CHEMBL7999,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3001,,CHEMBL440640,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3002,,CHEMBL266228,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3003,,CHEMBL267887,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3004,,CHEMBL414209,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3005,,CHEMBL266067,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3006,,CHEMBL268153,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3007,,CHEMBL414214,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3008,,CHEMBL8160,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3009,,CHEMBL268693,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3010,,CHEMBL8013,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3011,,CHEMBL268392,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3012,MELATONIN,CHEMBL45,4.0,1,1,MOL,16796.0,Small molecule,2022.0,1,0,0,0,1,0,2,0,0,,-1.0,,0,,,,0,0,0
3015,,CHEMBL8202,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3016,,CHEMBL274067,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3018,,CHEMBL8002,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3019,,CHEMBL274172,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3020,,CHEMBL8018,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3021,,CHEMBL275957,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3022,,CHEMBL274402,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3023,,CHEMBL8083,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3024,,CHEMBL8107,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3025,,CHEMBL8177,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3026,,CHEMBL8118,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3027,,CHEMBL8088,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3028,,CHEMBL8191,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3030,,CHEMBL8278,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3031,,CHEMBL416328,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3032,,CHEMBL8222,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3033,,CHEMBL8223,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3034,,CHEMBL267019,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3035,,CHEMBL8004,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3036,,CHEMBL8284,,0,0,BOTH,,Protein,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3037,,CHEMBL8361,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3038,,CHEMBL267805,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3039,,CHEMBL8410,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3040,,CHEMBL8271,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3041,,CHEMBL276197,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3042,,CHEMBL275930,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3043,,CHEMBL8166,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3044,,CHEMBL8139,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3045,,CHEMBL415309,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3046,,CHEMBL264980,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3047,,CHEMBL8012,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3048,,CHEMBL267249,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3049,,CHEMBL8076,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3050,,CHEMBL7858,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3051,,CHEMBL7859,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3052,,CHEMBL268210,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3053,,CHEMBL8064,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3054,,CHEMBL8065,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3055,,CHEMBL268671,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3056,,CHEMBL7931,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3057,,CHEMBL7888,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3058,,CHEMBL273659,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3059,LYSINE,CHEMBL8085,4.0,1,0,MOL,18019.0,Small molecule,,0,0,0,0,1,0,1,0,0,1979.0,-1.0,,0,,,Amino Acid,0,0,0
3060,,CHEMBL267077,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3061,,CHEMBL8185,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3062,,CHEMBL7992,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3063,,CHEMBL8036,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3064,,CHEMBL8061,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3065,,CHEMBL8062,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3066,,CHEMBL8087,,0,0,MOL,59111.0,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3067,,CHEMBL8420,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3068,,CHEMBL8356,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3069,,CHEMBL8272,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3070,,CHEMBL8390,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3072,,CHEMBL8252,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3073,,CHEMBL268007,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3074,,CHEMBL266933,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3076,,CHEMBL7986,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3077,,CHEMBL8069,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3078,,CHEMBL8109,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3079,,CHEMBL8416,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3080,,CHEMBL7996,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3081,,CHEMBL8113,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3082,,CHEMBL8089,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3083,,CHEMBL274535,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3084,,CHEMBL274536,,0,0,MOL,,Small molecule,,0,0,0,0,1,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3085,,CHEMBL8205,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3086,,CHEMBL8078,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
3087,,CHEMBL8090,,0,0,MOL,,Small molecule,,0,0,0,0,0,-1,-1,-1,-1,,-1.0,,0,,,,0,0,-1
